,userid,placeid,category_id,category_name,lat,lon,timezone,datetime,LZ_entropy,Pi,mean_ent,median_ent,std_ent,count_ent,nunique_ent,mean_Pi,median_Pi,std_Pi,count_Pi,nunique_Pi
39,1928,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Commute,35.6985961952645,139.773018248646,540,2012-04-03 22:31:16,3.0845701924883606,0.6735838960706868,3.82578084806838,3.7794126801289813,0.8993669573036063,10148,854,0.5730622944695576,0.5776703226532853,0.10770146427866775,10148,859
40,1746,4b600990f964a520e3d329e3,4bf58dd8d48988d129951735,Commute,35.666692051408894,139.758132737677,540,2012-04-03 22:33:02,2.7920649217399,0.7002287124413028,3.5739364167465277,3.459269368912752,0.9012052614132109,2232,420,0.6071125309708382,0.6374993968544647,0.10900135234799077,2232,421
41,2278,4b60c0acf964a52063f729e3,4bf58dd8d48988d129951735,Commute,35.8456243927316,139.64698018863,540,2012-04-03 22:34:21,2.815843911523945,0.6894790747280628,3.3377070072473836,3.197022162155939,1.0701750572383995,481,89,0.6224117656542592,0.6488691046479423,0.12684420753179448,481,89
42,627,4b3854eef964a520a14d25e3,4bf58dd8d48988d129951735,Commute,35.7104806619084,139.813309907913,540,2012-04-03 22:35:27,3.302508347501222,0.6697488625969711,3.9352122953300293,3.5260065717498685,0.9131428352341305,568,145,0.5815439715652287,0.6239681686355285,0.11504883298309133,568,145
43,1132,4bb70c132f70c9b641408630,4bf58dd8d48988d129951735,Commute,35.5757297601714,139.659651517868,540,2012-04-03 22:35:41,2.975979344226828,0.6749947625086223,3.582745161113252,3.281774566765439,0.8763840952886203,939,163,0.6095774637432707,0.647478417891701,0.10496648921985893,939,163
44,1714,4b559c09f964a520efe827e3,4bf58dd8d48988d129951735,Commute,35.8587396016738,139.657285809517,540,2012-04-03 22:36:11,3.76321509369443,0.6212802980551969,3.909545259859864,3.76321509369443,0.568908241664125,408,79,0.5884466454521388,0.6212802980551969,0.07424368975091786,408,79
46,1928,4b6a97d2f964a520a6d92be3,4bf58dd8d48988d1fd931735,Commute,35.6980722488487,139.775480031967,540,2012-04-03 22:37:25,3.0845701924883606,0.6735838960706868,3.809723563705652,3.535562639265855,0.8728373606196601,542,88,0.5834477399819648,0.6231430193380567,0.10200047218654214,542,88
47,1497,4bf29ddea32e20a14266d557,4bf58dd8d48988d129951735,Commute,35.677517996708005,139.765394926071,540,2012-04-03 22:38:22,3.6707766304181066,0.6205306042021949,3.626283166312645,3.6707766304181066,0.6772287449081411,530,71,0.6051458368944096,0.6205306042021949,0.0796477838978605,530,71
48,819,4b07d082f964a520320023e3,4bf58dd8d48988d129951735,Commute,35.5997408537893,139.610223770142,540,2012-04-03 22:39:08,3.111779487475346,0.6131097739217904,4.222493529946657,4.293167669052229,0.7727579553198338,403,91,0.5504086560173528,0.5541147942351469,0.09630837414520273,403,91
49,819,4b572c71f964a520832928e3,4bf58dd8d48988d129951735,Commute,35.5990211491796,139.611200094223,540,2012-04-03 22:39:22,3.111779487475346,0.6131097739217904,4.068836492324369,3.9250525785265076,0.8487352689253582,371,79,0.5767470131268544,0.5541147942351469,0.08862985783032258,371,79
50,1029,4b641c3df964a5208c9f2ae3,4bf58dd8d48988d129951735,Commute,35.7111514496414,139.77355957031202,540,2012-04-03 22:39:30,3.6389530903157445,0.6361121697502843,3.607116179291423,3.6389530903157445,0.9430501271724532,229,56,0.6147876019852799,0.6361121697502843,0.11081433549993222,229,56
52,1701,4b274cf5f964a520bf8524e3,4bf58dd8d48988d129951735,Commute,35.5313269290133,139.696902036667,540,2012-04-03 22:44:12,3.951615866935464,0.6185624068540635,3.6165262495616237,3.7211445155124303,1.070518911201183,2299,299,0.6073018897238847,0.6157266881114809,0.1219503172196943,2299,299
54,557,4b5ecbf5f964a520fd9829e3,4bf58dd8d48988d129951735,Commute,35.6889583555145,139.700009736512,540,2012-04-03 22:44:36,2.385785981106693,0.7687332259220011,3.525907729047071,3.681503520377259,1.0123133485542166,538,95,0.616189186191094,0.6404511701559579,0.13044391237718467,538,95
56,557,4b62a048f964a520454d2ae3,4bf58dd8d48988d129951735,Commute,35.690345691273606,139.699788093567,540,2012-04-03 22:45:29,2.385785981106693,0.7687332259220011,3.8856565243659626,3.83598803328585,0.9760570832527744,597,173,0.5765998225956587,0.5775476074825834,0.12819611309380646,597,173
57,390,4b396b34f964a5204f5c25e3,4bf58dd8d48988d129951735,Commute,35.749646943463794,139.80514526367202,540,2012-04-03 22:45:49,2.421153658320822,0.7274021927032139,3.481638499497748,3.476167875693874,1.0327044317171223,1232,180,0.6080932684961784,0.613874977000677,0.1203751289476227,1232,180
58,1029,4b19f87df964a520a4e623e3,4bf58dd8d48988d129951735,Commute,35.70735750443429,139.774616360664,540,2012-04-03 22:46:07,3.6389530903157445,0.6361121697502843,3.9226756317164337,3.8165328322800622,1.0194751356322176,431,162,0.5649121722512852,0.5713247597694827,0.11690271165304893,431,162
59,1151,4b4487c9f964a5201ef625e3,4bf58dd8d48988d1fd931735,Commute,35.677012515423,139.737043976784,540,2012-04-03 22:47:13,3.5055263419695235,0.6183776609225643,3.8084306045981116,3.5055263419695235,0.8190178688228897,384,120,0.5788477301073981,0.6183776609225643,0.09303511795072893,384,120
60,2121,4b5d62ebf964a5207c5b29e3,4bf58dd8d48988d129951735,Commute,35.8154467726202,139.587183594704,540,2012-04-03 22:48:10,3.967972458969104,0.5530183433492909,3.024179837129525,2.5932245076138756,1.005245312241605,430,56,0.6634638965474614,0.7171163149753933,0.1212495747719095,430,56
62,1663,4b0e60adf964a520305723e3,4bf58dd8d48988d129951735,Commute,35.6301457296631,139.740428924561,540,2012-04-03 22:53:03,2.240366271121917,0.7278654176261095,3.513102328919893,3.504795320291788,1.0105293825400763,2439,375,0.6125022246869718,0.6365418344927742,0.11690610017784048,2439,376
64,1327,4b5edaf0f964a520149b29e3,4bf58dd8d48988d129951735,Commute,35.6581963119776,139.702030420303,540,2012-04-03 22:54:16,3.4445957406240644,0.6663148397906341,3.4859762486101475,3.4445957406240644,1.1516877065345006,1087,194,0.6100139787827193,0.6197493309686811,0.1280727132349251,1087,194
66,1029,4b19f962f964a520afe623e3,4bf58dd8d48988d129951735,Commute,35.691670172683104,139.770877361298,540,2012-04-03 22:54:21,3.6389530903157445,0.6361121697502843,3.5643244872934385,3.4654459171457033,0.9230208171832989,738,222,0.598227491841056,0.6266008769560167,0.10059311060517172,738,222
70,1714,4b661ccdf964a52055142be3,4bf58dd8d48988d129951735,Commute,35.713695164811895,139.777507781982,540,2012-04-03 22:55:53,3.76321509369443,0.6212802980551969,3.417453689226045,3.1814883146574178,0.9990144053426879,654,94,0.6322220839474413,0.6903936094360057,0.10990527662204914,654,94
74,1029,4b38b418f964a520914f25e3,4bf58dd8d48988d129951735,Commute,35.699583000000004,139.765222,540,2012-04-03 22:57:56,3.6389530903157445,0.6361121697502843,4.046152508768944,4.076723301213186,0.7722687038785098,1018,327,0.5556590241472903,0.5569765016569541,0.10031100884832862,1018,327
75,935,4b267f8af964a520657c24e3,4bf58dd8d48988d130941735,Building,35.681003987351104,139.763839244843,540,2012-04-03 22:58:33,4.989396876271112,0.4688180353950235,4.648938919759089,4.677797461477162,0.9508165952125295,83,55,0.4736720297355164,0.45558476169827317,0.11992682722861384,83,55
76,3,4b2ae079f964a52061b124e3,4bf58dd8d48988d129951735,Commute,35.651889113311206,139.544395655394,540,2012-04-03 22:58:56,4.439159883696482,0.49942091990220544,3.8054893020276346,3.8607583219978534,0.8899389344391148,1386,190,0.5723897820714428,0.5667187213163541,0.1080734956295312,1386,190
82,1029,4b4ef864f964a520d5f726e3,4bf58dd8d48988d129951735,Commute,35.686006117850496,139.730665683746,540,2012-04-03 23:02:29,3.6389530903157445,0.6361121697502843,4.197047463510345,4.212856485109466,0.7989908393689442,408,164,0.5389050732205112,0.5400381517136671,0.09596147393597962,408,164
84,271,4b52c581f964a520c28727e3,4bf58dd8d48988d1fd931735,Commute,35.7030057881129,139.77166056633,540,2012-04-03 23:06:40,3.1243043434016595,0.631783957925684,4.298325504486454,4.53864823228834,0.8926859750118665,462,142,0.5293928700781344,0.5273783296130822,0.1009490442050818,462,142
86,1676,4b22504cf964a520704524e3,4bf58dd8d48988d129951735,Commute,35.619699172885795,139.728552773595,540,2012-04-03 23:08:11,3.628136121132981,0.6627022306306308,3.6504535500465067,3.6174035154560427,0.8148688347216796,1254,247,0.6040603527810828,0.6592124957701266,0.10052150261186574,1254,247
88,615,4b380ad7f964a520bc4a25e3,4bf58dd8d48988d1fd931735,Commute,35.6651153505091,139.712458848953,540,2012-04-03 23:09:53,3.490517378085998,0.6533601588837898,3.7947110979058,3.641894074596805,0.972748606382698,612,162,0.5725699711903078,0.5769488080663829,0.11116556675756481,612,163
89,336,4b6fadbdf964a520d1f92ce3,4bf58dd8d48988d1fc931735,Light Rail,35.655517883826704,139.756731390953,540,2012-04-03 23:10:03,3.0809053703745355,0.7152935270074376,4.032935512644149,4.018830073774127,0.9129159395557309,241,89,0.5604041702962914,0.5582096179163013,0.12501603196854735,241,89
92,822,4b4d45eff964a520d7cf26e3,4bf58dd8d48988d129951735,Commute,35.560683713322895,139.723730161786,540,2012-04-03 23:11:45,2.9720584230294302,0.7367069895405769,3.594726341100847,3.616754415917394,0.8692530678515262,555,134,0.6140924336950001,0.6380777930703269,0.10954014113451502,555,134
93,557,4b8aff5bf964a520628d32e3,4bf58dd8d48988d129951735,Commute,35.6285080237702,139.738331318327,540,2012-04-03 23:12:31,2.385785981106693,0.7687332259220011,3.2578074889073516,2.91445909766342,1.0291165944149494,505,91,0.6457003549395626,0.683013653567006,0.1315978819334268,505,91
94,666,4b3eab45f964a52095a025e3,4bf58dd8d48988d129951735,Commute,35.7027062993995,139.560829550028,540,2012-04-03 23:12:55,2.1986447639924522,0.7551665123118955,3.241440961785781,3.2394767974982104,0.797428134077719,1285,111,0.6573201074929903,0.68694937055914,0.09356141702844605,1285,111
95,557,4ec0d5979911a2ec5c6cdda6,4bf58dd8d48988d129951735,Commute,35.6282272323851,139.738712310791,540,2012-04-03 23:13:01,2.385785981106693,0.7687332259220011,3.7520877048399184,3.7134623429915643,0.9052837812074684,980,264,0.5881998329082265,0.597642323158676,0.11842771656701817,980,264
98,1690,4cc62e6606c25481d7f8a047,4bf58dd8d48988d129951735,Commute,35.5999545830027,139.610599279404,540,2012-04-03 23:14:15,4.657280805944368,0.4738052533673432,3.7568207835129614,3.7432591086478784,1.0634584808695091,286,64,0.588133538282169,0.625278544220802,0.11539740191776368,286,64
102,271,4b4bee5ff964a5207cab26e3,4bf58dd8d48988d16e941735,Restaurant,35.6998039232269,139.771800041199,540,2012-04-03 23:16:54,3.1243043434016595,0.631783957925684,4.133228011971535,4.270070937981835,0.8439100630583521,108,73,0.5350770540723322,0.5322222646643358,0.10062675598854075,108,73
106,1519,4b132fd2f964a520489523e3,4bf58dd8d48988d129951735,Commute,35.6737442401876,139.667258262634,540,2012-04-03 23:18:24,2.3904938929900768,0.742497130169266,3.4956994846511082,3.490517378085998,0.8384340434230322,618,84,0.6356469541916114,0.6533601588837898,0.10520910174831552,618,84
109,822,4b56345ff964a520330528e3,4bf58dd8d48988d129951735,Commute,35.5327544518463,139.700742959976,540,2012-04-03 23:20:54,2.9720584230294302,0.7367069895405769,3.38969664641397,3.389763772214544,0.8541244784248839,710,134,0.6308880533286739,0.6320836240421156,0.10965229564742038,710,134
110,1338,4b5ed34ef964a520ff9929e3,4bf58dd8d48988d1eb931735,Airport,35.5513797685463,139.788408279419,540,2012-04-03 23:21:24,4.1271149190875285,0.5226854936686204,4.301321318744316,4.1271149190875285,0.8587090600924913,640,226,0.5068775913588163,0.5202027158053543,0.10597331444636524,640,227
114,806,4b1a3c14f964a5204de823e3,4bf58dd8d48988d129951735,Commute,35.6964320244761,139.813942909241,540,2012-04-03 23:23:44,3.715704207704526,0.5582573122809174,3.7243993796630575,3.4931163143341712,0.9461342820098547,801,180,0.5898999216048673,0.5966297096612492,0.1125376706878951,801,180
119,1713,4b35a8b4f964a520722e25e3,4bf58dd8d48988d129951735,Commute,35.7032018164798,139.579904079437,540,2012-04-03 23:26:15,1.7404111535099476,0.8042797639856746,3.640613273691853,3.8395393004799554,1.198599292478072,1094,188,0.6015012312041048,0.5900379136841394,0.13599233989712292,1094,188
122,1658,4b1cd6a5f964a520120a24e3,4bf58dd8d48988d129951735,Commute,35.7780624397351,139.720838069916,540,2012-04-03 23:27:15,3.3149089375597125,0.6592124957701266,3.656704260680633,3.673208284124049,0.9015757376300817,1401,231,0.599789078693437,0.6033021666136023,0.11748422931100821,1401,231
126,1883,4b592a01f964a520be7f28e3,4bf58dd8d48988d1fd931735,Commute,35.6633153685784,139.732116758823,540,2012-04-03 23:29:05,3.077442566265125,0.6288540243881996,3.135706827916366,2.9976136656796726,1.1046763688292984,369,62,0.6597808616159712,0.636419125333493,0.14058009158098916,369,62
127,1388,4b443147f964a5208bf225e3,4bf58dd8d48988d129951735,Commute,35.6959658722164,139.758067131042,540,2012-04-03 23:29:14,4.800469604080644,0.4767943253500788,4.433178906929237,4.584713722214222,0.922902618986828,435,182,0.5135481747995406,0.49826904460356386,0.10929423916635744,435,182
129,845,4b716198f964a520ca432de3,4bf58dd8d48988d129951735,Commute,35.683041042632105,139.702159166336,540,2012-04-03 23:30:00,4.009432286536473,0.5358574302277211,4.141607173084848,4.259727312092039,1.130846374961951,74,53,0.5324322379543869,0.4979929221166237,0.14027423534311134,74,53
135,556,4b283516f964a520e19024e3,4bf58dd8d48988d129951735,Commute,35.5884342009364,139.727919101715,540,2012-04-03 23:32:25,3.6054003115434465,0.5999351835023214,3.505701088317542,3.6054003115434465,0.7473456594930908,1007,92,0.6213613339016626,0.6292997467201663,0.08824777344328713,1007,92
136,1941,4b5648e6f964a520400928e3,4bf58dd8d48988d129951735,Commute,35.752433225195496,139.738132953644,540,2012-04-03 23:33:38,3.8167009001688785,0.6280068652004717,3.499243419308876,3.4445957406240644,1.1429004677351762,423,91,0.6240682256556964,0.6403170857192769,0.1444410772328672,423,91
138,482,4b24e5a2f964a520636a24e3,4bf58dd8d48988d129951735,Commute,35.684176106486795,139.702062606812,540,2012-04-03 23:35:55,2.5979249312149912,0.695276141679235,4.10079685081211,4.216068988066747,0.8629331010992062,418,165,0.5406809789927265,0.5243016243008761,0.10241821398992929,418,165
140,1540,4b54ea63f964a520efd227e3,4bf58dd8d48988d180941735,Movie Theater,35.6900102105836,139.705892801285,540,2012-04-03 23:37:22,5.403146014229058,0.41622800176344693,4.542746481130283,4.72949736972124,0.9396816280666958,216,124,0.48397932020885065,0.47409129365098945,0.11824397093626125,216,124
141,733,4b063a75f964a520e0e922e3,4bf58dd8d48988d1fd931735,Commute,35.6727811628885,139.724029898643,540,2012-04-03 23:37:43,3.855747510575574,0.6126374029808939,4.04521522079626,3.978083961055141,1.0119910073538454,165,74,0.5436483089445686,0.5695230500406323,0.1118401648207997,165,74
143,997,4b403756f964a520eab625e3,4bf58dd8d48988d1fd931735,Commute,35.690859801800705,139.70485210418698,540,2012-04-03 23:38:13,3.28227244264129,0.6754959564127317,4.333164076010922,4.512440029302479,0.8479630182669476,412,145,0.5181324388864799,0.49826904460356386,0.11028626972831851,412,145
149,1321,4b1a3b8cf964a52048e823e3,4bf58dd8d48988d129951735,Commute,35.696105282523604,139.792528152466,540,2012-04-03 23:42:16,2.3425561408153825,0.7694330032198322,2.8606046918647365,2.3425561408153825,1.0116189941445424,514,71,0.6938420807778056,0.7694330032198322,0.12116750472202255,514,71
153,1672,4b595505f964a520528528e3,4bf58dd8d48988d129951735,Commute,35.7021955324165,139.755170345306,540,2012-04-03 23:44:29,2.9431550614388144,0.6929084914356093,3.842973294057094,3.7398380106640925,0.7856746401671209,774,196,0.5764459874985399,0.5987627167398945,0.09977271336462476,774,196
158,365,4c00a5419cf52d7f422e14e7,4bf58dd8d48988d129951735,Commute,35.56247782390479,139.716050326824,540,2012-04-03 23:45:31,3.1396730037133573,0.6758718067693441,3.447613769166853,3.228479915415624,0.9749847181750135,1147,148,0.6346350807537163,0.6627022306306308,0.11066574004123166,1147,148
160,1617,4b0b90e1f964a5204d3223e3,4bf58dd8d48988d129951735,Commute,35.674963187966206,139.763473387365,540,2012-04-03 23:46:29,3.38170515117271,0.6438766717557473,3.9750517561687455,3.829599606276486,0.8674847145421689,746,295,0.5617898394877233,0.5615762125467079,0.10675584796593103,746,295
161,371,4b19f837f964a520a2e623e3,4bf58dd8d48988d129951735,Commute,35.7136207673672,139.77651776271003,540,2012-04-03 23:46:32,5.34442484438812,0.3510184544207109,3.7958135875752474,3.8165328322800622,0.9604691406715834,2046,408,0.5811691850355941,0.5849767347781526,0.11750076754099478,2046,410
165,1710,4b0dfb40f964a5207c5323e3,4bf58dd8d48988d1fd931735,Commute,35.6738924048944,139.75096464157102,540,2012-04-03 23:48:32,3.3295156220558493,0.6021051583053979,3.8576292112270263,3.3295156220558493,0.8301043265127833,169,65,0.558104897289857,0.6021051583053979,0.09511744536192913,169,65
166,1519,4b53bc1af964a520aba927e3,4bf58dd8d48988d1fd931735,Commute,35.6955607096278,139.775871634483,540,2012-04-03 23:49:32,2.3904938929900768,0.742497130169266,3.5707686426122174,3.488926289918499,1.083942661783135,437,102,0.6106741767625331,0.6406620933757153,0.12181186100187054,437,102
170,2250,4b46d0ebf964a520982826e3,4bf58dd8d48988d1fd931735,Commute,35.695504073833206,139.751704931259,540,2012-04-03 23:51:44,4.393943973167614,0.5173316215614234,3.8784272783323184,3.6420197006934703,0.8054163900908506,433,142,0.571367244833892,0.5966297096612492,0.09851409753808012,433,142
173,1646,4b5bab10f964a520e00e29e3,4bf58dd8d48988d129951735,Commute,35.689718297666396,139.699251651764,540,2012-04-03 23:54:08,2.086114649362959,0.7944868534522196,3.343023932542569,3.2336183642079295,1.0622089362447868,940,122,0.6286445647036057,0.6320836240421156,0.1341699894970783,940,122
175,1809,4b1f4464f964a520372524e3,4bf58dd8d48988d129951735,Commute,35.633677388349106,139.71551656723,540,2012-04-03 23:55:03,3.8342055689292103,0.5255223222860747,3.5045580793035627,3.8165328322800622,1.199940711873196,619,137,0.605056742587524,0.5742111993271453,0.14430049494220298,619,137
176,2250,4b4122c2f964a520d6c125e3,4bf58dd8d48988d1fd931735,Commute,35.678345933275,139.740096330643,540,2012-04-03 23:58:34,4.393943973167614,0.5173316215614234,4.228312415894492,4.14441643969999,0.8188004931326456,172,81,0.5259257530629132,0.5482230937337385,0.09938271724330788,172,81
