userid_x,userid_y,group,CE_alter,Pi_alter,N_previous,LZ,Pi,meetup
5.0,3.0,useless,10.700064225480208,,1537,2.505728663998325,0.734867695920156,2
5.0,206.0,useless,10.71858588269583,,1874,2.505728663998325,0.734867695920156,2
5.0,1720.0,useless,6.613473067216447,,641,2.505728663998325,0.734867695920156,2
5.0,7001.0,useful,5.101178647709258,0.33702757838786424,294,2.505728663998325,0.734867695920156,2
5.0,8210.0,useless,6.4574374565113075,,1939,2.505728663998325,0.734867695920156,2
5.0,10145.0,useful,4.536860812485308,0.4371153701419658,201,2.505728663998325,0.734867695920156,2
6.0,7555.0,useless,10.397717287860306,,2099,3.767343515722542,0.6183332674667128,4
6.0,577.0,useless,7.412099673772253,,235,3.767343515722542,0.6183332674667128,3
6.0,193.0,useless,8.850032890272358,,618,3.767343515722542,0.6183332674667128,2
6.0,560.0,useless,9.772259421256898,,928,3.767343515722542,0.6183332674667128,2
7.0,1.0,useful,5.497788897476244,0.5068892921740018,1164,3.9980171383845513,0.6627879190511626,50
7.0,42.0,useful,6.492482562928282,0.3942939765164081,620,3.9980171383845513,0.6627879190511626,34
7.0,11.0,useful,8.158064768575308,0.1802407702145586,2097,3.9980171383845513,0.6627879190511626,31
7.0,123.0,useful,8.323242270087514,0.15599788235529194,599,3.9980171383845513,0.6627879190511626,23
7.0,0.0,useful,9.010477120348297,0.037434401052971765,2084,3.9980171383845513,0.6627879190511626,21
7.0,23.0,useful,7.010036028178548,0.3320129531175174,1317,3.9980171383845513,0.6627879190511626,21
7.0,124.0,useful,6.095087322275991,0.44029163817513506,809,3.9980171383845513,0.6627879190511626,21
7.0,3.0,useless,9.509525959461676,,1786,3.9980171383845513,0.6627879190511626,14
7.0,30.0,useful,8.486040457234381,0.13111677683376324,2077,3.9980171383845513,0.6627879190511626,14
7.0,35.0,useful,8.68300253570064,0.09922178319210108,2089,3.9980171383845513,0.6627879190511626,6
7.0,5.0,useful,5.285485765521356,0.5298963454655362,405,3.9980171383845513,0.6627879190511626,5
7.0,74.0,useful,5.746510918908862,0.4795038155119488,269,3.9980171383845513,0.6627879190511626,5
7.0,721.0,useless,10.587363094222024,,2096,3.9980171383845513,0.6627879190511626,4
7.0,29.0,useless,9.222934843400392,,1783,3.9980171383845513,0.6627879190511626,3
7.0,40.0,useful,8.640054625005183,0.10638489202231484,553,3.9980171383845513,0.6627879190511626,3
7.0,26.0,useful,7.044700610869385,0.3277328473186456,794,3.9980171383845513,0.6627879190511626,2
7.0,125.0,useful,7.265820918317092,0.3000687956815125,207,3.9980171383845513,0.6627879190511626,2
7.0,207.0,useless,10.436135510373452,,1461,3.9980171383845513,0.6627879190511626,2
7.0,557.0,useful,8.558544971944558,0.11964215402069435,694,3.9980171383845513,0.6627879190511626,2
7.0,1714.0,useful,8.957942229760965,0.04874579288027789,535,3.9980171383845513,0.6627879190511626,2
7.0,2989.0,useful,7.159318412645228,0.3134733097389464,2100,3.9980171383845513,0.6627879190511626,2
7.0,7111.0,useful,7.695937052238105,0.2442097744249547,243,3.9980171383845513,0.6627879190511626,2
7.0,10145.0,useful,7.2004649735060005,0.3083127083948583,201,3.9980171383845513,0.6627879190511626,2
7.0,17208.0,useful,9.073786713118926,0.02189032671658615,805,3.9980171383845513,0.6627879190511626,2
7.0,25318.0,useless,9.918140920879683,,1187,3.9980171383845513,0.6627879190511626,2
7.0,43797.0,useful,8.576477068549492,0.11676024296991283,562,3.9980171383845513,0.6627879190511626,2
10.0,0.0,useless,10.920823747681244,,2082,4.405287570680559,0.5456316793049634,2
10.0,29.0,useless,9.922345076969961,,1783,4.405287570680559,0.5456316793049634,2
10.0,1087.0,useless,10.139240774784119,,2100,4.405287570680559,0.5456316793049634,2
10.0,2988.0,useless,8.977188280545336,,748,4.405287570680559,0.5456316793049634,2
11.0,7.0,useful,7.868493992356869,0.18186254287947107,1611,4.08663565407357,0.6418027329250519,31
11.0,42.0,useful,6.844487289887431,0.32405054872351946,620,4.08663565407357,0.6418027329250519,30
11.0,23.0,useful,8.445897436707309,0.0866027108658532,1317,4.08663565407357,0.6418027329250519,23
11.0,124.0,useful,7.331527827153696,0.2590954312852812,809,4.08663565407357,0.6418027329250519,23
11.0,1.0,useful,8.274964585075036,0.11694059259974175,1163,4.08663565407357,0.6418027329250519,21
11.0,3.0,useless,9.410151536504127,,1785,4.08663565407357,0.6418027329250519,17
11.0,123.0,useful,8.013207182629076,0.1595998886347423,593,4.08663565407357,0.6418027329250519,16
11.0,30.0,useful,8.232824615344219,0.1240665924522308,2077,4.08663565407357,0.6418027329250519,14
11.0,26.0,useful,8.119128186659477,0.14276423330517227,794,4.08663565407357,0.6418027329250519,13
11.0,0.0,useful,8.614444489006058,0.05311024584428314,2082,4.08663565407357,0.6418027329250519,12
11.0,46.0,useful,6.5145544561739905,0.3660474160977734,179,4.08663565407357,0.6418027329250519,8
11.0,40.0,useful,7.875536480000899,0.18079657964683693,553,4.08663565407357,0.6418027329250519,7
11.0,4.0,useful,7.914613182465745,0.17485090968081562,778,4.08663565407357,0.6418027329250519,6
11.0,35.0,useful,8.403694564502079,0.094344402267507,2089,4.08663565407357,0.6418027329250519,3
11.0,56.0,useful,5.950948282898562,0.4347970626957956,199,4.08663565407357,0.6418027329250519,3
11.0,74.0,useful,7.346291915920677,0.2570612214239057,269,4.08663565407357,0.6418027329250519,3
12.0,30.0,useful,8.1160726202192,0.13575527102004578,2077,4.10907735784528,0.6374510213749971,48
12.0,61.0,useful,6.309965224612276,0.3873826459396702,959,4.10907735784528,0.6374510213749971,15
12.0,1087.0,useful,8.724542653167282,0.008428251340861033,2100,4.10907735784528,0.6374510213749971,15
12.0,1083.0,useful,8.263384044273863,0.11076629775176043,1361,4.10907735784528,0.6374510213749971,13
12.0,900.0,useful,7.395802803131718,0.24458238367879284,847,4.10907735784528,0.6374510213749971,12
12.0,25.0,useless,9.011775312437297,,1879,4.10907735784528,0.6374510213749971,11
12.0,21.0,useless,10.24532135857049,,2096,4.10907735784528,0.6374510213749971,9
12.0,167.0,useless,9.470934866274488,,2084,4.10907735784528,0.6374510213749971,9
12.0,881.0,useful,8.345887619726456,0.09606163488850067,922,4.10907735784528,0.6374510213749971,9
12.0,41.0,useful,7.214532025898207,0.2697688664132501,554,4.10907735784528,0.6374510213749971,8
12.0,3384.0,useless,9.216975279104961,,2097,4.10907735784528,0.6374510213749971,8
12.0,13.0,useful,7.927269819106169,0.16604500480048834,1018,4.10907735784528,0.6374510213749971,7
12.0,29.0,useless,9.558325609320152,,1783,4.10907735784528,0.6374510213749971,7
12.0,45.0,useful,8.50667080356874,0.0651875855163512,2066,4.10907735784528,0.6374510213749971,6
12.0,52.0,useful,7.584416564863162,0.21761006950176998,750,4.10907735784528,0.6374510213749971,6
12.0,1309.0,useful,7.015160381616106,0.29675420203614056,394,4.10907735784528,0.6374510213749971,6
12.0,1944.0,useless,9.311091787676864,,1115,4.10907735784528,0.6374510213749971,6
12.0,2.0,useless,8.847546241214129,,2098,4.10907735784528,0.6374510213749971,5
12.0,86.0,useful,6.7647368374331975,0.3297269735536634,407,4.10907735784528,0.6374510213749971,5
12.0,947.0,useful,7.897589822590872,0.17066559659316607,422,4.10907735784528,0.6374510213749971,5
12.0,969.0,useful,8.03107522537844,0.14959786651916995,1414,4.10907735784528,0.6374510213749971,5
12.0,987.0,useful,6.393113480377711,0.3770345598195147,286,4.10907735784528,0.6374510213749971,5
12.0,39235.0,useful,7.9723208810014174,0.15896396356252884,747,4.10907735784528,0.6374510213749971,5
12.0,66.0,useful,8.565711113141402,0.05270118977090687,1585,4.10907735784528,0.6374510213749971,4
12.0,67.0,useless,9.430417646259484,,1824,4.10907735784528,0.6374510213749971,4
12.0,92.0,useful,7.980420140768758,0.15768193209303072,949,4.10907735784528,0.6374510213749971,4
12.0,882.0,useful,7.666810317575144,0.20554649733971173,489,4.10907735784528,0.6374510213749971,4
12.0,916.0,useful,7.143531374825491,0.27945978379827474,325,4.10907735784528,0.6374510213749971,4
12.0,1714.0,useful,8.190658273769998,0.1232800595929818,535,4.10907735784528,0.6374510213749971,4
12.0,51.0,useful,5.915383443823138,0.4354389703134525,920,4.10907735784528,0.6374510213749971,3
12.0,906.0,useful,6.426296277643488,0.3728818790126359,180,4.10907735784528,0.6374510213749971,3
12.0,988.0,useful,7.663094415336922,0.20609457829261774,473,4.10907735784528,0.6374510213749971,3
12.0,1500.0,useful,7.397798840842289,0.24430124640470996,577,4.10907735784528,0.6374510213749971,3
12.0,6660.0,useful,6.997033169025288,0.29917390262653515,222,4.10907735784528,0.6374510213749971,3
12.0,0.0,useless,10.437073666624977,,2074,4.10907735784528,0.6374510213749971,2
12.0,35.0,useless,10.406014700942352,,2089,4.10907735784528,0.6374510213749971,2
12.0,47.0,useful,8.427652502492972,0.08080838411776876,1545,4.10907735784528,0.6374510213749971,2
12.0,57.0,useful,7.868545915341881,0.1751547055223655,263,4.10907735784528,0.6374510213749971,2
12.0,75.0,useful,7.204014926689196,0.27121024352101536,431,4.10907735784528,0.6374510213749971,2
12.0,76.0,useful,7.57617424696986,0.2188068906091903,539,4.10907735784528,0.6374510213749971,2
12.0,183.0,useful,7.58863428849842,0.21699695507048056,724,4.10907735784528,0.6374510213749971,2
12.0,189.0,useless,8.968433606559822,,1223,4.10907735784528,0.6374510213749971,2
12.0,887.0,useful,8.407113302146582,0.08471501240786382,535,4.10907735784528,0.6374510213749971,2
12.0,958.0,useful,7.51835428188796,0.2271541621791137,485,4.10907735784528,0.6374510213749971,2
12.0,960.0,useful,7.77587199945533,0.1892785692163695,225,4.10907735784528,0.6374510213749971,2
12.0,967.0,useful,6.218795780823281,0.3986370432957029,179,4.10907735784528,0.6374510213749971,2
12.0,974.0,useful,7.6748933147668374,0.2043529315978488,294,4.10907735784528,0.6374510213749971,2
12.0,1011.0,useful,8.096114273027249,0.13903922059299265,288,4.10907735784528,0.6374510213749971,2
12.0,1192.0,useful,8.22462955757287,0.11748143687798512,979,4.10907735784528,0.6374510213749971,2
12.0,1315.0,useless,8.853306090268722,,1446,4.10907735784528,0.6374510213749971,2
12.0,1708.0,useful,7.723191946280594,0.19718138276740926,318,4.10907735784528,0.6374510213749971,2
12.0,2988.0,useful,8.098018258628711,0.13872686554943253,747,4.10907735784528,0.6374510213749971,2
12.0,3410.0,useful,7.09094041322726,0.2865793160680097,323,4.10907735784528,0.6374510213749971,2
12.0,4945.0,useless,9.707787867011334,,896,4.10907735784528,0.6374510213749971,2
12.0,45237.0,useful,5.7811304443802,0.4514214012838981,159,4.10907735784528,0.6374510213749971,2
13.0,1087.0,useful,8.0826077248773,0.08421537354437117,2100,4.542817882673094,0.5748220048062308,21
13.0,92.0,useful,7.541789538582388,0.1803639837632728,949,4.542817882673094,0.5748220048062308,17
13.0,21.0,useful,7.666911000385751,0.1597952202391171,2095,4.542817882673094,0.5748220048062308,14
13.0,167.0,useful,7.865166134827975,0.1254939812262776,2084,4.542817882673094,0.5748220048062308,12
13.0,30.0,useful,7.6058648405829485,0.16991952352712994,2075,4.542817882673094,0.5748220048062308,11
13.0,1017.0,useful,7.438599045835222,0.1968345045779077,204,4.542817882673094,0.5748220048062308,11
13.0,19.0,useless,9.74490849987291,,1052,4.542817882673094,0.5748220048062308,8
13.0,51.0,useful,7.547220536040192,0.1794855118481199,920,4.542817882673094,0.5748220048062308,8
13.0,12.0,useful,7.458358878902363,0.19371173709139905,1743,4.542817882673094,0.5748220048062308,7
13.0,45.0,useful,7.856238108314388,0.12709389555720516,2066,4.542817882673094,0.5748220048062308,7
13.0,965.0,useful,7.729788192968434,0.1491705290049864,565,4.542817882673094,0.5748220048062308,7
13.0,966.0,useful,6.736066816340887,0.300658028373261,198,4.542817882673094,0.5748220048062308,7
13.0,1944.0,useful,7.690327536353884,0.15586290715035414,1115,4.542817882673094,0.5748220048062308,7
13.0,3384.0,useless,8.407728403238274,,2097,4.542817882673094,0.5748220048062308,6
13.0,67.0,useless,8.724590217104199,,1824,4.542817882673094,0.5748220048062308,5
13.0,1143.0,useless,9.196667871938851,,725,4.542817882673094,0.5748220048062308,5
13.0,39235.0,useful,7.059001296488072,0.2544529358121781,737,4.542817882673094,0.5748220048062308,5
13.0,17.0,useless,9.290532946560774,,1564,4.542817882673094,0.5748220048062308,4
13.0,66.0,useful,8.10000893209375,0.08065985822450754,1585,4.542817882673094,0.5748220048062308,4
13.0,900.0,useful,7.1181093358736005,0.2457431761120413,847,4.542817882673094,0.5748220048062308,4
13.0,916.0,useful,8.021240070121152,0.09639843090293812,325,4.542817882673094,0.5748220048062308,4
13.0,959.0,useless,10.802716093826392,,2100,4.542817882673094,0.5748220048062308,4
13.0,1156.0,useful,6.558346780774425,0.3252191267051191,533,4.542817882673094,0.5748220048062308,4
13.0,1168.0,useless,10.112199190338313,,1279,4.542817882673094,0.5748220048062308,4
13.0,1708.0,useful,6.49463917765117,0.3338914789211233,318,4.542817882673094,0.5748220048062308,4
13.0,0.0,useless,9.24571387014992,,2054,4.542817882673094,0.5748220048062308,3
13.0,29.0,useful,7.3150316868943746,0.216058869548934,1782,4.542817882673094,0.5748220048062308,3
13.0,105.0,useful,6.8917893954961755,0.27865154017338195,260,4.542817882673094,0.5748220048062308,3
13.0,958.0,useful,6.233523981755709,0.3687736881082728,481,4.542817882673094,0.5748220048062308,3
13.0,961.0,useful,8.137510736329379,0.07281649090651977,296,4.542817882673094,0.5748220048062308,3
13.0,1192.0,useful,7.945010228198399,0.11089862525807433,979,4.542817882673094,0.5748220048062308,3
13.0,1315.0,useful,8.077712146648706,0.08520696814984277,1446,4.542817882673094,0.5748220048062308,3
13.0,1504.0,useful,5.515351304095812,0.4600243671038908,192,4.542817882673094,0.5748220048062308,3
13.0,1720.0,useful,6.5916776364290826,0.32065490725599105,641,4.542817882673094,0.5748220048062308,3
13.0,2.0,useful,8.340107800605356,0.02163657296552507,2098,4.542817882673094,0.5748220048062308,2
13.0,35.0,useless,9.695260379148806,,2089,4.542817882673094,0.5748220048062308,2
13.0,37.0,useless,9.038475251471803,,2100,4.542817882673094,0.5748220048062308,2
13.0,41.0,useful,6.660293987823456,0.3111985185541269,554,4.542817882673094,0.5748220048062308,2
13.0,43.0,useful,8.213244527634398,0.05600972052396586,664,4.542817882673094,0.5748220048062308,2
