userid_x,userid_y,group,CE_alter,Pi_alter,N_previous,LZ,Pi
0.0,26.0,useful,9.075822406707214,0.054918966521402976,794,5.136027486253859,0.5533462292191736
0.0,1083.0,useless,9.52844208423434,,1361,5.136027486253859,0.5533462292191736
0.0,1504.0,useful,7.038116072097735,0.34125868685341293,192,5.136027486253859,0.5533462292191736
0.0,3384.0,useless,10.033197444226513,,2097,5.136027486253859,0.5533462292191736
0.0,10.0,useful,7.631495695807029,0.26786068639379557,520,5.136027486253859,0.5533462292191736
0.0,12.0,useful,8.353374472927568,0.1707781952317775,1755,5.136027486253859,0.5533462292191736
0.0,25.0,useless,9.989399734674368,,1879,5.136027486253859,0.5533462292191736
0.0,66.0,useful,8.351208348033463,0.17108762437893044,1585,5.136027486253859,0.5533462292191736
0.0,68.0,useful,7.87794076157533,0.2358838913380732,372,5.136027486253859,0.5533462292191736
0.0,88.0,useful,7.623301429638817,0.2689069864994244,542,5.136027486253859,0.5533462292191736
0.0,836.0,useless,10.141941137445091,,2073,5.136027486253859,0.5533462292191736
0.0,882.0,useful,8.234635285400268,0.18754427634736687,489,5.136027486253859,0.5533462292191736
0.0,974.0,useful,7.5115627587802365,0.2830745684565482,294,5.136027486253859,0.5533462292191736
0.0,988.0,useful,8.062087440562506,0.21127098892394452,473,5.136027486253859,0.5533462292191736
0.0,1944.0,useful,9.224692469044573,0.022564596019672117,1115,5.136027486253859,0.5533462292191736
0.0,3.0,useless,10.738787403925702,,1787,5.136027486253859,0.5533462292191736
0.0,4.0,useful,8.411350186962865,0.16244331688251876,779,5.136027486253859,0.5533462292191736
0.0,15.0,useful,9.193596162674215,0.03020888720973398,2087,5.136027486253859,0.5533462292191736
0.0,17.0,useless,9.735774101049765,,1577,5.136027486253859,0.5533462292191736
0.0,41.0,useful,7.130263570811467,0.33014822619673173,554,5.136027486253859,0.5533462292191736
0.0,46.0,useful,7.465911911768409,0.28881095732999534,179,5.136027486253859,0.5533462292191736
0.0,47.0,useful,8.278568399932823,0.18138599325679514,1545,5.136027486253859,0.5533462292191736
0.0,52.0,useful,8.688179340106485,0.1209698091290714,750,5.136027486253859,0.5533462292191736
0.0,56.0,useful,7.4577809526152254,0.28982962982460864,199,5.136027486253859,0.5533462292191736
0.0,71.0,useful,7.591923329727498,0.2729041343111184,318,5.136027486253859,0.5533462292191736
0.0,74.0,useful,7.550021994585267,0.27821890417303924,269,5.136027486253859,0.5533462292191736
0.0,75.0,useful,7.964630887473056,0.22438067710953535,431,5.136027486253859,0.5533462292191736
0.0,80.0,useful,7.514103992514397,0.28275437955167587,201,5.136027486253859,0.5533462292191736
0.0,123.0,useful,9.200711700961145,0.028527383510474874,601,5.136027486253859,0.5533462292191736
0.0,132.0,useful,7.521122546009686,0.2818695818864349,186,5.136027486253859,0.5533462292191736
0.0,153.0,useless,9.467519795928913,,1474,5.136027486253859,0.5533462292191736
0.0,180.0,useful,8.561391316353864,0.14034736739455755,1865,5.136027486253859,0.5533462292191736
0.0,208.0,useless,,,2094,5.136027486253859,0.5533462292191736
0.0,387.0,useful,8.029695249527123,0.21565016041821336,272,5.136027486253859,0.5533462292191736
0.0,634.0,useless,,,2098,5.136027486253859,0.5533462292191736
0.0,881.0,useful,9.030069846435872,0.0635709261064671,922,5.136027486253859,0.5533462292191736
0.0,906.0,useful,6.920918788589885,0.3552536889176469,180,5.136027486253859,0.5533462292191736
0.0,958.0,useful,8.153489728839983,0.19878975860670245,487,5.136027486253859,0.5533462292191736
0.0,1092.0,useful,8.230263157894736,0.18815437379029654,511,5.136027486253859,0.5533462292191736
0.0,1095.0,useless,9.40549474327643,,1084,5.136027486253859,0.5533462292191736
0.0,1156.0,useful,8.308804549913278,0.17711743911998734,533,5.136027486253859,0.5533462292191736
0.0,1309.0,useful,7.929853570166097,0.2290126162268964,394,5.136027486253859,0.5533462292191736
0.0,1697.0,useless,9.36467026221813,,1180,5.136027486253859,0.5533462292191736
0.0,1708.0,useful,7.648879506517158,0.26563758539869237,318,5.136027486253859,0.5533462292191736
0.0,1924.0,useless,9.431547023673566,,717,5.136027486253859,0.5533462292191736
0.0,2988.0,useful,8.677103290699966,0.12269268255164814,748,5.136027486253859,0.5533462292191736
0.0,2998.0,useless,9.996643365325792,,1852,5.136027486253859,0.5533462292191736
0.0,3410.0,useful,7.734440983327473,0.2546262807312078,323,5.136027486253859,0.5533462292191736
0.0,4844.0,useful,7.597113614105612,0.27224398571301217,302,5.136027486253859,0.5533462292191736
0.0,6121.0,useful,7.6209976237357715,0.269200967529108,205,5.136027486253859,0.5533462292191736
0.0,6617.0,useful,8.502081617992197,0.14917899426868395,554,5.136027486253859,0.5533462292191736
0.0,6907.0,useless,,,2056,5.136027486253859,0.5533462292191736
0.0,8311.0,useful,7.49945738817215,0.28459855636805936,271,5.136027486253859,0.5533462292191736
0.0,22767.0,useful,8.215702681514697,0.19018265891014016,529,5.136027486253859,0.5533462292191736
1.0,206.0,useless,7.4860758071167,,2100,2.3729373296928022,0.7658610559690519
1.0,7.0,useful,4.009075158647491,0.5549836508379937,1611,2.3729373296928022,0.7658610559690519
1.0,3.0,useless,8.990626066607922,,1785,2.3729373296928022,0.7658610559690519
1.0,5.0,useful,3.6450866615352835,0.6052029133289577,405,2.3729373296928022,0.7658610559690519
1.0,11.0,useless,7.5640196549213385,,2097,2.3729373296928022,0.7658610559690519
1.0,123.0,useless,7.751060215841166,,595,2.3729373296928022,0.7658610559690519
1.0,124.0,useful,5.259230691669081,0.3639443720978138,809,2.3729373296928022,0.7658610559690519
1.0,23.0,useful,6.1418422248567115,0.2010809435894271,1317,2.3729373296928022,0.7658610559690519
1.0,26.0,useful,6.191499950013475,0.19061225305853943,794,2.3729373296928022,0.7658610559690519
1.0,42.0,useful,4.2932042973118145,0.5142871794821005,620,2.3729373296928022,0.7658610559690519
1.0,0.0,useless,8.306840169539468,,2082,2.3729373296928022,0.7658610559690519
1.0,4.0,useless,7.389807111053392,,778,2.3729373296928022,0.7658610559690519
1.0,74.0,useful,5.6090639940393485,0.3034427401558531,269,2.3729373296928022,0.7658610559690519
1.0,51951.0,useless,7.951998903741697,,606,2.3729373296928022,0.7658610559690519
1.0,40.0,useless,7.752457543971637,,553,2.3729373296928022,0.7658610559690519
1.0,56.0,useful,4.779048956082154,0.44125832754010963,199,2.3729373296928022,0.7658610559690519
1.0,17208.0,useless,9.457838003850425,,805,2.3729373296928022,0.7658610559690519
1.0,30.0,useless,8.06260988245328,,2077,2.3729373296928022,0.7658610559690519
1.0,46.0,useful,6.1693778787079285,0.19530215125528028,179,2.3729373296928022,0.7658610559690519
1.0,132.0,useless,7.474941104028746,,186,2.3729373296928022,0.7658610559690519
1.0,389.0,useless,9.693150186080839,,1019,2.3729373296928022,0.7658610559690519
1.0,557.0,useless,9.24810918888981,,694,2.3729373296928022,0.7658610559690519
1.0,1695.0,useless,7.906991888113683,,270,2.3729373296928022,0.7658610559690519
1.0,2989.0,useful,5.427167758771549,0.3354125211501682,2100,2.3729373296928022,0.7658610559690519
1.0,43797.0,useless,8.949892455165958,,562,2.3729373296928022,0.7658610559690519
2.0,0.0,useless,9.839804707410257,,2085,4.552571946002797,0.5996386083257209
2.0,1087.0,useless,9.462797554227844,,2100,4.552571946002797,0.5996386083257209
2.0,167.0,useless,10.013746404683076,,2084,4.552571946002797,0.5996386083257209
2.0,3384.0,useless,9.64221452775052,,2097,4.552571946002797,0.5996386083257209
2.0,947.0,useful,8.081936952360433,0.17007302388305756,422,4.552571946002797,0.5996386083257209
2.0,30.0,useless,9.468513821642617,,2077,4.552571946002797,0.5996386083257209
2.0,969.0,useful,8.94795270211606,0.0031933771432622084,1414,4.552571946002797,0.5996386083257209
2.0,66.0,useful,8.939475438874675,0.00878922184767094,1585,4.552571946002797,0.5996386083257209
2.0,86.0,useful,7.54394261275906,0.2467907876993021,407,4.552571946002797,0.5996386083257209
2.0,987.0,useful,7.106875492073792,0.3046809282685228,286,4.552571946002797,0.5996386083257209
2.0,180.0,useless,9.319800107022607,,1865,4.552571946002797,0.5996386083257209
2.0,21.0,useless,10.503018086270798,,2096,4.552571946002797,0.5996386083257209
2.0,25.0,useless,9.624029464009567,,1879,4.552571946002797,0.5996386083257209
2.0,41.0,useful,7.931071644501346,0.19236130742781926,554,4.552571946002797,0.5996386083257209
2.0,900.0,useful,8.429121352782117,0.11540173169747883,847,4.552571946002797,0.5996386083257209
2.0,1309.0,useful,7.581770745303282,0.24161984525416327,394,4.552571946002797,0.5996386083257209
2.0,958.0,useful,7.9035874915271345,0.19634800388079837,487,4.552571946002797,0.5996386083257209
2.0,1500.0,useful,8.04551832037061,0.17551984499002538,577,4.552571946002797,0.5996386083257209
2.0,39235.0,useful,8.401484658200095,0.11997805621076962,755,4.552571946002797,0.5996386083257209
2.0,12.0,useless,9.143677811878677,,1755,4.552571946002797,0.5996386083257209
2.0,29.0,useless,9.775502795612274,,1783,4.552571946002797,0.5996386083257209
2.0,52.0,useful,8.294173563309652,0.13732934110695935,750,4.552571946002797,0.5996386083257209
2.0,588.0,useful,6.848138974257357,0.3375782460111489,218,4.552571946002797,0.5996386083257209
2.0,988.0,useful,7.92314217826652,0.1935136962125176,473,4.552571946002797,0.5996386083257209
2.0,1720.0,useful,8.296504861107561,0.13695882428745831,641,4.552571946002797,0.5996386083257209
2.0,2988.0,useful,8.426800450506372,0.11578791716837761,748,4.552571946002797,0.5996386083257209
2.0,1944.0,useless,9.553874083228997,,1115,4.552571946002797,0.5996386083257209
2.0,19552.0,useful,6.537584558816094,0.3759440361089781,158,4.552571946002797,0.5996386083257209
2.0,71.0,useful,7.243147083080888,0.28696969859866006,318,4.552571946002797,0.5996386083257209
2.0,974.0,useful,7.794887795204496,0.21191636056582072,294,4.552571946002797,0.5996386083257209
2.0,3410.0,useful,7.5154571969512665,0.2506660025507248,323,4.552571946002797,0.5996386083257209
2.0,13.0,useful,8.574081911248113,0.09048857096475987,1018,4.552571946002797,0.5996386083257209
2.0,47.0,useful,8.851722916695802,0.034881695464421054,1545,4.552571946002797,0.5996386083257209
2.0,68.0,useful,7.452679561129213,0.25915181764735773,372,4.552571946002797,0.5996386083257209
2.0,882.0,useful,8.124703936197893,0.1636179085944297,489,4.552571946002797,0.5996386083257209
2.0,903.0,useful,7.891619700042648,0.19807740997652357,503,4.552571946002797,0.5996386083257209
2.0,906.0,useful,6.612867808745159,0.3667473558741024,180,4.552571946002797,0.5996386083257209
2.0,909.0,useful,7.232362754819439,0.2883817493114159,290,4.552571946002797,0.5996386083257209
2.0,914.0,useful,7.519431321657294,0.2501262986321092,365,4.552571946002797,0.5996386083257209
2.0,1014.0,useful,7.1980932402866005,0.2928567434901823,309,4.552571946002797,0.5996386083257209
2.0,1083.0,useless,9.089657814811515,,1361,4.552571946002797,0.5996386083257209
2.0,1430.0,useful,8.120205603126756,0.16429996988402895,388,4.552571946002797,0.5996386083257209
2.0,1504.0,useful,7.240034692593773,0.28737740957583324,192,4.552571946002797,0.5996386083257209
2.0,1717.0,useful,7.020966381624075,0.31570571714184026,248,4.552571946002797,0.5996386083257209
2.0,2306.0,useful,8.2485295496475,0.14453155298993073,478,4.552571946002797,0.5996386083257209
2.0,2772.0,useful,8.661258899501034,0.07454633112839165,542,4.552571946002797,0.5996386083257209
2.0,2998.0,useless,9.545190086494863,,1852,4.552571946002797,0.5996386083257209
2.0,3019.0,useful,7.559771876269074,0.24463046906593197,244,4.552571946002797,0.5996386083257209
2.0,7666.0,useful,8.560030732981495,0.09298087530825942,580,4.552571946002797,0.5996386083257209
2.0,16595.0,useful,8.572898807591148,0.09069916242086991,775,4.552571946002797,0.5996386083257209
2.0,45237.0,useful,6.4332528596571095,0.3885857247373424,159,4.552571946002797,0.5996386083257209
2.0,15.0,useless,9.887900336095766,,2087,4.552571946002797,0.5996386083257209
2.0,40.0,useless,9.05505386923421,,553,4.552571946002797,0.5996386083257209
2.0,43.0,useful,8.331163321929381,0.13141839332637456,664,4.552571946002797,0.5996386083257209
2.0,67.0,useless,9.521874430373447,,1824,4.552571946002797,0.5996386083257209
2.0,76.0,useful,7.929484983479396,0.1925920400012429,539,4.552571946002797,0.5996386083257209
2.0,88.0,useful,7.946407185411327,0.19012748275421187,542,4.552571946002797,0.5996386083257209
2.0,115.0,useful,7.686900203124133,0.227093722017977,469,4.552571946002797,0.5996386083257209
2.0,169.0,useful,8.280361642203108,0.13951908608227015,332,4.552571946002797,0.5996386083257209
2.0,193.0,useful,8.391893443540871,0.12155519301949759,618,4.552571946002797,0.5996386083257209
2.0,279.0,useless,10.572106828508549,,2099,4.552571946002797,0.5996386083257209
2.0,352.0,useful,6.819059451273911,0.3412201774061447,215,4.552571946002797,0.5996386083257209
2.0,836.0,useless,9.65584206176562,,2073,4.552571946002797,0.5996386083257209
2.0,878.0,useless,9.456975886221606,,1733,4.552571946002797,0.5996386083257209
2.0,985.0,useful,7.480909081828024,0.25534510167949404,235,4.552571946002797,0.5996386083257209
2.0,1033.0,useful,8.166136511402915,0.15730000010680337,397,4.552571946002797,0.5996386083257209
2.0,1079.0,useful,8.790260873610086,0.048783415911115846,585,4.552571946002797,0.5996386083257209
2.0,1140.0,useless,9.189704375337277,,1370,4.552571946002797,0.5996386083257209
2.0,1253.0,useful,7.189151509553326,0.2940213816479098,309,4.552571946002797,0.5996386083257209
2.0,1323.0,useful,7.155429660902127,0.2984025938004329,226,4.552571946002797,0.5996386083257209
2.0,1387.0,useful,7.313586401033329,0.27770074293280245,241,4.552571946002797,0.5996386083257209
2.0,1521.0,useless,10.236519001732862,,1608,4.552571946002797,0.5996386083257209
2.0,1697.0,useless,8.999745727638269,,1180,4.552571946002797,0.5996386083257209
2.0,1708.0,useful,7.898932242255256,0.1970211790866887,318,4.552571946002797,0.5996386083257209
2.0,1714.0,useful,8.414005429289952,0.11791072158731684,535,4.552571946002797,0.5996386083257209
2.0,1794.0,useful,8.37974357849562,0.12354518500958142,737,4.552571946002797,0.5996386083257209
2.0,1904.0,useful,8.348218003954209,0.128669177827159,501,4.552571946002797,0.5996386083257209
2.0,1924.0,useless,9.476799485466586,,717,4.552571946002797,0.5996386083257209
2.0,2024.0,useless,9.493344675487858,,1473,4.552571946002797,0.5996386083257209
2.0,2453.0,useful,6.822480284881973,0.34079230456025045,166,4.552571946002797,0.5996386083257209
2.0,4693.0,useful,7.6347552567368915,0.23432808735624344,296,4.552571946002797,0.5996386083257209
2.0,4871.0,useful,8.77624788370474,0.051761381465707766,743,4.552571946002797,0.5996386083257209
2.0,4936.0,useful,7.842130931749151,0.20518781405643316,318,4.552571946002797,0.5996386083257209
2.0,6100.0,useful,8.725809403344435,0.06206971291906735,518,4.552571946002797,0.5996386083257209
2.0,6115.0,useful,7.7695856728733705,0.21549719071667706,270,4.552571946002797,0.5996386083257209
2.0,7018.0,useful,7.992117622254166,0.1834280625481932,442,4.552571946002797,0.5996386083257209
2.0,7438.0,useless,9.045539097760347,,530,4.552571946002797,0.5996386083257209
2.0,8404.0,useful,7.859229602270918,0.20273846675450252,479,4.552571946002797,0.5996386083257209
2.0,12490.0,useful,6.750549770725258,0.3497586537802987,179,4.552571946002797,0.5996386083257209
2.0,14410.0,useful,7.476539277636783,0.25593533194961565,273,4.552571946002797,0.5996386083257209
2.0,15081.0,useless,9.95060392676506,,1317,4.552571946002797,0.5996386083257209
2.0,17796.0,useful,7.016056824915314,0.31633261579812766,213,4.552571946002797,0.5996386083257209
3.0,123.0,useful,8.092249340920779,0.2484985085862998,601,5.969839978750431,0.4871597934788418
3.0,1.0,useful,8.785988850026904,0.15854424973240688,1164,5.969839978750431,0.4871597934788418
3.0,11.0,useful,9.039386247831992,0.12273688250878396,2097,5.969839978750431,0.4871597934788418
3.0,7.0,useful,8.835109080716641,0.15176592006827597,1614,5.969839978750431,0.4871597934788418
3.0,46.0,useful,6.582815843392146,0.4221499501167928,179,5.969839978750431,0.4871597934788418
3.0,23.0,useful,8.708845510872846,0.16905483154475337,1317,5.969839978750431,0.4871597934788418
3.0,42.0,useful,8.159342842968494,0.24017716105654285,620,5.969839978750431,0.4871597934788418
3.0,124.0,useful,8.393879925946436,0.21052427414283995,809,5.969839978750431,0.4871597934788418
3.0,4.0,useful,8.383134245407307,0.21190355022854648,779,5.969839978750431,0.4871597934788418
3.0,5.0,useful,8.092162210340218,0.24850927176472828,405,5.969839978750431,0.4871597934788418
3.0,30.0,useless,9.982950934469594,,2077,5.969839978750431,0.4871597934788418
3.0,40.0,useful,8.84432367121482,0.1504864610994893,553,5.969839978750431,0.4871597934788418
3.0,9722.0,useful,9.140859831004672,0.1077033362170692,681,5.969839978750431,0.4871597934788418
3.0,0.0,useless,9.823911740325698,,2085,5.969839978750431,0.4871597934788418
3.0,26.0,useful,9.065752577752836,0.11887549240312524,794,5.969839978750431,0.4871597934788418
3.0,125.0,useful,7.468189617095332,0.32308520074121877,207,5.969839978750431,0.4871597934788418
3.0,210.0,useless,10.754970477868007,,2010,5.969839978750431,0.4871597934788418
3.0,1070.0,useless,10.60122700969346,,1883,5.969839978750431,0.4871597934788418
3.0,2805.0,useless,9.846519872124617,,1347,5.969839978750431,0.4871597934788418
3.0,3644.0,useful,8.004480705307097,0.2592855631887451,257,5.969839978750431,0.4871597934788418
3.0,8210.0,useless,10.694865985892545,,2073,5.969839978750431,0.4871597934788418
4.0,26.0,useful,7.243342913681818,0.1545656956038806,794,3.6914990353083574,0.6481744121098761
4.0,123.0,useless,8.74222971505488,,599,3.6914990353083574,0.6481744121098761
4.0,11.0,useless,10.124349331930794,,2097,3.6914990353083574,0.6481744121098761
4.0,38.0,useful,6.381387818179357,0.29741367064765384,281,3.6914990353083574,0.6481744121098761
4.0,97.0,useful,7.147339480232695,0.17209934972258914,322,3.6914990353083574,0.6481744121098761
4.0,1.0,useless,9.40049513285018,,1164,3.6914990353083574,0.6481744121098761
4.0,30.0,useless,9.83367973099425,,2077,3.6914990353083574,0.6481744121098761
4.0,42.0,useful,7.786746672099819,0.03193666465831012,620,3.6914990353083574,0.6481744121098761
4.0,3.0,useless,10.06898860814128,,1786,3.6914990353083574,0.6481744121098761
4.0,93.0,useful,7.648449380752876,0.07050210988803984,209,3.6914990353083574,0.6481744121098761
4.0,124.0,useless,8.937217102378803,,809,3.6914990353083574,0.6481744121098761
4.0,0.0,useless,10.261795543166844,,2084,3.6914990353083574,0.6481744121098761
4.0,7.0,useless,9.663975516290328,,1614,3.6914990353083574,0.6481744121098761
4.0,23.0,useless,9.419845824935617,,1317,3.6914990353083574,0.6481744121098761
4.0,40.0,useless,8.784127088010937,,553,3.6914990353083574,0.6481744121098761
4.0,46.0,useful,7.083708979937856,0.18341545565102765,179,3.6914990353083574,0.6481744121098761
5.0,124.0,useful,3.865907447069309,0.5444608792322377,771,2.505728663998325,0.734867695920156
5.0,1.0,useful,4.5985223120154455,0.4266789531996797,1115,2.505728663998325,0.734867695920156
5.0,17208.0,useful,5.715500312961698,0.21135719280363388,805,2.505728663998325,0.734867695920156
5.0,125.0,useful,4.413402574769442,0.4576948423086492,201,2.505728663998325,0.734867695920156
5.0,42.0,useful,5.029224075148683,0.35042524904000366,618,2.505728663998325,0.734867695920156
5.0,7.0,useful,3.531793837665713,0.5942762771798137,1570,2.505728663998325,0.734867695920156
5.0,557.0,useful,5.429986790190619,0.2727133555683932,694,2.505728663998325,0.734867695920156
5.0,1695.0,useful,4.782325024569571,0.3948967833481041,270,2.505728663998325,0.734867695920156
5.0,2989.0,useful,4.890208220004554,0.3757341885516799,2051,2.505728663998325,0.734867695920156
5.0,74.0,useful,6.226556679686539,0.07072986010383672,269,2.505728663998325,0.734867695920156
5.0,389.0,useful,5.925534445310622,0.16100869822499211,1019,2.505728663998325,0.734867695920156
5.0,3.0,useless,10.700064225480208,,1537,2.505728663998325,0.734867695920156
5.0,206.0,useless,10.71858588269583,,1874,2.505728663998325,0.734867695920156
5.0,1720.0,useless,6.613473067216446,,641,2.505728663998325,0.734867695920156
5.0,7001.0,useful,5.101178647709258,0.33702757838786424,294,2.505728663998325,0.734867695920156
5.0,8210.0,useless,6.457437456511307,,1939,2.505728663998325,0.734867695920156
5.0,10145.0,useful,4.536860812485309,0.4371153701419658,201,2.505728663998325,0.734867695920156
5.0,11.0,useless,10.490176089598872,,2009,2.505728663998325,0.734867695920156
5.0,23.0,useful,4.9905244354980836,0.35754454044860967,1248,2.505728663998325,0.734867695920156
5.0,26.0,useless,7.106307932318575,,774,2.505728663998325,0.734867695920156
5.0,29.0,useful,6.2397101996977495,0.06553015365984238,1772,2.505728663998325,0.734867695920156
5.0,30.0,useless,7.365042290168453,,2037,2.505728663998325,0.734867695920156
5.0,35.0,useless,7.419570921448802,,2070,2.505728663998325,0.734867695920156
5.0,69.0,useless,6.540259386397315,,1598,2.505728663998325,0.734867695920156
5.0,696.0,useless,7.194633928785912,,150,2.505728663998325,0.734867695920156
5.0,981.0,useful,5.222982564261281,0.31383538129382815,499,2.505728663998325,0.734867695920156
5.0,1156.0,useful,5.8695786363479465,0.1750138476950019,533,2.505728663998325,0.734867695920156
5.0,1521.0,useless,7.141847574383222,,1608,2.505728663998325,0.734867695920156
5.0,2057.0,useful,5.227379014469761,0.3129853962498072,273,2.505728663998325,0.734867695920156
5.0,2066.0,useless,8.509263581627907,,1731,2.505728663998325,0.734867695920156
5.0,2276.0,useless,8.33530415118945,,718,2.505728663998325,0.734867695920156
5.0,2949.0,useless,10.88176901092514,,2013,2.505728663998325,0.734867695920156
5.0,3084.0,useless,8.831996040998314,,1647,2.505728663998325,0.734867695920156
5.0,7404.0,useless,6.440418318565074,,2100,2.505728663998325,0.734867695920156
5.0,7927.0,useful,5.9871912655524735,0.1449268914672022,1062,2.505728663998325,0.734867695920156
5.0,11523.0,useless,10.167816622003624,,1327,2.505728663998325,0.734867695920156
5.0,15115.0,useless,6.40597539543058,,492,2.505728663998325,0.734867695920156
5.0,15554.0,useless,7.434697345617843,,194,2.505728663998325,0.734867695920156
5.0,19384.0,useless,7.014974279715096,,222,2.505728663998325,0.734867695920156
5.0,28454.0,useless,7.431248987103862,,496,2.505728663998325,0.734867695920156
5.0,54079.0,useless,6.378593629855203,,504,2.505728663998325,0.734867695920156
6.0,7555.0,useless,10.397717287860308,,2099,3.767343515722542,0.6183332674667128
6.0,577.0,useless,7.412099673772252,,235,3.767343515722542,0.6183332674667128
6.0,193.0,useless,8.850032890272358,,618,3.767343515722542,0.6183332674667128
6.0,560.0,useless,9.772259421256898,,928,3.767343515722542,0.6183332674667128
6.0,67.0,useless,10.54225150158959,,1824,3.767343515722542,0.6183332674667128
6.0,86.0,useless,8.658035315950519,,407,3.767343515722542,0.6183332674667128
6.0,553.0,useless,9.000035348071297,,751,3.767343515722542,0.6183332674667128
6.0,563.0,useless,7.4213876478011205,,219,3.767343515722542,0.6183332674667128
6.0,572.0,useless,8.311184421724638,,459,3.767343515722542,0.6183332674667128
6.0,1087.0,useless,10.9266334278135,,2100,3.767343515722542,0.6183332674667128
6.0,1253.0,useless,7.829925855596311,,309,3.767343515722542,0.6183332674667128
6.0,4902.0,useless,9.793401554717354,,1070,3.767343515722542,0.6183332674667128
6.0,11565.0,useless,8.812324227230157,,453,3.767343515722542,0.6183332674667128
6.0,12404.0,useless,8.790412279767885,,460,3.767343515722542,0.6183332674667128
7.0,1.0,useful,5.497788897476244,0.5068892921740018,1164,3.998017138384551,0.6627879190511626
7.0,42.0,useful,6.492482562928283,0.3942939765164081,620,3.998017138384551,0.6627879190511626
7.0,11.0,useful,8.158064768575308,0.1802407702145586,2097,3.998017138384551,0.6627879190511626
7.0,123.0,useful,8.323242270087514,0.15599788235529194,599,3.998017138384551,0.6627879190511626
7.0,0.0,useful,9.010477120348298,0.03743440105297176,2084,3.998017138384551,0.6627879190511626
7.0,23.0,useful,7.010036028178548,0.3320129531175174,1317,3.998017138384551,0.6627879190511626
7.0,124.0,useful,6.095087322275991,0.440291638175135,809,3.998017138384551,0.6627879190511626
7.0,3.0,useless,9.509525959461675,,1786,3.998017138384551,0.6627879190511626
7.0,30.0,useful,8.48604045723438,0.13111677683376324,2077,3.998017138384551,0.6627879190511626
7.0,35.0,useful,8.68300253570064,0.09922178319210107,2089,3.998017138384551,0.6627879190511626
7.0,5.0,useful,5.285485765521357,0.5298963454655362,405,3.998017138384551,0.6627879190511626
7.0,74.0,useful,5.746510918908862,0.47950381551194876,269,3.998017138384551,0.6627879190511626
7.0,721.0,useless,10.587363094222024,,2096,3.998017138384551,0.6627879190511626
7.0,29.0,useless,9.222934843400392,,1783,3.998017138384551,0.6627879190511626
7.0,40.0,useful,8.640054625005181,0.10638489202231484,553,3.998017138384551,0.6627879190511626
7.0,26.0,useful,7.044700610869385,0.3277328473186456,794,3.998017138384551,0.6627879190511626
7.0,125.0,useful,7.265820918317092,0.3000687956815125,207,3.998017138384551,0.6627879190511626
7.0,207.0,useless,10.436135510373452,,1461,3.998017138384551,0.6627879190511626
7.0,557.0,useful,8.558544971944558,0.11964215402069435,694,3.998017138384551,0.6627879190511626
7.0,1714.0,useful,8.957942229760965,0.04874579288027789,535,3.998017138384551,0.6627879190511626
7.0,2989.0,useful,7.159318412645227,0.3134733097389464,2100,3.998017138384551,0.6627879190511626
7.0,7111.0,useful,7.695937052238105,0.24420977442495467,243,3.998017138384551,0.6627879190511626
7.0,10145.0,useful,7.2004649735060005,0.3083127083948583,201,3.998017138384551,0.6627879190511626
7.0,17208.0,useful,9.073786713118926,0.02189032671658615,805,3.998017138384551,0.6627879190511626
7.0,25318.0,useless,9.918140920879685,,1187,3.998017138384551,0.6627879190511626
