userid_x,userid_y,meetup,N_previous
12.0,25.0,11,1879.0
12.0,21.0,9,2096.0
12.0,167.0,9,2084.0
12.0,881.0,9,922.0
12.0,41.0,8,554.0
12.0,3384.0,8,2097.0
12.0,13.0,7,1018.0
12.0,29.0,7,1783.0
12.0,45.0,6,2066.0
12.0,52.0,6,750.0
12.0,1309.0,6,394.0
12.0,1944.0,6,1115.0
12.0,2.0,5,2098.0
12.0,86.0,5,407.0
12.0,947.0,5,422.0
12.0,969.0,5,1414.0
12.0,987.0,5,286.0
12.0,39235.0,5,747.0
12.0,66.0,4,1585.0
12.0,67.0,4,1824.0
12.0,92.0,4,949.0
12.0,882.0,4,489.0
12.0,916.0,4,325.0
12.0,1714.0,4,535.0
12.0,51.0,3,920.0
12.0,906.0,3,180.0
12.0,988.0,3,473.0
12.0,1500.0,3,577.0
12.0,6660.0,3,222.0
12.0,0.0,2,2074.0
12.0,35.0,2,2089.0
12.0,47.0,2,1545.0
12.0,57.0,2,263.0
12.0,75.0,2,431.0
12.0,76.0,2,539.0
12.0,183.0,2,724.0
12.0,189.0,2,1223.0
12.0,887.0,2,535.0
12.0,958.0,2,485.0
12.0,960.0,2,225.0
12.0,967.0,2,179.0
12.0,974.0,2,294.0
12.0,1011.0,2,288.0
12.0,1192.0,2,979.0
12.0,1315.0,2,1446.0
12.0,1708.0,2,318.0
12.0,2988.0,2,747.0
12.0,3410.0,2,323.0
12.0,4945.0,2,896.0
12.0,45237.0,2,159.0
12.0,10.0,1,518.0
12.0,24.0,1,876.0
12.0,34.0,1,569.0
12.0,65.0,1,579.0
12.0,69.0,1,1598.0
12.0,88.0,1,542.0
12.0,105.0,1,260.0
12.0,143.0,1,1897.0
12.0,180.0,1,1865.0
12.0,352.0,1,215.0
12.0,703.0,1,2089.0
12.0,898.0,1,408.0
12.0,908.0,1,387.0
12.0,909.0,1,290.0
12.0,917.0,1,325.0
12.0,918.0,1,375.0
12.0,1014.0,1,309.0
12.0,1139.0,1,743.0
12.0,1156.0,1,533.0
12.0,1187.0,1,264.0
12.0,1244.0,1,422.0
12.0,1253.0,1,309.0
12.0,1323.0,1,226.0
12.0,1504.0,1,192.0
12.0,1904.0,1,501.0
12.0,2359.0,1,397.0
12.0,2371.0,1,890.0
12.0,2772.0,1,542.0
12.0,2998.0,1,1852.0
12.0,3132.0,1,272.0
12.0,3344.0,1,841.0
12.0,4537.0,1,209.0
12.0,4936.0,1,318.0
12.0,7843.0,1,188.0
12.0,19036.0,1,248.0
13.0,1087.0,21,2100.0
13.0,92.0,17,949.0
13.0,21.0,14,2095.0
13.0,167.0,12,2084.0
13.0,30.0,11,2075.0
13.0,1017.0,11,204.0
13.0,19.0,8,1052.0
13.0,51.0,8,920.0
13.0,12.0,7,1743.0
13.0,45.0,7,2066.0
13.0,965.0,7,565.0
13.0,966.0,7,198.0
13.0,1944.0,7,1115.0
13.0,3384.0,6,2097.0
13.0,67.0,5,1824.0
13.0,1143.0,5,725.0
13.0,39235.0,5,737.0
13.0,17.0,4,1564.0
13.0,66.0,4,1585.0
13.0,900.0,4,847.0
13.0,916.0,4,325.0
13.0,959.0,4,2100.0
13.0,1156.0,4,533.0
13.0,1168.0,4,1279.0
13.0,1708.0,4,318.0
13.0,0.0,3,2054.0
13.0,29.0,3,1782.0
13.0,105.0,3,260.0
13.0,958.0,3,481.0
13.0,961.0,3,296.0
13.0,1192.0,3,979.0
13.0,1315.0,3,1446.0
13.0,1504.0,3,192.0
13.0,1720.0,3,641.0
13.0,2.0,2,2098.0
13.0,35.0,2,2089.0
13.0,37.0,2,2100.0
13.0,41.0,2,554.0
13.0,43.0,2,664.0
13.0,47.0,2,1545.0
13.0,69.0,2,1598.0
13.0,180.0,2,1865.0
13.0,364.0,2,2025.0
13.0,836.0,2,2073.0
13.0,882.0,2,489.0
13.0,974.0,2,294.0
13.0,988.0,2,473.0
13.0,993.0,2,152.0
13.0,1083.0,2,1361.0
13.0,1148.0,2,444.0
13.0,4946.0,2,166.0
13.0,52025.0,2,209.0
13.0,25.0,1,1874.0
13.0,27.0,1,681.0
13.0,34.0,1,568.0
13.0,36.0,1,2098.0
13.0,49.0,1,1927.0
13.0,52.0,1,750.0
13.0,68.0,1,372.0
13.0,76.0,1,539.0
13.0,86.0,1,407.0
13.0,112.0,1,452.0
13.0,189.0,1,1223.0
13.0,199.0,1,596.0
13.0,277.0,1,1995.0
13.0,295.0,1,1172.0
13.0,300.0,1,834.0
13.0,362.0,1,746.0
13.0,588.0,1,218.0
13.0,881.0,1,918.0
13.0,906.0,1,180.0
13.0,914.0,1,365.0
13.0,960.0,1,222.0
13.0,962.0,1,498.0
13.0,967.0,1,179.0
13.0,987.0,1,286.0
13.0,995.0,1,161.0
13.0,1003.0,1,318.0
13.0,1011.0,1,288.0
13.0,1147.0,1,926.0
13.0,1164.0,1,942.0
13.0,1321.0,1,257.0
13.0,1333.0,1,249.0
13.0,1696.0,1,183.0
13.0,1697.0,1,1180.0
13.0,1703.0,1,834.0
13.0,1714.0,1,535.0
13.0,2988.0,1,747.0
13.0,3410.0,1,323.0
13.0,4641.0,1,217.0
13.0,4663.0,1,175.0
13.0,4693.0,1,296.0
13.0,4871.0,1,743.0
13.0,4936.0,1,318.0
13.0,6119.0,1,1257.0
13.0,6598.0,1,1133.0
13.0,6660.0,1,222.0
13.0,7218.0,1,536.0
13.0,8304.0,1,381.0
13.0,8454.0,1,288.0
13.0,9304.0,1,269.0
14.0,35.0,7,2089.0
15.0,1095.0,249,1084.0
15.0,62.0,81,2100.0
15.0,836.0,4,2073.0
15.0,43.0,3,664.0
15.0,1140.0,3,1370.0
15.0,703.0,2,2089.0
15.0,1156.0,2,533.0
15.0,1310.0,2,438.0
15.0,1528.0,2,770.0
15.0,0.0,1,2085.0
15.0,2.0,1,2099.0
15.0,21.0,1,2096.0
15.0,25.0,1,1879.0
15.0,75.0,1,431.0
15.0,115.0,1,469.0
15.0,882.0,1,489.0
15.0,996.0,1,668.0
15.0,1003.0,1,318.0
15.0,1092.0,1,511.0
15.0,1108.0,1,285.0
15.0,1160.0,1,781.0
15.0,1170.0,1,796.0
15.0,1391.0,1,1071.0
15.0,1504.0,1,192.0
15.0,4693.0,1,296.0
15.0,11911.0,1,676.0
16.0,682.0,72,213.0
16.0,1116.0,8,346.0
16.0,766.0,5,150.0
16.0,655.0,4,195.0
16.0,30.0,3,2077.0
16.0,124.0,2,809.0
16.0,35.0,1,2089.0
16.0,446.0,1,377.0
16.0,654.0,1,721.0
16.0,1117.0,1,326.0
16.0,1119.0,1,350.0
16.0,1124.0,1,266.0
16.0,1302.0,1,2083.0
16.0,1987.0,1,710.0
16.0,9795.0,1,299.0
17.0,1180.0,51,366.0
17.0,37.0,34,2100.0
17.0,189.0,16,1223.0
17.0,836.0,15,2073.0
17.0,49.0,14,1927.0
17.0,27.0,13,681.0
17.0,1147.0,12,926.0
17.0,1179.0,12,748.0
17.0,1148.0,11,444.0
17.0,1140.0,10,1370.0
17.0,1142.0,8,2099.0
17.0,30.0,7,2077.0
17.0,112.0,7,452.0
17.0,962.0,7,498.0
17.0,1160.0,7,781.0
17.0,1208.0,7,180.0
17.0,1170.0,6,796.0
17.0,19.0,5,1054.0
17.0,36.0,5,2098.0
17.0,703.0,5,2089.0
17.0,1149.0,5,396.0
17.0,1213.0,5,167.0
17.0,13.0,4,1018.0
17.0,71.0,4,318.0
17.0,102.0,4,1576.0
17.0,280.0,4,827.0
17.0,1240.0,4,1308.0
17.0,21.0,3,2096.0
17.0,115.0,3,469.0
17.0,169.0,3,332.0
17.0,659.0,3,2100.0
17.0,963.0,3,1764.0
17.0,1168.0,3,1279.0
17.0,1171.0,3,184.0
17.0,1308.0,3,277.0
17.0,1521.0,3,1608.0
17.0,4985.0,3,1272.0
17.0,18.0,2,820.0
17.0,45.0,2,2066.0
17.0,50.0,2,421.0
17.0,52.0,2,750.0
17.0,61.0,2,959.0
17.0,167.0,2,2084.0
17.0,295.0,2,1172.0
17.0,974.0,2,294.0
17.0,1102.0,2,184.0
17.0,1511.0,2,1210.0
17.0,2371.0,2,890.0
17.0,3211.0,2,358.0
17.0,4641.0,2,217.0
17.0,4693.0,2,296.0
17.0,8304.0,2,381.0
17.0,0.0,1,2075.0
17.0,41.0,1,554.0
17.0,62.0,1,2100.0
17.0,65.0,1,579.0
17.0,67.0,1,1824.0
17.0,68.0,1,372.0
17.0,92.0,1,949.0
17.0,105.0,1,260.0
17.0,291.0,1,166.0
17.0,300.0,1,834.0
17.0,364.0,1,2025.0
17.0,973.0,1,443.0
17.0,995.0,1,161.0
17.0,1017.0,1,204.0
17.0,1072.0,1,391.0
17.0,1095.0,1,1084.0
17.0,1139.0,1,743.0
17.0,1143.0,1,726.0
17.0,1164.0,1,942.0
17.0,1192.0,1,979.0
17.0,1244.0,1,422.0
17.0,1302.0,1,2084.0
17.0,1350.0,1,242.0
17.0,1498.0,1,423.0
17.0,1523.0,1,1085.0
17.0,1536.0,1,200.0
17.0,1553.0,1,223.0
17.0,1708.0,1,318.0
17.0,1904.0,1,501.0
17.0,1940.0,1,1141.0
17.0,2201.0,1,1166.0
17.0,2397.0,1,251.0
17.0,2453.0,1,166.0
17.0,3149.0,1,1808.0
17.0,3384.0,1,2097.0
17.0,4570.0,1,673.0
17.0,4663.0,1,175.0
17.0,4688.0,1,169.0
17.0,4857.0,1,173.0
17.0,5408.0,1,1361.0
17.0,6660.0,1,222.0
17.0,6879.0,1,437.0
17.0,8295.0,1,200.0
17.0,8454.0,1,288.0
17.0,12785.0,1,214.0
17.0,18074.0,1,285.0
17.0,18899.0,1,151.0
17.0,32827.0,1,426.0
17.0,32830.0,1,157.0
18.0,1240.0,31,1308.0
18.0,83.0,20,292.0
18.0,49.0,5,1927.0
18.0,61.0,5,959.0
18.0,30.0,4,2077.0
18.0,102.0,4,1576.0
18.0,2283.0,4,1269.0
18.0,36.0,3,2098.0
18.0,37.0,3,2100.0
18.0,45.0,3,2066.0
18.0,17.0,2,1576.0
18.0,21.0,2,2096.0
18.0,47.0,2,1545.0
18.0,295.0,2,1172.0
18.0,659.0,2,2100.0
18.0,2201.0,2,1166.0
18.0,2282.0,2,970.0
18.0,2371.0,2,890.0
18.0,58.0,1,179.0
18.0,66.0,1,1585.0
18.0,105.0,1,260.0
18.0,115.0,1,469.0
18.0,158.0,1,2035.0
18.0,234.0,1,707.0
18.0,291.0,1,166.0
18.0,324.0,1,327.0
18.0,969.0,1,1414.0
18.0,1017.0,1,204.0
18.0,1119.0,1,350.0
18.0,1160.0,1,781.0
18.0,2170.0,1,353.0
18.0,2477.0,1,164.0
18.0,5408.0,1,1361.0
18.0,7111.0,1,239.0
18.0,7266.0,1,373.0
18.0,7690.0,1,1119.0
18.0,8304.0,1,381.0
18.0,9404.0,1,2100.0
18.0,10126.0,1,913.0
18.0,12467.0,1,818.0
18.0,12785.0,1,214.0
18.0,13640.0,1,231.0
18.0,14907.0,1,872.0
18.0,18194.0,1,831.0
18.0,24314.0,1,171.0
18.0,28454.0,1,496.0
18.0,36437.0,1,348.0
19.0,36.0,11,2098.0
19.0,964.0,10,362.0
19.0,13.0,8,1018.0
19.0,659.0,7,2100.0
19.0,17.0,5,1576.0
19.0,21.0,5,2096.0
19.0,1179.0,5,748.0
19.0,5408.0,5,1361.0
19.0,30.0,4,2077.0
19.0,47.0,4,1545.0
19.0,61.0,4,959.0
19.0,37.0,3,2100.0
19.0,69.0,3,1598.0
19.0,824.0,3,716.0
19.0,993.0,3,152.0
19.0,1240.0,3,1308.0
19.0,1511.0,3,1210.0
19.0,2397.0,3,251.0
19.0,6196.0,3,2100.0
19.0,8304.0,3,381.0
19.0,9012.0,3,269.0
19.0,27.0,2,681.0
19.0,49.0,2,1927.0
19.0,51.0,2,920.0
19.0,105.0,2,260.0
19.0,678.0,2,1556.0
19.0,995.0,2,161.0
19.0,1143.0,2,726.0
19.0,1333.0,2,249.0
19.0,2201.0,2,1166.0
19.0,2371.0,2,890.0
19.0,4985.0,2,1272.0
19.0,40.0,1,553.0
19.0,45.0,1,2066.0
19.0,102.0,1,1576.0
19.0,112.0,1,452.0
19.0,115.0,1,469.0
19.0,295.0,1,1172.0
19.0,300.0,1,834.0
19.0,362.0,1,746.0
19.0,958.0,1,485.0
19.0,959.0,1,2100.0
19.0,961.0,1,296.0
19.0,969.0,1,1414.0
19.0,971.0,1,294.0
19.0,973.0,1,443.0
19.0,1017.0,1,204.0
19.0,1092.0,1,510.0
19.0,1302.0,1,2083.0
19.0,1331.0,1,234.0
19.0,1523.0,1,1085.0
19.0,1525.0,1,178.0
19.0,1536.0,1,200.0
19.0,1870.0,1,593.0
19.0,1899.0,1,1621.0
19.0,3158.0,1,221.0
19.0,4995.0,1,189.0
19.0,5428.0,1,592.0
19.0,6223.0,1,237.0
19.0,7610.0,1,1424.0
19.0,8454.0,1,288.0
19.0,16921.0,1,277.0
20.0,1309.0,10,323.0
20.0,27.0,3,671.0
20.0,903.0,2,502.0
20.0,36.0,1,1998.0
20.0,62.0,1,2100.0
20.0,189.0,1,1221.0
20.0,295.0,1,1147.0
20.0,1087.0,1,2100.0
20.0,1092.0,1,441.0
20.0,1149.0,1,392.0
20.0,1179.0,1,748.0
20.0,1308.0,1,248.0
20.0,1321.0,1,257.0
20.0,1511.0,1,1190.0
20.0,4641.0,1,217.0
21.0,1087.0,51,2100.0
21.0,167.0,48,2084.0
21.0,39235.0,36,741.0
21.0,1944.0,24,1115.0
21.0,3384.0,21,2097.0
21.0,900.0,16,847.0
21.0,13.0,14,1018.0
21.0,25.0,14,1878.0
21.0,45.0,13,2066.0
21.0,1708.0,13,318.0
21.0,52.0,12,750.0
21.0,66.0,12,1585.0
21.0,969.0,12,1414.0
21.0,1083.0,12,1361.0
21.0,988.0,11,473.0
21.0,1720.0,10,641.0
21.0,12.0,9,1748.0
21.0,958.0,9,484.0
21.0,882.0,8,489.0
21.0,2.0,7,2098.0
21.0,180.0,6,1865.0
21.0,836.0,6,2073.0
21.0,19.0,5,1053.0
21.0,47.0,5,1545.0
21.0,887.0,5,535.0
21.0,1315.0,5,1446.0
21.0,0.0,4,2064.0
21.0,29.0,4,1783.0
21.0,30.0,4,2077.0
21.0,61.0,4,959.0
21.0,2371.0,4,890.0
21.0,2772.0,4,542.0
21.0,17.0,3,1575.0
21.0,37.0,3,2100.0
21.0,69.0,3,1598.0
21.0,659.0,3,2100.0
21.0,974.0,3,294.0
21.0,1140.0,3,1370.0
21.0,1253.0,3,309.0
21.0,1500.0,3,577.0
21.0,1504.0,3,192.0
21.0,4946.0,3,166.0
21.0,5408.0,3,1361.0
21.0,8311.0,3,271.0
21.0,18.0,2,816.0
21.0,34.0,2,569.0
21.0,36.0,2,2098.0
21.0,49.0,2,1927.0
21.0,102.0,2,1576.0
21.0,112.0,2,452.0
21.0,189.0,2,1223.0
21.0,640.0,2,792.0
21.0,703.0,2,2089.0
21.0,824.0,2,716.0
21.0,906.0,2,180.0
21.0,914.0,2,365.0
21.0,947.0,2,422.0
21.0,962.0,2,498.0
21.0,1079.0,2,585.0
21.0,1156.0,2,533.0
21.0,1164.0,2,942.0
21.0,1179.0,2,748.0
21.0,1240.0,2,1308.0
21.0,1309.0,2,393.0
21.0,1529.0,2,268.0
21.0,2306.0,2,478.0
21.0,2988.0,2,747.0
21.0,2998.0,2,1852.0
21.0,3410.0,2,323.0
21.0,6196.0,2,2100.0
21.0,8258.0,2,227.0
21.0,11544.0,2,187.0
21.0,15.0,1,2085.0
21.0,41.0,1,554.0
21.0,50.0,1,421.0
21.0,71.0,1,318.0
21.0,75.0,1,431.0
21.0,78.0,1,373.0
21.0,86.0,1,407.0
21.0,183.0,1,724.0
21.0,279.0,1,2098.0
21.0,324.0,1,327.0
21.0,364.0,1,2025.0
21.0,881.0,1,922.0
21.0,908.0,1,387.0
21.0,963.0,1,1764.0
21.0,987.0,1,286.0
21.0,995.0,1,161.0
21.0,1014.0,1,309.0
21.0,1095.0,1,1084.0
21.0,1119.0,1,350.0
21.0,1160.0,1,781.0
21.0,1170.0,1,796.0
21.0,1171.0,1,184.0
21.0,1318.0,1,722.0
21.0,1321.0,1,257.0
21.0,1430.0,1,388.0
21.0,1523.0,1,1085.0
21.0,1711.0,1,283.0
21.0,1714.0,1,535.0
21.0,1725.0,1,309.0
21.0,1870.0,1,593.0
21.0,1879.0,1,1545.0
21.0,1904.0,1,501.0
21.0,2059.0,1,641.0
21.0,2201.0,1,1166.0
21.0,2376.0,1,382.0
21.0,2397.0,1,251.0
21.0,3019.0,1,244.0
21.0,4641.0,1,217.0
21.0,5286.0,1,162.0
21.0,5767.0,1,388.0
21.0,6100.0,1,518.0
