Included,userid,userid_y,category,USLR,SLR
1,116.0,5812.0,24H-MFN,0.3039772727272727,0.2972972972972973
2,116.0,5236.0,24H-MFN,0.20738636363636365,0.420997920997921
3,116.0,490.0,24H-MFN,0.28125,0.17255717255717257
4,116.0,633.0,24H-MFN,0.07670454545454546,0.04261954261954262
5,116.0,5219.0,24H-MFN,0.13352272727272727,0.07172557172557173
6,116.0,148.0,24H-MFN,0.17613636363636365,0.0945945945945946
7,116.0,156.0,24H-MFN,0.14204545454545456,0.09251559251559252
8,116.0,4165.0,24H-MFN,0.14488636363636365,0.08316008316008316
9,116.0,5230.0,24H-MFN,0.1278409090909091,0.11330561330561331
10,116.0,401.0,24H-MFN,0.3068181818181818,0.1683991683991684
1,124.0,85.0,24H-MFN,0.07878787878787878,0.13648068669527896
2,124.0,2755.0,24H-MFN,0.09393939393939393,0.10214592274678111
3,124.0,7950.0,24H-MFN,0.03636363636363636,0.045493562231759654
4,124.0,267.0,24H-MFN,0.08181818181818182,0.06609442060085836
5,124.0,11702.0,24H-MFN,0.015151515151515152,0.01201716738197425
6,124.0,13399.0,24H-MFN,0.016666666666666666,0.012875536480686695
7,124.0,347.0,24H-MFN,0.031818181818181815,0.04034334763948498
8,124.0,217.0,24H-MFN,0.024242424242424242,0.022317596566523604
9,124.0,11601.0,24H-MFN,0.021212121212121213,0.01630901287553648
10,124.0,197.0,24H-MFN,0.0803030303030303,0.05751072961373391
1,125.0,3559.0,24H-MFN,0.20257234726688103,0.1678082191780822
2,125.0,4690.0,24H-MFN,0.18006430868167203,0.2208904109589041
3,125.0,89.0,24H-MFN,0.17684887459807075,0.1969178082191781
4,125.0,8075.0,24H-MFN,0.15434083601286175,0.17123287671232876
5,125.0,4706.0,24H-MFN,0.1157556270096463,0.0958904109589041
6,125.0,6714.0,24H-MFN,0.12861736334405144,0.1421232876712329
7,125.0,3229.0,24H-MFN,0.2057877813504823,0.2106164383561644
8,125.0,4867.0,24H-MFN,0.1414790996784566,0.1643835616438356
9,125.0,3936.0,24H-MFN,0.1157556270096463,0.136986301369863
10,125.0,38216.0,24H-MFN,0.02572347266881029,0.017123287671232876
1,135.0,133.0,24H-MFN,0.20202020202020202,0.18482758620689654
2,135.0,436.0,24H-MFN,0.09090909090909091,0.08551724137931034
3,135.0,19.0,24H-MFN,0.05387205387205387,0.060689655172413794
4,135.0,256.0,24H-MFN,0.1127946127946128,0.13379310344827586
5,135.0,515.0,24H-MFN,0.09595959595959595,0.11862068965517242
6,135.0,8606.0,24H-MFN,0.06565656565656566,0.05517241379310345
7,135.0,4743.0,24H-MFN,0.058922558922558925,0.057931034482758624
8,135.0,107.0,24H-MFN,0.12121212121212122,0.1103448275862069
9,135.0,5219.0,24H-MFN,0.05723905723905724,0.05241379310344828
10,135.0,8154.0,24H-MFN,0.050505050505050504,0.05241379310344828
1,138.0,350.0,24H-MFN,0.29577464788732394,0.384375
2,138.0,267.0,24H-MFN,0.2605633802816901,0.3802083333333333
3,138.0,515.0,24H-MFN,0.17136150234741784,0.284375
4,138.0,335.0,24H-MFN,0.1619718309859155,0.21666666666666667
5,138.0,172.0,24H-MFN,0.07276995305164319,0.1375
6,138.0,290.0,24H-MFN,0.046948356807511735,0.03125
7,138.0,282.0,24H-MFN,0.07746478873239436,0.09166666666666666
8,138.0,521.0,24H-MFN,0.10093896713615023,0.1
9,138.0,89.0,24H-MFN,0.06807511737089202,0.042708333333333334
10,138.0,559.0,24H-MFN,0.1572769953051643,0.10416666666666667
1,141.0,148.0,24H-MFN,0.16216216216216217,0.10643889618922471
2,141.0,5219.0,24H-MFN,0.12312312312312312,0.08015768725361366
3,141.0,2899.0,24H-MFN,0.10810810810810811,0.06964520367936924
4,141.0,471.0,24H-MFN,0.12912912912912913,0.08935611038107753
5,141.0,3675.0,24H-MFN,0.0990990990990991,0.05913272010512484
6,141.0,511.0,24H-MFN,0.02702702702702703,0.02759526938239159
7,141.0,312.0,24H-MFN,0.15615615615615616,0.12483574244415244
8,141.0,203.0,24H-MFN,0.1021021021021021,0.056504599211563734
9,141.0,38216.0,24H-MFN,0.05405405405405406,0.040735873850197106
10,141.0,29242.0,24H-MFN,0.06306306306306306,0.045992115637319315
1,148.0,5219.0,24H-MFN,0.3220858895705521,0.3054393305439331
2,148.0,8822.0,24H-MFN,0.1196319018404908,0.09902370990237098
3,148.0,38216.0,24H-MFN,0.06441717791411043,0.040446304044630406
4,148.0,471.0,24H-MFN,0.1165644171779141,0.07670850767085077
5,148.0,2899.0,24H-MFN,0.1196319018404908,0.07112970711297072
6,148.0,8154.0,24H-MFN,0.10429447852760736,0.06834030683403068
7,148.0,19061.0,24H-MFN,0.05521472392638037,0.03905160390516039
8,148.0,156.0,24H-MFN,0.11042944785276074,0.0599721059972106
9,148.0,3736.0,24H-MFN,0.11042944785276074,0.06834030683403068
10,148.0,4185.0,24H-MFN,0.0950920245398773,0.0599721059972106
1,156.0,116.0,24H-MFN,0.2617801047120419,0.3236363636363636
2,156.0,141.0,24H-MFN,0.2617801047120419,0.2545454545454545
3,156.0,227.0,24H-MFN,0.10471204188481675,0.11636363636363636
4,156.0,4487.0,24H-MFN,0.05759162303664921,0.04727272727272727
5,156.0,7292.0,24H-MFN,0.12041884816753927,0.09090909090909091
6,156.0,5812.0,24H-MFN,0.17277486910994763,0.24727272727272728
7,156.0,96.0,24H-MFN,0.09424083769633508,0.07636363636363637
8,156.0,77.0,24H-MFN,0.09947643979057591,0.08
9,156.0,34630.0,24H-MFN,0.04712041884816754,0.04
10,156.0,38216.0,24H-MFN,0.06806282722513089,0.05818181818181818
1,172.0,350.0,24H-MFN,0.1864406779661017,0.34316353887399464
2,172.0,267.0,24H-MFN,0.2542372881355932,0.3914209115281501
3,172.0,515.0,24H-MFN,0.2937853107344633,0.36193029490616624
4,172.0,138.0,24H-MFN,0.1751412429378531,0.353887399463807
5,172.0,335.0,24H-MFN,0.1638418079096045,0.3190348525469169
6,172.0,38216.0,24H-MFN,0.062146892655367235,0.04289544235924933
7,172.0,4487.0,24H-MFN,0.0847457627118644,0.05093833780160858
8,172.0,19061.0,24H-MFN,0.07909604519774012,0.06166219839142091
9,172.0,452.0,24H-MFN,0.05649717514124294,0.09919571045576407
10,172.0,282.0,24H-MFN,0.0903954802259887,0.1742627345844504
1,203.0,3988.0,24H-MFN,0.10555555555555556,0.2140845070422535
2,203.0,19.0,24H-MFN,0.08888888888888889,0.05070422535211268
3,203.0,9439.0,24H-MFN,0.03888888888888889,0.0676056338028169
4,203.0,7292.0,24H-MFN,0.1111111111111111,0.07323943661971831
5,203.0,4185.0,24H-MFN,0.1,0.056338028169014086
6,203.0,39703.0,24H-MFN,0.07777777777777778,0.04788732394366197
7,203.0,3774.0,24H-MFN,0.03888888888888889,0.02535211267605634
8,203.0,153.0,24H-MFN,0.15,0.09014084507042254
9,203.0,227.0,24H-MFN,0.07777777777777778,0.04788732394366197
10,203.0,77.0,24H-MFN,0.08888888888888889,0.0647887323943662
1,204.0,499.0,24H-MFN,0.25830258302583026,0.2746331236897275
2,204.0,6299.0,24H-MFN,0.23247232472324722,0.32914046121593293
3,204.0,213.0,24H-MFN,0.14391143911439114,0.10482180293501048
4,204.0,6241.0,24H-MFN,0.07749077490774908,0.08176100628930817
5,204.0,2489.0,24H-MFN,0.055350553505535055,0.050314465408805034
6,204.0,27422.0,24H-MFN,0.04059040590405904,0.03773584905660377
7,204.0,511.0,24H-MFN,0.04059040590405904,0.039832285115303984
8,204.0,4226.0,24H-MFN,0.07749077490774908,0.07756813417190776
9,204.0,38216.0,24H-MFN,0.033210332103321034,0.033542976939203356
10,204.0,6581.0,24H-MFN,0.04797047970479705,0.041928721174004195
1,211.0,19096.0,24H-MFN,0.19866071428571427,0.19090909090909092
2,211.0,43981.0,24H-MFN,0.09933035714285714,0.10272727272727272
3,211.0,588.0,24H-MFN,0.1640625,0.17181818181818181
4,211.0,486.0,24H-MFN,0.13839285714285715,0.12636363636363637
5,211.0,4678.0,24H-MFN,0.1015625,0.10727272727272727
6,211.0,401.0,24H-MFN,0.13058035714285715,0.1290909090909091
7,211.0,2899.0,24H-MFN,0.06919642857142858,0.06818181818181818
8,211.0,490.0,24H-MFN,0.07924107142857142,0.07818181818181819
9,211.0,38216.0,24H-MFN,0.046875,0.05181818181818182
10,211.0,3667.0,24H-MFN,0.05022321428571429,0.0890909090909091
1,233.0,10829.0,24H-MFN,0.10743801652892562,0.12
2,233.0,327.0,24H-MFN,0.07024793388429752,0.050666666666666665
3,233.0,116.0,24H-MFN,0.15702479338842976,0.152
4,233.0,3736.0,24H-MFN,0.10743801652892562,0.088
5,233.0,3668.0,24H-MFN,0.06198347107438017,0.05333333333333334
6,233.0,3337.0,24H-MFN,0.11570247933884298,0.096
7,233.0,456.0,24H-MFN,0.07024793388429752,0.058666666666666666
8,233.0,156.0,24H-MFN,0.07851239669421488,0.07466666666666667
9,233.0,5221.0,24H-MFN,0.07024793388429752,0.058666666666666666
10,233.0,180.0,24H-MFN,0.09917355371900827,0.12533333333333332
1,256.0,257.0,24H-MFN,0.25390625,0.1534195933456562
2,256.0,135.0,24H-MFN,0.26171875,0.17929759704251386
3,256.0,107.0,24H-MFN,0.23828125,0.21811460258780038
4,256.0,343.0,24H-MFN,0.2109375,0.22735674676524953
5,256.0,4211.0,24H-MFN,0.05859375,0.04436229205175601
6,256.0,4487.0,24H-MFN,0.05078125,0.029574861367837338
7,256.0,38216.0,24H-MFN,0.04296875,0.027726432532347505
8,256.0,32332.0,24H-MFN,0.03515625,0.022181146025878003
9,256.0,0.0,24H-MFN,0.11328125,0.07948243992606285
10,256.0,19.0,24H-MFN,0.05859375,0.038817005545286505
1,267.0,350.0,24H-MFN,0.2461799660441426,0.3965714285714286
2,267.0,335.0,24H-MFN,0.13752122241086587,0.20971428571428571
3,267.0,515.0,24H-MFN,0.2461799660441426,0.27314285714285713
4,267.0,138.0,24H-MFN,0.18845500848896435,0.20857142857142857
5,267.0,573.0,24H-MFN,0.15449915110356535,0.17942857142857144
6,267.0,547.0,24H-MFN,0.06451612903225806,0.10914285714285714
7,267.0,535.0,24H-MFN,0.08828522920203735,0.12057142857142857
8,267.0,172.0,24H-MFN,0.07640067911714771,0.08342857142857144
9,267.0,521.0,24H-MFN,0.09507640067911714,0.06457142857142857
10,267.0,66.0,24H-MFN,0.07130730050933787,0.10971428571428571
1,282.0,267.0,24H-MFN,0.19413919413919414,0.21904761904761905
2,282.0,515.0,24H-MFN,0.13186813186813187,0.18476190476190477
3,282.0,138.0,24H-MFN,0.12087912087912088,0.1676190476190476
4,282.0,327.0,24H-MFN,0.054945054945054944,0.11238095238095239
5,282.0,3759.0,24H-MFN,0.08791208791208792,0.10095238095238095
6,282.0,335.0,24H-MFN,0.07326007326007326,0.13714285714285715
7,282.0,547.0,24H-MFN,0.054945054945054944,0.1180952380952381
8,282.0,66.0,24H-MFN,0.05860805860805861,0.11428571428571428
9,282.0,172.0,24H-MFN,0.05860805860805861,0.12380952380952381
10,282.0,4735.0,24H-MFN,0.047619047619047616,0.05333333333333334
1,313.0,4210.0,24H-MFN,0.019193857965451054,0.018944519621109608
2,313.0,4467.0,24H-MFN,0.09213051823416507,0.08660351826792964
3,313.0,428.0,24H-MFN,0.04222648752399232,0.037889039242219216
4,313.0,201.0,24H-MFN,0.061420345489443376,0.05006765899864682
5,313.0,6080.0,24H-MFN,0.030710172744721688,0.02435723951285521
6,313.0,204.0,24H-MFN,0.04030710172744722,0.044654939106901215
7,313.0,32332.0,24H-MFN,0.030710172744721688,0.023004059539918808
8,313.0,256.0,24H-MFN,0.02495201535508637,0.02165087956698241
9,313.0,27422.0,24H-MFN,0.02495201535508637,0.018944519621109608
10,313.0,5837.0,24H-MFN,0.04990403071017274,0.04059539918809202
1,327.0,535.0,24H-MFN,0.17894736842105263,0.405
2,327.0,66.0,24H-MFN,0.1368421052631579,0.485
3,327.0,456.0,24H-MFN,0.22105263157894736,0.36
4,327.0,547.0,24H-MFN,0.09473684210526316,0.365
5,327.0,350.0,24H-MFN,0.2,0.535
6,327.0,267.0,24H-MFN,0.22105263157894736,0.545
7,327.0,515.0,24H-MFN,0.28421052631578947,0.485
8,327.0,573.0,24H-MFN,0.11578947368421053,0.3
9,327.0,335.0,24H-MFN,0.16842105263157894,0.52
10,327.0,0.0,24H-MFN,0.12631578947368421,0.26
1,334.0,5717.0,24H-MFN,0.34594594594594597,0.3169230769230769
2,334.0,5670.0,24H-MFN,0.2,0.2123076923076923
3,334.0,5692.0,24H-MFN,0.21081081081081082,0.20923076923076922
4,334.0,5663.0,24H-MFN,0.2702702702702703,0.24307692307692308
5,334.0,5734.0,24H-MFN,0.25405405405405407,0.23692307692307693
6,334.0,5235.0,24H-MFN,0.22702702702702704,0.2246153846153846
7,334.0,5736.0,24H-MFN,0.22702702702702704,0.18769230769230769
8,334.0,5735.0,24H-MFN,0.11351351351351352,0.11076923076923077
9,334.0,5732.0,24H-MFN,0.1783783783783784,0.1753846153846154
10,334.0,5655.0,24H-MFN,0.11891891891891893,0.09846153846153846
1,335.0,350.0,24H-MFN,0.4014336917562724,0.5572413793103448
2,335.0,267.0,24H-MFN,0.2903225806451613,0.5062068965517241
3,335.0,138.0,24H-MFN,0.24731182795698925,0.2868965517241379
4,335.0,515.0,24H-MFN,0.21863799283154123,0.263448275862069
5,335.0,401.0,24H-MFN,0.34767025089605735,0.17379310344827587
6,335.0,172.0,24H-MFN,0.1039426523297491,0.16413793103448276
7,335.0,327.0,24H-MFN,0.05734767025089606,0.14344827586206896
8,335.0,66.0,24H-MFN,0.1039426523297491,0.19724137931034483
9,335.0,6112.0,24H-MFN,0.1039426523297491,0.06482758620689655
10,335.0,282.0,24H-MFN,0.07168458781362007,0.0993103448275862
1,337.0,4794.0,24H-MFN,0.13744075829383887,0.13402597402597402
2,337.0,19096.0,24H-MFN,0.13744075829383887,0.13142857142857142
3,337.0,3756.0,24H-MFN,0.11374407582938388,0.11116883116883117
4,337.0,588.0,24H-MFN,0.11577522004062288,0.12207792207792208
5,337.0,211.0,24H-MFN,0.07921462423832092,0.07636363636363637
6,337.0,4678.0,24H-MFN,0.05958023019634394,0.06285714285714286
7,337.0,2810.0,24H-MFN,0.09004739336492891,0.08155844155844155
8,337.0,43981.0,24H-MFN,0.03926878808395396,0.04831168831168831
9,337.0,486.0,24H-MFN,0.08327691266079891,0.0722077922077922
10,337.0,14874.0,24H-MFN,0.046039268788083954,0.04
1,350.0,267.0,24H-MFN,0.21674140508221226,0.37513513513513513
2,350.0,335.0,24H-MFN,0.16741405082212257,0.21837837837837837
3,350.0,138.0,24H-MFN,0.18834080717488788,0.19945945945945945
4,350.0,515.0,24H-MFN,0.13153961136023917,0.17405405405405405
5,350.0,172.0,24H-MFN,0.04932735426008968,0.06918918918918919
6,350.0,547.0,24H-MFN,0.04185351270553064,0.0972972972972973
7,350.0,535.0,24H-MFN,0.08968609865470852,0.11135135135135135
8,350.0,521.0,24H-MFN,0.0687593423019432,0.04810810810810811
9,350.0,401.0,24H-MFN,0.24813153961136025,0.10594594594594595
10,350.0,327.0,24H-MFN,0.028400597907324365,0.05783783783783784
1,363.0,81.0,24H-MFN,0.3894736842105263,0.31347962382445144
2,363.0,476.0,24H-MFN,0.3684210526315789,0.4106583072100313
3,363.0,5109.0,24H-MFN,0.14736842105263157,0.12539184952978055
4,363.0,96.0,24H-MFN,0.12631578947368421,0.10031347962382445
5,363.0,4405.0,24H-MFN,0.031578947368421054,0.03761755485893417
6,363.0,10702.0,24H-MFN,0.042105263157894736,0.034482758620689655
7,363.0,39697.0,24H-MFN,0.05263157894736842,0.04075235109717868
8,363.0,8579.0,24H-MFN,0.042105263157894736,0.03134796238244514
9,363.0,10695.0,24H-MFN,0.05789473684210526,0.04075235109717868
10,363.0,38216.0,24H-MFN,0.042105263157894736,0.0438871473354232
1,375.0,535.0,24H-MFN,0.11764705882352941,0.13184931506849315
2,375.0,515.0,24H-MFN,0.18339100346020762,0.1969178082191781
3,375.0,547.0,24H-MFN,0.07958477508650519,0.1095890410958904
4,375.0,66.0,24H-MFN,0.07612456747404844,0.1267123287671233
5,375.0,327.0,24H-MFN,0.02768166089965398,0.07705479452054795
6,375.0,52.0,24H-MFN,0.0726643598615917,0.08561643835616438
7,375.0,0.0,24H-MFN,0.04498269896193772,0.07876712328767123
8,375.0,172.0,24H-MFN,0.07612456747404844,0.12157534246575342
9,375.0,456.0,24H-MFN,0.10034602076124567,0.1267123287671233
10,375.0,5106.0,24H-MFN,0.08996539792387544,0.07705479452054795
1,376.0,38216.0,24H-MFN,0.0449438202247191,0.03711340206185567
2,376.0,6581.0,24H-MFN,0.06367041198501873,0.04536082474226804
3,376.0,511.0,24H-MFN,0.04868913857677903,0.03917525773195876
4,376.0,34630.0,24H-MFN,0.03745318352059925,0.026804123711340205
5,376.0,4226.0,24H-MFN,0.0449438202247191,0.04742268041237113
6,376.0,459.0,24H-MFN,0.04119850187265917,0.03711340206185567
7,376.0,24230.0,24H-MFN,0.06367041198501873,0.04329896907216495
8,376.0,4705.0,24H-MFN,0.0299625468164794,0.02268041237113402
9,376.0,27422.0,24H-MFN,0.03745318352059925,0.03505154639175258
10,376.0,32332.0,24H-MFN,0.0749063670411985,0.04742268041237113
1,401.0,588.0,24H-MFN,0.20141969831410825,0.1472
2,401.0,211.0,24H-MFN,0.10381543921916593,0.07573333333333333
3,401.0,43981.0,24H-MFN,0.04791481810115351,0.034133333333333335
4,401.0,350.0,24H-MFN,0.14729370008873113,0.10453333333333334
5,401.0,267.0,24H-MFN,0.1188997338065661,0.0928
6,401.0,335.0,24H-MFN,0.08606921029281278,0.0672
7,401.0,490.0,24H-MFN,0.129547471162378,0.112
8,401.0,436.0,24H-MFN,0.07009760425909495,0.048
9,401.0,2241.0,24H-MFN,0.06654835847382432,0.050133333333333335
10,401.0,38216.0,24H-MFN,0.03194321206743567,0.024533333333333334
1,416.0,5332.0,24H-MFN,0.16666666666666666,0.08829174664107485
2,416.0,7557.0,24H-MFN,0.18859649122807018,0.2399232245681382
3,416.0,2286.0,24H-MFN,0.11842105263157894,0.1401151631477927
4,416.0,5048.0,24H-MFN,0.15789473684210525,0.09213051823416507
5,416.0,523.0,24H-MFN,0.12280701754385964,0.09596928982725528
6,416.0,204.0,24H-MFN,0.08333333333333333,0.046065259117082535
7,416.0,86.0,24H-MFN,0.03070175438596491,0.09596928982725528
8,416.0,8389.0,24H-MFN,0.07017543859649122,0.03262955854126679
9,416.0,499.0,24H-MFN,0.07456140350877193,0.0345489443378119
10,416.0,3485.0,24H-MFN,0.06140350877192982,0.046065259117082535
1,428.0,89121.0,24H-MFN,0.042821158690176324,0.04262877442273535
2,428.0,476.0,24H-MFN,0.060453400503778336,0.07282415630550622
3,428.0,6581.0,24H-MFN,0.055415617128463476,0.0586145648312611
4,428.0,4057.0,24H-MFN,0.05037783375314862,0.06039076376554174
5,428.0,6598.0,24H-MFN,0.05289672544080604,0.06216696269982238
6,428.0,4609.0,24H-MFN,0.05289672544080604,0.047957371225577264
7,428.0,224.0,24H-MFN,0.05793450881612091,0.046181172291296625
8,428.0,4487.0,24H-MFN,0.04534005037783375,0.04085257548845471
9,428.0,4513.0,24H-MFN,0.030226700251889168,0.04085257548845471
10,428.0,4590.0,24H-MFN,0.04030226700251889,0.03907637655417407
1,434.0,5131.0,24H-MFN,0.21991701244813278,0.2890792291220557
2,434.0,3070.0,24H-MFN,0.06224066390041494,0.284796573875803
3,434.0,5146.0,24H-MFN,0.12863070539419086,0.18629550321199143
4,434.0,1432.0,24H-MFN,0.12448132780082988,0.24197002141327623
5,434.0,27.0,24H-MFN,0.14107883817427386,0.2569593147751606
6,434.0,3833.0,24H-MFN,0.016597510373443983,0.1006423982869379
7,434.0,163.0,24H-MFN,0.12448132780082988,0.11991434689507495
8,434.0,5155.0,24H-MFN,0.06224066390041494,0.15417558886509636
9,434.0,5159.0,24H-MFN,0.04564315352697095,0.10492505353319058
10,434.0,38216.0,24H-MFN,0.08298755186721991,0.047109207708779445
1,436.0,19.0,24H-MFN,0.07967032967032966,0.08125
2,436.0,211.0,24H-MFN,0.10576923076923077,0.11125
3,436.0,135.0,24H-MFN,0.07417582417582418,0.0775
4,436.0,490.0,24H-MFN,0.08379120879120878,0.09
5,436.0,38216.0,24H-MFN,0.050824175824175824,0.05125
6,436.0,43981.0,24H-MFN,0.03021978021978022,0.03
7,436.0,2754.0,24H-MFN,0.038461538461538464,0.03875
8,436.0,1405.0,24H-MFN,0.061813186813186816,0.06
9,436.0,116.0,24H-MFN,0.06043956043956044,0.065
10,436.0,141.0,24H-MFN,0.054945054945054944,0.06
1,445.0,20150.0,24H-MFN,0.1712707182320442,0.14352941176470588
2,445.0,23464.0,24H-MFN,0.08287292817679558,0.0811764705882353
3,445.0,28845.0,24H-MFN,0.055248618784530384,0.05529411764705883
4,445.0,28835.0,24H-MFN,0.03591160220994475,0.03529411764705882
5,445.0,28829.0,24H-MFN,0.10220994475138122,0.09058823529411765
6,445.0,28857.0,24H-MFN,0.10497237569060773,0.09058823529411765
7,445.0,28838.0,24H-MFN,0.0856353591160221,0.06
8,445.0,28860.0,24H-MFN,0.19060773480662985,0.11764705882352941
9,445.0,309.0,24H-MFN,0.019337016574585635,0.00823529411764706
10,445.0,23461.0,24H-MFN,0.058011049723756904,0.04588235294117647
1,456.0,515.0,24H-MFN,0.4689265536723164,0.6014760147601476
2,456.0,535.0,24H-MFN,0.15254237288135594,0.2915129151291513
