userid_x,userid_y,meetup,N_previous
19.0,4598.0,3,556.0
19.0,5219.0,3,463.0
19.0,5504.0,3,699.0
19.0,6296.0,3,640.0
19.0,10107.0,3,650.0
19.0,10812.0,3,1532.0
19.0,27422.0,3,266.0
19.0,107.0,2,521.0
19.0,138.0,2,959.0
19.0,141.0,2,758.0
19.0,156.0,2,275.0
19.0,163.0,2,337.0
19.0,213.0,2,248.0
19.0,227.0,2,217.0
19.0,267.0,2,1734.0
19.0,312.0,2,695.0
19.0,460.0,2,1075.0
19.0,471.0,2,402.0
19.0,511.0,2,217.0
19.0,588.0,2,1974.0
19.0,1108.0,2,1956.0
19.0,1766.0,2,1772.0
19.0,2754.0,2,512.0
19.0,2899.0,2,379.0
19.0,3018.0,2,758.0
19.0,3199.0,2,308.0
19.0,3559.0,2,405.0
19.0,3727.0,2,374.0
19.0,3771.0,2,514.0
19.0,4211.0,2,296.0
19.0,4319.0,2,943.0
19.0,4383.0,2,261.0
19.0,4402.0,2,179.0
19.0,4428.0,2,236.0
19.0,4487.0,2,228.0
19.0,4533.0,2,321.0
19.0,4676.0,2,429.0
19.0,4794.0,2,1425.0
19.0,4804.0,2,1395.0
19.0,4989.0,2,1773.0
19.0,5027.0,2,275.0
19.0,5237.0,2,825.0
19.0,5243.0,2,596.0
19.0,5244.0,2,238.0
19.0,5845.0,2,674.0
19.0,6080.0,2,164.0
19.0,6248.0,2,740.0
19.0,6763.0,2,349.0
19.0,7275.0,2,178.0
19.0,7319.0,2,299.0
19.0,8088.0,2,173.0
19.0,8154.0,2,288.0
19.0,8588.0,2,249.0
19.0,8626.0,2,669.0
19.0,9867.0,2,432.0
19.0,10158.0,2,200.0
19.0,10310.0,2,274.0
19.0,11097.0,2,965.0
19.0,11220.0,2,275.0
19.0,11601.0,2,150.0
19.0,11788.0,2,175.0
19.0,14799.0,2,408.0
19.0,28794.0,2,151.0
19.0,29073.0,2,364.0
19.0,29242.0,2,386.0
19.0,34871.0,2,166.0
19.0,36514.0,2,182.0
19.0,38216.0,2,229.0
19.0,39697.0,2,162.0
19.0,43981.0,2,650.0
19.0,69487.0,2,170.0
19.0,114817.0,2,232.0
19.0,89.0,1,471.0
19.0,96.0,1,250.0
19.0,112.0,1,649.0
19.0,133.0,1,248.0
19.0,143.0,1,544.0
19.0,172.0,1,372.0
19.0,204.0,1,477.0
19.0,217.0,1,189.0
19.0,224.0,1,453.0
19.0,256.0,1,541.0
19.0,257.0,1,150.0
19.0,302.0,1,361.0
19.0,313.0,1,739.0
19.0,347.0,1,298.0
19.0,350.0,1,1843.0
19.0,363.0,1,319.0
19.0,401.0,1,1872.0
19.0,459.0,1,204.0
19.0,494.0,1,887.0
19.0,497.0,1,466.0
19.0,515.0,1,966.0
19.0,523.0,1,238.0
19.0,527.0,1,192.0
19.0,535.0,1,556.0
19.0,559.0,1,500.0
19.0,573.0,1,1710.0
19.0,577.0,1,556.0
19.0,1651.0,1,526.0
19.0,1777.0,1,288.0
19.0,2000.0,1,189.0
19.0,2489.0,1,325.0
19.0,3002.0,1,345.0
19.0,3233.0,1,372.0
19.0,3617.0,1,413.0
19.0,3623.0,1,356.0
19.0,3668.0,1,228.0
19.0,3679.0,1,297.0
19.0,3697.0,1,548.0
19.0,3703.0,1,857.0
19.0,3715.0,1,242.0
19.0,3716.0,1,516.0
19.0,3736.0,1,233.0
19.0,3742.0,1,501.0
19.0,3745.0,1,331.0
19.0,3776.0,1,340.0
19.0,3817.0,1,795.0
19.0,3824.0,1,439.0
19.0,3903.0,1,149.0
19.0,3910.0,1,303.0
19.0,3936.0,1,259.0
19.0,3969.0,1,153.0
19.0,3978.0,1,219.0
19.0,4117.0,1,380.0
19.0,4151.0,1,523.0
19.0,4185.0,1,197.0
19.0,4195.0,1,334.0
19.0,4206.0,1,155.0
19.0,4299.0,1,151.0
19.0,4318.0,1,1311.0
19.0,4517.0,1,910.0
19.0,4529.0,1,202.0
19.0,4585.0,1,587.0
19.0,4609.0,1,345.0
19.0,4617.0,1,605.0
19.0,4633.0,1,319.0
19.0,4690.0,1,1042.0
19.0,4702.0,1,426.0
19.0,4705.0,1,273.0
19.0,4809.0,1,471.0
19.0,4867.0,1,426.0
19.0,4904.0,1,603.0
19.0,5048.0,1,298.0
19.0,5072.0,1,150.0
19.0,5200.0,1,464.0
19.0,5235.0,1,413.0
19.0,5277.0,1,572.0
19.0,5284.0,1,175.0
19.0,5338.0,1,459.0
19.0,5353.0,1,169.0
19.0,5395.0,1,387.0
19.0,5515.0,1,269.0
19.0,5518.0,1,289.0
19.0,5617.0,1,313.0
19.0,5729.0,1,272.0
19.0,5812.0,1,741.0
19.0,5829.0,1,388.0
19.0,5970.0,1,612.0
19.0,5993.0,1,202.0
19.0,6089.0,1,171.0
19.0,6112.0,1,449.0
19.0,6288.0,1,378.0
19.0,6303.0,1,360.0
19.0,6341.0,1,157.0
19.0,6530.0,1,158.0
19.0,6572.0,1,225.0
19.0,6581.0,1,295.0
19.0,6608.0,1,207.0
19.0,6860.0,1,205.0
19.0,7292.0,1,207.0
19.0,8092.0,1,170.0
19.0,8579.0,1,160.0
19.0,8739.0,1,250.0
19.0,8743.0,1,459.0
19.0,8752.0,1,249.0
19.0,8823.0,1,224.0
19.0,10176.0,1,488.0
19.0,10702.0,1,180.0
19.0,10711.0,1,428.0
19.0,10816.0,1,172.0
19.0,10833.0,1,487.0
19.0,11243.0,1,299.0
19.0,11351.0,1,545.0
19.0,11950.0,1,175.0
19.0,12898.0,1,164.0
19.0,15249.0,1,736.0
19.0,15741.0,1,200.0
19.0,17340.0,1,179.0
19.0,18190.0,1,924.0
19.0,18341.0,1,486.0
19.0,19378.0,1,1138.0
19.0,19404.0,1,1870.0
19.0,22739.0,1,200.0
19.0,22815.0,1,175.0
19.0,23215.0,1,325.0
19.0,24770.0,1,220.0
19.0,25300.0,1,225.0
19.0,26663.0,1,178.0
19.0,26928.0,1,281.0
19.0,28957.0,1,588.0
19.0,29098.0,1,170.0
19.0,29418.0,1,215.0
19.0,32332.0,1,259.0
19.0,33074.0,1,225.0
19.0,34630.0,1,174.0
19.0,39379.0,1,167.0
19.0,41519.0,1,270.0
19.0,44270.0,1,150.0
19.0,47320.0,1,172.0
19.0,53181.0,1,161.0
19.0,56292.0,1,291.0
19.0,58409.0,1,284.0
19.0,62882.0,1,274.0
19.0,65016.0,1,161.0
19.0,69663.0,1,222.0
19.0,70730.0,1,474.0
19.0,79141.0,1,175.0
19.0,106643.0,1,296.0
19.0,107604.0,1,163.0
19.0,116957.0,1,184.0
19.0,122158.0,1,184.0
19.0,127119.0,1,408.0
22.0,77.0,1,208.0
22.0,116.0,1,960.0
22.0,141.0,1,759.0
22.0,163.0,1,337.0
22.0,573.0,1,1711.0
22.0,859.0,1,629.0
22.0,1388.0,1,1154.0
22.0,1409.0,1,225.0
22.0,1548.0,1,176.0
22.0,1642.0,1,263.0
22.0,1651.0,1,526.0
22.0,4078.0,1,644.0
22.0,4487.0,1,228.0
22.0,4559.0,1,640.0
22.0,4616.0,1,546.0
22.0,4617.0,1,605.0
22.0,4743.0,1,509.0
22.0,5663.0,1,574.0
22.0,5717.0,1,885.0
22.0,5729.0,1,273.0
22.0,5734.0,1,449.0
22.0,6299.0,1,480.0
22.0,6738.0,1,154.0
22.0,8743.0,1,459.0
22.0,11143.0,1,411.0
22.0,11243.0,1,299.0
22.0,11601.0,1,150.0
22.0,14799.0,1,408.0
22.0,19404.0,1,1871.0
22.0,29642.0,1,166.0
22.0,33602.0,1,415.0
22.0,34871.0,1,166.0
22.0,56292.0,1,291.0
22.0,69859.0,1,326.0
22.0,79131.0,1,157.0
22.0,99791.0,1,230.0
22.0,108999.0,1,390.0
25.0,4425.0,4,333.0
25.0,507.0,1,93.0
25.0,522.0,1,351.0
25.0,4478.0,1,353.0
25.0,4824.0,1,146.0
25.0,6309.0,1,127.0
27.0,434.0,16,467.0
27.0,1432.0,9,265.0
27.0,3070.0,9,225.0
27.0,5131.0,6,248.0
27.0,5146.0,4,269.0
27.0,41.0,2,396.0
27.0,163.0,2,337.0
27.0,5143.0,2,199.0
27.0,5155.0,2,200.0
27.0,5159.0,2,155.0
27.0,5663.0,2,576.0
27.0,32.0,1,349.0
27.0,66.0,1,272.0
27.0,77.0,1,208.0
27.0,116.0,1,962.0
27.0,141.0,1,760.0
27.0,156.0,1,275.0
27.0,304.0,1,399.0
27.0,486.0,1,1424.0
27.0,515.0,1,973.0
27.0,574.0,1,274.0
27.0,3745.0,1,331.0
27.0,3769.0,1,706.0
27.0,3833.0,1,356.0
27.0,4005.0,1,172.0
27.0,4150.0,1,195.0
27.0,4677.0,1,257.0
27.0,5228.0,1,151.0
27.0,5264.0,1,189.0
27.0,5729.0,1,275.0
27.0,5736.0,1,533.0
27.0,7292.0,1,208.0
27.0,10569.0,1,199.0
27.0,10831.0,1,257.0
27.0,10832.0,1,308.0
27.0,12341.0,1,150.0
27.0,16510.0,1,150.0
27.0,18898.0,1,1633.0
27.0,22531.0,1,250.0
27.0,27429.0,1,189.0
27.0,108999.0,1,390.0
32.0,2278.0,2,310.0
32.0,5268.0,2,319.0
32.0,27.0,1,175.0
32.0,153.0,1,282.0
32.0,242.0,1,671.0
32.0,267.0,1,1747.0
32.0,483.0,1,683.0
32.0,515.0,1,974.0
32.0,533.0,1,797.0
32.0,654.0,1,432.0
32.0,716.0,1,325.0
32.0,1369.0,1,175.0
32.0,1636.0,1,197.0
32.0,2319.0,1,1443.0
32.0,3426.0,1,655.0
32.0,3584.0,1,204.0
32.0,3631.0,1,1534.0
32.0,4005.0,1,172.0
32.0,4788.0,1,245.0
32.0,5155.0,1,200.0
32.0,5262.0,1,344.0
32.0,5667.0,1,548.0
32.0,5734.0,1,462.0
32.0,5735.0,1,171.0
32.0,5739.0,1,898.0
32.0,5764.0,1,452.0
32.0,6278.0,1,1058.0
32.0,8091.0,1,324.0
32.0,8723.0,1,167.0
32.0,8749.0,1,145.0
32.0,9439.0,1,150.0
32.0,10812.0,1,1552.0
32.0,12033.0,1,353.0
32.0,15067.0,1,875.0
32.0,16221.0,1,237.0
32.0,19585.0,1,1573.0
32.0,21502.0,1,219.0
32.0,22092.0,1,150.0
32.0,22096.0,1,425.0
32.0,33308.0,1,323.0
32.0,35669.0,1,173.0
32.0,41473.0,1,200.0
32.0,42443.0,1,153.0
32.0,51234.0,1,150.0
32.0,60954.0,1,150.0
32.0,83142.0,1,227.0
32.0,90834.0,1,175.0
32.0,105646.0,1,205.0
32.0,113596.0,1,186.0
32.0,113597.0,1,159.0
32.0,143581.0,1,209.0
35.0,5355.0,161,360.0
35.0,1369.0,3,175.0
35.0,4632.0,2,1140.0
35.0,3359.0,1,785.0
35.0,4664.0,1,305.0
35.0,8091.0,1,325.0
35.0,10206.0,1,233.0
35.0,33624.0,1,150.0
41.0,5692.0,9,387.0
41.0,5736.0,9,534.0
41.0,5235.0,7,420.0
41.0,5717.0,7,892.0
41.0,5770.0,7,182.0
41.0,334.0,6,325.0
41.0,2241.0,5,940.0
41.0,97.0,4,144.0
41.0,535.0,4,560.0
41.0,5663.0,4,577.0
41.0,401.0,3,1875.0
41.0,3070.0,3,225.0
41.0,5670.0,3,244.0
41.0,5677.0,3,357.0
41.0,5734.0,3,462.0
41.0,5735.0,3,171.0
41.0,5882.0,3,420.0
41.0,10837.0,3,1596.0
41.0,27.0,2,175.0
41.0,203.0,2,355.0
41.0,375.0,2,582.0
41.0,573.0,2,1716.0
41.0,1432.0,2,265.0
41.0,2515.0,2,431.0
41.0,3287.0,2,234.0
41.0,4216.0,2,871.0
41.0,20481.0,2,150.0
41.0,35831.0,2,250.0
41.0,100448.0,2,199.0
41.0,127197.0,2,150.0
41.0,88.0,1,225.0
41.0,98.0,1,950.0
41.0,138.0,1,960.0
41.0,141.0,1,761.0
41.0,172.0,1,372.0
41.0,212.0,1,300.0
41.0,242.0,1,671.0
41.0,256.0,1,541.0
41.0,267.0,1,1748.0
41.0,312.0,1,701.0
41.0,327.0,1,197.0
41.0,335.0,1,725.0
41.0,350.0,1,1848.0
41.0,435.0,1,249.0
41.0,456.0,1,268.0
41.0,468.0,1,676.0
41.0,506.0,1,436.0
41.0,515.0,1,976.0
41.0,537.0,1,218.0
41.0,547.0,1,323.0
41.0,574.0,1,274.0
41.0,654.0,1,432.0
41.0,750.0,1,169.0
41.0,819.0,1,1969.0
41.0,956.0,1,1745.0
41.0,1773.0,1,1075.0
41.0,2704.0,1,1693.0
41.0,2859.0,1,340.0
41.0,2861.0,1,424.0
41.0,3021.0,1,294.0
41.0,3236.0,1,1948.0
41.0,3425.0,1,1051.0
41.0,3499.0,1,672.0
41.0,3574.0,1,1150.0
41.0,3736.0,1,235.0
41.0,3817.0,1,806.0
41.0,3819.0,1,254.0
41.0,3870.0,1,745.0
41.0,3985.0,1,542.0
41.0,4151.0,1,528.0
41.0,4153.0,1,277.0
41.0,4794.0,1,1624.0
41.0,4840.0,1,292.0
41.0,4904.0,1,607.0
41.0,4944.0,1,446.0
41.0,5131.0,1,248.0
41.0,5655.0,1,277.0
41.0,5722.0,1,176.0
41.0,5732.0,1,285.0
41.0,5739.0,1,900.0
41.0,5745.0,1,349.0
41.0,5759.0,1,159.0
41.0,5764.0,1,454.0
41.0,6136.0,1,164.0
41.0,6464.0,1,176.0
41.0,6484.0,1,496.0
41.0,8741.0,1,249.0
41.0,9439.0,1,150.0
41.0,10290.0,1,170.0
41.0,10812.0,1,1556.0
41.0,10829.0,1,231.0
41.0,10833.0,1,488.0
41.0,11112.0,1,357.0
41.0,11143.0,1,413.0
41.0,12050.0,1,425.0
41.0,12501.0,1,174.0
41.0,12935.0,1,425.0
41.0,14522.0,1,453.0
41.0,16356.0,1,148.0
41.0,16931.0,1,263.0
41.0,18517.0,1,891.0
41.0,22092.0,1,150.0
41.0,22096.0,1,426.0
41.0,23631.0,1,200.0
41.0,24175.0,1,178.0
41.0,25344.0,1,325.0
41.0,32234.0,1,172.0
41.0,32768.0,1,325.0
41.0,33182.0,1,275.0
41.0,33308.0,1,325.0
41.0,48954.0,1,250.0
41.0,50405.0,1,250.0
41.0,55365.0,1,150.0
41.0,58805.0,1,226.0
41.0,63588.0,1,150.0
41.0,69685.0,1,225.0
41.0,105646.0,1,205.0
41.0,148481.0,1,400.0
52.0,515.0,40,977.0
52.0,5235.0,17,420.0
52.0,547.0,15,325.0
52.0,6133.0,12,359.0
52.0,6134.0,10,366.0
52.0,97.0,9,150.0
52.0,267.0,8,1750.0
52.0,6139.0,7,800.0
52.0,6155.0,7,1525.0
52.0,6162.0,7,178.0
52.0,535.0,6,564.0
52.0,6122.0,6,560.0
52.0,66.0,5,275.0
52.0,83.0,5,150.0
52.0,88.0,5,225.0
52.0,573.0,5,1718.0
52.0,557.0,4,175.0
52.0,6112.0,4,449.0
52.0,6125.0,4,300.0
52.0,0.0,3,225.0
52.0,172.0,3,372.0
52.0,327.0,3,200.0
52.0,335.0,3,725.0
52.0,350.0,3,1850.0
52.0,375.0,3,584.0
52.0,559.0,3,502.0
52.0,6110.0,3,248.0
52.0,6116.0,3,922.0
52.0,6156.0,3,1750.0
52.0,282.0,2,525.0
52.0,456.0,2,271.0
52.0,898.0,2,1875.0
52.0,5200.0,2,464.0
52.0,5714.0,2,227.0
52.0,6113.0,2,388.0
52.0,6123.0,2,179.0
52.0,6135.0,2,525.0
52.0,6138.0,2,296.0
52.0,53.0,1,2036.0
52.0,98.0,1,950.0
52.0,233.0,1,375.0
52.0,302.0,1,363.0
52.0,413.0,1,675.0
52.0,437.0,1,225.0
52.0,471.0,1,405.0
52.0,483.0,1,684.0
52.0,536.0,1,300.0
52.0,741.0,1,700.0
52.0,1198.0,1,1973.0
52.0,2262.0,1,150.0
52.0,2319.0,1,1445.0
52.0,3002.0,1,345.0
52.0,3176.0,1,595.0
52.0,3675.0,1,368.0
52.0,3703.0,1,858.0
52.0,3771.0,1,516.0
52.0,3806.0,1,399.0
52.0,4165.0,1,776.0
52.0,4216.0,1,875.0
52.0,4756.0,1,352.0
52.0,4792.0,1,892.0
52.0,5617.0,1,315.0
52.0,5634.0,1,556.0
52.0,5663.0,1,578.0
52.0,5689.0,1,187.0
52.0,5692.0,1,388.0
52.0,5717.0,1,896.0
52.0,5739.0,1,901.0
52.0,6136.0,1,165.0
52.0,6142.0,1,275.0
52.0,6150.0,1,791.0
52.0,6152.0,1,534.0
52.0,6153.0,1,581.0
52.0,6159.0,1,314.0
52.0,6484.0,1,500.0
52.0,8738.0,1,325.0
52.0,11053.0,1,470.0
52.0,11143.0,1,413.0
52.0,14447.0,1,724.0
52.0,18517.0,1,900.0
52.0,18987.0,1,252.0
52.0,19571.0,1,442.0
52.0,20481.0,1,150.0
52.0,22739.0,1,200.0
52.0,26027.0,1,525.0
52.0,29115.0,1,779.0
52.0,31629.0,1,150.0
52.0,33308.0,1,325.0
52.0,33338.0,1,217.0
52.0,33356.0,1,150.0
52.0,33702.0,1,200.0
52.0,33755.0,1,150.0
52.0,39374.0,1,220.0
52.0,41166.0,1,150.0
52.0,46594.0,1,229.0
52.0,51234.0,1,150.0
52.0,66404.0,1,200.0
52.0,68488.0,1,200.0
52.0,74218.0,1,208.0
52.0,83000.0,1,225.0
52.0,120430.0,1,250.0
53.0,48894.0,5,450.0
53.0,5526.0,3,300.0
53.0,515.0,2,977.0
53.0,4466.0,2,1700.0
53.0,5634.0,2,556.0
53.0,6179.0,2,450.0
53.0,70730.0,2,475.0
53.0,52.0,1,342.0
53.0,197.0,1,636.0
53.0,234.0,1,695.0
53.0,472.0,1,2000.0
53.0,486.0,1,1425.0
53.0,850.0,1,175.0
53.0,1174.0,1,2012.0
53.0,2338.0,1,424.0
53.0,3540.0,1,263.0
53.0,4380.0,1,284.0
53.0,4467.0,1,702.0
53.0,4738.0,1,1187.0
53.0,5570.0,1,271.0
53.0,5607.0,1,512.0
53.0,5860.0,1,243.0
53.0,6566.0,1,400.0
53.0,10467.0,1,1705.0
53.0,17694.0,1,225.0
53.0,29418.0,1,218.0
53.0,29557.0,1,1700.0
53.0,33089.0,1,325.0
53.0,33428.0,1,185.0
53.0,156891.0,1,209.0
54.0,486.0,6,1425.0
54.0,19096.0,6,2100.0
54.0,337.0,5,1925.0
54.0,3383.0,5,645.0
54.0,211.0,4,1100.0
54.0,267.0,4,1750.0
54.0,401.0,4,1875.0
54.0,4318.0,4,1317.0
54.0,4319.0,4,943.0
54.0,4678.0,4,1448.0
54.0,8154.0,4,291.0
54.0,19.0,3,200.0
54.0,89.0,3,472.0
54.0,203.0,3,355.0
54.0,436.0,3,800.0
54.0,471.0,3,405.0
54.0,515.0,3,977.0
54.0,588.0,3,1975.0
54.0,1388.0,3,1161.0
54.0,2899.0,3,379.0
54.0,3675.0,3,368.0
54.0,5837.0,3,246.0
54.0,96.0,2,250.0
54.0,116.0,2,962.0
54.0,125.0,2,584.0
54.0,131.0,2,697.0
54.0,135.0,2,725.0
54.0,141.0,2,761.0
54.0,148.0,2,717.0
54.0,153.0,2,285.0
54.0,197.0,2,628.0
54.0,256.0,2,541.0
54.0,312.0,2,703.0
54.0,335.0,2,725.0
54.0,434.0,2,467.0
54.0,490.0,2,1123.0
54.0,510.0,2,917.0
54.0,511.0,2,233.0
54.0,573.0,2,1717.0
54.0,1108.0,2,1967.0
54.0,2947.0,2,896.0
54.0,3018.0,2,768.0
54.0,3199.0,2,315.0
54.0,3742.0,2,505.0
54.0,3817.0,2,809.0
54.0,3936.0,2,259.0
54.0,3978.0,2,222.0
54.0,4195.0,2,334.0
54.0,4598.0,2,557.0
54.0,4676.0,2,429.0
54.0,4794.0,2,1625.0
54.0,5219.0,2,463.0
54.0,5243.0,2,602.0
54.0,5277.0,2,575.0
54.0,5504.0,2,700.0
54.0,6153.0,2,581.0
54.0,6248.0,2,749.0
54.0,6484.0,2,498.0
54.0,8088.0,2,174.0
54.0,8588.0,2,250.0
54.0,14799.0,2,416.0
54.0,15741.0,2,200.0
54.0,29242.0,2,391.0
54.0,32332.0,2,261.0
54.0,38216.0,2,230.0
54.0,43981.0,2,650.0
54.0,69181.0,2,275.0
54.0,77.0,1,208.0
54.0,81.0,1,224.0
54.0,121.0,1,304.0
54.0,138.0,1,960.0
54.0,143.0,1,550.0
54.0,156.0,1,275.0
54.0,172.0,1,372.0
54.0,180.0,1,668.0
54.0,204.0,1,477.0
54.0,224.0,1,456.0
54.0,227.0,1,222.0
54.0,257.0,1,150.0
54.0,303.0,1,258.0
54.0,313.0,1,739.0
54.0,350.0,1,1850.0
54.0,354.0,1,275.0
54.0,363.0,1,319.0
54.0,373.0,1,209.0
