userid,Shannon Entropy,Shannon Pi,LZ Entropy,LZ Pi
aaron-ragan-fore,6.162395640687148,0.3002721362266214,4.419177799707955,0.5461277482282203
aaron-renzelmann,5.928539967256496,0.38721661325028806,4.281158002247112,0.5920488140899245
aaron-robnett,4.480938563085983,0.43178004407707515,3.2212079336485813,0.6307038681378107
aaron-rutledge,7.105594724919065,0.20045584094541696,5.69616564717885,0.40869882723227513
aaron-strout,7.315436409445029,0.23064886581358648,5.551376351664334,0.4638382146123726
aaron-tay,5.963057486845846,0.1768166428484155,4.697422310351629,0.4218881635017134
aaron-thornburgh,4.852106771952397,0.38453513847182613,3.587364945119311,0.5872401632433724
aaron-uhrmacher,6.529653196424128,0.1775515912150056,5.40008056721896,0.37557828131022436
aaron-wagner,6.763254266884627,0.20789322226183532,5.161226124589148,0.45212724678115707
aaron-wallis,6.262494899816915,0.30859674852477215,4.4728136630681545,0.5519401046723116
aaron-yonka,4.39205973936036,0.5096981938644469,3.245853099663331,0.6639777759352783
aaron-zarraga,3.8938844020658996,0.47577702618233086,3.083505162565902,0.6157358087065656
aaron-zimroth,6.289311206871248,0.3151110614643751,4.3654514929979875,0.5705581082969456
aaron45,6.051449669144186,0.22567117861472935,4.84445291562577,0.4344912408751317
aaronpk,7.192253562103283,0.16202370946823616,5.720125823356023,0.392086414934163
abbey-dethlefs,6.114952742892473,0.27763078645688166,4.476496915225691,0.5226107686916178
abbie-cataldo,6.513849811202918,0.19377656195868714,5.318774968843791,0.3957556449832852
abbott,6.837947969025363,0.2765676342660198,5.207208818795174,0.49162056784377905
abby-phoenix,7.397484590819452,0.12497186559364729,6.067736689462325,0.3438890423662408
abby-whitmer,6.590345355028594,0.17033913767844344,5.37773330639999,0.3820391482523635
abby4,6.993070740396883,0.22395041403955362,4.987428597389522,0.502957987375266
abeer-mk,7.479803460220115,0.23985876628386724,5.168088321395571,0.5258337895768598
abel-harding,5.825759131177311,0.34979248236768,4.592512678148281,0.5223075161867242
abel-palos,4.4711553637454875,0.39991029125697114,3.56380101461262,0.5587466884388225
abhishek-amit,3.43932146146171,0.5696204773695894,2.5403967613507272,0.7073438038708123
abhishek-tiwari,6.934885456471111,0.1558585869212605,5.511984085513496,0.39190353108698506
abi-jones,6.827620461502525,0.2677998521239113,5.110479478083234,0.49748858677423746
abi-m,5.886122420310863,0.22458513296786595,4.869187165451402,0.4102077018226369
abra-cranford,6.823641530018257,0.14042034663492603,5.829491675136344,0.32160536468561984
absco,5.478207298266499,0.3218324341364303,4.273078566419783,0.5143969822248835
abu-marlo,9.048139859912958,0.0814793979888093,7.583187694064424,0.28564129312591696
acapawn7,5.753914633140187,0.27529180244630297,4.376510403463102,0.5011196712810504
ace-bhattacharjya,7.375577197456037,0.19772891960289485,6.014827261088588,0.39163069335845024
ace-pisal,7.563621909386551,0.15706138423357854,6.023236000267357,0.38486553718066807
achal,5.434931992593605,0.306456716327674,3.969570182262863,0.5460145185772013
achi-raz,5.670967844218554,0.2244971439296069,4.508770489255225,0.4435253406565004
actiondatsun,3.203928864918887,0.6298693601788312,2.2797176113179445,0.7569391115241283
adaline-lau,7.164610893973091,0.09535696969529858,6.061285874877529,0.30201564478083615
adam-b1,4.281077782803016,0.4694897472613141,3.287302915247312,0.6233118488680929
adam-balogh,5.391471462221629,0.3638844415233821,4.358954838086155,0.5192198359966276
adam-bermingham,6.97251182531286,0.24310423221156127,5.35275904751082,0.465821022716697
adam-bezdicek,7.25793591770917,0.19669130658487577,5.641636968579639,0.4282714561395428
adam-boender,6.386571987637516,0.27808139685854794,4.64068450567624,0.5248138006007708
adam-brain,5.592006786400097,0.4113150961753262,4.336619848872077,0.5724297658547814
adam-brodowski,6.343059622888557,0.3382072112381783,4.819321837236983,0.5332603127012233
adam-click,7.3350774406131505,0.19261857580363806,5.890070894629564,0.40085900842652056
adam-cohen,7.1805506300035855,0.25252180405520636,5.057677004754796,0.5233219750599398
adam-cook,6.361305749898722,0.3409795685805701,4.809523554894997,0.5376277629883625
adam-d,6.489742626371354,0.3065899974301868,4.903279947383339,0.5166315032795229
adam-fishman,6.723058281087673,0.16783458390224618,5.501528752428018,0.37683493371848104
adam-fitzgerald,5.360810428595407,0.37222846576673657,4.262611587158752,0.534896454829962
adam-fullerton,8.666001906041878,0.11521292271028742,6.73742966520182,0.3719800813228956
adam-gilman,6.80780004945985,0.19459228098648515,5.403732363014194,0.41552071684687425
adam-goldband,5.510669015617761,0.32840781032447197,3.8975975361684387,0.5743741533863739
adam-grossman,7.026848527540123,0.25820867704005795,5.111030638247878,0.5083402298672207
adam-herod,6.370223541104865,0.18454076806627379,5.213452641610125,0.39007520088832937
adam-hill,8.3423849865671,0.1169811111298645,6.888523592226802,0.3250448124462303
adam-holden-bache,7.6219952286710715,0.267983704874363,5.411289987515232,0.5237913597263875
adam-j3,5.050013888488335,0.3509095392538061,4.196866859188652,0.49574214396580585
adam-jackson,6.944774477966579,0.3307258728737863,4.40991271975887,0.6170462789077921
adam-johnson1,6.331808042028575,0.2050592145764083,4.999866123039962,0.4301888371311288
adam-katzenback,6.366121905109209,0.2771975289774162,5.012679109198774,0.473787535379743
adam-kovacs,4.685458728576499,0.4545928601840268,3.584120246853554,0.6127313004930983
adam-kresch,6.181766615279733,0.23540166602428225,4.808631410387511,0.4595015827480466
adam-laikin,6.823021432999847,0.22855121312835858,5.004706724597632,0.48909995504119896
adam-leigh,4.099129418510741,0.5268638833029736,2.916093429602253,0.6911672165015651
adam-libunao,6.24045921614388,0.37514496454256224,4.3191274733294325,0.6039305323094253
adam-london,7.20048690242967,0.16721200934389424,5.970990747616894,0.3606781432229363
adam-loving,7.071201644219707,0.16372003364735485,5.705902470273019,0.38254290946661823
adam-mack,6.155399992463059,0.2598425177410555,4.961330590994091,0.4487350503545495
adam-maldonado,6.121967997753083,0.3741132127950006,3.893939316800662,0.6423533674772102
adam-matejka,4.545537121146733,0.3793983979923423,3.7004415632065233,0.5323817624461512
adam-mc,5.98578113443922,0.34382902435947776,4.570569507239462,0.5362403218013764
adam-mccargo,6.083761127315923,0.15065442607688473,5.0934877978531,0.3551191613736954
adam-mccue,7.580331209990445,0.16806101653069755,6.25813359865195,0.36179479030344713
adam-miskiewicz,6.311588049066062,0.15399838254049508,5.123124737847638,0.3810337189863008
adam-morris,5.473206901010508,0.3811377691449831,4.2117660730791755,0.5583574424071612
adam-oconnor,7.29476078797457,0.17609571806096092,5.622414086120628,0.42285065971343744
adam-okrasinski,6.497940004551063,0.3714210347995127,4.7351065531781416,0.5748415364775307
adam-ostrow,6.303169039690525,0.3395998165536564,4.785899321634876,0.5347399138965787
adam-p,5.259109437492133,0.42492999122564,3.810434655896048,0.6166504650202977
adam-petrick,6.826857783786572,0.2246707891494378,5.152749588886256,0.4681606098104116
adam-randolph,4.635031725034986,0.4770712496432606,2.987488184110056,0.6975590276438941
adam-roberts,5.7534967418057334,0.3113244782751972,4.469396366489302,0.5082278082018602
adam-rodnitzky,8.663353363672005,0.13092930725216329,6.892076998033576,0.36212707362251073
adam-root,6.3703857729083335,0.2042129042073273,4.943032071997347,0.4423026978189365
adam-rosenberg,7.810482451463635,0.2271539339193219,5.786396161915044,0.47415188518929735
adam-rozenhart,5.916154961554393,0.43033975127628565,4.252986622679775,0.6193393538617902
adam-rubins,4.94954695471827,0.34133786606211364,3.9227437838651253,0.5213156308712591
adam-schofield,6.1918678969959835,0.3288394278869547,4.461959076790918,0.5585221770215008
adam-schumacher,6.793219039572423,0.26852491312006593,3.5064925752941876,0.68027582735837
adam-schwabe,6.8396456791050255,0.26156240026113353,5.236699961372953,0.4793408613015578
adam-seifer,6.758613660658329,0.2987802694255196,5.2703384386917,0.49060787082068835
adam-silver3,7.6181222231610635,0.10833128235225431,6.345668851346594,0.31869770410938786
adam-simmons,7.61523595896786,0.17698923350763804,5.597218325581875,0.45424171006036335
adam-simon,7.516809366052969,0.15358471316654293,6.175300537886729,0.357705403775779
adam-steinberg,5.929755339429446,0.3379000498351626,4.239030318570024,0.5698178992769626
adam-tatz,6.923241507931515,0.21993449883461005,5.25945961422847,0.4603111815460417
adam-thurlow,4.680683996272479,0.384648881561345,3.694582703222258,0.552864771098418
adam-tow,7.450808735373416,0.22833537593076558,5.745172970544148,0.4506791292078874
adam-uhrynowski,7.329758765859833,0.14632935074245979,6.122437588049879,0.34071096016795555
adam-weinroth,2.8141748078093705,0.6888628250677243,1.753175413813397,0.8244737593805509
adam-wolf,7.105702529738555,0.2230196888980477,5.60717479391721,0.43383370793877835
adam-wolffbrandt,6.805345449436063,0.20043622167353842,5.448967934342023,0.41223693461234795
adam1,6.013689327940939,0.27431638184330825,4.617657038276239,0.49179926361295373
adam95,7.795262228770135,0.07126508382748593,6.63342294951838,0.27667096854002365
adarsh-pallian,6.140433424808001,0.1798606316083342,5.0118465081474675,0.39240227115990123
addie-evans,6.210390351797156,0.24053123600704865,4.840999811734906,0.4606074819475635
addison-lee,8.789531828920879,0.11390769917936788,6.956485521189794,0.3558966930500521
ade-bagus,7.287346902995234,0.22286214858487563,5.527603668324508,0.4599541933991993
adel-miliani,4.333828794463182,0.38190394059644867,3.3541035622710678,0.5664593251532682
adela-hrecinova,6.328681948860126,0.14436644373280616,5.174478003195918,0.3695736363297459
aden-davies,6.322409794291051,0.19245410707041546,5.055148671112597,0.41377737030504935
adi-de-souza,6.043940828007568,0.2251895085046507,4.7247535733727055,0.45184970833787713
adi-raval,6.6980647518252105,0.18154187782800799,5.180251994993547,0.4291841277283972
adi-rosenthal,5.732897574000394,0.2339886997934076,4.491350979841205,0.4587341061493977
adi-sheleg,6.137015445631498,0.16967916825580134,4.933818882803838,0.39951432814526217
adiel-cloud,7.380634056416684,0.2075199088307204,5.796987192733128,0.42592462003457776
adithep-buttarat,4.208317962981249,0.49943467060885566,3.4010739980431994,0.618950653833972
adithya-pc,5.135545867480601,0.3932360390518974,3.788530105689179,0.590651566592782
aditya-anupkumar,6.603524024532306,0.30201978506383687,4.551230989633322,0.5651473209036969
aditya-bharadwaj,6.779211150869623,0.1807757142648369,5.087531883072632,0.44984083452126006
aditya-mishra,6.25814119779231,0.25179538895530706,4.374092916987539,0.5357709787602378
aditya-vempaty,6.399062642668564,0.3251993106893857,4.774662225347674,0.5355167184126987
adlan-khalidi,5.250205135204398,0.2898283694579164,4.296913913572839,0.4650768229570367
adland-suit,6.260785425663134,0.26290369710327677,4.439506597494501,0.532658737073337
admonkey,5.490483906577398,0.38023391413142615,3.8475669433370863,0.6061312480640022
adnan,6.888595317201638,0.3358679415982527,4.99970239722078,0.5539519146202366
adonis-pointer,7.685228127961621,0.09873155015723058,6.215770993599261,0.33949773709763675
adora-cheung,7.2042959269473315,0.11855153452460795,5.91639369357049,0.34143816889775935
adri-munier,5.882859620703054,0.28505405870340156,4.195216006940768,0.544191050372671
adrian-b5,5.50488981480113,0.2802651650687101,4.6172520597348985,0.43829971631753634
adrian-banica,7.18804992676589,0.3089698837589905,4.516311286380051,0.6101876771580204
adrian-dumay,4.5395268810605165,0.45521932777015434,3.4998172771293934,0.610422422076368
adrian-farouk,5.762412058074713,0.41293960295005916,4.403282908444797,0.5801235845383249
adrian-grabicki,7.012522283051145,0.12319986556408251,5.9055478783557325,0.32313203283302827
adrian-kyburz,5.361563200618771,0.3627485963049351,3.8681495618441986,0.5832694737287225
adrian-lansdown,4.851193899482394,0.3549784824389252,3.8995424532469825,0.5217821880897127
adrian-makohon,5.283079914210652,0.38668179763675153,3.6942975368124604,0.612314705785342
adrian-molina7,5.766771392745624,0.2879630856912353,4.511709846485861,0.4897288378828156
adrian-moreno,6.7158560769836875,0.21818808907789494,5.113581063270637,0.4596894862742577
adrian-pratt,6.155476149833399,0.2067373769166146,4.8537145866643066,0.4341698601280566
adrian-price,5.832895770231426,0.29240871193551454,4.454067580895265,0.507329818054984
adrian-salgado,5.699191387581866,0.34047341202378323,4.491087663834893,0.5175761332387683
adrian-umpf,7.075854750143707,0.12691764607948777,5.668263436893478,0.3688247363749569
adrianna-tan,7.669142965431991,0.10307516634126562,6.331624635234545,0.3234846410443015
adriano-gasparri,2.136814230838379,0.6771180360865188,1.4786273793929585,0.8008211409390368
adrienne-jandler,5.737676313462407,0.3258141585428705,4.5059195048529705,0.5102949241755721
adrienne-michetti,6.517217168498206,0.26290710773663506,5.017586166178015,0.47903462585147394
advicetv,6.119008748443472,0.2326301452521935,4.517965470452999,0.49410895934424187
ady-coles,4.853569213248266,0.41419691167256084,3.5448061874884074,0.6099628371494459
aemgtz,4.610306393609928,0.35964177815170995,3.8159885836546517,0.5083400143160338
afaview,6.909075109928021,0.24626492948572237,4.670785465573677,0.5459530102184279
agatha-kim,6.69828088040439,0.2908729602971693,4.5507534744155915,0.5664370456209491
age-conte,6.994942143280689,0.16562920675506954,5.610904293114134,0.3891905710723049
agustin-casado,4.540453901059521,0.3866021587456364,3.399051304766574,0.5851026331424456
ahmed,6.409899344545711,0.18769701733766683,5.046951444005438,0.42211252908549163
ahmed-bouchfaa,5.364058249693006,0.35328341294092336,3.6410174453927477,0.6091350692836575
ahmed-el-helw,5.830520891684821,0.36062066173567914,3.7101265700070836,0.6381512895842274
ahmed-hashim,7.561717874530284,0.18976689966816765,5.610064701932123,0.4548695592793568
ahuvah-berger,6.274172486589218,0.19046732433294614,5.177534606236076,0.38770111822829767
aidan-cornelius-bell,6.340298061594573,0.29955618954864854,4.509853056534453,0.5488130058760922
aidan-nulman,6.072071479527872,0.20216730148222728,4.550977500432693,0.4696409995918603
aiden-bordner,6.573441504854348,0.20895996267050906,4.9156146810036905,0.46868820316959797
aimee-mitchell,6.279732532581742,0.25399695929376004,4.883763797302976,0.4691967392434086
airam-f,5.369590817913915,0.39673607476568923,3.9663428491517436,0.5901217541605035
aisea-laungaue,4.546928983456605,0.520577103989028,3.027922113853648,0.7085098204233609
aj-dyka,6.16941859896682,0.2983019084675441,4.515277556494135,0.5333059380656476
aj-freire-nerd-pai,5.945305575559693,0.2618763860938141,4.824646484963993,0.4469895761108283
aj-lawang,5.247233085969065,0.3713444418105673,4.213781138430389,0.5292973855292188
aj-wilson,5.724137285869763,0.4049386444300444,4.144915007582411,0.6022429953848041
aj3,7.268293709215653,0.08832072256492542,6.181822269098232,0.2918970383569096
aj5,5.452744637720682,0.3464393411464181,4.262493627180314,0.5281336662892837
aj7,6.414409307101753,0.2632290818750998,5.122766913526636,0.455147724473384
ajua-kouadio,7.730163162018876,0.11271305364777519,6.376155340398898,0.32891351910025185
ak3,7.136194186473864,0.25888183580529506,5.286418173465804,0.49664140319532984
akamatsu-yuki,4.67657464662822,0.3926365113120251,3.379917993093778,0.6051338045174393
aki-sato,4.475469555709972,0.4265081543386559,3.493599763904913,0.5867833365394054
akifumi-yamashita,4.491425260485394,0.4917853536051234,3.2748602354688536,0.6581950357314904
akihiro-y,4.375360984514746,0.4460571674385938,3.153049786134127,0.6383705501689697
akili-lee,6.895227101938489,0.24593318888215315,5.4145111382476765,0.45263142503054254
akira-puku,5.170992098692755,0.3608821568470536,3.9628229023273147,0.5509513524592577
akirabong-s,5.056714935115362,0.3706601834874032,3.8019786515047014,0.5684070503950374
akshay-dodeja,7.850458907245854,0.15017816331159292,6.283805011430425,0.3744090170529193
al-mar,4.332217730542469,0.4337242121403475,3.116386117012957,0.6329676481413719
al-shaw,5.680085067143916,0.30031801139101455,4.564821356709536,0.4800258501628706
alaa-mendili,7.755441133601718,0.1447730688215563,6.013351015147915,0.3974301892262247
alain-dominguez-lucas,5.124155509873266,0.34764457802571447,3.788619130187508,0.5642031792999
alain-veuve,5.258927113846031,0.36116119408377806,3.7221601550869297,0.5932709243467557
alaina-vehec,5.195611947001419,0.4071244537679663,4.0233202175479565,0.5731373711130483
alan-baker,6.535883448624492,0.1372565014972662,5.495520000522498,0.3379551192314529
alan-bates,6.110171661861424,0.2409116173662979,3.4687335127304277,0.6392270580571329
alan-brutenic,6.677850596656146,0.28065136940702806,4.905058480622737,0.517355127798004
alan-chapell,6.9057855381158175,0.1742031900567308,5.7115488931363325,0.3697810484301919
alan-cordova,9.005131361880919,0.13695934817966302,6.363275088225241,0.4501150389740739
alan-de-keyrel,5.45183077506481,0.2709490658612303,4.287368240408018,0.47981951211100193
alan-derossett,4.862851096127112,0.36294063389740844,4.009287681815307,0.5106119678339907
alan-dix,6.443998255451814,0.2506833808187998,4.910628485600633,0.47951086266553855
alan-ho,6.545420567097358,0.2128272190153027,5.312224500184004,0.4115200754065785
alan-jang,2.5921831565769073,0.6216275073327725,2.273788876648199,0.6825120431323028
alan-jones,7.405352359455234,0.047075686286006106,6.768227136995397,0.18909702889368019
alan-kim,5.094184839282391,0.27120152006252785,3.8374534319808995,0.5134529045027288
alan-ray,5.928026410140371,0.24596903508772083,4.736819576162145,0.44890545930827075
alan-s,7.423864412074896,0.20553997378219194,5.467806071701738,0.46918629025294023
alan-weinkrantz,7.06542628642991,0.2299320009688032,5.554423706255902,0.44096059980247504
alan-wolk,6.984816651431353,0.20972460311284008,5.529613288595605,0.42461056268409764
alana-cadiz,7.421041269042224,0.23538596194296604,5.205876736702514,0.5151498479360327
alana-fisher,6.12531565409136,0.16951291002363475,4.873427479046747,0.408051036645283
alastair-green,7.66224189146755,0.2298951361165511,5.646034321464604,0.48015778761655853
alastair-sherriffs,4.313149147364331,0.4507021224322317,2.8660600198063784,0.6761410182179595
alastair-tse,7.818305869949058,0.06831932068495528,6.760707736817567,0.2584903276965982
albert-alicea,6.804204737371661,0.20063947835161394,4.617015173117782,0.5243112797029429
albert-evangelista,7.092034228397102,0.23284310578065592,4.600783486296133,0.5608589215961653
albert-farkas,5.8761446197427585,0.29552384338687165,4.5592396333291125,0.4985588139441253
albert-lee4,7.020430478725032,0.3167909798215688,4.305378772567392,0.6258217826765438
albert-m8,6.19357386734534,0.30038248522117683,4.798807194052569,0.49966031966594243
albert-ocampo,6.973446051225773,0.301042863090231,5.164438146330052,0.5219518423660569
albert-sun,7.320864855368445,0.17392634605839047,5.8816912557632195,0.38957219984674907
alberto-benbunan,5.184815122864862,0.3721706365619216,4.205665181016893,0.5242340560598515
alberto-padilla-luengas,6.476105411514263,0.12236780982351025,5.484720585260754,0.32386864668061094
albin-durand,5.624678491181626,0.39762106326080926,4.073787346210955,0.5985956141011742
alda-fadzari,4.532919443242807,0.42270336505419076,3.4771873366863764,0.5930983227246318
alden-wicker,7.494429560463757,0.14977441406481853,6.33785152400338,0.33038944578685836
aldis-blicsons,6.474311560000369,0.2962667910060686,4.794772716922279,0.5227343654971061
aldo3,5.5602455172661465,0.29477087232928184,4.675141400473837,0.4455457434573746
ale,4.862389339335404,0.2610965742745602,3.789693992941897,0.48894929456825426
ale-canatella,6.596945632157885,0.13251754817396336,5.242137411453161,0.38439302833951544
alec-couros,5.305582315639168,0.375395963157618,3.2776676485432055,0.6619570801570139
alec-east,6.27477926620752,0.18397666802976645,5.195687856101045,0.38106764501891954
alec-m,6.596403427743152,0.20600455563097136,4.875705127079239,0.4748529478092981
alec-maybarduk,6.189517466170386,0.15115372040371283,5.114728951796326,0.36567291687655096
alec-perkins,4.88850075982583,0.4352552800595641,3.410497753140662,0.6424102272054407
alec-tarshis,6.566118167601006,0.1819185721073052,4.840505686341011,0.4653595816459432
alefiyah,7.865826652846667,0.14246508603744365,6.371566687661407,0.36009911078937884
alejandro-alaluf,6.69187502853865,0.19464357853554345,5.478578121358869,0.392392825204593
alejandro-arce,6.016085257312624,0.23455184172264384,4.931520122435306,0.4220413357290311
alejandro-villegas,7.521536944374941,0.19655073076943938,5.793400674250298,0.4326346787620467
aleksandar-basara,2.8872721393435516,0.5788121603665595,2.1124958106738116,0.7216212567806852
aleksander-soender,7.161427596709412,0.20498718891467388,5.255761864022128,0.4735327818246864
aleksandrs-borovenskis,6.3974720196461305,0.19890336672015635,4.892530691313711,0.4497570083304431
alemsah-ozturk,5.68731340494056,0.2624199036023081,4.581492593920632,0.4552310014088828
alenar,6.053818429126329,0.31050352587480806,4.237413190389444,0.5657403232773158
ales-g,5.112781632059746,0.2790377201078917,4.147342411570677,0.4666300682252321
ales-zavadsky,5.578310410601446,0.24457458364851611,4.509460829341799,0.44341017441465364
alessandro-dostilio,7.288043853633092,0.1840127352833635,5.593495751020883,0.4302828949482847
alessandro-garcia,6.681165639194581,0.14752102097646672,5.404495027331356,0.3758976997455718
alessandro-maia,4.822416897218003,0.3150151178410625,3.417354653393627,0.5751167683136726
alessandro-roiter,5.147255388128545,0.2990249333572965,3.936389569233066,0.5174882717904061
alessio-albano,5.752830317505661,0.24482576118422913,4.720593508445323,0.43021747607648775
alessio-carciofi,6.053891901499834,0.22713363278197302,4.609876565442845,0.4713441580645842
alessio-sbrana,7.044340762815855,0.22705149410675235,4.868436143233516,0.5230354033805442
alex-baker,7.798783921134433,0.175683696726202,5.935068745524718,0.42754634856532964
alex-barron,6.011028397061495,0.2079825504907158,5.294832313697214,0.3442705255093899
alex-brannon,5.011279340223295,0.4675371197047962,3.934744112435601,0.6063696539483415
alex-bremer,5.420984439399666,0.3763022038168882,4.053944942192517,0.5714020996866763
alex-brooks,6.656271617854243,0.35058944193140906,4.433834680940063,0.6065155143973475
alex-burnard,6.751187414627371,0.14536999206877466,5.616935361098509,0.34951145710793124
alex-carusillo,7.965755866074892,0.13807365921741455,6.188860242580337,0.3904480546656291
alex-choi,8.034687015806796,0.08403734228567664,6.584891112949262,0.3165825672755055
alex-cone,6.296687342960458,0.2945937133932275,4.403626858871359,0.5560139530443655
alex-d5,7.085637097747591,0.3012033634530735,5.080414501315819,0.5397981535815628
alex-davidson,6.380365578373932,0.158549798014131,5.10547432183453,0.39441677923182616
alex-fredericks,6.770452807290412,0.1702557865711466,5.574426040076842,0.3725776339071958
alex-galvao,4.785038663083492,0.3773961126050433,3.840986717921696,0.537375896497487
alex-gawley,5.606355254045942,0.42286078421436635,3.829881255755803,0.6396429650857801
alex-george,5.753856271765949,0.3231625994033951,4.287592648508339,0.5401794718381475
alex-goh,5.563934994401044,0.34284407222694435,3.948201852664263,0.5795306458813474
alex-gordon,8.462284159515761,0.13481916384770823,6.807882891209142,0.35668904827627973
alex-hamlin,6.4192772545561425,0.18016616672550462,5.024660587781151,0.4225670250001197
alex-hereza,7.160902009396378,0.12350711588250504,6.121989415695896,0.30747335119917235
alex-horowitz,7.311379912950721,0.25848332709269445,5.47902749658642,0.4879575640250212
alex-jenkins4,3.790976230822612,0.5271448966763799,2.8260417361896573,0.6754931566053901
alex-jensen,6.439740971166384,0.261794292044444,4.118546712747672,0.5867861239329093
alex-kelly6,5.921417673988904,0.25454306190194664,4.654854093083319,0.4655937767283339
alex-kevlich,5.25240064677031,0.28025022336596467,3.87674545979213,0.5286719716032329
alex-kinsella,7.513833162026246,0.24118668552099456,5.494811056700448,0.492192227776769
alex-kniess,4.895537406351093,0.45101517487914405,3.52349408659182,0.637258256682573
alex-krug,5.394609603589279,0.3300480360494837,4.302956412108684,0.5060105594587571
alex-lawrence-richards,6.679167236855749,0.1380055794865664,5.471704165652731,0.36002257243083347
alex-m1,5.812913114796264,0.2604812197269809,4.740490071334996,0.44379707722169737
alex-m6,6.273635619757658,0.18202169831889745,5.2935696969547505,0.3636850458762705
alex-marsh,7.688626829333516,0.19737838940294863,5.93531285118487,0.430218281822774
alex-medina5,5.532446754268623,0.3958686150734443,4.20415729897275,0.5737794328989944
