Compare,Jaccard
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.25
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.25
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.25
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.25
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.25
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.17647058823529413
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,1.0
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.6666666666666666
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.17647058823529413
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.8181818181818182
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.5384615384615384
SW-24H-MFN vs CB-1H-MFN,0.3333333333333333
SW-24H-MFN vs CB-1H-MFN,0.42857142857142855
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.6666666666666666
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.6666666666666666
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.8181818181818182
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.05263157894736842
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.05263157894736842
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.6666666666666666
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.5384615384615384
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.05263157894736842
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.3333333333333333
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.05263157894736842
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,1.0
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.3333333333333333
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.3333333333333333
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.17647058823529413
SW-24H-MFN vs TFN,0.05263157894736842
SW-24H-MFN vs TFN,0.25
SW-24H-MFN vs TFN,0.0
SW-24H-MFN vs TFN,0.3333333333333333
SW-24H-MFN vs TFN,0.5384615384615384
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.1111111111111111
SW-24H-MFN vs TFN,0.5384615384615384
SW-24H-MFN vs TFN,0.42857142857142855
SW-24H-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.25
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.1111111111111111
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.25
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.25
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.8181818181818182
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.17647058823529413
CB-1D-MFN vs CB-1H-MFN,0.17647058823529413
CB-1D-MFN vs CB-1H-MFN,0.5384615384615384
CB-1D-MFN vs CB-1H-MFN,1.0
CB-1D-MFN vs CB-1H-MFN,0.42857142857142855
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.6666666666666666
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs CB-1H-MFN,0.3333333333333333
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.6666666666666666
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.6666666666666666
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.8181818181818182
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.6666666666666666
CB-1D-MFN vs TFN,0.3333333333333333
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.6666666666666666
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.3333333333333333
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.3333333333333333
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.25
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.05263157894736842
CB-1D-MFN vs TFN,0.1111111111111111
CB-1D-MFN vs TFN,0.0
CB-1D-MFN vs TFN,0.3333333333333333
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.5384615384615384
CB-1D-MFN vs TFN,0.17647058823529413
CB-1D-MFN vs TFN,0.3333333333333333
CB-1D-MFN vs TFN,0.6666666666666666
CB-1D-MFN vs TFN,0.42857142857142855
CB-1D-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.0
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,1.0
CB-1H-MFN vs TFN,0.0
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.6666666666666666
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.6666666666666666
CB-1H-MFN vs TFN,0.3333333333333333
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.6666666666666666
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.8181818181818182
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.42857142857142855
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.3333333333333333
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.1111111111111111
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.0
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.17647058823529413
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.05263157894736842
CB-1H-MFN vs TFN,0.25
CB-1H-MFN vs TFN,0.3333333333333333
CB-1H-MFN vs TFN,0.5384615384615384
CB-1H-MFN vs TFN,0.3333333333333333
CB-1H-MFN vs TFN,0.3333333333333333
CB-1H-MFN vs TFN,1.0
CB-1H-MFN vs TFN,0.6666666666666666
CB-1H-MFN vs TFN,0.3333333333333333
