userid_x,userid_y,meetup,N_previous,group,Included Rank,Weight,alter_info,CE_alter,CCE_alters,CCE_ego_alter,CCE_ego_alters,Pi_alter,Pi_alters,Pi_ego_alter,Pi_ego_alters,n_meetupers_x,ego_info,LZ_entropy,Pi,n_meetupers_y
0.0,124.0,6,809,helpful,11,65,8.149747119504681,9.251764554761829,5.462651164624119,5.092134253067899,4.573064728823651,0.014959520577844554,0.5189191671433157,0.5579180470142093,0.6110406134687713,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,900.0,5,847,helpful,12,145,6.6293566200796095,8.89437055359984,5.43915960215938,5.075234807481831,4.557891297926892,0.08754819983761844,0.5214196245562909,0.5596748688030495,0.6125679244105646,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,54.0,5,194,helpful,13,249,6.392317422778761,6.49418781801646,5.40199861101375,5.0353361925503775,4.534298217404202,0.40503324082807773,0.5253672322578793,0.5638151910298626,0.6149399009939296,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,49.0,4,1927,helpful,14,409,9.276124405274238,8.767558260260724,5.3730275694159,5.063717412959301,4.515901865687323,0.10842856533723817,0.5284381993140806,0.5608711119176714,0.6167870278044414,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,39235.0,4,755,helpful,15,127,5.247927513443585,8.868894775133867,5.362645605500715,5.0963564149967695,4.508648213595925,0.0918406268632098,0.5295372944525724,0.5574788288793949,0.6175147729574477,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,13.0,3,1018,helpful,16,309,8.375039431346925,8.464982953704926,5.328615621126931,5.047274107856104,4.494803103095488,0.1546368068902885,0.5331347266195658,0.5625774732182023,0.6189029264397551,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,26.0,3,794,helpful,17,104,8.011227255423254,9.075822406707214,5.319762812838308,5.1044059009287155,4.49026088211546,0.054918966521402976,0.5340692915388197,0.5566411410054759,0.6193580863345931,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,1504.0,3,192,helpful,18,126,5.614709844115208,7.038116072097735,5.305576386167128,5.082409323313009,4.480747607949782,0.34125868685341293,0.5355657974509244,0.5589292543962743,0.6203109664407518,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,12.0,2,1755,helpful,19,408,8.731319031025064,8.353374472927568,5.297740370703803,5.060417202741547,4.473163662733444,0.1707781952317775,0.5363918206775862,0.5612137247208604,0.6210702000157903,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,66.0,2,1585,helpful,20,386,8.280770770130603,8.351208348033463,5.28539363776214,5.06417592698072,4.46809387369668,0.17108762437893044,0.5376924893701226,0.5608235054303067,0.6215775426571621,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,1944.0,2,1115,helpful,21,164,8.124121311829187,9.224692469044573,5.255864125013019,5.082176822016994,4.45733821118233,0.022564596019672117,0.540799094624769,0.5589534224885375,0.6226533577911088,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,88.0,2,542,helpful,22,362,7.515699838284043,7.623301429638817,5.225899408890552,5.0158926990003065,4.436618600754036,0.2689069864994244,0.5439454724840077,0.565829092178644,0.6247237971912096,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,10.0,2,520,helpful,23,344,7.515699838284043,7.631495695807029,5.198153363086767,5.025668840244232,4.419105880536049,0.26786068639379557,0.5468535081334759,0.5648168157825271,0.6264717312522489,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,882.0,2,489,helpful,24,138,6.087462841250339,8.234635285400268,5.1883703048717535,5.081074546603017,4.411941865697,0.18754427634736687,0.547877632466648,0.5590679972035607,0.6271862261407775,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,988.0,2,473,helpful,25,160,6.894817763307944,8.062087440562506,5.168647550608957,5.062390771126167,4.4011653288660675,0.21127098892394452,0.5499403372264604,0.5610088464150278,0.6282604205565733,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,68.0,2,372,helpful,26,136,5.357552004618084,7.87794076157533,5.155864632675179,5.074873835839475,4.391874368204253,0.2358838913380732,0.5512758558140023,0.5597123739907158,0.6291859644328643,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
0.0,974.0,2,294,helpful,27,159,7.20945336562895,7.5115627587802365,5.13972059805702,5.058830532027633,4.381061676560661,0.2830745684565482,0.5529609823261916,0.5613784202445546,0.6302624358031832,27,9.280770770130603,5.136027486253859,0.5533462292191736,27
1.0,7.0,50,1611,helpful,1,838,9.124121311829187,4.009075158647491,4.009075158647491,2.378974787473396,2.378974787473396,0.5549836508379937,0.5549836508379937,0.7651497809256906,0.7651497809256906,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,5.0,22,405,helpful,2,693,6.321928094887363,3.6450866615352835,3.425595749455924,2.256393693836551,2.3042104043568346,0.6052029133289577,0.6345191796808706,0.7794971592758367,0.7739240228056057,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,124.0,13,809,helpful,3,509,8.149747119504681,5.259230691669081,3.3596600259848795,2.321927520615934,2.284413472274927,0.3639443720978138,0.6431900369645468,0.7718514133447212,0.7762350490050492,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,23.0,6,1317,helpful,4,527,8.994353436858859,6.1418422248567115,3.3104626466900156,2.372646774891026,2.2887825647804205,0.2010809435894271,0.6496196271590717,0.7658952742519768,0.7757254598000327,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,26.0,6,794,helpful,5,470,8.011227255423254,6.191499950013475,3.2884907224555078,2.3321409697666344,2.2773905482832344,0.19061225305853943,0.6524801414080647,0.7706547323006364,0.7770536410942189,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,42.0,5,620,helpful,6,712,8.0,4.2932042973118145,3.2080018096478264,2.284383379104119,2.250907502781225,0.5142871794821005,0.6629014286586312,0.7762385580510638,0.7801346597466109,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,74.0,3,269,helpful,7,386,7.491853096329675,5.6090639940393485,3.1676693015851907,2.2933986954575407,2.232701585259861,0.3034427401558531,0.6680897074462778,0.7751867842242158,0.7822473601763569,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
1.0,56.0,2,199,helpful,8,435,6.906890595608519,4.779048956082154,3.131892033001949,2.273657457752932,2.2121730918301807,0.44125832754010963,0.672673273262224,0.7774885057218026,0.7846243371685285,8,6.794415866350106,2.3729373296928022,0.7658610559690519,8
2.0,947.0,12,422,helpful,1,127,3.4594316186372973,8.081936952360433,8.081936952360433,4.516641755718021,4.516641755718021,0.17007302388305756,0.17007302388305756,0.6034050480844939,0.6034050480844939,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,969.0,11,1414,helpful,2,279,8.632995197142957,8.94795270211606,8.64234418353343,4.513332593053885,4.482988339078196,0.0031933771432622084,0.07808314868923877,0.6037514865735994,0.606924718664728,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,66.0,10,1585,helpful,3,283,8.280770770130603,8.939475438874675,8.566431594206229,4.503759575112719,4.447230930940892,0.00878922184767094,0.09184789740367066,0.6047532659065012,0.6106558809403175,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,86.0,10,407,helpful,4,246,6.700439718141092,7.54394261275906,8.269458746366992,4.480726727629783,4.398184412864191,0.2467907876993021,0.14124120998057357,0.6071609708448757,0.6157594352962626,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,987.0,10,286,helpful,5,242,4.247927513443585,7.106875492073792,8.066583888663386,4.476691340590207,4.351195193642096,0.3046809282685228,0.1723747169899637,0.6075824273772856,0.620633489378465,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,900.0,7,847,helpful,6,251,6.6293566200796095,8.429121352782117,8.00602972697394,4.493683261762146,4.321117275327156,0.11540173169747883,0.18137648346972673,0.6058070290935266,0.6237454904238098,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,41.0,7,554,helpful,7,241,7.022367813028454,7.931071644501346,7.893281049473513,4.480992314772989,4.286086589865244,0.19236130742781926,0.19783757165502,0.607133228940328,0.6273621871946029,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1309.0,7,394,helpful,8,223,7.189824558880018,7.581770745303282,7.808051491922025,4.484295115075827,4.255558327885554,0.24161984525416327,0.21004718083435656,0.6067881943138852,0.6305072635295965,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,39235.0,6,755,helpful,9,231,5.247927513443585,8.401484658200095,7.793100084331767,4.500852254634351,4.2370250576520645,0.11997805621076962,0.21216987599373768,0.6050573803649788,0.6324135240772719,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1500.0,6,577,helpful,10,227,6.918863237274595,8.04551832037061,7.744472560511062,4.488601655763089,4.214902017706926,0.17551984499002538,0.21903605575270804,0.606338188646832,0.6346859832564534,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,958.0,6,487,helpful,11,206,7.05528243550119,7.9035874915271345,7.679996424960134,4.487582905808675,4.192293432180053,0.19634800388079837,0.2280549317821386,0.6064446529843401,0.637004914636057,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,52.0,5,750,helpful,12,247,7.651051691178928,8.294173563309652,7.657104180182426,4.488650887007641,4.176283494788714,0.13732934110695935,0.23123471326139405,0.6063330435603689,0.6386449547880346,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,2988.0,5,748,helpful,13,221,7.491853096329675,8.426800450506372,7.642718817365618,4.497232067629042,4.161863365885534,0.11578791716837761,0.2332270555113995,0.6054359811857813,0.6401206645804406,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1720.0,5,641,helpful,14,197,5.672425341971495,8.296504861107561,7.632714808604011,4.502913136488932,4.15045041602789,0.13695882428745831,0.23460998026797292,0.6048418119563198,0.6412876411790641,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,988.0,5,473,helpful,15,200,6.894817763307944,7.92314217826652,7.593611744858462,4.490334144206665,4.133816287997041,0.1935136962125176,0.23999531067449442,0.6061571187145727,0.642986922361757,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,588.0,5,218,helpful,16,217,4.459431618637297,6.848138974257357,7.544503340953176,4.483634801378758,4.1137822322054065,0.3375782460111489,0.2467143461507592,0.6068571815176814,0.6450310708302436,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,19552.0,4,158,helpful,17,188,0.0,6.537584558816094,7.499888653782748,4.491871940985126,4.096095486550208,0.3759440361089781,0.25277736516874705,0.6059963795075305,0.646833486157271,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,3410.0,3,323,helpful,18,174,3.807354922057604,7.5154571969512665,7.4736996118687085,4.498507295253539,4.0831580024442236,0.2506660025507248,0.25631869513877376,0.6053026276212268,0.6481505933256286,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,71.0,3,318,helpful,19,240,7.03342300153745,7.243147083080888,7.425596951754543,4.470663262104417,4.062889105236211,0.28696969859866006,0.2627901478430788,0.6082117919690982,0.6502118355955986,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,974.0,3,294,helpful,20,101,7.20945336562895,7.794887795204496,7.402710625432275,4.517921295157316,4.05494275088705,0.21191636056582072,0.26585446230945003,0.6032710719180127,0.6510191922473421,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,47.0,2,1545,helpful,21,311,8.734709620225837,8.851722916695802,7.456613833800882,4.496464755397103,4.061729708113495,0.034881695464421054,0.2586221684492205,0.6055162154267859,0.6503296575622355,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,13.0,2,1018,helpful,22,273,8.375039431346925,8.574081911248113,7.372726333216027,4.486857669284117,4.049287155179045,0.09048857096475987,0.2698551664670095,0.6065204393747485,0.6515935498108085,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,16595.0,2,775,helpful,23,192,7.622051819456376,8.572898807591148,7.376868528266083,4.509272329094412,4.04493803316192,0.09069916242086991,0.26930342006964436,0.6041764548831494,0.6520350828866468,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,7666.0,2,580,helpful,24,121,6.044394119358453,8.560030732981495,7.372158734689526,4.521584446802939,4.0403649663088075,0.09298087530825942,0.26993074828458696,0.602887453272179,0.6524992156883105,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,2772.0,2,542,helpful,25,79,5.614709844115208,8.661258899501034,7.368286613253434,4.527043260649232,4.037200863664529,0.07454633112839165,0.27044621423937754,0.6023156139234418,0.6528202675507593,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,903.0,2,503,helpful,26,224,7.636624620543649,7.891619700042648,7.336231240363837,4.489101713235144,4.025495705974871,0.19807740997652357,0.27470363988149493,0.6062859275829584,0.6540073758657313,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,882.0,2,489,helpful,27,162,6.087462841250339,8.124703936197893,7.326760748794206,4.506516841343671,4.01880260889843,0.1636179085944297,0.27595812812848175,0.6044647936096946,0.6546857642612184,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,2306.0,2,478,helpful,28,129,6.129283016944966,8.2485295496475,7.316434777056278,4.5129213914266755,4.012745687822118,0.14453155298993073,0.27732422382109273,0.6037945302599314,0.6552994157221773,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1430.0,2,388,helpful,29,98,5.584962500721156,8.120205603126756,7.308387620466108,4.522200033521582,4.008127592122635,0.16429996988402895,0.2783876085166391,0.6028229776613945,0.6557671302682379,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,68.0,2,372,helpful,30,237,5.357552004618084,7.452679561129213,7.288731758343962,4.479812460474429,3.9970033818791073,0.25915181764735773,0.2809805222942952,0.6072564669010129,0.6568931943697928,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,914.0,2,365,helpful,31,215,3.9068905956085187,7.519431321657294,7.271489334580104,4.490573948230316,3.9871952620690023,0.2501262986321092,0.28324986765324384,0.6061320541172279,0.657885354499203,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1014.0,2,309,helpful,32,239,5.643856189774724,7.1980932402866005,7.24984414076857,4.477580443713462,3.9756942266475734,0.2928567434901823,0.28609188895145043,0.6074895789299344,0.6590479526840209,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,909.0,2,290,helpful,33,222,7.451211111832329,7.232362754819439,7.224311257365661,4.482328598952203,3.964323080734284,0.2883817493114159,0.28943478063371214,0.6069936400005719,0.6601965593483076,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1717.0,2,248,helpful,34,223,6.845490050944375,7.020966381624075,7.2026005332592025,4.480429356960381,3.9533295472767613,0.31570571714184026,0.29226921294149844,0.607192032120593,0.6613062092549865,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,3019.0,2,244,helpful,35,82,5.087462841250339,7.559771876269074,7.1947732659135495,4.526440139868953,3.94935291326365,0.24463046906593197,0.2932893053975965,0.6023788041264336,0.6617074002053879,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,1504.0,2,192,helpful,36,80,5.614709844115208,7.240034692593773,7.186204137229744,4.524550779143543,3.9452083344623814,0.28737740957583324,0.29440500057751257,0.6025767400209189,0.6621254232805207,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,906.0,2,180,helpful,37,252,5.554588851677638,6.612867808745159,7.1539575887345475,4.4675871072084234,3.9307116601139747,0.3667473558741024,0.2985934567569443,0.6085328630439298,0.6635866673434392,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
2.0,45237.0,2,159,helpful,38,221,3.4594316186372973,6.4332528596571095,7.130137244813339,4.480207443269412,3.919337477599382,0.3885857247373424,0.30167740501229107,0.6072152112870084,0.6647321962318767,38,8.948367231584678,4.552571946002797,0.5996386083257209,38
3.0,123.0,33,601,helpful,1,217,7.820178962415188,8.092249340920779,8.092249340920779,5.835472469960012,5.835472469960012,0.2484985085862998,0.2484985085862998,0.501072662484188,0.501072662484188,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,1.0,22,1164,helpful,2,235,6.794415866350106,8.785988850026904,8.310288919788576,5.869667680284482,5.770423928638211,0.15854424973240688,0.22119918170443142,0.49754292502177766,0.5077667932697614,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,11.0,17,2097,helpful,3,332,8.784634845557521,9.039386247831992,8.277180408965584,5.939996499806824,5.800896725061577,0.12273688250878396,0.2253936790998531,0.49025990600502495,0.504634157784805,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,7.0,14,1614,helpful,4,270,9.124121311829187,8.835109080716641,8.039272334228688,5.849568220009635,5.744834106937355,0.15176592006827597,0.2550225617484489,0.4996185536436453,0.510392966773788,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,46.0,11,179,helpful,5,196,6.044394119358453,6.582815843392146,7.852479706524044,5.82015237955658,5.677595435967545,0.4221499501167928,0.27771979812020664,0.5026516479745542,0.5172740000064842,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,23.0,9,1317,helpful,6,259,8.994353436858859,8.708845510872846,7.7720216563031395,5.824982117354868,5.639283983064599,0.16905483154475337,0.2873586837169043,0.5021540246552193,0.5211822312250726,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,124.0,3,809,helpful,7,205,8.149747119504681,8.393879925946436,7.723914369171556,5.827999852275409,5.612160475232269,0.21052427414283995,0.2930847117450332,0.5018430230175365,0.5239437260307933,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,42.0,3,620,helpful,8,181,8.0,8.159342842968494,7.662231898885373,5.823439233764554,5.582385538632572,0.24017716105654285,0.3003871546931612,0.5023130088879834,0.5269700103253951,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,4.0,2,779,helpful,9,236,7.839203788096944,8.383134245407307,7.5744686838880995,5.85954834578401,5.551543689167075,0.21190355022854648,0.310703507337233,0.4985882481427271,0.530099069188757,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,9722.0,2,681,helpful,10,18,0.0,9.140859831004672,7.570946858621385,5.933249226649668,5.549369907352352,0.1077033362170692,0.31111572791752834,0.4909600085903133,0.5303193933924498,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,40.0,2,553,helpful,11,47,4.247927513443585,8.84432367121482,7.559282794342314,5.936432014295506,5.542659936442049,0.1504864610994893,0.31248002233773753,0.4906297965202631,0.5309993045153547,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
3.0,5.0,2,405,helpful,12,80,6.321928094887363,8.092162210340218,7.516200294270757,5.87749037888991,5.526063295516615,0.24850927176472828,0.31750660370719874,0.49673439668141744,0.5326798524640286,12,9.693486957499324,5.969839978750431,0.4871597934788418,12
4.0,26.0,8,794,helpful,1,193,8.011227255423254,7.243342913681818,7.243342913681818,3.6689249393428875,3.6689249393428875,0.1545656956038806,0.1545656956038806,0.6507624107849073,0.6507624107849073,5,7.839203788096944,3.6914990353083574,0.6481744121098761,5
4.0,38.0,6,281,helpful,2,121,6.6865005271832185,6.381387818179357,6.656465845071684,3.614671953677307,3.613585444874394,0.29741367064765384,0.2547047578101058,0.6569623656799471,0.6570862446217377,5,7.839203788096944,3.6914990353083574,0.6481744121098761,5
4.0,97.0,5,322,helpful,3,100,6.426264754702098,7.147339480232695,6.515665266932136,3.6336764219084117,3.576130364710393,0.17209934972258914,0.27682088462468335,0.6547937474041364,0.6613498663438634,5,7.839203788096944,3.6914990353083574,0.6481744121098761,5
4.0,42.0,3,620,helpful,4,88,8.0,7.786746672099819,6.375241068238823,3.657621421606506,3.5586431165293373,0.03193666465831012,0.2983455752262382,0.6520564713472717,0.6633359452692958,5,7.839203788096944,3.6914990353083574,0.6481744121098761,5
4.0,93.0,2,209,helpful,5,6,4.700439718141092,7.648449380752876,6.36784122121291,3.6871036961329193,3.5565072157428386,0.07050210988803984,0.2994662593994692,0.648678695676044,0.6635783279080346,5,7.839203788096944,3.6914990353083574,0.6481744121098761,5
5.0,124.0,24,771,helpful,1,194,8.149747119504681,3.865907447069309,3.865907447069309,2.5347874454725097,2.5347874454725097,0.5444608792322377,0.5444608792322377,0.7311233605445021,0.7311233605445021,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,1.0,22,1115,helpful,2,190,6.794415866350106,4.5985223120154455,3.684450896864743,2.645700717418535,2.577694550509093,0.4266789531996797,0.5717853581058816,0.7167090002507935,0.7255702373795946,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,17208.0,15,805,helpful,3,92,0.0,5.715500312961698,3.5296286048111636,2.523119959830018,2.5471698245802057,0.21135719280363388,0.5945921223372036,0.7326283609163674,0.7295237950151089,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,125.0,13,201,helpful,4,115,5.087462841250339,4.413402574769442,3.3762240337484157,2.382307872748607,2.504147340822286,0.4576948423086492,0.6167507195085945,0.7506229059582796,0.7350710735356702,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,42.0,6,618,helpful,5,151,8.0,5.029224075148683,3.30071261620916,2.5362640633999507,2.490711396950699,0.35042524904000366,0.6275025578042265,0.7309327370061496,0.7367975120536401,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,7.0,5,1570,helpful,6,214,9.124121311829187,3.531793837665713,3.04288512103355,2.5829110589668884,2.4688515490586016,0.5942762771798137,0.6634680224040281,0.7248931211417629,0.7396002991171599,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,557.0,5,694,helpful,7,102,6.20945336562895,5.429986790190619,2.9991207636358332,2.491338627586299,2.452377545892912,0.2727133555683932,0.6694611010568399,0.7367169799238528,0.7417075674818047,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,1695.0,5,270,helpful,8,94,5.392317422778761,4.782325024569571,2.972933432291207,2.411285543630921,2.4365160948441327,0.3948967833481041,0.6730319598608847,0.7469452631066961,0.7437324516988328,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,2989.0,4,2051,helpful,9,171,5.20945336562895,4.890208220004554,2.987222626612098,2.7229022762606214,2.459477593162123,0.3757341885516799,0.671084919389372,0.7065603575024982,0.7407998896567007,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,389.0,3,1019,helpful,10,96,8.149747119504681,5.925534445310622,2.986752515705849,2.569089822781632,2.4618169466870863,0.16100869822499211,0.6711490303429868,0.7266862119291596,0.7405006505994007,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,74.0,3,269,helpful,11,88,7.491853096329675,6.226556679686539,2.9677468356057,2.4747445340214256,2.449352438749699,0.07072986010383672,0.6737378477637818,0.7388454630587562,0.7420940598297017,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,7001.0,2,294,helpful,12,92,5.754887502163468,5.101178647709258,2.9499822139240215,2.434485548025795,2.437632759406833,0.33702757838786424,0.6761522180397824,0.7439913874670129,0.7435900268013624,13,6.321928094887363,2.505728663998325,0.734867695920156,13
5.0,10145.0,2,201,helpful,13,91,0.0,4.536860812485309,2.9313180300756376,2.397079320003789,2.4249323777429423,0.4371153701419658,0.678683242353164,0.7487498624204194,0.7452087411498225,13,6.321928094887363,2.505728663998325,0.734867695920156,13
7.0,1.0,50,1164,helpful,1,556,6.794415866350106,5.497788897476244,5.497788897476244,3.8916914282471966,3.8916914282471966,0.5068892921740018,0.5068892921740018,0.6732835472114395,0.6732835472114395,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
7.0,42.0,34,620,helpful,2,493,8.0,6.492482562928283,4.954985822057498,3.846760877342213,3.7874569018025745,0.3942939765164081,0.5650690509799905,0.6776974968284348,0.6835042127717854,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
7.0,11.0,31,2097,helpful,3,384,8.784634845557521,8.158064768575308,4.8880934404217395,3.9640434186726923,3.784701044973611,0.1802407702145586,0.572095691175005,0.6661492271847114,0.6837735183667882,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
7.0,123.0,23,599,helpful,4,150,7.820178962415188,8.323242270087514,4.825666230962165,3.9439916680333065,3.7616665066576727,0.15599788235529194,0.5786258915819903,0.6681297241196414,0.6860226321100378,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
7.0,0.0,21,2084,helpful,5,290,9.280770770130603,9.010477120348298,4.8401740422416495,4.012391579925673,3.779131625052588,0.03743440105297176,0.5771106492039113,0.6613635549223233,0.6843176243752094,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
7.0,23.0,21,1317,helpful,6,581,8.994353436858859,7.010036028178548,4.718081782359387,3.90336730174577,3.737771067392314,0.3320129531175174,0.5898183126218507,0.6721344536847308,0.6883523167424456,21,9.124121311829187,3.998017138384551,0.6627879190511626,21
