Included,userid,userid_y,category,USLR,SLR
2,13.0,21.0,24H-MFN,0.07228915662650602,0.14931237721021612
3,13.0,167.0,24H-MFN,0.030120481927710843,0.12868369351669942
4,13.0,39235.0,24H-MFN,0.015060240963855422,0.10707269155206287
5,13.0,45.0,24H-MFN,0.03313253012048193,0.12770137524557956
6,13.0,1944.0,24H-MFN,0.045180722891566265,0.13163064833005894
7,13.0,30.0,24H-MFN,0.12650602409638553,0.19351669941060903
8,13.0,900.0,24H-MFN,0.018072289156626505,0.11394891944990176
9,13.0,1156.0,24H-MFN,0.03313253012048193,0.10216110019646366
10,13.0,1083.0,24H-MFN,0.03614457831325301,0.12082514734774066
1,17.0,1180.0,24H-MFN,0.12425149700598802,0.09384908053265695
2,17.0,49.0,24H-MFN,0.10479041916167664,0.16233354470513633
3,17.0,37.0,24H-MFN,0.11676646706586827,0.07926442612555486
4,17.0,1179.0,24H-MFN,0.09131736526946108,0.07736207989854153
5,17.0,189.0,24H-MFN,0.08233532934131736,0.08053265694356374
6,17.0,18.0,24H-MFN,0.01347305389221557,0.015218769816106531
7,17.0,1140.0,24H-MFN,0.08083832335329341,0.06848446417247939
8,17.0,962.0,24H-MFN,0.03143712574850299,0.028535193405199746
9,17.0,1147.0,24H-MFN,0.058383233532934134,0.05072923272035511
10,17.0,1148.0,24H-MFN,0.05089820359281437,0.0424857324032974
1,21.0,1087.0,24H-MFN,0.026530612244897958,0.22709923664122136
2,21.0,167.0,24H-MFN,0.02040816326530612,0.23234732824427481
3,21.0,39235.0,24H-MFN,0.012244897959183673,0.2275763358778626
4,21.0,1944.0,24H-MFN,0.0163265306122449,0.1407442748091603
5,21.0,900.0,24H-MFN,0.012244897959183673,0.1765267175572519
6,21.0,1083.0,24H-MFN,0.03469387755102041,0.22089694656488548
7,21.0,3384.0,24H-MFN,0.026530612244897958,0.22375954198473283
8,21.0,45.0,24H-MFN,0.018367346938775512,0.09780534351145038
9,21.0,25.0,24H-MFN,0.04897959183673469,0.17795801526717558
10,21.0,882.0,24H-MFN,0.01020408163265306,0.12022900763358779
1,23.0,1.0,24H-MFN,0.054901960784313725,0.17843583902809415
2,23.0,7.0,24H-MFN,0.10392156862745099,0.22779043280182232
3,23.0,2989.0,24H-MFN,0.021568627450980392,0.08580106302201974
4,23.0,123.0,24H-MFN,0.08627450980392157,0.10250569476082004
5,23.0,124.0,24H-MFN,0.08235294117647059,0.16552771450265755
6,23.0,5.0,24H-MFN,0.023529411764705882,0.10098709187547457
7,23.0,42.0,24H-MFN,0.060784313725490195,0.1275626423690205
8,23.0,1695.0,24H-MFN,0.01568627450980392,0.0425208807896735
9,23.0,26.0,24H-MFN,0.03137254901960784,0.04176157934700076
10,23.0,46.0,24H-MFN,0.03529411764705882,0.0554290053151101
1,29.0,1087.0,24H-MFN,0.03942652329749104,0.16264722378014582
2,29.0,947.0,24H-MFN,0.014336917562724014,0.16040381379697138
3,29.0,167.0,24H-MFN,0.021505376344086023,0.16489063376332025
4,29.0,5120.0,24H-MFN,0.007168458781362007,0.282108805384184
5,29.0,1714.0,24H-MFN,0.07168458781362007,0.12282669657879977
6,29.0,1083.0,24H-MFN,0.021505376344086023,0.15816040381379698
7,29.0,3384.0,24H-MFN,0.021505376344086023,0.15479528883903534
8,29.0,41.0,24H-MFN,0.05017921146953405,0.12226584408300617
9,29.0,1904.0,24H-MFN,0.025089605734767026,0.09366236679753225
10,29.0,39235.0,24H-MFN,0.007168458781362007,0.15030846887268648
1,30.0,40.0,24H-MFN,0.006426735218508998,0.15888300433317284
2,30.0,12.0,24H-MFN,0.09640102827763496,0.1516610495907559
3,30.0,1087.0,24H-MFN,0.033419023136246784,0.08329321136254213
4,30.0,35.0,24H-MFN,0.06298200514138817,0.2051035146846413
5,30.0,45.0,24H-MFN,0.08611825192802057,0.1319210399614829
6,30.0,0.0,24H-MFN,0.12467866323907455,0.2676937891189215
7,30.0,29.0,24H-MFN,0.028277634961439587,0.130958112662494
8,30.0,947.0,24H-MFN,0.0038560411311053984,0.06259027443428021
9,30.0,41.0,24H-MFN,0.02570694087403599,0.11169956668271545
10,30.0,900.0,24H-MFN,0.021850899742930592,0.08088589311506982
1,35.0,0.0,24H-MFN,0.1198501872659176,0.17807563427477263
2,35.0,1087.0,24H-MFN,0.23220973782771537,0.14360938247965535
3,35.0,40.0,24H-MFN,0.0056179775280898875,0.13259932982288175
4,35.0,30.0,24H-MFN,0.09176029962546817,0.20392532312111059
5,35.0,29.0,24H-MFN,0.04119850187265917,0.08855911919578746
6,35.0,42.0,24H-MFN,0.04119850187265917,0.023456199138343705
7,35.0,74.0,24H-MFN,0.026217228464419477,0.013403542364767831
8,35.0,54.0,24H-MFN,0.026217228464419477,0.030636668262326472
9,35.0,1510.0,24H-MFN,0.003745318352059925,0.00430828147438966
10,35.0,1187.0,24H-MFN,0.0056179775280898875,0.013403542364767831
1,36.0,40.0,24H-MFN,0.005376344086021506,0.003336510962821735
2,36.0,1890.0,24H-MFN,0.08602150537634409,0.06053384175405148
3,36.0,2287.0,24H-MFN,0.0931899641577061,0.0657769304099142
4,36.0,1179.0,24H-MFN,0.021505376344086023,0.01811248808388942
5,36.0,2371.0,24H-MFN,0.007168458781362007,0.0219256434699714
6,36.0,18.0,24H-MFN,0.007168458781362007,0.010486177311725452
7,36.0,2348.0,24H-MFN,0.0017921146953405018,0.07102001906577693
8,36.0,2059.0,24H-MFN,0.007168458781362007,0.008579599618684462
9,36.0,4662.0,24H-MFN,0.007168458781362007,0.004766444232602479
10,36.0,2360.0,24H-MFN,0.012544802867383513,0.004289799809342231
1,37.0,18.0,24H-MFN,0.010012515644555695,0.015238095238095238
2,37.0,61.0,24H-MFN,0.023779724655819776,0.018095238095238095
3,37.0,1179.0,24H-MFN,0.04005006257822278,0.021904761904761906
4,37.0,2055.0,24H-MFN,0.016270337922403004,0.02619047619047619
5,37.0,1165.0,24H-MFN,0.01376720901126408,0.008571428571428572
6,37.0,1529.0,24H-MFN,0.008760951188986232,0.006666666666666667
7,37.0,3719.0,24H-MFN,0.010012515644555695,0.005714285714285714
8,37.0,1149.0,24H-MFN,0.023779724655819776,0.012380952380952381
9,37.0,52.0,24H-MFN,0.01877346683354193,0.021904761904761906
10,37.0,1148.0,24H-MFN,0.03754693366708386,0.023809523809523808
1,41.0,1087.0,24H-MFN,0.13076923076923078,0.38267148014440433
2,41.0,3384.0,24H-MFN,0.06923076923076923,0.34115523465703973
3,41.0,19552.0,24H-MFN,0.007692307692307693,0.2851985559566787
4,41.0,947.0,24H-MFN,0.007692307692307693,0.30685920577617326
5,41.0,3410.0,24H-MFN,0.007692307692307693,0.22202166064981949
6,41.0,12.0,24H-MFN,0.08461538461538462,0.37184115523465705
7,41.0,1083.0,24H-MFN,0.038461538461538464,0.3249097472924188
8,41.0,2.0,24H-MFN,0.09230769230769231,0.3628158844765343
9,41.0,30.0,24H-MFN,0.15384615384615385,0.4187725631768953
10,41.0,66.0,24H-MFN,0.06923076923076923,0.37184115523465705
1,42.0,11.0,24H-MFN,0.1171875,0.29193548387096774
2,42.0,7.0,24H-MFN,0.18359375,0.4
3,42.0,124.0,24H-MFN,0.09375,0.3209677419354839
4,42.0,1.0,24H-MFN,0.078125,0.3580645161290323
5,42.0,0.0,24H-MFN,0.125,0.12096774193548387
6,42.0,5.0,24H-MFN,0.0390625,0.09193548387096774
7,42.0,35.0,24H-MFN,0.0859375,0.07903225806451612
8,42.0,30.0,24H-MFN,0.15234375,0.21451612903225806
9,42.0,23.0,24H-MFN,0.12109375,0.2709677419354839
10,42.0,7001.0,24H-MFN,0.00390625,0.01935483870967742
1,45.0,1087.0,24H-MFN,0.022587268993839837,0.09777347531461762
2,45.0,21.0,24H-MFN,0.018480492813141684,0.09922555663117134
3,45.0,167.0,24H-MFN,0.004106776180698152,0.09051306873184899
4,45.0,39235.0,24H-MFN,0.004106776180698152,0.08760890609874153
5,45.0,30.0,24H-MFN,0.1375770020533881,0.13262342691190707
6,45.0,900.0,24H-MFN,0.024640657084188913,0.10648596321393998
7,45.0,3384.0,24H-MFN,0.018480492813141684,0.09825750242013553
8,45.0,13.0,24H-MFN,0.022587268993839837,0.06292352371732816
9,45.0,12.0,24H-MFN,0.06776180698151951,0.12536302032913843
10,45.0,1944.0,24H-MFN,0.018480492813141684,0.09535333978702808
1,47.0,1720.0,24H-MFN,0.02112676056338028,0.18770226537216828
2,47.0,65.0,24H-MFN,0.03755868544600939,0.05954692556634304
3,47.0,987.0,24H-MFN,0.007042253521126761,0.036245954692556634
4,47.0,41.0,24H-MFN,0.035211267605633804,0.0854368932038835
5,47.0,1083.0,24H-MFN,0.018779342723004695,0.04271844660194175
6,47.0,76.0,24H-MFN,0.03286384976525822,0.02977346278317152
7,47.0,1253.0,24H-MFN,0.009389671361502348,0.038187702265372166
8,47.0,1500.0,24H-MFN,0.025821596244131457,0.04401294498381877
9,47.0,3410.0,24H-MFN,0.009389671361502348,0.040776699029126215
10,47.0,2050.0,24H-MFN,0.002347417840375587,0.005177993527508091
1,49.0,17.0,24H-MFN,0.11290322580645161,0.13284898806434872
2,49.0,112.0,24H-MFN,0.06451612903225806,0.043072132848988066
3,49.0,27.0,24H-MFN,0.11774193548387096,0.07628437986507525
4,49.0,189.0,24H-MFN,0.12903225806451613,0.12817851582771148
5,49.0,1140.0,24H-MFN,0.07580645161290323,0.08251167618059159
6,49.0,18.0,24H-MFN,0.020967741935483872,0.017125064867669952
7,49.0,4857.0,24H-MFN,0.004838709677419355,0.0031136481577581734
8,49.0,1179.0,24H-MFN,0.07903225806451612,0.06175402179553711
9,49.0,962.0,24H-MFN,0.02258064516129032,0.023871302542812663
10,49.0,1180.0,24H-MFN,0.07741935483870968,0.06279190451478983
1,52.0,969.0,24H-MFN,0.12437810945273632,0.28933333333333333
2,52.0,1714.0,24H-MFN,0.08955223880597014,0.248
3,52.0,947.0,24H-MFN,0.004975124378109453,0.20933333333333334
4,52.0,1708.0,24H-MFN,0.208955223880597,0.19866666666666666
5,52.0,900.0,24H-MFN,0.01990049751243781,0.21733333333333332
6,52.0,1500.0,24H-MFN,0.03980099502487562,0.22
7,52.0,1014.0,24H-MFN,0.004975124378109453,0.15066666666666667
8,52.0,987.0,24H-MFN,0.014925373134328358,0.212
9,52.0,1904.0,24H-MFN,0.014925373134328358,0.192
10,52.0,958.0,24H-MFN,0.024875621890547265,0.224
1,67.0,1721.0,24H-MFN,0.0069124423963133645,0.012609649122807017
2,67.0,92.0,24H-MFN,0.08294930875576037,0.04824561403508772
3,67.0,1003.0,24H-MFN,0.013824884792626729,0.012609649122807017
4,67.0,41.0,24H-MFN,0.029953917050691243,0.01918859649122807
5,67.0,1310.0,24H-MFN,0.029953917050691243,0.013157894736842105
6,67.0,985.0,24H-MFN,0.18202764976958524,0.05537280701754386
7,67.0,916.0,24H-MFN,0.03456221198156682,0.01699561403508772
8,67.0,967.0,24H-MFN,0.004608294930875576,0.006030701754385965
9,67.0,52.0,24H-MFN,0.06682027649769585,0.03070175438596491
10,67.0,5270.0,24H-MFN,0.009216589861751152,0.004934210526315789
1,68.0,836.0,24H-MFN,0.14634146341463414,0.739247311827957
2,68.0,75.0,24H-MFN,0.24390243902439024,0.7688172043010753
3,68.0,703.0,24H-MFN,0.17073170731707318,0.7043010752688172
4,68.0,115.0,24H-MFN,0.24390243902439024,0.553763440860215
5,68.0,1350.0,24H-MFN,0.0975609756097561,0.4327956989247312
6,68.0,1528.0,24H-MFN,0.0975609756097561,0.4327956989247312
7,68.0,1315.0,24H-MFN,0.12195121951219512,0.7446236559139785
8,68.0,1140.0,24H-MFN,0.14634146341463414,0.6075268817204301
9,68.0,1156.0,24H-MFN,0.0975609756097561,0.7526881720430108
10,68.0,1095.0,24H-MFN,0.04878048780487805,0.3279569892473118
1,69.0,824.0,24H-MFN,0.383879781420765,0.2972465581977472
2,69.0,17208.0,24H-MFN,0.001366120218579235,0.09386733416770963
3,69.0,557.0,24H-MFN,0.01092896174863388,0.10387984981226533
4,69.0,2061.0,24H-MFN,0.009562841530054645,0.10575719649561953
5,69.0,362.0,24H-MFN,0.023224043715846996,0.12390488110137672
6,69.0,1033.0,24H-MFN,0.00273224043715847,0.09449311639549436
7,69.0,354.0,24H-MFN,0.004098360655737705,0.09574468085106383
8,69.0,6154.0,24H-MFN,0.00273224043715847,0.07321652065081352
9,69.0,8565.0,24H-MFN,0.00273224043715847,0.09574468085106383
10,69.0,4984.0,24H-MFN,0.05327868852459016,0.1095118898623279
1,75.0,836.0,24H-MFN,0.12121212121212122,0.6194895591647331
2,75.0,68.0,24H-MFN,0.15151515151515152,0.6635730858468677
3,75.0,1350.0,24H-MFN,0.10606060606060606,0.3851508120649652
4,75.0,703.0,24H-MFN,0.10606060606060606,0.5986078886310905
5,75.0,115.0,24H-MFN,0.15151515151515152,0.419953596287703
6,75.0,1315.0,24H-MFN,0.10606060606060606,0.6264501160092807
7,75.0,1528.0,24H-MFN,0.12121212121212122,0.37819025522041766
8,75.0,1108.0,24H-MFN,0.13636363636363635,0.23433874709976799
9,75.0,183.0,24H-MFN,0.12121212121212122,0.2529002320185615
10,75.0,1140.0,24H-MFN,0.09090909090909091,0.5220417633410673
1,115.0,836.0,24H-MFN,0.14130434782608695,0.44349680170575695
2,115.0,703.0,24H-MFN,0.10869565217391304,0.35181236673773986
3,115.0,75.0,24H-MFN,0.10869565217391304,0.3859275053304904
4,115.0,68.0,24H-MFN,0.10869565217391304,0.43923240938166314
5,115.0,1350.0,24H-MFN,0.07608695652173914,0.3646055437100213
6,115.0,1315.0,24H-MFN,0.08695652173913043,0.43070362473347545
7,115.0,1528.0,24H-MFN,0.06521739130434782,0.32196162046908317
8,115.0,183.0,24H-MFN,0.10869565217391304,0.3070362473347548
9,115.0,987.0,24H-MFN,0.021739130434782608,0.09168443496801706
10,115.0,1095.0,24H-MFN,0.03260869565217391,0.26865671641791045
1,167.0,1087.0,24H-MFN,0.048672566371681415,0.44385796545105566
2,167.0,39235.0,24H-MFN,0.004424778761061947,0.21017274472168906
3,167.0,21.0,24H-MFN,0.04424778761061947,0.2336852207293666
4,167.0,3384.0,24H-MFN,0.017699115044247787,0.2375239923224568
5,167.0,1083.0,24H-MFN,0.030973451327433628,0.21497120921305182
6,167.0,900.0,24H-MFN,0.017699115044247787,0.17322456813819578
7,167.0,947.0,24H-MFN,0.008849557522123894,0.16074856046065258
8,167.0,29.0,24H-MFN,0.02654867256637168,0.14107485604606526
9,167.0,1944.0,24H-MFN,0.035398230088495575,0.13963531669865642
10,167.0,882.0,24H-MFN,0.01327433628318584,0.11948176583493282
1,189.0,49.0,24H-MFN,0.21052631578947367,0.2019623875715454
2,189.0,101.0,24H-MFN,0.10526315789473684,0.15208503679476695
3,189.0,112.0,24H-MFN,0.09210526315789473,0.08994276369582993
4,189.0,50.0,24H-MFN,0.08157894736842106,0.0776778413736713
5,189.0,962.0,24H-MFN,0.039473684210526314,0.03761242845461979
6,189.0,1309.0,24H-MFN,0.03684210526315789,0.02698282910874898
7,189.0,1149.0,24H-MFN,0.034210526315789476,0.029435813573180702
8,189.0,1180.0,24H-MFN,0.10526315789473684,0.07358953393295176
9,189.0,1160.0,24H-MFN,0.10526315789473684,0.10384300899427637
10,189.0,27.0,24H-MFN,0.14210526315789473,0.07931316434995912
1,195.0,17581.0,24H-MFN,0.08860759493670886,0.33074265975820377
2,195.0,5014.0,24H-MFN,0.13924050632911392,0.38169257340241797
3,195.0,1776.0,24H-MFN,0.1518987341772152,0.40846286701208984
4,195.0,928.0,24H-MFN,0.13924050632911392,0.23488773747841105
5,195.0,6941.0,24H-MFN,0.0379746835443038,0.04231433506044905
6,195.0,2038.0,24H-MFN,0.12658227848101267,0.10362694300518134
7,195.0,2977.0,24H-MFN,0.0379746835443038,0.0690846286701209
8,195.0,2206.0,24H-MFN,0.012658227848101266,0.038860103626943004
9,195.0,27399.0,24H-MFN,0.10126582278481013,0.15544041450777202
10,195.0,18093.0,24H-MFN,0.06329113924050633,0.06822107081174439
1,214.0,9751.0,24H-MFN,0.003194888178913738,0.14008725157537566
2,214.0,2426.0,24H-MFN,0.006389776357827476,0.12845370819195345
3,214.0,7646.0,24H-MFN,0.009584664536741214,0.08628211342704799
4,214.0,1505.0,24H-MFN,0.006389776357827476,0.14251090644692196
5,214.0,5627.0,24H-MFN,0.009584664536741214,0.14154144449830344
6,214.0,7440.0,24H-MFN,0.003194888178913738,0.08482792050412022
7,214.0,8040.0,24H-MFN,0.003194888178913738,0.07125545322346098
8,214.0,5658.0,24H-MFN,0.01597444089456869,0.07367910809500727
9,214.0,9737.0,24H-MFN,0.006389776357827476,0.014057198254968492
10,214.0,8987.0,24H-MFN,0.003194888178913738,0.058167716917111006
1,215.0,26184.0,24H-MFN,0.024390243902439025,0.63189448441247
2,215.0,6589.0,24H-MFN,0.04878048780487805,0.6426858513189448
3,215.0,1997.0,24H-MFN,0.04878048780487805,0.6390887290167866
4,215.0,644.0,24H-MFN,0.04878048780487805,0.15467625899280577
5,215.0,7566.0,24H-MFN,0.024390243902439025,0.63189448441247
6,215.0,7607.0,24H-MFN,0.024390243902439025,0.63189448441247
7,215.0,652.0,24H-MFN,0.024390243902439025,0.15347721822541965
8,215.0,1776.0,24H-MFN,0.12195121951219512,0.6714628297362111
9,215.0,195.0,24H-MFN,0.12195121951219512,0.513189448441247
10,215.0,2977.0,24H-MFN,0.0975609756097561,0.09952038369304557
1,295.0,3402.0,24H-MFN,0.005305039787798408,0.15017064846416384
2,295.0,1770.0,24H-MFN,0.002652519893899204,0.0674061433447099
3,295.0,11429.0,24H-MFN,0.010610079575596816,0.15443686006825938
4,295.0,26669.0,24H-MFN,0.002652519893899204,0.1493174061433447
5,295.0,1522.0,24H-MFN,0.007957559681697613,0.0537542662116041
6,295.0,2140.0,24H-MFN,0.03978779840848806,0.07679180887372014
7,295.0,2644.0,24H-MFN,0.010610079575596816,0.09982935153583618
8,295.0,3391.0,24H-MFN,0.005305039787798408,0.024744027303754267
9,295.0,13981.0,24H-MFN,0.002652519893899204,0.128839590443686
10,295.0,300.0,24H-MFN,0.11936339522546419,0.07167235494880546
1,362.0,8565.0,24H-MFN,0.02564102564102564,0.3512064343163539
2,362.0,9000.0,24H-MFN,0.05128205128205128,0.3605898123324397
3,362.0,2061.0,24H-MFN,0.035897435897435895,0.36193029490616624
4,362.0,981.0,24H-MFN,0.02564102564102564,0.27211796246648795
5,362.0,354.0,24H-MFN,0.035897435897435895,0.353887399463807
6,362.0,1898.0,24H-MFN,0.03076923076923077,0.3042895442359249
7,362.0,10044.0,24H-MFN,0.02564102564102564,0.30563002680965146
8,362.0,1033.0,24H-MFN,0.046153846153846156,0.3672922252010724
9,362.0,557.0,24H-MFN,0.02564102564102564,0.35924932975871315
10,362.0,33500.0,24H-MFN,0.015384615384615385,0.1769436997319035
1,364.0,12815.0,24H-MFN,0.019880715705765408,0.05432098765432099
2,364.0,6222.0,24H-MFN,0.009940357852882704,0.0044444444444444444
3,364.0,1510.0,24H-MFN,0.019880715705765408,0.008888888888888889
4,364.0,9792.0,24H-MFN,0.04970178926441352,0.023209876543209877
5,364.0,4657.0,24H-MFN,0.02584493041749503,0.009382716049382716
6,364.0,4678.0,24H-MFN,0.017892644135188866,0.007407407407407408
7,364.0,44697.0,24H-MFN,0.0019880715705765406,0.0024691358024691358
8,364.0,11851.0,24H-MFN,0.019880715705765408,0.011358024691358024
9,364.0,1582.0,24H-MFN,0.02385685884691849,0.007901234567901235
10,364.0,918.0,24H-MFN,0.0019880715705765406,0.0019753086419753087
1,389.0,2989.0,24H-MFN,0.017605633802816902,0.10402355250245339
2,389.0,17208.0,24H-MFN,0.0035211267605633804,0.0971540726202159
3,389.0,5252.0,24H-MFN,0.01056338028169014,0.15996074582924436
4,389.0,1033.0,24H-MFN,0.017605633802816902,0.10794896957801767
5,389.0,7098.0,24H-MFN,0.035211267605633804,0.053974484789008834
6,389.0,557.0,24H-MFN,0.02464788732394366,0.1481844946025515
7,389.0,1695.0,24H-MFN,0.02112676056338028,0.10402355250245339
8,389.0,362.0,24H-MFN,0.028169014084507043,0.11481844946025516
9,389.0,43797.0,24H-MFN,0.0035211267605633804,0.0971540726202159
10,389.0,4639.0,24H-MFN,0.014084507042253521,0.10009813542688911
1,652.0,25318.0,24H-MFN,0.06666666666666667,0.8651603498542274
2,652.0,644.0,24H-MFN,0.13333333333333333,0.6151603498542274
3,652.0,17061.0,24H-MFN,0.13333333333333333,0.48323615160349853
4,652.0,7599.0,24H-MFN,0.06666666666666667,0.532798833819242
5,652.0,26982.0,24H-MFN,0.06666666666666667,0.12099125364431487
6,652.0,7111.0,24H-MFN,0.06666666666666667,0.17128279883381925
7,652.0,215.0,24H-MFN,0.06666666666666667,0.09329446064139942
8,652.0,8013.0,24H-MFN,0.13333333333333333,0.1217201166180758
9,652.0,13383.0,24H-MFN,0.06666666666666667,0.22084548104956267
10,652.0,7377.0,24H-MFN,0.06666666666666667,0.1749271137026239
1,654.0,6589.0,24H-MFN,0.004545454545454545,0.19475138121546962
2,654.0,8400.0,24H-MFN,0.004545454545454545,0.19475138121546962
3,654.0,7607.0,24H-MFN,0.004545454545454545,0.19475138121546962
4,654.0,26180.0,24H-MFN,0.004545454545454545,0.19475138121546962
5,654.0,215.0,24H-MFN,0.00909090909090909,0.20441988950276244
6,654.0,7700.0,24H-MFN,0.00909090909090909,0.106353591160221
7,654.0,2959.0,24H-MFN,0.013636363636363636,0.17265193370165746
8,654.0,26184.0,24H-MFN,0.004545454545454545,0.19475138121546962
9,654.0,11525.0,24H-MFN,0.004545454545454545,0.19475138121546962
10,654.0,753.0,24H-MFN,0.00909090909090909,0.0787292817679558
1,659.0,1523.0,24H-MFN,0.12649164677804295,0.14095238095238094
2,659.0,678.0,24H-MFN,0.13365155131264916,0.13476190476190475
3,659.0,1499.0,24H-MFN,0.06443914081145585,0.11047619047619048
4,659.0,1515.0,24H-MFN,0.07637231503579953,0.07904761904761905
5,659.0,1525.0,24H-MFN,0.03818615751789976,0.015714285714285715
6,659.0,11886.0,24H-MFN,0.0477326968973747,0.019523809523809523
7,659.0,1548.0,24H-MFN,0.03579952267303103,0.08333333333333333
8,659.0,1143.0,24H-MFN,0.06443914081145585,0.02857142857142857
9,659.0,1562.0,24H-MFN,0.0405727923627685,0.03571428571428571
10,659.0,16091.0,24H-MFN,0.05250596658711217,0.03571428571428571
1,678.0,1515.0,24H-MFN,0.10112359550561797,0.08161953727506427
2,678.0,1499.0,24H-MFN,0.09269662921348315,0.08033419023136247
3,678.0,1143.0,24H-MFN,0.10112359550561797,0.04048843187660668
4,678.0,4657.0,24H-MFN,0.03651685393258427,0.019280205655526992
5,678.0,11851.0,24H-MFN,0.028089887640449437,0.02570694087403599
6,678.0,444.0,24H-MFN,0.07584269662921349,0.02892030848329049
7,678.0,1582.0,24H-MFN,0.047752808988764044,0.05077120822622108
8,678.0,9792.0,24H-MFN,0.09269662921348315,0.03598971722365039
9,678.0,11559.0,24H-MFN,0.06741573033707865,0.02634961439588689
10,678.0,6759.0,24H-MFN,0.056179775280898875,0.030848329048843187
1,703.0,836.0,24H-MFN,0.08256880733944955,0.3125897558640498
2,703.0,62.0,24H-MFN,0.0581039755351682,0.1977022498803255
3,703.0,2772.0,24H-MFN,0.01529051987767584,0.1057922450933461
4,703.0,1140.0,24H-MFN,0.0856269113149847,0.14025849688846337
