,userid_x,ego_info,LZ_entropy,Pi,CCE_alters_sr,CCE_ego_alters_sr,Pi_alters_sr,Pi_ego_alters_sr
64,aaron-cohen7,8.312882955284355,5.5804461390774325,0.5223447710916695,9.017956066375497,5.491678539381242,0.11291727107469965,0.5314511636774105
65,aaron-crocco,6.870364719583405,3.310706086060541,0.7240817886049529,9.563849067026716,3.31764997792611,-0.08859517471264361,0.7234081700617652
66,aaron-cruz,9.262094845370179,6.495186184403418,0.4622451235365146,8.865324121575028,6.233198063353559,0.20457549117714768,0.4882273565083662
67,aaron-friedman9,9.231221180711186,4.700492114072027,0.6566886757544584,7.874008805617088,4.434714346481355,0.36995446892295,0.6788441500099766
68,aaron-gaul,6.727920454563199,4.748586083466333,0.5216429909317439,8.791498827141963,4.742966490761726,-0.1340374939663673,0.5223484188511379
69,aaron-goodwin,7.483815777264256,3.9465832475732583,0.6974217813419761,,3.946583247573257,,0.6974217813419761
70,aaron-gotwalt,7.721099188707185,5.915678328979102,0.41470153353195705,6.943523922636018,5.763038221880915,0.2778567412938901,0.4337957798120377
71,aaron-grabein,7.857980995127572,4.369692259463114,0.629025757732895,7.62334095519717,4.163029335776825,0.262851432046452,0.6496091902186162
72,aaron-hape,7.247927513443585,4.502621678524215,0.5904814152984691,,4.502621678524215,,0.5904814152984691
73,aaron-kaczander,7.6293566200796095,5.412550971688443,0.4954035703068527,8.487088037830441,5.620103131058693,0.07228875806210723,0.4714063654380949
74,aaron-landry,9.499845887083206,6.478684346762548,0.4966697524527036,9.20089908717603,6.418104724173722,0.22545232675027235,0.5022368223687776
75,aaron-laramore,7.864186144654281,4.914982454697292,0.5748022643904259,,4.91498245469729,,0.574802264390426
76,aaron-lassila,6.584962500721156,4.7651362450153405,0.4968924649115347,6.650394768607018,5.258228362029921,0.2105923729116311,0.4290616440704592
77,aaron-magness,7.022367813028454,5.929914302671612,0.3144763017283589,8.449000381180769,6.023768203585223,-0.15764645017398568,0.29925063114476397
78,aaron-mccullough,8.64745842645492,4.984186009354302,0.6069636838390662,7.905026952214455,4.631652310185975,0.3145187791561891,0.6391675527151797
79,aaron-michie,7.554588851677638,4.420794493629907,0.6165847586198374,9.788752466246477,4.4303306484887095,-0.10261391297341638,0.6156024129266587
80,aaron-myers,7.994353436858858,4.954145597073537,0.6001313075281993,9.991396774778805,4.951756504760589,-0.004235924722014399,0.6003578072379853
81,aaron-nakama,8.383704292474052,5.545722000938229,0.5187156909442743,,5.545722000938229,,0.5187156909442743
82,aaron-palmer,8.243173983472952,5.004180852718432,0.5837656054725637,7.130444411089928,4.663101137789439,0.3600367881942649,0.6170207699663182
83,aaron-prather,8.271463027904375,5.3801959875389365,0.5399608631777107,8.970778192129828,5.276983871169737,0.11184836042795876,0.5505001086471787
84,aaron-quintas,4.523561956057013,2.981440269153332,0.6648148739658166,,2.981440269153332,,0.6648148739658166
85,aaron-ragan-fore,7.554588851677638,4.419177799707955,0.6183596467730044,10.953922087467294,4.511249259977092,-0.23141717881471316,0.6089004092724647
86,aaron-renzelmann,8.108524456778168,4.281158002247111,0.6823211397904121,9.425472609429518,4.263311786823634,0.17731881182353074,0.6838405520137063
87,aaron-robb,3.700439718141092,2.9807666505284978,0.5703774153066842,,2.9807666505284973,,0.5703774153066843
88,aaron-rutledge,7.9886846867721655,5.69616564717885,0.4798459630225715,5.864337002689319,5.149439903679095,0.46086364687535397,0.5400049036688379
89,aaron-strout,8.499845887083206,5.551376351664334,0.5318319027754348,7.169091470992045,5.18083691919319,0.3599394008003,0.5688139354117991
90,aaron-tait,6.409390936137702,5.160249739651541,0.3995413520264005,7.965920890781236,6.551284696796715,-0.14307157720068478,0.14758882074495766
91,aaron-thornburgh,6.339850002884624,3.5873649451193113,0.6678356243509497,,3.5873649451193113,,0.6678356243509497
92,aaron-uhrmacher,7.129283016944966,5.400080567218961,0.4358186593257894,8.975145885465244,5.669234403611151,-0.16018686933751505,0.3991460346589129
93,aaron-wagner,7.614709844115208,5.161226124589148,0.5178789560820987,7.9036539244716515,5.1330696106192635,0.15716831268803175,0.5210984926284246
94,aaron-wallis,7.774787059601174,4.4728136630681545,0.6216304733883774,,4.472813663068154,,0.6216304733883775
95,aaron-yonka,6.930737337562887,3.245853099663331,0.7366016137871699,,3.245853099663331,,0.7366016137871699
96,aaron-zimroth,7.876516946564999,4.365451492997988,0.6393072831593088,9.349968904021466,4.373998028072123,0.040132450448855016,0.6384784066524073
97,aaron31,1.584962500721156,1.5849625007211563,0.3333342727179638,,,,
98,aaron45,6.832890014164741,4.844452915625769,0.5071593196749057,9.539352358699588,4.878354799153459,-0.2328597275486104,0.5028294237301123
99,aaronpk,7.826548487290915,5.720125823356023,0.4632333242372385,9.130335594013026,5.707482194925013,-0.047965748891681065,0.4647047776671914
100,abbey-dethlefs,7.294620748891627,4.476496915225691,0.6000430285665654,8.794975556246964,4.461632268992345,-0.00301724608909554,0.6016320025264748
101,abbie-cataldo,7.20945336562895,5.318774968843791,0.4714161458980721,8.708064451168188,5.309963132999913,-0.07713073720128298,0.4725158414406654
102,abbott,8.280770770130603,5.2072088187951735,0.5701254669458404,8.01055090435672,5.053518482906716,0.2699575883233008,0.5850879480343629
103,abby-covert,6.523561956057013,5.751344945917285,0.2809913879909948,9.588514984905391,6.4404625278224,-0.3760655557384439,0.13954643864375108
104,abby-phoenix,7.839203788096944,6.067736689462326,0.4059205032800496,9.006527528418491,6.091008499894714,-0.06248608924035985,0.4030171511351803
105,abby-whitmer,7.159871336778389,5.37773330639999,0.4411766831562224,8.396697271779914,5.491687683900991,-0.07959931171608027,0.4259134485999165
106,abby4,8.027905996569885,4.987428597389521,0.5795562012814249,8.925703159034418,4.947277567554623,0.11816841556859264,0.5835703383299313
107,abby9,7.022367813028454,6.453364845676497,0.20392188361224106,7.489810195157123,7.031254068172281,-0.04366505555812162,0.07601938083881199
108,abeer-mk,8.79766152585376,5.1680883213955715,0.609192033037698,9.690096222147817,5.165541596081217,0.1573185654141563,0.6094155247484169
109,abel-harding,7.531381460516312,4.592512678148283,0.6076850388934937,,4.592512678148281,,0.6076850388934938
110,abel-palos,5.857980995127572,3.5638010146126198,0.657591482243078,,3.5638010146126198,,0.657591482243078
111,abhishek-amit,5.727920454563199,2.5403967613507272,0.7739350326607195,8.018648276572675,2.7873361626302247,-0.028146430233928137,0.7479347316358239
112,abhishek-mahanti,6.409390936137702,5.7274622325644176,0.26097736817500283,6.41627647141375,6.092414356341666,0.10546462809965852,0.18531284338996634
113,abhishek-tiwari,7.483815777264256,5.511984085513497,0.458385129188215,8.360937252391816,5.715937573911617,-0.00039918482107508907,0.4329705460368344
114,abi-jones,8.184875342908283,5.110479478083233,0.5653680933771501,7.783450473180776,4.806684397032788,0.26784527458660085,0.5958838445189515
115,abi-m,6.614709844115208,4.869187165451402,0.4692082338830053,,4.869187165451402,,0.4692082338830053
116,abi-signorelli,6.20945336562895,4.829640219991432,0.437895554269016,,4.829640219991429,,0.4378955542690161
117,abid-din,4.0,3.251310155915978,0.4951423329549066,,3.251310155915978,,0.4951423329549066
118,abra-cranford,7.266786540694901,5.829491675136343,0.375071454447788,7.755785671006508,5.8249044845971385,0.03193407503030845,0.3757206123027589
119,abraham-kalili,6.149747119504682,4.9729971232514165,0.4094764261414502,8.118527133711938,5.7831548649222375,-0.1929398101864686,0.26982828856342644
120,absco,6.754887502163468,4.273078566419783,0.5899274489700956,,4.273078566419783,,0.5899274489700956
121,abu-marlo,9.409390936137703,7.583187694064424,0.3213535901444965,8.646370581365295,7.187538408803621,0.1932021672651076,0.3657864216627687
122,acapawn7,6.78135971352466,4.376510403463102,0.5887907233293066,,4.376510403463102,,0.5887907233293066
123,ace-bhattacharjya,8.303780748177102,6.0148272610885885,0.4503720719809408,8.016975110272716,5.868892391510701,0.2020354855451939,0.4667741237623514
124,ace-pisal,8.233619676759702,6.0232360002673575,0.4473139465474108,8.722942117972567,5.981909878834872,0.08956949697652368,0.4520038131063021
125,achi-raz,6.339850002884624,4.508770489255224,0.5346125413222366,,4.508770489255224,,0.5346125413222366
126,actiondatsun,6.108524456778169,2.2797176113179445,0.8170299320038862,,2.2797176113179445,,0.8170299320038862
127,adaline-lau,7.434628227636725,6.071481924285128,0.3551653327871526,9.635443452817288,6.098793040878898,-0.22313515569277825,0.35131186152119265
128,adam-b1,6.20945336562895,3.287302915247312,0.7041455774098329,,3.287302915247312,,0.7041455774098329
129,adam-balogh,7.0,4.358954838086157,0.5862245515370333,,4.358954838086155,,0.5862245515370333
130,adam-bermingham,8.159871336778389,5.35275904751082,0.5234377918655106,9.12383443761987,5.326311396536603,0.011000639355865774,0.5262875739908999
131,adam-bezdicek,8.149747119504681,5.641636968579639,0.5053425403865179,7.120722434919579,5.324557859945803,0.3396844323357615,0.5386811796803211
132,adam-boender,7.672425341971495,4.640684505676241,0.5832738687303494,9.175157278843608,4.627376463470231,-0.05625808730124605,0.5847088576293614
133,adam-brain,7.845490050944375,4.336619848872077,0.6513669482355882,,4.336619848872077,,0.6513669482355882
134,adam-brodowski,8.194756854422248,4.819321837236983,0.6113638186874073,5.710724893936976,4.269288127583337,0.5249640912529712,0.6626135717843077
135,adam-click,8.214319120800766,5.890070894629563,0.4630061727413574,6.440817205361677,5.209334323360767,0.3998098884040807,0.5376832622901182
136,adam-cohen,8.519636252843213,5.057677004754796,0.5987670795111304,7.482202138938774,4.622936003750255,0.35764692195360204,0.6387153065347991
137,adam-cook,8.252665432450248,4.809523554894996,0.6012888468566832,5.80604236389108,4.435785266975347,0.500896594339235,0.6374612527816943
138,adam-cooper,4.392317422778761,2.582041101704236,0.7201312510136033,,2.582041101704236,,0.7201312510136033
139,adam-cutler,6.189824558880018,4.525310549785005,0.4895495092422276,8.260430677756611,4.632410307045428,-0.19261938831233494,0.4738020678958979
140,adam-d,8.08214904135387,4.903279947383338,0.5998357549551314,8.51029767862172,4.731886801657968,0.20926166225862386,0.6162213324062904
141,adam-d2,5.832890014164741,4.647905446419432,0.4332636571225312,,4.647905446419432,,0.4332636571225312
142,adam-denison,4.584962500721156,3.594878281852507,0.5155298026349173,,3.594878281852507,,0.5155298026349173
143,adam-fishman,7.303780748177103,5.501528752428019,0.4444534383186132,,5.501528752428019,,0.4444534383186132
144,adam-fitzgerald,7.03342300153745,4.262611587158752,0.6061170252237883,,4.262611587158752,,0.6061170252237883
145,adam-fullerton,9.214319120800766,6.73742966520182,0.4324191324835064,8.043211327738446,6.338288632556156,0.29216196979344594,0.4729093303387812
146,adam-gilman,7.577428828035749,5.403732363014194,0.4837300010407706,8.795071102074171,5.402943744028642,-0.039137391710494934,0.4838234644726056
147,adam-goldband,6.857980995127572,3.897597536168439,0.6471736625360698,9.339166058018774,3.907270863305712,-0.1295527527653227,0.6461295020535687
148,adam-graham,5.392317422778761,4.107792661802194,0.4962933415353119,,4.107792661802194,,0.4962933415353119
149,adam-grossman,8.366322214245816,5.111030638247878,0.5672239354985226,7.563954737628507,5.134039484796289,0.2985470502856027,0.5649028365211086
150,adam-herod,6.977279923499917,5.213452641610124,0.4601803566115181,9.322882960492596,5.216318311117849,-0.20458496866938106,0.4598024198916481
151,adam-hill,8.861086905995395,6.888523592226803,0.3736540696267769,7.839751653397241,6.376931729975709,0.2598791727641162,0.4311079094996579
152,adam-holden-bache,9.269126679149418,5.411289987515234,0.5799872491196136,6.96268290537974,4.683880579755372,0.4334345517574859,0.6448879153679948
153,adam-jackson,9.011227255423254,4.40991271975887,0.6736086445913111,6.5193631771310185,3.888796225606941,0.4850444614503454,0.7173562643054421
154,adam-johnson1,7.05528243550119,4.999866123039962,0.5085628770843168,7.926188576899597,4.988314967591082,0.07214785219303245,0.5099727512462159
155,adam-kambeitz,6.149747119504682,4.735331497118324,0.4659015782420879,,4.735331497118324,,0.4659015782420879
156,adam-katzenback,7.636624620543649,5.012679109198777,0.5377675876781987,5.938277430486286,4.762051918276052,0.43010097582511975,0.5656474548344693
157,adam-kirkwood,4.169925001442312,2.4080753646848656,0.7586010574077999,,2.4080753646848656,,0.7586010574077999
158,adam-kovacs,6.78135971352466,3.5841202468535536,0.7025732947242148,,3.5841202468535536,,0.7025732947242148
159,adam-kresch,7.066089190457772,4.808631410387512,0.5429266991374447,9.906485969233897,4.818607965849591,-0.2046253870420636,0.5417651829137609
160,adam-laikin,7.845490050944375,5.004706724597633,0.5558169650600174,9.508432651565982,4.975418273108135,-0.06620515914508449,0.5589431447910639
161,adam-lau,6.584962500721156,5.301587806042841,0.3965538026279841,9.082595207742699,5.365316806102401,-0.26110768431069825,0.3868163992093529
162,adam-leigh,6.569855608330948,2.916093429602253,0.7576990897199021,,2.916093429602253,,0.7576990897199021
163,adam-libunao,8.46352437327118,4.3191274733294325,0.6645113550533857,6.987104546441097,4.191241133085858,0.4065015828581843,0.6759769570316121
164,adam-london,7.870364719583405,5.970990747616893,0.4151488500143246,8.341200666458997,6.1524762738610494,0.06204790790886314,0.3923858238379638
165,adam-loving,7.693486957499325,5.705902470273019,0.4505377700475626,8.782505284790519,5.686203655276778,-0.030617814740700425,0.4529117013426088
166,adam-ludwin,6.584962500721156,5.514928755790243,0.3449332383430533,7.693774683064065,6.492415749943866,-0.10181366286798588,0.16472577708097916
167,adam-mack,7.20945336562895,4.961330590994091,0.5217259383850251,8.753414018604778,4.954022690201766,-0.06798737445164373,0.5225945442541111
168,adam-maldonado,8.262094845370179,3.893939316800662,0.7110826866592307,6.998249810940367,3.619678062929295,0.4258967260201187,0.7342121433942784
169,adam-matejka,5.807354922057604,3.7004415632065233,0.6537761030659844,,3.7004415632065233,,0.6537761030659844
170,adam-mc,7.714245517666122,4.570569507239462,0.6213482908473094,8.592870576597129,4.505334701461788,0.16800566832676234,0.6276958998773844
171,adam-mccargo,6.459431618637297,5.0934877978531,0.4334512274080352,,5.0934877978531,,0.4334512274080352
172,adam-mccue,8.330916878114618,6.25813359865195,0.41392461931544805,7.350412230143579,5.880184371694722,0.2788362769962858,0.4576905855238446
173,adam-miskiewicz,6.741466986401147,5.123124737847638,0.4461357422881689,8.703764723213942,5.4738661834444375,-0.1744948365402769,0.3960281900092307
174,adam-morris,7.303780748177103,4.211766073079176,0.6324054895263013,,4.211766073079176,,0.6324054895263013
175,adam-morris13,6.129283016944966,5.545949621049818,0.2542371544599845,7.77047807654265,5.745103483753697,-0.2053334310482212,0.21109645749528788
176,adam-oconnor,8.044394119358454,5.622414086120628,0.4950763652174889,7.845904256273058,5.597686474236238,0.2274757075169715,0.4977835064569088
177,adam-okrasinski,8.826548487290914,4.7351065531781416,0.6371736246976853,7.092820992020985,4.132847279914033,0.4147155116814256,0.6898794388836639
178,adam-ostrow,8.149747119504681,4.785899321634876,0.5992197279372825,5.973383038804723,4.225312165770875,0.4773016434659047,0.6538319545921301
179,adam-p,7.442943495848728,3.8104346558960485,0.6784818056076888,9.678760466497758,3.804981513481158,-0.08803925450086351,0.6790210471050794
180,adam-petrick,7.820178962415188,5.152749588886255,0.5362498388758988,8.458612829072365,5.081502040805087,0.11306259641259105,0.543998393288191
181,adam-randolph,6.965784284662087,2.987488184110056,0.7637822925554494,9.532265645119745,2.9935410197509023,-0.032733498093179415,0.7632319939663514
182,adam-roberts,7.066089190457772,4.469396366489303,0.5885701012643133,9.176928239730936,4.502625501398701,-0.096399703407843,0.5848752701596122
183,adam-rodnitzky,9.326429487122303,6.892076998033577,0.411535747884024,7.9421754505004465,6.280298631961912,0.2971608843850479,0.4744732051034403
184,adam-root,7.098032082960526,4.943032071997347,0.5233748332918755,,4.943032071997347,,0.5233748332918755
185,adam-rosenberg,9.108524456778168,5.786396161915045,0.5368621834180185,8.347824568841773,5.458018200735539,0.2749478171406575,0.5677070505859516
186,adam-rozenhart,8.658211482751796,4.252986622679774,0.6925431387654332,,4.252986622679774,,0.6925431387654332
187,adam-rubins,6.129283016944966,3.922743783865125,0.6137894868609098,9.879847684564329,3.986725560309124,-0.29236599574983,0.6060904125947545
188,adam-schofield,7.870364719583405,4.461959076790918,0.6202133803836286,8.819078284660911,4.4222276501630775,0.09227246128556894,0.6242079990205451
189,adam-schumacher,8.144658242831882,3.506492575294188,0.7077771698858005,,3.506492575294188,,0.7077771698858005
190,adam-schwabe,8.144658242831882,5.2366999613729535,0.55791888989199,7.31328534215505,4.953470088040932,0.334339694231862,0.5861733010909266
191,adam-seifer,8.388017285345136,5.2703384386917005,0.5689231426575159,7.75593975203877,4.959108500088899,0.3093770145464456,0.5987723448349066
192,adam-sheppard,6.339850002884624,4.961455520074452,0.4331387320116108,,4.961455520074452,,0.4331387320116108
193,adam-silver3,7.994353436858858,6.345668851346594,0.3732231207378929,7.7404847371276535,6.1309751181789816,0.17915249319171034,0.40026825753453776
194,adam-simmons,8.43879185257826,5.597218325581876,0.5081151662315901,,5.597218325581875,,0.5081151662315903
195,adam-simon,8.154818109052105,6.175300537886728,0.416696874815135,6.97687251102942,5.7200749319294975,0.3179769579877316,0.4697685384806504
196,adam-steinberg,7.569855608330948,4.239030318570024,0.6398472646607967,9.877504282132724,4.266969135679236,-0.09715394674814394,0.6370457189944809
197,adam-tatz,7.906890595608519,5.2594596142284695,0.5280817983949726,8.579158993152781,5.164242773444571,0.10296331930915877,0.5384058689154423
198,adam-thurlow,6.066089190457772,3.6945827032222582,0.6423727923893059,9.301756221512118,3.7052154882957713,-0.21727765872252794,0.641127952377992
199,adam-tompkins,5.954196310386875,4.909804862770343,0.3908901067585447,8.260638817384635,5.7896317878764165,-0.2524642580502697,0.22462780832607265
200,adam-tow,8.654636028527968,5.745172970544147,0.5364802253608956,8.910228483368437,5.718086875327945,0.20098688241976986,0.5390687388351845
201,adam-uhrynowski,7.888743248898259,6.1224375880498805,0.3976472760805827,6.6692823169864015,5.8244081078003065,0.3269717642138567,0.43459751931870827
202,adam-weinroth,6.189824558880018,1.753175413813397,0.8657051799120998,10.084190513232812,1.7631458631927202,-0.16435310342470627,0.8648381908098934
203,adam-wiese,5.954196310386875,5.160646032329004,0.32099375929902074,6.953437895396943,5.283584465821613,-0.09923991453318004,0.2969122550423924
204,adam-wolf,8.164906926675688,5.60717479391721,0.505640698309216,8.830173710574059,5.524976867245556,0.10428979148417564,0.5144061170488633
205,adam-wolffbrandt,7.614709844115208,5.448967934342023,0.4814288211562536,8.314421945621097,5.438067205436685,0.07650838442591162,0.4827146338186048
206,adam1,7.129283016944966,4.6176570382762385,0.5706442969090304,7.9905615414655164,4.475038057668338,0.11696249665891208,0.5866381853955488
207,adam29,5.614709844115208,4.099092533451021,0.5359566331510207,,4.099092533451021,,0.5359566331510207
208,adam95,8.0,6.63342294951838,0.3189382932388288,7.515373984605186,6.307072005745421,0.19017968987891748,0.3626782465803632
209,adamayt,3.700439718141092,2.9754408347856116,0.5417603953564775,,2.9754408347856116,,0.5417603953564775
210,adar-ziv,3.584962500721156,3.2557421630070986,0.3998824920209533,,3.2557421630070986,,0.3998824920209533
211,adarsh-pallian,6.672425341971495,5.011846508147468,0.4497158825128075,8.241988185327832,5.75581179538937,-0.13501224178654064,0.33834459400516365
212,addie-evans,7.139551352398794,4.840999811734906,0.5359628081509479,,4.840999811734906,,0.5359628081509479
213,addison-lee,9.344295907915816,6.956485521189796,0.4029520391378032,8.436367665543854,6.566701676303012,0.2370857332685944,0.4436563035700838
214,ade-bagus,8.396604781181859,5.527603668324508,0.5246972715008538,,5.527603668324508,,0.5246972715008538
215,ade-olonoh,4.754887502163468,3.0321669825335587,0.6566939849223073,9.123462131798863,3.2087600380715795,-0.41245984520273504,0.6314122721033806
216,adelino-montalverne,5.672425341971495,4.658321575239602,0.4026076445742992,,4.658321575239602,,0.4026076445742992
217,aden-davies,6.965784284662087,5.055148671112597,0.4930891900381598,,5.055148671112597,,0.4930891900381598
218,adi-de-souza,6.820178962415188,4.7247535733727055,0.5157630529935079,,4.7247535733727055,,0.5157630529935079
