,userid_x,ego_info,LZ_entropy,Pi,CCE_alters,CCE_ego_alters,Pi_alters,Pi_ego_alters,CCE_alters_tr,CCE_ego_alters_tr,Pi_alters_tr,Pi_ego_alters_tr,CCE_alters_sr,CCE_ego_alters_sr,Pi_alters_sr,Pi_ego_alters_sr
10,1od,7.417852514885898,3.84477829100394,0.7038393166082259,6.3617714932791785,3.6540635144671567,0.4646596207660805,0.7206718234261168,6.2624733009560325,3.6846531393855955,0.4747434180826347,0.7179838392759976,6.698339950547768,3.5826583251314297,0.4300233719287389,0.7269287000389762
11,26,8.184875342908283,2.982026926489936,0.8053113046829158,3.144935960772285,2.099907750372933,0.793383852414856,0.8681834478956604,3.2292405289377655,2.1109300225227035,0.787174918519471,0.8674168756297699,4.895044381397336,2.580901452340032,0.6596462116579361,0.8342711940132608
12,29,5.044394119358453,1.7301683197923765,0.869322127224893,3.1620349380741732,1.6727286341515502,0.7394565706871236,0.8742209001817057,2.9497749174161134,1.6633234153246281,0.759591937673501,0.875020503041923,4.082368171956482,1.5054136668931584,0.6487512154647561,0.8883369003469203
13,3,3.321928094887362,2.3645892043025296,0.673995058776533,5.931915202260018,2.426062237457264,-0.18628249634612445,0.6627580745216092,5.931915202260018,2.426062237457264,-0.18628249634612445,0.6627580745216092,,2.3645892043025296,,0.673995058776533
14,30,4.857980995127572,2.268580669901389,0.7803526253707131,10.31355776318789,2.9643754497011585,-0.4558331046290888,0.6972814608443472,10.31355776318789,2.9643754497011585,-0.4558331046290888,0.6972814608443472,7.869943502540366,2.267961584247973,-0.14487233403449434,0.7804237879034853
15,337,5.954196310386875,4.230698274690834,0.5285704610004575,4.680541451631896,4.467661809184928,0.4627351664696178,0.4943476807369402,4.624126941378912,4.399534835569897,0.4711968356933518,0.5042873585869684,5.119329806912625,3.988889186438455,0.3946313924793285,0.5625245002711063
16,3373,4.807354922057604,2.194267687256543,0.8059794857363302,3.668530567244783,2.5536031785280144,0.6433599118618111,0.7683115700133701,4.02655491633738,2.5776545351203017,0.6005846671561232,0.7657447729497229,,2.1942676872565428,,0.8059794857363303
17,344,5.426264754702098,3.3878372539073127,0.6524303112651598,3.543067463025124,3.332416979294388,0.6328125302712613,0.6593606817946545,3.625938587398972,3.396345220070345,0.6222132688363137,0.6513629753690408,4.303568914293709,3.3852891910316183,0.5320557381967886,0.6527497924578012
18,357,2.0,1.5969925537438645,0.7904761513018399,2.427907807498858,2.3540362096625755,0.6372013453690349,0.6521341798895726,2.743949543547384,2.613113277519211,0.5698830630680867,0.5984623296076604,,1.5969925537438645,,0.7904761513018399
19,36_104k2,6.459431618637297,4.165145400172158,0.5927300532968495,5.024635933277716,4.0897904089809565,0.4861165989780075,0.6016996620244461,5.041923586951191,4.158576591057686,0.4838848703686787,0.5935142366888011,5.171675164018704,3.945098813090812,0.4670144903617372,0.6187629614302913
20,38,4.169925001442312,3.7944517247347513,0.37161256249600494,6.694845549757755,5.573485645795512,-0.2882459677784098,-0.1255443953071751,6.451733072373769,5.56988307753628,-0.25406015388328,-0.12499530789820128,5.14324992443336,3.7967635019147687,-0.05797867028954608,0.3709983503761999
21,4,4.584962500721156,2.8240140451497613,0.7069252086654055,4.032523509140389,3.2282073127742903,0.5437146363687329,0.6547888323695633,4.068899426937859,3.2385434683128587,0.5384395502884959,0.6534247576739027,3.650029334017201,2.5949732892560946,0.5978174685643707,0.7354489691492551
22,4280,7.294620748891627,1.880479592070216,0.8762455763593513,1.6254709261960103,1.3956363874968196,0.8947459979802287,0.9111038263066612,1.8260127641546335,1.4222335575699836,0.8802265190686513,0.9092271014333656,8.747906817578013,1.8705129871261177,0.2700438573149197,0.8769751947602498
23,456,5.700439718141092,3.8758207651531222,0.584839653180016,4.9439837044782475,4.2891131456166836,0.4328698302097866,0.5282660646402128,4.779966400933878,4.284387922882093,0.4574985036930882,0.5289276301645217,5.518669546564689,3.7594738135944,0.3418508737603241,0.6003158389108921
24,46,4.700439718141092,2.8630104715203677,0.6980254172577686,3.6720610280066657,3.3533772689100334,0.5888441408318935,0.6330677775348306,3.6988508278018393,3.424895612434604,0.5850503556373188,0.6232857112868773,8.143518312891933,3.2933215494905568,-0.2259589522036001,0.6412199559280817
25,4sq-seoul,6.857980995127572,4.119787261793392,0.6260858943531245,4.342069121137538,3.758256174482572,0.6017579983574216,0.6648250017758655,4.328631996040484,3.7270487659323734,0.6032398806839663,0.668121667552348,10.531915450264188,4.192322705038517,-0.26112233895076303,0.6181904490258421
26,4sqchicago,3.700439718141092,3.553531260587097,0.2652197926607629,5.833753094069809,5.808768343727599,-0.2402556019788223,-0.23680636250235804,5.52947883813754,5.502433962046839,-0.19789907461438816,-0.19409481976396464,10.410614774004822,9.31866928103464,-0.8272262598330419,-0.6923891929696943
27,53,4.459431618637297,2.7594463176385835,0.7123986942038228,4.265458992313457,3.0408084431812283,0.5040962787715701,0.6761827992759378,4.8539626276609855,3.169758485161569,0.41126421032854416,0.6591972041696934,5.844983600455822,2.728005679803639,0.2307118861076893,0.7163746895775563
28,547,7.076815597050831,3.7857606652156455,0.6887853394466588,4.606132358807153,3.6099300301477673,0.6081645677608198,0.7055420817661829,4.626836215907218,3.613918341548413,0.6060770471997262,0.7051640204510394,4.96532201826952,3.519873438923244,0.5715669230280239,0.7140537152509937
29,57,3.584962500721156,2.6862324927699497,0.6746651054208225,5.090445916899985,3.835893141722284,0.19971877351569114,0.4803473995183908,5.055806251319903,3.8122258565617635,0.20961296602206328,0.4847639901644288,,2.6862324927699497,,0.6746651054208225
30,5roo,4.700439718141092,2.8310526527928768,0.7128059914350967,3.132811219774648,2.84862227660815,0.6752163327667128,0.7106500475514131,3.128397717558608,2.8523511438049467,0.6757747778531024,0.71019196743383,3.8385161006610966,3.0317667445659984,0.5824654940639804,0.6879367394600174
31,6,5.169925001442312,4.006049310430796,0.495126177440533,6.499227038975771,4.869760448579875,-0.07527373360081394,0.3369579420157613,6.901944744998286,5.0677596170004975,-0.1362090912093235,0.2960724448263953,,4.006049310430796,,0.495126177440533
32,6-rokutan,5.954196310386875,2.319842745998837,0.8067552089898913,3.283700608696124,2.3403485660134717,0.7103713452864718,0.8047820622085777,3.3544713169036386,2.3679452128831935,0.7030059357353019,0.8021211665084808,7.103396690054022,2.2882356227553893,0.2444707789227578,0.8097897893782335
33,60,6.266786540694901,4.222138091501568,0.5698497539061204,4.929684254586337,4.26044480488237,0.4774885908506842,0.5650100370909991,5.0866097060928,4.378276960621391,0.4560845550549102,0.5500128468232569,5.6559038208430295,4.176937266163192,0.3751114500332253,0.5755382104339358
34,625,6.965784284662087,4.281654185761466,0.6277067760864311,5.411744563318403,4.082724555286293,0.5066407987676046,0.6480897978367034,5.6021851845819155,4.140563176603128,0.485289098381809,0.6421908414095879,6.891949610098761,4.2023246456687104,0.3318243860380297,0.6358670499041205
35,6260,4.584962500721156,1.9471503688360343,0.8217369319242559,2.4009917488079027,1.9359296455324844,0.771886740709713,0.822938309822274,2.6989586611327185,2.131406488570676,0.7378449355979535,0.8017924400217197,,1.9471503688360343,,0.8217369319242559
36,626024,5.285402218862249,2.2436619496477404,0.8162238986988672,3.730608378482376,2.2360535901315983,0.6676028295722695,0.8169404523867543,3.777714800811423,2.2474496158721937,0.6626198414369826,0.8158670034974532,0.9971830985915492,2.2407761109840245,0.9268082802985652,0.8164957412011836
37,72,5.129283016944966,3.7369072275922623,0.5717843519197296,5.021088492778613,4.488076718850375,0.36612682959374976,0.4563593155457129,5.2546080429572655,4.652613234103623,0.3236691581214901,0.4293640022221391,,3.7369072275922615,,0.5717843519197296
38,735,6.554588851677638,4.083584916417899,0.6323921697480694,4.4359495016340516,3.7432555345882434,0.5940615323614723,0.6685057312971341,4.403933447105606,3.7717047177915313,0.5975846673352853,0.6655204229276589,5.954173503428351,3.98120779047712,0.4166737345090509,0.6433483086680252
39,750,2.807354922057604,2.5369165203340183,0.5362026306193571,8.903149750403172,5.473850457358142,-0.6445746834336588,-0.21065137756776148,8.903149750403172,5.473850457358142,-0.6445746834336588,-0.21065137756776148,,2.5369165203340183,,0.5362026306193572
40,750277,6.426264754702098,3.53785686311397,0.7050455220137816,5.735328385070635,3.4542375242196233,0.4752834361720283,0.7131533511104311,5.7119107182970135,3.4391951990432834,0.4779167735131137,0.7146071414253651,7.491471005572885,3.60219871328945,0.2621158766584307,0.6987765084942145
41,752,4.247927513443585,3.2636554075945576,0.5498305773584683,4.756480534775095,3.954354571457505,0.20031612373220134,0.40963224958022704,4.81652036117149,3.99018708839224,0.17998594966532014,0.4016575483755464,8.818442807217112,5.509684872642626,-0.5157407967342191,-0.04776471971017622
42,754,5.044394119358453,3.9746848030482034,0.4829572177771746,5.120569479333128,4.601592683527789,0.2516460399619997,0.3649024017461744,5.842837322772424,5.086787679164901,0.0054286073691682075,0.25966438534486314,5.543837935390219,4.110471197320108,0.13666355569546373,0.4586496388575639
43,81,3.4594316186372973,2.241424818258586,0.7354538717686997,3.942055766987142,2.673050636785237,0.4455731027052808,0.6697023338749926,4.055398850234641,2.726699703956095,0.4226260781611929,0.6612056135941304,8.739281007049836,3.199726759644064,-0.4710167465773213,0.5829220504927876
44,826,7.118941072723508,2.7271105669739217,0.8031594660948166,2.586217920497052,2.1042654503998404,0.8146133341740668,0.8530183383975057,2.678827162393232,2.1270193505369748,0.8070958656859126,0.8512331408502788,3.7647891459135057,2.431917851029338,0.7158527376529544,0.8270416794925094
45,87,5.584962500721156,3.6194991915366583,0.6328981914481625,3.983697132285856,3.5609943312468024,0.5869217755796986,0.6401349074786208,4.096830884895755,3.6514401589692986,0.5723041249098321,0.6289301803603728,4.2131639096298015,3.2663538233706815,0.5571004573426779,0.6759746756054461
46,88,4.700439718141092,4.3243243243243255,0.3066331154725252,8.841932635748131,7.578558706942023,-0.5294869264332024,-0.3615547899345363,7.885213714011504,7.130283378970168,-0.402968181973127,-0.3000391669645712,,4.3243243243243255,,0.3066331154725252
47,890,6.022367813028454,3.0706371245081625,0.7196821947344412,5.974586854024715,3.1764134654141682,0.36348096919019296,0.7082103002786501,5.849956282481169,3.1281810487925794,0.3809202138637717,0.7134538180497397,6.890103522858678,3.0375924571798922,0.22536957120158566,0.7232453703885596
48,8con,4.523561956057013,2.7966679639695933,0.6807904262623545,7.375316759760553,3.887988514719812,-0.20715175645366904,0.5129655130836293,7.103469091552648,3.821654297010446,-0.16869030975422453,0.5239528854690999,,2.796667963969593,,0.6807904262623545
49,9,5.169925001442312,3.7712413313173485,0.5563252747288641,5.531540143735971,4.709898866804855,0.2456759749045225,0.4037104834197841,5.322136598354568,4.701776169863414,0.2891961493961905,0.4051334317533374,,3.7712413313173485,,0.5563252747288641
50,916,3.9068905956085187,2.3958607787505697,0.7354963531127701,5.984533910842608,3.550565925943664,0.0051731147995536615,0.5660666238495246,7.450718728523902,3.4916388121889623,-0.22092487560047688,0.575393741125303,,2.3958607787505697,,0.7354963531127701
51,__nicolasr__-r,6.768184324776926,3.2042522159600404,0.7436141938678266,7.9391039827433225,3.144888317812752,0.22943904612182225,0.7490846867520453,7.9722910556775295,3.149083730522056,0.22503100385036312,0.7486987621550635,10.23774288486674,3.2043320034617113,-0.12202401163316168,0.7436068271659348
52,a-michael-d,7.787902559391432,3.921089698155485,0.6835973027433785,6.1840143041356805,3.959990359449857,0.4564199619775688,0.6799433265978061,6.300654775011165,3.986902207730352,0.4438211798790953,0.6774105892960849,7.608373802287803,3.913276897956665,0.2946717974031036,0.6843301610275383
53,a-t,5.754887502163468,1.9299975208928797,0.8269637340233225,2.1514149831069336,2.0105235425600787,0.8035469926876497,0.81851183092912,2.3185399683321086,2.066727509669219,0.785507637878157,0.8125689708531937,,1.92999752089288,,0.8269637340233225
54,a_evrard,4.807354922057604,2.6546247988886567,0.7317357494840767,7.104343453416071,2.6599498280968747,-0.04782489025703689,0.7310874207580246,7.104343453416071,2.6599498280968747,-0.04782489025703689,0.7310874207580246,,2.6546247988886567,,0.7317357494840767
55,aalia-walker,6.149747119504682,3.8774615816696967,0.6083706522592464,7.014815405878192,4.624849384018196,0.1322838766317906,0.5123775699115182,7.624178760653907,4.678523399656451,-0.026843579650191768,0.5052070498910884,,3.8774615816696967,,0.6083706522592464
56,aarlo-stone-fish,5.087462841250339,4.188721875540868,0.42282377034452057,7.645342005423702,6.168378291836349,-0.2950404299920942,-0.08143366358942719,7.625765209463942,6.1520111986869885,-0.2923664630925065,-0.07884579978835436,9.44527512776618,4.885433306323431,-0.5320512574801745,0.2726351329015099
57,aaron-azza-sylvester,7.357552004618084,5.197549137313847,0.500849555965636,5.963619831857855,4.8109582881744,0.40675174710037854,0.5460911804561612,5.81480898946606,4.8108271041116035,0.42553907518077294,0.5461063004916349,,5.197549137313847,,0.500849555965636
58,aaron-bailey2,7.467605550082998,5.215544376497117,0.508934984806041,6.323071521308465,5.070311997533036,0.3746130966597471,0.5256575308695924,6.4944757963989295,5.215628736606544,0.3525737414532865,0.5089252169494439,7.123406748374538,5.308516173728953,0.2679111288542101,0.4981310341012203
59,aaron-balazs,6.022367813028454,3.968386976124167,0.587896469728557,3.7243356547018993,3.292464934563967,0.6189339406503697,0.6720998732425435,3.9042552515474016,3.3952832388206438,0.5961242971580022,0.6596404957394183,,3.9683869761241657,,0.5878964697285571
60,aaron-berlin,8.523561956057012,5.516518366195063,0.5369895007054497,7.386143408918293,5.00625865521526,0.3379994484279817,0.5873891292645536,7.535657285926347,5.065715051244681,0.32088821918625515,0.5815916249066941,9.544259942342462,5.493452227172068,0.05309076309575197,0.539299865279671
61,aaron-booth,5.954196310386875,3.3209916701147795,0.6951241467118806,4.403379677477802,3.505750024696511,0.5718013980659669,0.6748294776216445,4.976357508183781,3.699577278924031,0.5018951432094916,0.6532115284430977,,3.320991670114779,,0.6951241467118807
62,aaron-c,7.936637939002571,4.872384127875164,0.597522834679525,6.892078736095448,4.568888370689313,0.38818783870312057,0.626849468150494,7.026034055363129,4.558393751873672,0.37328433713218695,0.6278545592817765,8.191133319627758,4.824608626155376,0.23604377910856256,0.6021729481767889
63,aaron-chronister,7.257387842692652,3.8709875551038126,0.6711122288403281,8.022289732867657,3.762778417920394,0.18451743249747646,0.681873044657966,8.260109471721684,3.8057445515715216,0.14884680029437153,0.6776093798594864,9.046875275717703,3.863887496048136,-0.00772502122069577,0.6718206198622347
64,aaron-cohen7,8.312882955284355,5.5804461390774325,0.5223447710916695,5.4039877246302375,4.943889315875802,0.540399081390058,0.5865884878091824,5.476359855726955,4.998288562029731,0.5330176941376461,0.581192377571784,9.017956066375497,5.491678539381242,0.11291727107469965,0.5314511636774105
65,aaron-crocco,6.870364719583405,3.310706086060541,0.7240817886049529,8.688072580720204,3.4172635167142924,0.06461439741247141,0.7137098329425234,8.596474588800683,3.3911086675890396,0.08204218775419747,0.7162625837550475,9.563849067026716,3.31764997792611,-0.08859517471264361,0.7234081700617652
66,aaron-cruz,9.262094845370179,6.495186184403418,0.4622451235365146,7.5334272099738655,5.760596700836391,0.3551135081796352,0.5341509393138575,7.649472118316817,5.8088181275018975,0.3426706711247526,0.5295188844363307,8.865324121575028,6.233198063353559,0.20457549117714768,0.4882273565083662
67,aaron-friedman9,9.231221180711186,4.700492114072027,0.6566886757544584,4.776481311239757,3.967747514886797,0.6503051809043918,0.7171262449811641,4.9633064294204265,4.0425912876503824,0.6345179834201738,0.7110459455117117,7.874008805617088,4.434714346481355,0.36995446892295,0.6788441500099766
68,aaron-gaul,6.727920454563199,4.748586083466333,0.5216429909317439,5.9276344807989965,4.838773958563191,0.36457598869420027,0.5102718941255331,6.097644713273561,4.930721377597231,0.3401523359107745,0.4985808131416831,8.791498827141963,4.742966490761726,-0.1340374939663673,0.5223484188511379
69,aaron-goodwin,7.483815777264256,3.9465832475732583,0.6974217813419761,9.648014526652586,3.9434967116815467,0.08968608161748269,0.6976943016566869,9.648014526652586,3.9434967116815467,0.08968608161748269,0.6976943016566869,,3.946583247573257,,0.6974217813419761
70,aaron-gotwalt,7.721099188707185,5.915678328979102,0.41470153353195705,5.123522828867495,4.929973841878757,0.5110778050712214,0.53367843477859,5.2797177188175395,5.074746180615773,0.4925826777796878,0.5168060543145894,6.943523922636018,5.763038221880915,0.2778567412938901,0.4337957798120377
71,aaron-grabein,7.857980995127572,4.369692259463114,0.629025757732895,6.410591728669036,4.132938513346265,0.4102712326086572,0.6525842476402719,6.499543580463418,4.170019117214067,0.3999998246070421,0.6489173199533306,7.62334095519717,4.163029335776825,0.262851432046452,0.6496091902186162
72,aaron-hape,7.247927513443585,4.502621678524215,0.5904814152984691,5.181113751944195,4.178651878300491,0.5143771675010098,0.6255258426912533,5.103885864274322,4.168214715697268,0.5232339811926676,0.6266415600619214,,4.502621678524215,,0.5904814152984691
73,aaron-kaczander,7.6293566200796095,5.412550971688443,0.4954035703068527,5.730906069073758,5.110179267072961,0.4584349022597043,0.5296965697138548,5.705834134350772,5.136115664918525,0.4613800476156932,0.5267849780759474,8.487088037830441,5.620103131058693,0.07228875806210723,0.4714063654380949
74,aaron-landry,9.499845887083206,6.478684346762548,0.4966697524527036,5.131726100756133,4.838329787721675,0.6167698602969864,0.6419562532490906,5.496324115046695,5.1202495675524675,0.5849977868383506,0.6177613978285931,9.20089908717603,6.418104724173722,0.22545232675027235,0.5022368223687776
75,aaron-laramore,7.864186144654281,4.914982454697292,0.5748022643904259,8.925254220864895,5.078593743886599,0.07698413930669687,0.5578134073489166,9.04504229316391,5.099381966253914,0.05485865450636144,0.5556421622393686,,4.91498245469729,,0.574802264390426
76,aaron-lassila,6.584962500721156,4.7651362450153405,0.4968924649115347,5.567513680012107,5.121344134566452,0.3844901919291431,0.4482653268054401,5.664335300748625,5.256096805652515,0.3701698398133591,0.42936302835584,6.650394768607018,5.258228362029921,0.2105923729116311,0.4290616440704592
77,aaron-magness,7.022367813028454,5.929914302671612,0.3144763017283589,7.874828285723016,6.675747892654427,-0.07891747674795646,0.18444665064900767,8.005136470592563,6.748781774653528,-0.09741072699698336,0.17019759558906336,8.449000381180769,6.023768203585223,-0.15764645017398568,0.29925063114476397
78,aaron-mccullough,8.64745842645492,4.984186009354302,0.6069636838390662,5.602375322100699,4.323568153530685,0.5490591613636776,0.6668380588440018,5.8014270017258625,4.364991055684847,0.5300115954198565,0.6631431236321423,7.905026952214455,4.631652310185975,0.3145187791561891,0.6391675527151797
79,aaron-michie,7.554588851677638,4.420794493629907,0.6165847586198374,6.288685528257735,4.384110818459273,0.41148713148539656,0.6203580000808343,6.525589286335355,4.447010109254921,0.38336639515272997,0.613882756788685,9.788752466246477,4.4303306484887095,-0.10261391297341638,0.6156024129266587
80,aaron-myers,7.994353436858858,4.954145597073537,0.6001313075281993,7.314079041758442,4.815779031162502,0.36043053448248974,0.6132012334283721,7.312083488997606,4.825049002483166,0.36064899169440096,0.6123286484330026,9.991396774778805,4.951756504760589,-0.004235924722014399,0.6003578072379853
81,aaron-nakama,8.383704292474052,5.545722000938229,0.5187156909442743,5.943880098248743,5.124390928038645,0.4765079393946562,0.5622356875957288,6.24095684961229,5.178972535920134,0.4442799213524523,0.5566614613670099,,5.545722000938229,,0.5187156909442743
82,aaron-palmer,8.243173983472952,5.004180852718432,0.5837656054725637,6.152254698443643,4.4623958980155285,0.4668012706145449,0.6362894270584568,6.4149338538338805,4.565214485833824,0.43884404051412296,0.6264458163777084,7.130444411089928,4.663101137789439,0.3600367881942649,0.6170207699663182
83,aaron-prather,8.271463027904375,5.3801959875389365,0.5399608631777107,7.230469445787962,5.123967549909613,0.3382565931062884,0.5660046889184829,7.100472662825034,5.112864068164188,0.3533522537344369,0.5671242393155176,8.970778192129828,5.276983871169737,0.11184836042795876,0.5505001086471787
84,aaron-quintas,4.523561956057013,2.981440269153332,0.6648148739658166,8.09699510034636,3.0041924488320806,-0.2756970553919905,0.6616226717224162,8.09699510034636,3.0041924488320806,-0.2756970553919905,0.6616226717224162,,2.981440269153332,,0.6648148739658166
85,aaron-ragan-fore,7.554588851677638,4.419177799707955,0.6183596467730044,5.072387829861488,4.002174027608927,0.5500135490352386,0.6605102419008192,5.563097253205184,4.176713609525407,0.496681652933197,0.6430045369247017,10.953922087467294,4.511249259977092,-0.23141717881471316,0.6089004092724647
86,aaron-renzelmann,8.108524456778168,4.281158002247111,0.6823211397904121,5.025015119605014,3.7869664954442968,0.6178203049164847,0.7239114646039083,5.112959902179585,3.827451087035872,0.6100422371430233,0.7205422642351159,9.425472609429518,4.263311786823634,0.17731881182353074,0.6838405520137063
87,aaron-robb,3.700439718141092,2.9807666505284978,0.5703774153066842,8.733729022290683,4.695452976636906,-0.5497545352622277,0.05547385063389843,7.009973914181017,5.05642051251022,-0.3190480240352265,-0.02758605885231711,,2.9807666505284973,,0.5703774153066843
88,aaron-rutledge,7.9886846867721655,5.69616564717885,0.4798459630225715,3.943031636298546,3.8839013878139834,0.6652190839183082,0.6711083096563274,4.889676796886404,4.760590975480021,0.5678077367036003,0.581446550136144,5.864337002689319,5.149439903679095,0.46086364687535397,0.5400049036688379
89,aaron-strout,8.499845887083206,5.551376351664334,0.5318319027754348,5.652472352439437,4.7259381903804565,0.5216018438070537,0.6131542785513662,5.801799841326468,4.863027685938577,0.5063778291467187,0.5999118643148275,7.169091470992045,5.18083691919319,0.3599394008003,0.5688139354117991
90,aaron-tait,6.409390936137702,5.160249739651541,0.3995413520264005,5.454793895858084,5.29058063893724,0.3523812761581759,0.3789429956349887,5.621365772964059,5.423770486480461,0.3246680533215148,0.3574543787115411,7.965920890781236,6.551284696796715,-0.14307157720068478,0.14758882074495766
91,aaron-thornburgh,6.339850002884624,3.5873649451193113,0.6678356243509497,7.316317639460546,3.7442419545024515,0.1723752998109164,0.6503859464045088,7.408438800015558,3.7679516747576898,0.1561896147037297,0.6477297031811011,,3.5873649451193113,,0.6678356243509497
92,aaron-uhrmacher,7.129283016944966,5.400080567218961,0.4358186593257894,6.141524392631018,5.5768961560072015,0.3318989721161937,0.4118505182869806,6.2798142591105774,5.63422521021386,0.31139159400176736,0.4039784904543251,8.975145885465244,5.669234403611151,-0.16018686933751505,0.3991460346589129
93,aaron-wagner,7.614709844115208,5.161226124589148,0.5178789560820987,9.393254940771048,5.273295242873205,-0.10462610772057944,0.5049959874290133,9.44373529410734,5.277050180325447,-0.11093623680952228,0.5045624207066788,7.9036539244716515,5.1330696106192635,0.15716831268803175,0.5210984926284246
94,aaron-wallis,7.774787059601174,4.4728136630681545,0.6216304733883774,5.721213329414902,4.3019908213766325,0.4919028092862417,0.6386092328510536,6.051058263503783,4.411609471182944,0.4558197850841965,0.6277342035427789,,4.472813663068154,,0.6216304733883775
95,aaron-yonka,6.930737337562887,3.245853099663331,0.7366016137871699,7.491616829400224,3.2036466144624707,0.27519169060885185,0.7405597178478067,7.491616829400224,3.2036466144624707,0.27519169060885185,0.7405597178478067,,3.245853099663331,,0.7366016137871699
96,aaron-zimroth,7.876516946564999,4.365451492997988,0.6393072831593088,5.637116293642843,4.229871408563512,0.5112186276459447,0.6524007845306826,5.747635073001256,4.251862149372719,0.4996083936315213,0.6502841424882473,9.349968904021466,4.373998028072123,0.040132450448855016,0.6384784066524073
97,aaron31,1.584962500721156,1.5849625007211563,0.3333342727179638,9.144450787283963,9.144450787283963,-0.10316666343444587,-0.10316666343444587,9.144450787283963,9.144450787283963,-0.10316666343444587,-0.10316666343444587,,,,
98,aaron45,6.832890014164741,4.844452915625769,0.5071593196749057,6.75933601822683,4.879253891416106,0.2341761023936266,0.5027144046428753,6.797202604751147,4.897488232600006,0.22793389351822765,0.5003796102503573,9.539352358699588,4.878354799153459,-0.2328597275486104,0.5028294237301123
99,aaronpk,7.826548487290915,5.720125823356023,0.4632333242372385,4.704612529574457,4.531032826398348,0.5771072944508194,0.5957621167542934,5.227238517620378,4.989539524655847,0.5195556939652385,0.5459950262342204,9.130335594013026,5.707482194925013,-0.047965748891681065,0.4647047776671914
100,abbey-dethlefs,7.294620748891627,4.476496915225691,0.6000430285665654,5.251322681057377,4.1515424628048345,0.5148859727809411,0.6344134137900849,5.5732037957036376,4.307369499288904,0.4780766601941261,0.618026828397081,8.794975556246964,4.461632268992345,-0.00301724608909554,0.6016320025264748
101,abbie-cataldo,7.20945336562895,5.318774968843791,0.4714161458980721,5.677048292023223,4.9689700731864495,0.4259354978014329,0.5144212446947217,6.099861287913885,5.217747660484221,0.3701368858103604,0.4839721874654758,8.708064451168188,5.309963132999913,-0.07713073720128298,0.4725158414406654
102,abbott,8.280770770130603,5.2072088187951735,0.5701254669458404,4.7322930156212895,4.3804044615642885,0.6159499022814832,0.6491341438249699,4.937135056359642,4.495356825921884,0.5963332312759856,0.6383645856295559,8.01055090435672,5.053518482906716,0.2699575883233008,0.5850879480343629
