Included,alters_names,CCE_alters,CCE_ego_alters,Pi_alters,Pi_ego_alters,Pi_alters_ratio,Pi_ego_alters_ratio,userid,Pi_ego
2,"'kristen-vang','christine-huang'",7.501884438732762,6.386704374333159,0.21456236738251738,0.36738720839245925,0.6299833679017788,1.0786972277132536,hugh,0.34058417779684935
2,"'kristen-vang','jordan-spak'",8.34187371587318,6.492210819521014,0.07377257418694311,0.3538081619227143,0.2166059934555937,1.0388273589554495,hugh,0.34058417779684935
2,"'kristen-vang','meghan-keane'",8.312885647865867,6.442535270931174,0.0795635887675908,0.3602200856763626,0.23360917492488056,1.0576536115286765,hugh,0.34058417779684935
2,"'kristen-vang','chet-gulland'",8.4276990455093,6.35789877193666,0.055659330803121194,0.3710691036243654,0.1634231254169438,1.0895077570094862,hugh,0.34058417779684935
2,"'kristen-vang','meg-robertson'",8.247434458223925,6.508114742643601,0.09219195949273142,0.3517482522504146,0.27068773449517614,1.0327791928732062,hugh,0.34058417779684935
2,"'kristen-vang','john-decicco'",8.100353862196375,6.294211142934579,0.118889414611181,0.3791719090635001,0.34907497870349047,1.1132986608957138,hugh,0.34058417779684935
2,"'kristen-vang','alli'",8.245998926937647,6.402784652443582,0.09246287332329979,0.3653271580708975,0.27148317318032245,1.0726486486662536,hugh,0.34058417779684935
2,"'john-hamilton','christine-huang'",7.591167945384002,6.320714025133708,0.2011682214778561,0.37580625964065856,0.5906563915539503,1.103416670943588,hugh,0.34058417779684935
2,"'john-hamilton','jordan-spak'",8.493835787446434,6.415708740322599,0.040198898121296386,0.3636689915013573,0.1180292589671447,1.0677800532421606,hugh,0.34058417779684935
2,"'john-hamilton','meghan-keane'",8.07648999680214,6.345335411006082,0.12305061081810978,0.3726715881831583,0.3612927987849942,1.0942128627168592,hugh,0.34058417779684935
2,"'john-hamilton','chet-gulland'",8.205697188445654,6.269814597982764,0.09997589152186587,0.3822623059225718,0.29354238405490224,1.1223724730706148,hugh,0.34058417779684935
2,"'john-hamilton','meg-robertson'",8.403622289611096,6.4313309065513975,0.06091436285210301,0.3616617172949178,0.17885259158585173,1.061886431819627,hugh,0.34058417779684935
2,"'john-hamilton','john-decicco'",8.01115001369525,6.240307412557867,0.13424677374819055,0.38599025183262375,0.39416620765121296,1.1333182132226298,hugh,0.34058417779684935
2,"'john-hamilton','alli'",8.09618584326477,6.300117236457542,0.11961917326982657,0.3784226474086653,0.3512176462324585,1.111098730001444,hugh,0.34058417779684935
2,"'christine-huang','jordan-spak'",7.454885087251451,6.419758898721115,0.22152147372762113,0.3631489013944383,0.6504162206259435,1.0662530001938266,hugh,0.34058417779684935
2,"'christine-huang','meghan-keane'",7.803453962660342,6.3817702572406185,0.16826791320803838,0.36801864381922966,0.49405675359472023,1.08055120528454,hugh,0.34058417779684935
2,"'christine-huang','chet-gulland'",7.933636939588404,6.295997751642131,0.14719709702329423,0.37894530151500533,0.43219006230845497,1.1126333112897497,hugh,0.34058417779684935
2,"'christine-huang','meg-robertson'",7.422222057851361,6.436093174417482,0.2263227703911678,0.3610491750568885,0.6645134599475262,1.0600879271386647,hugh,0.34058417779684935
2,"'christine-huang','john-decicco'",7.911307270284064,6.261586858368769,0.1508681227004466,0.38330287835965793,0.44296867716044047,1.125427730786394,hugh,0.34058417779684935
2,"'christine-huang','alli'",7.814226426874881,6.32986754547654,0.16655309015036654,0.3746417788960195,0.48902180725997096,1.099997602118454,hugh,0.34058417779684935
2,"'jordan-spak','meghan-keane'",8.397471394023881,6.464357255203972,0.062232515888184514,0.35740749556724266,0.18272286249687378,1.0493954765580098,hugh,0.34058417779684935
2,"'jordan-spak','chet-gulland'",8.522287789124704,6.372701692066607,0.0328516562425151,0.36917835406391813,0.09645678919973305,1.0839562672935574,hugh,0.34058417779684935
2,"'jordan-spak','meg-robertson'",8.02671090264647,6.553726925426789,0.13160514157032058,0.3458210351857564,0.38641002768137994,1.0153761029733763,hugh,0.34058417779684935
2,"'jordan-spak','john-decicco'",8.287657661849748,6.334793001105369,0.08449885915804708,0.37401473871037516,0.24809977875263695,1.0981565295539548,hugh,0.34058417779684935
2,"'jordan-spak','alli'",8.372310110921896,6.404337837748052,0.06753347198727383,0.365127999731403,0.19828716772496693,1.0720638935528986,hugh,0.34058417779684935
2,"'meghan-keane','chet-gulland'",7.947153561228221,6.335354533584645,0.14496251313479286,0.37394323265349527,0.42562902972333516,1.0979465783538067,hugh,0.34058417779684935
2,"'meghan-keane','meg-robertson'",8.356982327192773,6.473942035974839,0.07069740029651238,0.3561701057492135,0.2075768779214452,1.0457623370914804,hugh,0.34058417779684935
2,"'meghan-keane','john-decicco'",7.573480785976451,6.245085602999165,0.20384054016385875,0.38538729950418754,0.5985026711529886,1.1315478657791973,hugh,0.34058417779684935
2,"'meghan-keane','alli'",7.993494462621108,6.384439519812528,0.13722636223800355,0.3676770886944423,0.40291467186081653,1.079548354456305,hugh,0.34058417779684935
2,"'chet-gulland','meg-robertson'",8.489342944754695,6.388635413803096,0.041311181675068774,0.36714000056787605,0.12129506996566924,1.0779713929836947,hugh,0.34058417779684935
2,"'chet-gulland','john-decicco'",7.7335033219207405,6.187644894396349,0.1792895215641771,0.39261728483269215,0.5264176472434935,1.1527760548726351,hugh,0.34058417779684935
2,"'chet-gulland','alli'",7.914826270481141,6.302139442193015,0.1502912598826182,0.37816600496043473,0.44127493195606843,1.1103451939743427,hugh,0.34058417779684935
2,"'meg-robertson','john-decicco'",8.247799676501415,6.344002887940405,0.09212299730640632,0.37284143592239816,0.27048525243399757,1.094711558047742,hugh,0.3405841777968494
2,"'meg-robertson','alli'",8.34437767291282,6.420499353256248,0.07326576371070359,0.3630537945028627,0.2151179311518251,1.0659737538348477,hugh,0.34058417779684935
2,"'john-decicco','alli'",7.544890033845472,6.2062084977607554,0.20814016933292978,0.39028507068851964,0.6111269486425779,1.145928366999232,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','john-hamilton'",8.120475484323645,6.33727668665944,0.1153480527501624,0.37369843354848853,0.33867707389203755,1.097227815942146,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','christine-huang'",7.416868464325885,6.345357630265984,0.22710705697027686,0.3726687558514292,0.6668162286321504,1.0942045466178925,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','jordan-spak'",8.127784361097998,6.447083561065995,0.11405396422915139,0.35963439293331784,0.3348774595664921,1.0559339405009927,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','meghan-keane'",8.238724222945507,6.415882906199929,0.09383212680207313,0.3636466309184028,0.27550348172087386,1.0677143996257796,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','chet-gulland'",8.311664394488949,6.324641706124558,0.07980463715862501,0.37530672300737794,0.23431692474635932,1.1019499656006915,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','meg-robertson'",8.061251822969414,6.462964060657531,0.12568676189209602,0.35758725286286147,0.36903288551197844,1.0499232676514823,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','john-decicco'",7.977239953764212,6.2554906247366135,0.13995349644010252,0.38407333802668125,0.41092189703416454,1.1276899018361686,hugh,0.34058417779684935
3,"'toby-daniels','kristen-vang','alli'",8.174822099051179,6.3765164222487964,0.10561993076687089,0.36869064695981885,0.31011402658249954,1.0825242950062535,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','christine-huang'",7.480493611613885,6.280388713556527,0.21773719643459924,0.38092375394895545,0.6393050841148424,1.1184423081925072,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','jordan-spak'",8.257505957374383,6.371904560525663,0.09028446836394387,0.3692802422540111,0.2650870893297823,1.0842554244380616,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','meghan-keane'",8.008160545575784,6.319560932026663,0.13475258389622488,0.37595287712371617,0.39565133285963067,1.1038471591829595,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','chet-gulland'",8.098082225305138,6.237577697082558,0.11928730350493053,0.3863345850427745,0.35024323289639914,1.134329220875358,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','meg-robertson'",8.185790396010521,6.387498225648738,0.10362528403802455,0.36728558700828823,0.30425748109718315,1.078398853946074,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','john-decicco'",7.8930612705828835,6.202398840179155,0.15384940449849605,0.3907640298153359,0.45172211314603017,1.1473346540731486,hugh,0.34058417779684935
3,"'toby-daniels','john-hamilton','alli'",8.029520078708574,6.274747489899383,0.13112666071205195,0.3816380354880874,0.3850051448669057,1.1205395328602896,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','jordan-spak'",7.380024653858753,6.3773957310393605,0.23248471690470163,0.3685782020137618,0.6826057464224701,1.0821941418359435,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','meghan-keane'",7.745520542431381,6.356584206523068,0.1774095885252648,0.3712368741953957,0.5208979162592972,1.0900003535009486,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','chet-gulland'",7.8401949578998575,6.264371745642898,0.16239902199909265,0.38295076381250875,0.47682491608861505,1.124393876103458,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','meg-robertson'",7.350633789807517,6.3936755461161,0.2367502580611298,0.3664945438407913,0.6951299370176435,1.076076247028119,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','john-decicco'",7.802056094589591,6.224159328877555,0.16849008000404958,0.3880258910942578,0.4947090645665579,1.1392951181828133,hugh,0.34058417779684935
3,"'toby-daniels','christine-huang','alli'",7.757130552424386,6.30508379127763,0.175588145323606,0.37779223959684466,0.5155499191402259,1.109247769642984,hugh,0.3405841777968494
3,"'toby-daniels','jordan-spak','meghan-keane'",8.315683909311222,6.437044176186183,0.0790104187081727,0.3609268171879915,0.23198499477947152,1.0597286683213925,hugh,0.34058417779684935
3,"'toby-daniels','jordan-spak','chet-gulland'",8.395792364898696,6.3387758205830025,0.06259073782117633,0.37350747611245433,0.18377464926896947,1.0966671397613865,hugh,0.34058417779684935
3,"'toby-daniels','jordan-spak','meg-robertson'",7.910840643728442,6.50712133737033,0.15094456973637918,0.35187702199287785,0.4431931357258004,1.033157277795695,hugh,0.34058417779684935
3,"'toby-daniels','jordan-spak','john-decicco'",8.153977922972965,6.2951748351686,0.10938064832919617,0.3790496824822713,0.32115598862152434,1.1129397875563254,hugh,0.34058417779684935
3,"'toby-daniels','jordan-spak','alli'",8.29384445909076,6.377558138700006,0.08329692680981349,0.3685574324216581,0.24457074708707752,1.0821331595782295,hugh,0.34058417779684935
3,"'toby-daniels','meghan-keane','chet-gulland'",7.895296923739055,6.311337670287326,0.15348498140350744,0.37699799017322405,0.4506521189456361,1.106915748734795,hugh,0.34058417779684935
3,"'toby-daniels','meghan-keane','meg-robertson'",8.27687533739636,6.4466592445563125,0.08658123064036069,0.35968904475228547,0.2542138956672392,1.056094405438974,hugh,0.3405841777968493
3,"'toby-daniels','meghan-keane','john-decicco'",7.527247106794784,6.221972985263745,0.2107813167288018,0.388301259342138,0.6188817052286205,1.1401036356238217,hugh,0.34058417779684935
3,"'toby-daniels','meghan-keane','alli'",7.954326887626849,6.3672199639428655,0.14377269795510958,0.36987885458561187,0.42213557566043686,1.0860130290792196,hugh,0.34058417779684935
3,"'toby-daniels','chet-gulland','meg-robertson'",8.365085275673648,6.354668642383101,0.06903058482046939,0.3714813071075347,0.20268288816882313,1.0907180407221229,hugh,0.34058417779684935
3,"'toby-daniels','chet-gulland','john-decicco'",7.655356849367494,6.1582738170400075,0.19138667687054478,0.3962988712322606,0.5619364883846792,1.163585677396452,hugh,0.34058417779684935
3,"'toby-daniels','chet-gulland','alli'",7.874098034242605,6.284917004482297,0.15693096489253944,0.3803501038002693,0.46076998029587024,1.1167579958078364,hugh,0.34058417779684935
3,"'toby-daniels','meg-robertson','john-decicco'",8.116175056268553,6.304369256562905,0.11610751937035448,0.3778829549862157,0.34090696790856195,1.1095141219731417,hugh,0.34058417779684935
3,"'toby-daniels','meg-robertson','alli'",8.267269839326563,6.393704486176019,0.08842357478453983,0.3664908367196316,0.25962326070614605,1.0760653624321768,hugh,0.3405841777968494
3,"'toby-daniels','john-decicco','alli'",7.499674158369825,6.1834348585808705,0.21489100935521094,0.3931456325212363,0.6309483040148404,1.154327353268121,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','christine-huang'",7.499193075383322,6.271933208012191,0.2149625223826191,0.38199422718156817,0.6311582756813774,1.121585358581804,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','jordan-spak'",8.232550276222979,6.3542628158169485,0.09498952155640092,0.37153308599812346,0.2789017451452486,1.0908700703640273,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','meghan-keane'",7.983837494092307,6.314434343943257,0.1388483965749738,0.3766045270025451,0.40767717829156963,1.1057604890476769,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','chet-gulland'",8.094462429003654,6.239255893043757,0.11992054462792186,0.3861229039412797,0.35210251222959543,1.1337076972835571,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','meg-robertson'",8.181117681008935,6.369916215513367,0.10447640716415235,0.36953435380209887,0.3067564906860416,1.085001529409031,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','john-decicco'",7.821425809704999,6.191398650369616,0.16540433208164732,0.3921460201566423,0.4856489022819704,1.1513923597195064,hugh,0.34058417779684935
3,"'kristen-vang','john-hamilton','alli'",7.952711473837671,6.282354546734297,0.14404088068663093,0.38067475082061203,0.422922995479103,1.1177112022146718,hugh,0.34058417779684935
3,"'kristen-vang','christine-huang','jordan-spak'",7.475789970782201,6.361435479019321,0.2184336120591236,0.37061762334363824,0.6413498521044457,1.0881821514465746,hugh,0.34058417779684935
3,"'kristen-vang','christine-huang','meghan-keane'",7.719597645995261,6.345608293351331,0.1814581476137418,0.3726368029094023,0.5327850189270313,1.094110728571988,hugh,0.34058417779684935
3,"'kristen-vang','christine-huang','chet-gulland'",7.83584878742681,6.260545573948039,0.16309628765971948,0.38343451132317335,0.47887217989616265,1.1258142225029704,hugh,0.34058417779684935
3,"'kristen-vang','christine-huang','meg-robertson'",7.4459997682200925,6.377754660638122,0.2228303621721164,0.3685322996493046,0.6542592894759475,1.0820593664486835,hugh,0.34058417779684935
3,"'kristen-vang','christine-huang','john-decicco'",7.728435853038596,6.207474587757526,0.18008063601379498,0.39012585615190404,0.5287404634551431,1.1454608921516172,hugh,0.3405841777968493
3,"'kristen-vang','christine-huang','alli'",7.6806003798947575,6.307141019580845,0.18750247767024972,0.37753102365358077,0.5505319679943871,1.1084808052321484,hugh,0.34058417779684935
3,"'kristen-vang','jordan-spak','meghan-keane'",8.27227422235655,6.424417550717945,0.0874651972899463,0.36255040508521563,0.25680933816637036,1.0644957362096505,hugh,0.34058417779684935
3,"'kristen-vang','jordan-spak','chet-gulland'",8.372431774427454,6.333325465519919,0.06750817034768161,0.37420159708691014,0.19821287877896868,1.0987051703561896,hugh,0.34058417779684935
3,"'kristen-vang','jordan-spak','meg-robertson'",8.18908427969561,6.481179710949058,0.10302407729161155,0.3552349009390899,0.30249225891245907,1.0430164526050865,hugh,0.34058417779684935
3,"'kristen-vang','jordan-spak','john-decicco'",8.061756812187804,6.276848882857656,0.1255996542399259,0.3813720070793119,0.36877712597337153,1.1197584384169237,hugh,0.34058417779684935
3,"'kristen-vang','jordan-spak','alli'",8.195967145139518,6.378194924076703,0.10176445596743969,0.3684759934775032,0.2987938448160673,1.0818940441129086,hugh,0.34058417779684935
3,"'kristen-vang','meghan-keane','chet-gulland'",7.876943482708283,6.3061596339989,0.15646965191955722,0.37765564142555996,0.4594155046535596,1.108846699422493,hugh,0.34058417779684935
3,"'kristen-vang','meghan-keane','meg-robertson'",8.23475009358841,6.434091070544521,0.09457761970273723,0.36130673054895623,0.27769234705656415,1.0608441439827172,hugh,0.3405841777968493
3,"'kristen-vang','meghan-keane','john-decicco'",7.502299851239722,6.210724763255705,0.21450058521711043,0.3897170484954613,0.6298019673276047,1.1442605790334706,hugh,0.34058417779684935
3,"'kristen-vang','meghan-keane','alli'",7.936543129217559,6.361815167439754,0.14671744608445464,0.3705691444434712,0.430781743983328,1.088039811011148,hugh,0.34058417779684935
3,"'kristen-vang','chet-gulland','meg-robertson'",8.343195695176087,6.349303398807992,0.0735051377530711,0.3721656810378495,0.21582076486511134,1.0927274527116695,hugh,0.34058417779684935
3,"'kristen-vang','chet-gulland','john-decicco'",7.648077442717006,6.153496267883073,0.19250273525475675,0.39689675644471467,0.5652133827825091,1.165341147120036,hugh,0.34058417779684935
3,"'kristen-vang','chet-gulland','alli'",7.845741785040697,6.27957374902584,0.16150792779510426,0.38102696770538086,0.4742085461510782,1.1187453573743367,hugh,0.34058417779684935
3,"'kristen-vang','meg-robertson','john-decicco'",8.025572569800213,6.286078227321141,0.13179889122320043,0.380202957369678,0.3869789021785253,1.1163259545088449,hugh,0.34058417779684935
3,"'kristen-vang','meg-robertson','alli'",8.170712931830002,6.394452301489537,0.10636436444191834,0.36639504038157167,0.31229978189228225,1.0757840917675217,hugh,0.34058417779684935
3,"'kristen-vang','john-decicco','alli'",7.430173962410295,6.184688466568471,0.22515646493222025,0.39298833038522074,0.6610890335208728,1.153865493480526,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','jordan-spak'",7.556715682787045,6.2960212529172,0.20636473652524162,0.3789423204248272,0.6059140440996453,1.1126245584163854,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','meghan-keane'",7.540030640220475,6.264824531242506,0.20886853008866793,0.38289350562800384,0.6132655117445098,1.124225758533008,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','chet-gulland'",7.672072128661645,6.188535561122405,0.1888171558333553,0.39250548149003645,0.5543920362207208,1.1524477855344089,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','meg-robertson'",7.52692519054656,6.312059339370046,0.21082942337956354,0.3769063057414404,0.619022952690769,1.1066465511684938,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','john-decicco'",7.666912077838754,6.162221920762126,0.18961138994105933,0.3958045830737097,0.5567240121593616,1.1621343822665715,hugh,0.34058417779684935
3,"'john-hamilton','christine-huang','alli'",7.5671128779235906,6.2142306472148805,0.20480030911794345,0.3892759347586747,0.6013206792010818,1.1429654110088134,hugh,0.34058417779684935
3,"'john-hamilton','jordan-spak','meghan-keane'",8.03877178815451,6.327786536319791,0.1295473239378893,0.37490661131012887,0.38036800410370597,1.100775184963971,hugh,0.34058417779684935
3,"'john-hamilton','jordan-spak','chet-gulland'",8.154193212853224,6.245951248536968,0.10934199978212555,0.3852780351556794,0.3210425113974189,1.1312270512621667,hugh,0.34058417779684935
3,"'john-hamilton','jordan-spak','meg-robertson'",8.330053310947173,6.405114416304361,0.07615052385350501,0.36502841049808454,0.22358796684597326,1.0717714864482508,hugh,0.34058417779684935
3,"'john-hamilton','jordan-spak','john-decicco'",7.974283283378889,6.2232933841387785,0.14044794914368672,0.3881349630876773,0.41237367528993285,1.139615367919971,hugh,0.34058417779684935
3,"'john-hamilton','jordan-spak','alli'",8.048634993212424,6.276326650427474,0.12785756644168011,0.3814381248473641,0.3754066535584757,1.119952568891451,hugh,0.34058417779684935
3,"'john-hamilton','meghan-keane','chet-gulland'",7.680613421288716,6.219721711206667,0.18750046533505688,0.38858474492948,0.550526059513242,1.1409359866425206,hugh,0.34058417779684935
3,"'john-hamilton','meghan-keane','meg-robertson'",8.003755198866978,6.337199552087748,0.13549698325885878,0.37370825806035285,0.39783698742364837,1.0972566620028406,hugh,0.34058417779684935
3,"'john-hamilton','meghan-keane','john-decicco'",7.341572130305881,6.139325299069493,0.23806114314011728,0.39866859590552706,0.6989788682494678,1.1705435011233074,hugh,0.34058417779684935
3,"'john-hamilton','meghan-keane','alli'",7.738619126118559,6.261135247575394,0.17848988765929003,0.3833599699431682,0.524069816789185,1.1255953591943828,hugh,0.34058417779684935
3,"'john-hamilton','chet-gulland','meg-robertson'",8.127151887703203,6.261529046231247,0.1141661150846417,0.38331018697564767,0.33520674924816724,1.1254491898454644,hugh,0.34058417779684935
3,"'john-hamilton','chet-gulland','john-decicco'",7.508042723297746,6.095646153810451,0.21364597829301146,0.404115156410834,0.6272927288490964,1.1865353200637507,hugh,0.34058417779684935
3,"'john-hamilton','chet-gulland','alli'",7.6795107565032525,6.193877445065731,0.18767058968783,0.3918347277378598,0.5510255670178876,1.1504783641816159,hugh,0.3405841777968494
3,"'john-hamilton','meg-robertson','john-decicco'",7.93956257834223,6.232417795399624,0.14621863812057365,0.38698521964805327,0.4293171781097527,1.1362395697632233,hugh,0.34058417779684935
3,"'john-hamilton','meg-robertson','alli'",8.02479708853463,6.292094725705865,0.13193083569990402,0.37944029680123886,0.38736630853884746,1.114086682639633,hugh,0.34058417779684935
3,"'john-hamilton','john-decicco','alli'",7.3411484568349925,6.107716820386385,0.23812238453154153,0.40261222561484244,0.6991586810400102,1.182122517314916,hugh,0.34058417779684935
3,"'christine-huang','jordan-spak','meghan-keane'",7.770345862423124,6.364289705890479,0.17350850863566553,0.3702531480493316,0.509443831942068,1.0871120039821085,hugh,0.34058417779684935
3,"'christine-huang','jordan-spak','chet-gulland'",7.888140130014553,6.272168587959966,0.1546507329032048,0.3819644399028756,0.4540749188749761,1.1214978992086608,hugh,0.34058417779684935
3,"'christine-huang','jordan-spak','meg-robertson'",7.410184713016527,6.410295979568734,0.22808517036636583,0.36436371869616796,0.66968809837788,1.069819863779763,hugh,0.34058417779684935
3,"'christine-huang','jordan-spak','john-decicco'",7.877884987930633,6.244715622089484,0.15631692911172812,0.3854339967928529,0.4589670903766046,1.1316849751686218,hugh,0.34058417779684935
3,"'christine-huang','jordan-spak','alli'",7.771507348500979,6.306051132796123,0.1733254035207114,0.3776694183233777,0.5089062112101286,1.108887150208865,hugh,0.34058417779684935
3,"'christine-huang','meghan-keane','chet-gulland'",7.50818109829658,6.250223563021841,0.21362537495440695,0.38473863641357986,0.6272322347335512,1.129643305518049,hugh,0.34058417779684935
3,"'christine-huang','meghan-keane','meg-robertson'",7.738654073707306,6.374166885339941,0.17848442174098597,0.36899105375312924,0.524053768133198,1.0834063289141516,hugh,0.3405841777968493
3,"'christine-huang','meghan-keane','john-decicco'",7.314067884006819,6.169825946591552,0.24202797070245,0.39485206632964426,0.7106259963926279,1.159337667662191,hugh,0.34058417779684935
3,"'christine-huang','meghan-keane','alli'",7.556456268656057,6.3071611423311875,0.20640372809908444,0.37752846831074455,0.6060285284955296,1.1084733024090496,hugh,0.34058417779684935
3,"'christine-huang','chet-gulland','meg-robertson'",7.86453593705677,6.288303133592621,0.15847845921843057,0.37992097744960995,0.46531362743738297,1.1154980243275543,hugh,0.34058417779684935
3,"'christine-huang','chet-gulland','john-decicco'",7.4933465805957,6.111756403298544,0.21583108597566525,0.402108876086143,0.6337084927779691,1.180644616808922,hugh,0.3405841777968493
3,"'christine-huang','chet-gulland','alli'",7.493169981738734,6.224519679867452,0.2158573068836535,0.38798049960208386,0.6337854808170432,1.1391618427838575,hugh,0.34058417779684935
3,"'christine-huang','meg-robertson','john-decicco'",7.845346804866122,6.25424292408805,0.16157142600289617,0.3842309696580537,0.47439498525169255,1.1281527290655253,hugh,0.34058417779684935
3,"'christine-huang','meg-robertson','alli'",7.750329929869617,6.322354513833903,0.17665569146633983,0.37559764011390784,0.5186843752081487,1.1028041365384367,hugh,0.34058417779684935
3,"'christine-huang','john-decicco','alli'",7.316608435585818,6.1382187285787575,0.24166230694269553,0.3988068543884584,0.7095523594370892,1.1709494462374515,hugh,0.34058417779684935
3,"'jordan-spak','meghan-keane','chet-gulland'",7.915818456184524,6.318480374857268,0.1501285014382791,0.3760902563028687,0.44079705172865463,1.104250522545407,hugh,0.34058417779684935
3,"'jordan-spak','meghan-keane','meg-robertson'",8.314056780540573,6.455527005267531,0.07933222059935155,0.35854637848231247,0.2329298475123862,1.0527393867843655,hugh,0.34058417779684935
3,"'jordan-spak','meghan-keane','john-decicco'",7.5453211466724435,6.228762099068192,0.20807551744484037,0.3874459860517197,0.6109371221846737,1.1375924406060411,hugh,0.34058417779684935
3,"'jordan-spak','meghan-keane','alli'",7.963008481093443,6.367524034770247,0.14232901456335537,0.3698400080708379,0.4178967310931612,1.0858989705958653,hugh,0.34058417779684935
3,"'jordan-spak','chet-gulland','meg-robertson'",8.430843363126195,6.363704742205092,0.054960896924801196,0.37032785452028805,0.1613724315683981,1.0873313520194707,hugh,0.34058417779684935
