userid_x,ego_info,LZ_entropy,Pi,CCE_alters_tr,CCE_ego_alters_tr,Pi_alters_tr,Pi_ego_alters_tr
adam-kovacs,110,3.584120246853554,0.7025732947242148,7.1649718105822435,3.478281611657014,0.3107354203984593,0.7127759817396446
adam-kresch,134,4.808631410387511,0.5429266991374447,7.021884491535975,4.821009325933984,0.2570165677181699,0.5414854691986326
adam-laikin,230,5.004706724597633,0.5558169650600174,8.275465755835276,4.980853571091258,0.1523098889027457,0.5583634547675806
adam-lau,96,5.301587806042841,0.39655380262798406,8.287884466049956,6.418071302675703,-0.158384785335642,0.20915278511738958
adam-leigh,95,2.916093429602253,0.7576990897199021,5.793449074439738,2.991213805445439,0.45062436323499366,0.7504443088069068
adam-libunao,353,4.3191274733294325,0.6645113550533857,4.679894670142432,3.892226103103366,0.6317506281339922,0.7024852292400495
adam-london,234,5.970990747616894,0.4151488500143246,6.116177535706489,5.347585136680629,0.39697001450514846,0.49060343968474485
adam-loving,207,5.705902470273019,0.45053777004756257,5.537353824385011,5.243084799072904,0.47072387617239486,0.5053102450712629
adam-ludwin,96,5.514928755790243,0.3449332383430533,5.980984514845407,5.693976393556505,0.26467678621816043,0.3149803788167461
adam-mack,148,4.961330590994091,0.5217259383850251,6.570858507979279,5.2577628393788345,0.3154888236496656,0.4860448876682778
adam-maldonado,307,3.893939316800662,0.7110826866592307,5.555732555202933,3.5428847314685132,0.5639848970086613,0.7406300378310776
adam-matejka,56,3.7004415632065233,0.6537761030659844,6.437015107456511,3.914957340886744,0.306511258340217,0.6295111687592697
adam-mc,210,4.570569507239462,0.6213482908473094,6.090007221301452,4.531051178954276,0.4662817576758205,0.6251964628669407
adam-mccargo,88,5.0934877978531,0.4334512274080352,6.803504863420807,6.005572267184477,0.1430023483695934,0.29153945117484437
adam-mccue,322,6.25813359865195,0.413924619315448,5.958392033136972,5.474417818138177,0.44873992846402666,0.5033041269878283
adam-miskiewicz,107,5.123124737847638,0.44613574228816893,7.10875416480657,5.952221371192546,0.11669160985818455,0.32384882359049383
adam-morris,158,4.2117660730791755,0.6324054895263013,5.195718550181955,3.9419095643476085,0.5270851894192006,0.6600940538861528
adam-morris13,70,5.545949621049819,0.2542371544599845,7.184826040297627,6.309628853467269,-0.12290521842557475,0.04982079553084366
adam-oconnor,264,5.622414086120628,0.49507636521748893,5.7877234572163765,5.076519360369807,0.47685806306231276,0.5537992289512645
adam-okrasinski,454,4.7351065531781416,0.6371736246976853,5.750155575926786,4.055837516758633,0.5447147360505957,0.6965056477390082
adam-ostrow,284,4.785899321634876,0.5992197279372825,4.999530104566536,4.212995793326105,0.5779297743463446,0.6550118104392343
adam-p,174,3.810434655896048,0.6784818056076888,8.957482769403628,3.776798971526967,0.02983294820128047,0.6818048851799999
adam-petrick,226,5.152749588886256,0.5362498388758988,6.831335261452348,5.036035714661609,0.34112300709292076,0.5489233676334782
adam-randolph,125,2.987488184110056,0.7637822925554494,8.76736662777915,2.980796326224082,0.11268882270282057,0.7643904322875111
adam-roberts,134,4.469396366489303,0.5885701012643133,5.971079217926016,4.580868157884346,0.41166257048914506,0.5761394391707442
adam-rodnitzky,642,6.892076998033577,0.41153574788402403,6.40263727438676,5.741378212094495,0.4620755323268675,0.5280518038444301
adam-root,137,4.943032071997347,0.5233748332918755,8.857406936252172,5.396670025092736,-0.08325231166136257,0.4684042691475442
adam-rosenberg,552,5.786396161915045,0.5368621834180185,6.62545352852592,5.226696064831769,0.45556838580763204,0.589126657618729
adam-rozenhart,404,4.252986622679775,0.6925431387654332,7.750194408067231,4.0081029753274695,0.37892639674507267,0.7126520257477569
adam-rubins,70,3.9227437838651253,0.6137894868609098,6.80444504640343,4.584156926623383,0.20872189639158603,0.5320335810248711
adam-schofield,234,4.461959076790918,0.6202133803836286,7.800285176902736,4.386135486331161,0.24090238633682737,0.6278282020898024
adam-schumacher,283,3.5064925752941876,0.7077771698858005,9.344942938188774,3.4927673657099114,-0.04735789572246833,0.7091100137762791
adam-schwabe,283,5.236699961372953,0.55791888989199,5.027927549961862,4.448240079418299,0.5787909431110007,0.6354339351051413
adam-seifer,335,5.2703384386917,0.5689231426575159,6.210797341415086,4.846991751859925,0.4755008524427634,0.6094018345473278
adam-sheppard,81,4.961455520074452,0.4331387320116108,7.268997004039167,5.632542685589992,-0.03637234099963995,0.3266389744158479
adam-silver3,255,6.345668851346594,0.3732231207378929,5.946173059328075,5.699655203547237,0.4231156924613916,0.4530174227987472
adam-simmons,347,5.597218325581876,0.5081151662315901,7.729072564923824,5.461662991927244,0.2617967316884606,0.5224827037093698
adam-simon,285,6.175300537886729,0.416696874815135,5.24152285855395,5.126212710027115,0.5236124045547198,0.5363117434631083
adam-steinberg,190,4.239030318570024,0.6398472646607967,8.072143670030687,4.4438091279417264,0.1960209299999093,0.6191985810627864
adam-tatz,240,5.25945961422847,0.5280817983949726,7.164527286573352,5.27515169553272,0.30488569725809656,0.526373900188178
adam-thurlow,67,3.694582703222258,0.6423727923893059,8.232695736882256,3.9334189229592047,-0.07813531385034107,0.6141338562185229
adam-tompkins,62,4.909804862770343,0.3908901067585447,7.078422699423033,6.269806593860219,-0.08757477952409781,0.10811699138330881
adam-tow,403,5.745172970544148,0.5364802253608956,5.499418183446789,4.932377986620003,0.5598312588968912,0.6125862739600957
adam-uhrynowski,237,6.12243758804988,0.3976472760805827,5.867570824824782,5.559967819165225,0.4293076118681685,0.46657950730999953
adam-weinroth,73,1.753175413813397,0.8657051799120998,4.371391768750006,1.8902970067690161,0.6133814846378235,0.8537115092689735
adam-wiese,62,5.160646032329004,0.32099375929902074,5.5619182342312214,5.423693451469143,0.23910436167470012,0.2684512286776779
adam-wolf,287,5.60717479391721,0.505640698309216,8.480984010515785,5.625816254761983,0.1573746062477814,0.503646206024572
adam-wolffbrandt,196,5.448967934342023,0.48142882115625363,5.578212172668351,4.863644389088601,0.46609670299402856,0.548947896855235
adam1,140,4.617657038276239,0.5706442969090304,6.947102613406999,4.6627838037651985,0.2798786660688528,0.5655480260886061
adam29,49,4.099092533451021,0.5359566331510207,8.9534303697209,4.940029316220082,-0.313182871863366,0.4069941130755347
adam95,256,6.63342294951838,0.3189382932388288,5.886363050295325,5.586925312977744,0.41685021796866234,0.4540983600547492
adamayt,13,2.975440834785612,0.5417603953564775,5.426960398835107,4.083870978739511,-0.12627863953181398,0.23842979675982653
adar-ziv,12,3.255742163007099,0.39988249202095333,7.145673580740353,4.672786766269417,-0.4101884428278717,-0.06347721306370906
adarsh-pallian,102,5.0118465081474675,0.44971588251280753,5.511897561483623,5.1254618732121635,0.37612619388373836,0.43340344961873933
addie-evans,141,4.840999811734906,0.5359628081509479,7.015210473965551,4.738265347617469,0.2515089407718431,0.5480091398948107
addison-lee,650,6.956485521189796,0.4029520391378032,7.231986877131043,5.990960368348238,0.3735375348441956,0.5020166694894079
ade-bagus,337,5.527603668324508,0.5246972715008538,8.480508457444579,5.338697030318706,0.18186394373339654,0.5441154860753092
ade-olonoh,27,3.0321669825335587,0.6566939849223073,7.072138869316642,4.59750131282625,-0.13639916694353488,0.4091567053410796
adelino-montalverne,51,4.658321575239601,0.4026076445742992,6.392175002317143,4.8405479177494435,-0.024609705256861538,0.36947725499988104
aden-davies,125,5.055148671112597,0.4930891900381598,7.02529020541603,5.637364812713932,0.21591951916897473,0.4178864559783036
adi-de-souza,113,4.7247535733727055,0.5157630529935079,9.072985309679055,4.836151146316267,-0.1896923148394247,0.5013760819646259
adi-raval,164,5.180251994993547,0.50511586060199,8.28901418431322,5.299240013906798,0.05517204582002337,0.4910109132980165
adi-rosenthal,89,4.491350979841205,0.5488960385011428,7.640681612317543,4.591433910181738,0.05361132660735252,0.5363881391885158
adi-sheleg,99,4.947594266390277,0.4799102452709981,5.737480452700453,4.638119173848725,0.3694781740386703,0.5206622361304929
adiel-cloud,335,5.796987192733128,0.4898138401507753,7.919943543627,5.5105088284492325,0.2427591363680267,0.5201872542459133
adisorn,54,4.669170987073181,0.42165798237635416,7.023662662671362,5.995284943488844,-0.09404859081555819,0.15850496892442545
adithep-buttarat,86,3.4010739980432003,0.6942652380283071,6.185516402726131,3.811307503497472,0.36235715795036794,0.6499417842450756
aditi-nagaraj,12,3.0023460010384646,0.510053610390839,6.595549240944075,5.81119969545053,-0.31622901987669183,-0.20649931174603325
aditya-anupkumar,294,4.551230989633321,0.6393511576035258,7.563673065573158,4.405759651806936,0.3360076231314145,0.6527311235841289
aditya-bharadwaj,175,5.087531883072632,0.5136230060933726,7.252751314703108,5.079255043679653,0.22958243324115554,0.5145982902641089
aditya-mishra,156,4.374092916987539,0.6113660039905178,6.628593445943389,4.362432809863452,0.35115228791525216,0.612602210741687
aditya-vempaty,282,4.774662225347675,0.6070873390826831,6.729808634911949,4.504083153861147,0.4061574235605254,0.6331075962976853
adland-suit,166,4.439506597494502,0.5981742146189737,5.443270529068099,4.234930499070431,0.4850232733115869,0.6202428180381652
