userid_x,ego_info,LZ_entropy,Pi,CCE_alters,CCE_ego_alters,Pi_alters,Pi_ego_alters
53,4.459431618637297,2.7594463176385835,0.7123986942038228,4.265458992313457,3.0408084431812283,0.5040962787715701,0.6761827992759378
547,7.076815597050831,3.7857606652156455,0.6887853394466588,4.606132358807153,3.6099300301477673,0.6081645677608198,0.7055420817661829
57,3.584962500721156,2.6862324927699497,0.6746651054208225,5.090445916899985,3.835893141722284,0.19971877351569114,0.4803473995183908
5roo,4.700439718141092,2.8310526527928768,0.7128059914350967,3.132811219774648,2.84862227660815,0.6752163327667128,0.7106500475514131
6,5.169925001442312,4.006049310430796,0.495126177440533,6.499227038975771,4.869760448579875,-0.07527373360081394,0.3369579420157613
6-rokutan,5.954196310386875,2.319842745998837,0.8067552089898913,3.283700608696124,2.3403485660134717,0.7103713452864718,0.8047820622085777
60,6.266786540694901,4.222138091501568,0.5698497539061204,4.929684254586337,4.26044480488237,0.4774885908506842,0.5650100370909991
625,6.965784284662087,4.281654185761466,0.6277067760864311,5.411744563318403,4.082724555286293,0.5066407987676046,0.6480897978367034
6260,4.584962500721156,1.9471503688360343,0.8217369319242559,2.4009917488079027,1.9359296455324844,0.771886740709713,0.822938309822274
626024,5.285402218862249,2.2436619496477404,0.8162238986988672,3.730608378482376,2.2360535901315983,0.6676028295722695,0.8169404523867543
72,5.129283016944966,3.7369072275922623,0.5717843519197296,5.021088492778613,4.488076718850375,0.36612682959374976,0.4563593155457129
735,6.554588851677638,4.083584916417899,0.6323921697480694,4.4359495016340516,3.7432555345882434,0.5940615323614723,0.6685057312971341
750,2.807354922057604,2.5369165203340183,0.5362026306193571,8.903149750403172,5.473850457358142,-0.6445746834336588,-0.21065137756776148
750277,6.426264754702098,3.53785686311397,0.7050455220137816,5.735328385070635,3.4542375242196233,0.4752834361720283,0.7131533511104311
752,4.247927513443585,3.2636554075945576,0.5498305773584683,4.756480534775095,3.954354571457505,0.20031612373220134,0.40963224958022704
754,5.044394119358453,3.9746848030482034,0.4829572177771746,5.120569479333128,4.601592683527789,0.2516460399619997,0.3649024017461744
81,3.4594316186372973,2.241424818258586,0.7354538717686997,3.942055766987142,2.673050636785237,0.4455731027052808,0.6697023338749926
826,7.118941072723508,2.7271105669739217,0.8031594660948166,2.586217920497052,2.1042654503998404,0.8146133341740668,0.8530183383975057
87,5.584962500721156,3.6194991915366583,0.6328981914481625,3.983697132285856,3.5609943312468024,0.5869217755796986,0.6401349074786208
88,4.700439718141092,4.3243243243243255,0.3066331154725252,8.841932635748131,7.578558706942023,-0.5294869264332024,-0.3615547899345363
890,6.022367813028454,3.0706371245081625,0.7196821947344412,5.974586854024715,3.1764134654141682,0.36348096919019296,0.7082103002786501
8con,4.523561956057013,2.7966679639695933,0.6807904262623545,7.375316759760553,3.887988514719812,-0.20715175645366904,0.5129655130836293
9,5.169925001442312,3.7712413313173485,0.5563252747288641,5.531540143735971,4.709898866804855,0.2456759749045225,0.4037104834197841
916,3.9068905956085187,2.3958607787505697,0.7354963531127701,5.984533910842608,3.550565925943664,0.0051731147995536615,0.5660666238495246
__nicolasr__-r,6.768184324776926,3.2042522159600404,0.7436141938678266,7.9391039827433225,3.144888317812752,0.22943904612182225,0.7490846867520453
a-michael-d,7.787902559391432,3.921089698155485,0.6835973027433785,6.1840143041356805,3.959990359449857,0.4564199619775688,0.6799433265978061
a-t,5.754887502163468,1.9299975208928797,0.8269637340233225,2.1514149831069336,2.0105235425600787,0.8035469926876497,0.81851183092912
a_evrard,4.807354922057604,2.6546247988886567,0.7317357494840767,7.104343453416071,2.6599498280968747,-0.04782489025703689,0.7310874207580246
aalia-walker,6.149747119504682,3.8774615816696967,0.6083706522592464,7.014815405878192,4.624849384018196,0.1322838766317906,0.5123775699115182
aarlo-stone-fish,5.087462841250339,4.188721875540868,0.42282377034452057,7.645342005423702,6.168378291836349,-0.2950404299920942,-0.08143366358942719
aaron-azza-sylvester,7.357552004618084,5.197549137313847,0.500849555965636,5.963619831857855,4.8109582881744,0.40675174710037854,0.5460911804561612
aaron-bailey2,7.467605550082998,5.215544376497117,0.508934984806041,6.323071521308465,5.070311997533036,0.3746130966597471,0.5256575308695924
aaron-balazs,6.022367813028454,3.968386976124167,0.587896469728557,3.7243356547018993,3.292464934563967,0.6189339406503697,0.6720998732425435
aaron-berlin,8.523561956057012,5.516518366195063,0.5369895007054497,7.386143408918293,5.00625865521526,0.3379994484279817,0.5873891292645536
aaron-booth,5.954196310386875,3.3209916701147795,0.6951241467118806,4.403379677477802,3.505750024696511,0.5718013980659669,0.6748294776216445
aaron-c,7.936637939002571,4.872384127875164,0.597522834679525,6.892078736095448,4.568888370689313,0.38818783870312057,0.626849468150494
aaron-chronister,7.257387842692652,3.8709875551038126,0.6711122288403281,8.022289732867657,3.762778417920394,0.18451743249747646,0.681873044657966
aaron-cohen7,8.312882955284355,5.5804461390774325,0.5223447710916695,5.4039877246302375,4.943889315875802,0.540399081390058,0.5865884878091824
aaron-crocco,6.870364719583405,3.310706086060541,0.7240817886049529,8.688072580720204,3.4172635167142924,0.06461439741247141,0.7137098329425234
aaron-cruz,9.262094845370179,6.495186184403418,0.4622451235365146,7.5334272099738655,5.760596700836391,0.3551135081796352,0.5341509393138575
aaron-friedman9,9.231221180711186,4.700492114072027,0.6566886757544584,4.776481311239757,3.967747514886797,0.6503051809043918,0.7171262449811641
aaron-gaul,6.727920454563199,4.748586083466333,0.5216429909317439,5.9276344807989965,4.838773958563191,0.36457598869420027,0.5102718941255331
aaron-goodwin,7.483815777264256,3.9465832475732583,0.6974217813419761,9.648014526652586,3.9434967116815467,0.08968608161748269,0.6976943016566869
aaron-gotwalt,7.721099188707185,5.915678328979102,0.41470153353195705,5.123522828867495,4.929973841878757,0.5110778050712214,0.53367843477859
aaron-grabein,7.857980995127572,4.369692259463114,0.629025757732895,6.410591728669036,4.132938513346265,0.4102712326086572,0.6525842476402719
aaron-hape,7.247927513443585,4.502621678524215,0.5904814152984691,5.181113751944195,4.178651878300491,0.5143771675010098,0.6255258426912533
aaron-kaczander,7.6293566200796095,5.412550971688443,0.4954035703068527,5.730906069073758,5.110179267072961,0.4584349022597043,0.5296965697138548
aaron-landry,9.499845887083206,6.478684346762548,0.4966697524527036,5.131726100756133,4.838329787721675,0.6167698602969864,0.6419562532490906
aaron-laramore,7.864186144654281,4.914982454697292,0.5748022643904259,8.925254220864895,5.078593743886599,0.07698413930669687,0.5578134073489166
aaron-lassila,6.584962500721156,4.7651362450153405,0.4968924649115347,5.567513680012107,5.121344134566452,0.3844901919291431,0.4482653268054401
aaron-magness,7.022367813028454,5.929914302671612,0.3144763017283589,7.874828285723016,6.675747892654427,-0.07891747674795646,0.18444665064900767
aaron-mccullough,8.64745842645492,4.984186009354302,0.6069636838390662,5.602375322100699,4.323568153530685,0.5490591613636776,0.6668380588440018
aaron-michie,7.554588851677638,4.420794493629907,0.6165847586198374,6.288685528257735,4.384110818459273,0.41148713148539656,0.6203580000808343
aaron-myers,7.994353436858858,4.954145597073537,0.6001313075281993,7.314079041758442,4.815779031162502,0.36043053448248974,0.6132012334283721
aaron-nakama,8.383704292474052,5.545722000938229,0.5187156909442743,5.943880098248743,5.124390928038645,0.4765079393946562,0.5622356875957288
aaron-palmer,8.243173983472952,5.004180852718432,0.5837656054725637,6.152254698443643,4.4623958980155285,0.4668012706145449,0.6362894270584568
aaron-prather,8.271463027904375,5.3801959875389365,0.5399608631777107,7.230469445787962,5.123967549909613,0.3382565931062884,0.5660046889184829
aaron-quintas,4.523561956057013,2.981440269153332,0.6648148739658166,8.09699510034636,3.0041924488320806,-0.2756970553919905,0.6616226717224162
aaron-ragan-fore,7.554588851677638,4.419177799707955,0.6183596467730044,5.072387829861488,4.002174027608927,0.5500135490352386,0.6605102419008192
aaron-renzelmann,8.108524456778168,4.281158002247111,0.6823211397904121,5.025015119605014,3.7869664954442968,0.6178203049164847,0.7239114646039083
aaron-robb,3.700439718141092,2.9807666505284978,0.5703774153066842,8.733729022290683,4.695452976636906,-0.5497545352622277,0.05547385063389843
aaron-rutledge,7.9886846867721655,5.69616564717885,0.4798459630225715,3.943031636298546,3.8839013878139834,0.6652190839183082,0.6711083096563274
aaron-strout,8.499845887083206,5.551376351664334,0.5318319027754348,5.652472352439437,4.7259381903804565,0.5216018438070537,0.6131542785513662
aaron-tait,6.409390936137702,5.160249739651541,0.3995413520264005,5.454793895858084,5.29058063893724,0.3523812761581759,0.3789429956349887
aaron-thornburgh,6.339850002884624,3.5873649451193113,0.6678356243509497,7.316317639460546,3.7442419545024515,0.1723752998109164,0.6503859464045088
aaron-uhrmacher,7.129283016944966,5.400080567218961,0.4358186593257894,6.141524392631018,5.5768961560072015,0.3318989721161937,0.4118505182869806
aaron-wagner,7.614709844115208,5.161226124589148,0.5178789560820987,9.393254940771048,5.273295242873205,-0.10462610772057944,0.5049959874290133
aaron-wallis,7.774787059601174,4.4728136630681545,0.6216304733883774,5.721213329414902,4.3019908213766325,0.4919028092862417,0.6386092328510536
aaron-yonka,6.930737337562887,3.245853099663331,0.7366016137871699,7.491616829400224,3.2036466144624707,0.27519169060885185,0.7405597178478067
aaron-zimroth,7.876516946564999,4.365451492997988,0.6393072831593088,5.637116293642843,4.229871408563512,0.5112186276459447,0.6524007845306826
aaron31,1.584962500721156,1.5849625007211563,0.3333342727179638,9.144450787283963,9.144450787283963,-0.10316666343444587,-0.10316666343444587
aaron45,6.832890014164741,4.844452915625769,0.5071593196749057,6.75933601822683,4.879253891416106,0.2341761023936266,0.5027144046428753
aaronpk,7.826548487290915,5.720125823356023,0.4632333242372385,4.704612529574457,4.531032826398348,0.5771072944508194,0.5957621167542934
abbey-dethlefs,7.294620748891627,4.476496915225691,0.6000430285665654,5.251322681057377,4.1515424628048345,0.5148859727809411,0.6344134137900849
abbie-cataldo,7.20945336562895,5.318774968843791,0.4714161458980721,5.677048292023223,4.9689700731864495,0.4259354978014329,0.5144212446947217
abbott,8.280770770130603,5.2072088187951735,0.5701254669458404,4.7322930156212895,4.3804044615642885,0.6159499022814832,0.6491341438249699
abby-covert,6.523561956057013,5.751344945917285,0.2809913879909948,7.0191515005446705,5.822071451200946,-0.027840179974226532,0.2679052621330532
abby-phoenix,7.839203788096944,6.067736689462326,0.4059205032800496,6.069800709275793,5.603283425221568,0.4056632538638166,0.46261852631156103
abby-whitmer,7.159871336778389,5.37773330639999,0.4411766831562224,5.925962369359884,5.397414501970498,0.3659430114468881,0.4385535853113409
abby4,8.027905996569885,4.987428597389521,0.5795562012814249,10.667835908992034,5.191121888504206,-0.14247262221880894,0.5590433640098941
abby9,7.022367813028454,6.453364845676497,0.20392188361224106,5.898337477509009,5.809158622690832,0.30264880311162456,0.3174241955094215
abeer-mk,8.79766152585376,5.1680883213955715,0.609192033037698,6.079014031950884,4.674818537764948,0.5275084792959015,0.6519880682063464
abel-harding,7.531381460516312,4.592512678148283,0.6076850388934937,6.662311033049281,4.500894814554898,0.3831005914297454,0.6169369767443446
abel-palos,5.857980995127572,3.5638010146126198,0.657591482243078,5.840366192184062,3.7742046690846687,0.3644446950367393,0.633023263743385
abhishek-amit,5.727920454563199,2.5403967613507272,0.7739350326607195,7.041063339211163,2.972295654866252,0.18998472337768224,0.7280914251051991
abhishek-mahanti,6.409390936137702,5.7274622325644176,0.26097736817500283,4.318409538888152,4.273696243333857,0.499437027821666,0.5061653622981663
abhishek-tiwari,7.483815777264256,5.511984085513497,0.458385129188215,7.232378875056257,5.663796482348553,0.22503015789136435,0.4395128015305973
abi-jones,8.184875342908283,5.110479478083233,0.5653680933771501,5.405201373065138,4.630664888051887,0.5352241519258978,0.6133140075628545
abi-m,6.614709844115208,4.869187165451402,0.4692082338830053,6.5068199770061215,5.348115687053432,0.20951926895993947,0.3999414793507124
abi-signorelli,6.20945336562895,4.829640219991432,0.437895554269016,8.04982755787352,4.870137564599038,-0.17467673673710374,0.4316210115782766
abid-din,4.0,3.251310155915978,0.4951423329549066,3.9067080094725983,3.701002625612341,0.32884610157336924,0.3858041858486741
abra-cranford,7.266786540694901,5.829491675136343,0.375071454447788,7.174632043238928,5.9704961204392575,0.162293632474433,0.3549335223510937
abraham-kalili,6.149747119504682,4.9729971232514165,0.4094764261414502,8.47747834744807,5.905830592463026,-0.2404541533976711,0.24643789203448885
absco,6.754887502163468,4.273078566419783,0.5899274489700956,6.977070535726068,4.269080414893327,0.2285545465715025,0.5903942517475965
abu-marlo,9.409390936137703,7.583187694064424,0.3213535901444965,3.6208852193691423,3.4392091126899937,0.7190661777008971,0.7352102230249425
acapawn7,6.78135971352466,4.376510403463102,0.5887907233293066,11.513842435650293,4.658731780945973,-0.3982380436985173,0.5563088664452456
ace-bhattacharjya,8.303780748177102,6.0148272610885885,0.4503720719809408,5.914047036574576,5.442698641881867,0.4617177868618118,0.513708518713495
ace-pisal,8.233619676759702,6.0232360002673575,0.4473139465474108,7.405307191000008,5.740505252434428,0.28058258521463403,0.4791152107016268
achi-raz,6.339850002884624,4.508770489255224,0.5346125413222366,5.049977330392314,4.312870611678783,0.4628297007676889,0.5596643547731682
actiondatsun,6.108524456778169,2.2797176113179445,0.8170299320038862,4.454845919475702,2.025589291664811,0.5998975817074778,0.8401709569816408
adaline-lau,7.434628227636725,6.071481924285128,0.3551653327871526,8.143455554025344,6.246054792397271,-0.02699351663182634,0.3302987160749032
adam-b1,6.20945336562895,3.287302915247312,0.7041455774098329,4.683162824621016,3.363790154064301,0.5472718142389311,0.6959848703440407
adam-balogh,7.0,4.358954838086157,0.5862245515370333,4.135768245641633,3.7813736732169287,0.6117348237858801,0.6513419845356176
adam-bermingham,8.159871336778389,5.35275904751082,0.5234377918655106,6.503754170564608,5.093511738068019,0.39406985340307615,0.5511568257578613
adam-bezdicek,8.149747119504681,5.641636968579639,0.5053425403865179,5.012261713379426,4.726511588116339,0.5708726905189497,0.5997914056626918
adam-boender,7.672425341971495,4.640684505676241,0.5832738687303494,6.967543656722758,4.408115086855493,0.3082986363389197,0.6081634968573946
adam-brain,7.845490050944375,4.336619848872077,0.6513669482355882,6.7302526311177004,4.091157749854527,0.4107081135700855,0.6742253795906259
adam-brodowski,8.194756854422248,4.819321837236983,0.6113638186874073,4.295346645859047,3.922970824507241,0.6602198962968494,0.6941044133229046
adam-click,8.214319120800766,5.890070894629563,0.4630061727413574,5.192657943115878,4.9828704050786765,0.5394693537022175,0.5617707756470772
adam-cohen,8.519636252843213,5.057677004754796,0.5987670795111304,5.774863236527085,4.483092676166342,0.5308540018740114,0.6513760170205023
adam-cook,8.252665432450248,4.809523554894996,0.6012888468566832,4.71406941951138,4.131074868227886,0.6106012943736899,0.6663850172953941
adam-cooper,4.392317422778761,2.582041101704236,0.7201312510136033,3.5475976776112628,2.531319953272914,0.5837949964346281,0.7268425510063806
adam-cutler,6.189824558880018,4.525310549785005,0.4895495092422276,8.340895704097193,6.535022892623376,-0.20328320719867773,0.13745869673834468
adam-d,8.08214904135387,4.903279947383338,0.5998357549551314,5.378022720976778,4.338021037001109,0.5536239676309,0.6532934471970169
adam-d2,5.832890014164741,4.647905446419432,0.4332636571225312,9.189450648082257,5.368657267234625,-0.3748551218894245,0.30650955654691314
adam-denison,4.584962500721156,3.594878281852507,0.5155298026349173,6.197867072939816,4.958557283567614,-0.11369706821995736,0.21444161527385552
adam-fishman,7.303780748177103,5.501528752428019,0.4444534383186132,5.955098570353007,5.341007140545883,0.384939156507241,0.4648849005404577
adam-fitzgerald,7.03342300153745,4.262611587158752,0.6061170252237883,5.136637773376129,3.968888096037086,0.5055501626991301,0.6384410728145476
adam-fullerton,9.214319120800766,6.73742966520182,0.4324191324835064,6.063567369187425,5.5064237289670315,0.5002330228753173,0.5543785486119407
adam-gilman,7.577428828035749,5.403732363014194,0.4837300010407706,7.035172689763176,5.677619283392266,0.2748074976850917,0.4508993847586273
adam-goldband,6.857980995127572,3.897597536168439,0.6471736625360698,7.533901938660351,4.588071925464303,0.18447694623062566,0.570731681967027
adam-graham,5.392317422778761,4.107792661802194,0.4962933415353119,6.314348329642903,4.7183339028588165,-0.010820549782327788,0.3918299545469571
adam-grossman,8.366322214245816,5.111030638247878,0.5672239354985226,5.150824326396126,4.547773777213327,0.5632075900836621,0.6230699387200029
adam-herod,6.977279923499917,5.213452641610124,0.4601803566115181,7.973661892994822,5.186876133915813,-0.023004095182727145,0.4636801840864784
adam-hill,8.861086905995395,6.888523592226803,0.3736540696267769,6.391040033601112,5.750931104031456,0.429552598794312,0.4986207001269994
adam-holden-bache,9.269126679149418,5.411289987515234,0.5799872491196136,6.060789431876709,4.410090297615421,0.5200530310473207,0.6687298353761495
adam-jackson,9.011227255423254,4.40991271975887,0.6736086445913111,5.845990647812794,3.7628230637199502,0.5473192440349105,0.7277669132087167
adam-johnson1,7.05528243550119,4.999866123039962,0.5085628770843168,6.277449581266461,4.8992958114103695,0.3427078525083807,0.520791343579932
adam-kambeitz,6.149747119504682,4.735331497118324,0.4659015782420879,6.082788373113984,4.81076717714763,0.2460163675432944,0.4547599010492083
adam-katzenback,7.636624620543649,5.012679109198777,0.5377675876781987,4.84843725110639,4.465788996989012,0.5560947610335062,0.5979674712610697
adam-kirkwood,4.169925001442312,2.4080753646848656,0.7586010574077999,8.637556800902477,2.6920602477936333,-0.274559782816516,0.7239345519466998
adam-kovacs,6.78135971352466,3.5841202468535536,0.7025732947242148,7.223726099086642,3.475622730562551,0.303320297777123,0.7130313927734492
adam-kresch,7.066089190457772,4.808631410387512,0.5429266991374447,6.82038178475497,4.765635402020213,0.2861343040488401,0.5479220777633852
adam-laikin,7.845490050944375,5.004706724597633,0.5558169650600174,8.081313673958983,4.945671236318171,0.18122921886810905,0.5621120424383684
adam-lau,6.584962500721156,5.301587806042841,0.3965538026279841,7.848674686543447,6.1932393922009545,-0.0981256676527792,0.2505307408273925
adam-leigh,6.569855608330948,2.916093429602253,0.7576990897199021,5.327875527497572,2.9768944742585988,0.5047043158587651,0.7518302534545336
adam-libunao,8.46352437327118,4.3191274733294325,0.6645113550533857,4.3854837031757565,3.735852507329109,0.6585318666929784,0.7161808537211697
adam-london,7.870364719583405,5.970990747616893,0.4151488500143246,5.9039680252072975,5.204983543498519,0.4234586783432039,0.5073224852623095
adam-loving,7.693486957499325,5.705902470273019,0.4505377700475626,5.491284544458686,5.1962007345767285,0.4761926134185621,0.5107468575548756
adam-ludwin,6.584962500721156,5.514928755790243,0.3449332383430533,5.87215262650991,5.5457356558573245,0.284122014694823,0.3398482517814681
adam-mack,7.20945336562895,4.961330590994091,0.5217259383850251,6.6392597054939015,5.2821044999766364,0.3059030773396346,0.4830750424873117
adam-maldonado,8.262094845370179,3.893939316800662,0.7110826866592307,5.367496949342164,3.5072783138843433,0.5812576366456144,0.7435970799487307
adam-matejka,5.807354922057604,3.7004415632065233,0.6537761030659844,6.653760911659776,3.922927293446565,0.2742100232365076,0.628601563410464
adam-mc,7.714245517666122,4.570569507239462,0.6213482908473094,5.878583322796682,4.427441281790481,0.4887422433959534,0.6352437269121681
adam-mccargo,6.459431618637297,5.0934877978531,0.4334512274080352,6.918381456925935,6.110502151028029,0.11751067372015865,0.2737670431759896
adam-mccue,8.330916878114618,6.25813359865195,0.41392461931544805,5.754365681227813,5.322620359783002,0.4719798003699721,0.5200296925749632
adam-miskiewicz,6.741466986401147,5.123124737847638,0.4461357422881689,6.966072314538272,5.869179361995866,0.14681804061804365,0.3367443425066316
adam-morris,7.303780748177103,4.211766073079176,0.6324054895263013,5.155544570135048,3.906967299250093,0.5315263499601204,0.6636431196413257
adam-morris13,6.129283016944966,5.545949621049818,0.2542371544599845,7.053380690271823,6.230175130715299,-0.10358406076681367,0.0816474264138999
adam-oconnor,8.044394119358454,5.622414086120628,0.4950763652174889,5.342611154631722,4.756222958436903,0.5254433450275613,0.5872862336858903
adam-okrasinski,8.826548487290914,4.7351065531781416,0.6371736246976853,5.082646262222616,3.7696503457374986,0.6060388205134047,0.72090538641821
adam-ostrow,8.149747119504681,4.785899321634876,0.5992197279372825,4.943831633368948,4.126415291164337,0.5835065409675454,0.6632818748294504
adam-p,7.442943495848728,3.8104346558960485,0.6784818056076888,9.066596763185627,3.7794288236134284,-0.0039771118491939575,0.6815453263387041
adam-petrick,7.820178962415188,5.152749588886255,0.5362498388758988,6.776474609360562,5.001064161364872,0.3479506982039541,0.5527011602252818
adam-randolph,6.965784284662087,2.987488184110056,0.7637822925554494,8.83504663183292,2.9838761130171654,0.10186146912827354,0.7641105821830051
adam-roberts,7.066089190457772,4.469396366489303,0.5885701012643133,5.940456416019153,4.561159805291238,0.41549805746185664,0.5783446471872714
adam-rodnitzky,9.326429487122303,6.892076998033577,0.411535747884024,6.346764232315192,5.696365575733807,0.4677488500761055,0.532453584923038
adam-root,7.098032082960526,4.943032071997347,0.5233748332918755,9.475365559711623,5.2925533460550716,-0.1616961506313532,0.4812097877704037
adam-rosenberg,9.108524456778168,5.786396161915045,0.5368621834180185,6.5158888126352075,5.166564830308982,0.4663975503945596,0.5946536472728693
adam-rozenhart,8.658211482751796,4.252986622679774,0.6925431387654332,7.76705913538743,4.009325363228838,0.3772761415236417,0.7125522179692952
adam-rubins,6.129283016944966,3.922743783865125,0.6137894868609098,6.717220864313901,4.5649302317452864,0.22374185085453294,0.5344804915101505
adam-schofield,7.870364719583405,4.461959076790918,0.6202133803836286,7.63195299543543,4.344002412785758,0.2628905012191318,0.6320441027668116
adam-schumacher,8.144658242831882,3.506492575294188,0.7077771698858005,9.182037757179943,3.4882249476233884,-0.024673772445384042,0.7095508589078758
adam-schwabe,8.144658242831882,5.2366999613729535,0.55791888989199,4.8920285824128085,4.377451371214965,0.5922410883141984,0.6422221120179308
adam-seifer,8.388017285345136,5.2703384386917005,0.5689231426575159,6.116582946891512,4.794231373338584,0.485090749650117,0.6143816094471235
adam-sheppard,6.339850002884624,4.961455520074452,0.4331387320116108,7.22150497800772,5.618444661609608,-0.028640745979209983,0.328998368755967
adam-silver3,7.994353436858858,6.345668851346594,0.3732231207378929,5.8623160898520545,5.606188107763571,0.4333588846171717,0.4641921028486758
adam-simmons,8.43879185257826,5.597218325581876,0.5081151662315901,7.649612508088281,5.462906439198092,0.2718699653656132,0.5223514825283121
adam-simon,8.154818109052105,6.175300537886728,0.416696874815135,4.9452051594859485,4.842051882187484,0.5560418856017778,0.5671764325538602
adam-steinberg,7.569855608330948,4.239030318570024,0.6398472646607967,7.975419747040593,4.410772523993434,0.20949825072190625,0.6225478226215734
adam-tatz,7.906890595608519,5.2594596142284695,0.5280817983949726,7.054119921600753,5.219270554186696,0.3188809345843489,0.5324475489630102
adam-thurlow,6.066089190457772,3.6945827032222582,0.6423727923893059,8.373807173523979,3.994288842002247,-0.09763703122644143,0.6068429539502281
adam-tompkins,5.954196310386875,4.909804862770343,0.3908901067585447,6.7596233842351445,6.006581266697056,-0.03767234202970007,0.1761578947508262
adam-tow,8.654636028527968,5.745172970544147,0.5364802253608956,5.1281434987831656,4.708181822558366,0.5945467905361395,0.6330250860852227
adam-uhrynowski,7.888743248898259,6.1224375880498805,0.3976472760805827,5.714997329123612,5.446286606780154,0.44791754649025184,0.480111989967991
adam-weinroth,6.189824558880018,1.753175413813397,0.8657051799120998,3.8426030249006975,1.8944920243780323,0.6681620431151513,0.8533422225440561
adam-wiese,5.954196310386875,5.160646032329004,0.32099375929902074,5.318856285472932,5.190657836939396,0.28985594673241494,0.3151849708032543
adam-wolf,8.164906926675688,5.60717479391721,0.505640698309216,8.34404642750821,5.590503552026391,0.1769315303756946,0.5074223152240566
adam-wolffbrandt,7.614709844115208,5.448967934342023,0.4814288211562536,4.889721179936329,4.40849332051667,0.5460033633252022,0.5994475976191634
adam1,7.129283016944966,4.6176570382762385,0.5706442969090304,6.358936314238892,4.476810104023662,0.3597093918128338,0.5864404986199363
adam29,5.614709844115208,4.099092533451021,0.5359566331510207,8.608438993791294,4.9616947241332365,-0.26883261704015343,0.40346145652141896
adam95,8.0,6.63342294951838,0.3189382932388288,5.39862275987137,5.168610698961696,0.4770214635581572,0.5045335924417697
adamayt,3.700439718141092,2.9754408347856116,0.5417603953564775,5.287265503657271,3.9302174469593063,-0.10493189921214907,0.2923278597309574
