,userid_x,ego_info,LZ_entropy,Pi,CCE_alters_tr,CCE_ego_alters_tr,Pi_alters_tr,Pi_ego_alters_tr
24,46,4.700439718141092,2.8630104715203677,0.6980254172577686,3.6988508278018393,3.424895612434604,0.5850503556373188,0.6232857112868773
25,4sq-seoul,6.857980995127572,4.119787261793392,0.6260858943531245,4.328631996040484,3.7270487659323734,0.6032398806839663,0.668121667552348
26,4sqchicago,3.700439718141092,3.553531260587097,0.2652197926607629,5.52947883813754,5.502433962046839,-0.19789907461438816,-0.19409481976396464
27,53,4.459431618637297,2.7594463176385835,0.7123986942038228,4.8539626276609855,3.169758485161569,0.41126421032854416,0.6591972041696934
28,547,7.076815597050831,3.7857606652156455,0.6887853394466588,4.626836215907218,3.613918341548413,0.6060770471997262,0.7051640204510394
29,57,3.584962500721156,2.6862324927699497,0.6746651054208225,5.055806251319903,3.8122258565617635,0.20961296602206328,0.4847639901644288
30,5roo,4.700439718141092,2.8310526527928768,0.7128059914350967,3.128397717558608,2.8523511438049467,0.6757747778531024,0.71019196743383
31,6,5.169925001442312,4.006049310430796,0.495126177440533,6.901944744998286,5.0677596170004975,-0.1362090912093235,0.2960724448263953
32,6-rokutan,5.954196310386875,2.319842745998837,0.8067552089898913,3.3544713169036386,2.3679452128831935,0.7030059357353019,0.8021211665084808
33,60,6.266786540694901,4.222138091501568,0.5698497539061204,5.0866097060928,4.378276960621391,0.4560845550549102,0.5500128468232569
34,625,6.965784284662087,4.281654185761466,0.6277067760864311,5.6021851845819155,4.140563176603128,0.485289098381809,0.6421908414095879
35,6260,4.584962500721156,1.9471503688360343,0.8217369319242559,2.6989586611327185,2.131406488570676,0.7378449355979535,0.8017924400217197
36,626024,5.285402218862249,2.2436619496477404,0.8162238986988672,3.777714800811423,2.2474496158721937,0.6626198414369826,0.8158670034974532
37,72,5.129283016944966,3.7369072275922623,0.5717843519197296,5.2546080429572655,4.652613234103623,0.3236691581214901,0.4293640022221391
38,735,6.554588851677638,4.083584916417899,0.6323921697480694,4.403933447105606,3.7717047177915313,0.5975846673352853,0.6655204229276589
39,750,2.807354922057604,2.5369165203340183,0.5362026306193571,8.903149750403172,5.473850457358142,-0.6445746834336588,-0.21065137756776148
40,750277,6.426264754702098,3.53785686311397,0.7050455220137816,5.7119107182970135,3.4391951990432834,0.4779167735131137,0.7146071414253651
41,752,4.247927513443585,3.2636554075945576,0.5498305773584683,4.81652036117149,3.99018708839224,0.17998594966532014,0.4016575483755464
42,754,5.044394119358453,3.9746848030482034,0.4829572177771746,5.842837322772424,5.086787679164901,0.0054286073691682075,0.25966438534486314
43,81,3.4594316186372973,2.241424818258586,0.7354538717686997,4.055398850234641,2.726699703956095,0.4226260781611929,0.6612056135941304
44,826,7.118941072723508,2.7271105669739217,0.8031594660948166,2.678827162393232,2.1270193505369748,0.8070958656859126,0.8512331408502788
45,87,5.584962500721156,3.6194991915366583,0.6328981914481625,4.096830884895755,3.6514401589692986,0.5723041249098321,0.6289301803603728
46,88,4.700439718141092,4.3243243243243255,0.3066331154725252,7.885213714011504,7.130283378970168,-0.402968181973127,-0.3000391669645712
47,890,6.022367813028454,3.0706371245081625,0.7196821947344412,5.849956282481169,3.1281810487925794,0.3809202138637717,0.7134538180497397
48,8con,4.523561956057013,2.7966679639695933,0.6807904262623545,7.103469091552648,3.821654297010446,-0.16869030975422453,0.5239528854690999
49,9,5.169925001442312,3.7712413313173485,0.5563252747288641,5.322136598354568,4.701776169863414,0.2891961493961905,0.4051334317533374
50,916,3.9068905956085187,2.3958607787505697,0.7354963531127701,7.450718728523902,3.4916388121889623,-0.22092487560047688,0.575393741125303
51,__nicolasr__-r,6.768184324776926,3.2042522159600404,0.7436141938678266,7.9722910556775295,3.149083730522056,0.22503100385036312,0.7486987621550635
52,a-michael-d,7.787902559391432,3.921089698155485,0.6835973027433785,6.300654775011165,3.986902207730352,0.4438211798790953,0.6774105892960849
53,a-t,5.754887502163468,1.9299975208928797,0.8269637340233225,2.3185399683321086,2.066727509669219,0.785507637878157,0.8125689708531937
54,a_evrard,4.807354922057604,2.6546247988886567,0.7317357494840767,7.104343453416071,2.6599498280968747,-0.04782489025703689,0.7310874207580246
55,aalia-walker,6.149747119504682,3.8774615816696967,0.6083706522592464,7.624178760653907,4.678523399656451,-0.026843579650191768,0.5052070498910884
56,aarlo-stone-fish,5.087462841250339,4.188721875540868,0.42282377034452057,7.625765209463942,6.1520111986869885,-0.2923664630925065,-0.07884579978835436
57,aaron-azza-sylvester,7.357552004618084,5.197549137313847,0.500849555965636,5.81480898946606,4.8108271041116035,0.42553907518077294,0.5461063004916349
58,aaron-bailey2,7.467605550082998,5.215544376497117,0.508934984806041,6.4944757963989295,5.215628736606544,0.3525737414532865,0.5089252169494439
59,aaron-balazs,6.022367813028454,3.968386976124167,0.587896469728557,3.9042552515474016,3.3952832388206438,0.5961242971580022,0.6596404957394183
60,aaron-berlin,8.523561956057012,5.516518366195063,0.5369895007054497,7.535657285926347,5.065715051244681,0.32088821918625515,0.5815916249066941
61,aaron-booth,5.954196310386875,3.3209916701147795,0.6951241467118806,4.976357508183781,3.699577278924031,0.5018951432094916,0.6532115284430977
62,aaron-c,7.936637939002571,4.872384127875164,0.597522834679525,7.026034055363129,4.558393751873672,0.37328433713218695,0.6278545592817765
63,aaron-chronister,7.257387842692652,3.8709875551038126,0.6711122288403281,8.260109471721684,3.8057445515715216,0.14884680029437153,0.6776093798594864
64,aaron-cohen7,8.312882955284355,5.5804461390774325,0.5223447710916695,5.476359855726955,4.998288562029731,0.5330176941376461,0.581192377571784
65,aaron-crocco,6.870364719583405,3.310706086060541,0.7240817886049529,8.596474588800683,3.3911086675890396,0.08204218775419747,0.7162625837550475
66,aaron-cruz,9.262094845370179,6.495186184403418,0.4622451235365146,7.649472118316817,5.8088181275018975,0.3426706711247526,0.5295188844363307
67,aaron-friedman9,9.231221180711186,4.700492114072027,0.6566886757544584,4.9633064294204265,4.0425912876503824,0.6345179834201738,0.7110459455117117
68,aaron-gaul,6.727920454563199,4.748586083466333,0.5216429909317439,6.097644713273561,4.930721377597231,0.3401523359107745,0.4985808131416831
69,aaron-goodwin,7.483815777264256,3.9465832475732583,0.6974217813419761,9.648014526652586,3.9434967116815467,0.08968608161748269,0.6976943016566869
70,aaron-gotwalt,7.721099188707185,5.915678328979102,0.41470153353195705,5.2797177188175395,5.074746180615773,0.4925826777796878,0.5168060543145894
71,aaron-grabein,7.857980995127572,4.369692259463114,0.629025757732895,6.499543580463418,4.170019117214067,0.3999998246070421,0.6489173199533306
72,aaron-hape,7.247927513443585,4.502621678524215,0.5904814152984691,5.103885864274322,4.168214715697268,0.5232339811926676,0.6266415600619214
73,aaron-kaczander,7.6293566200796095,5.412550971688443,0.4954035703068527,5.705834134350772,5.136115664918525,0.4613800476156932,0.5267849780759474
74,aaron-landry,9.499845887083206,6.478684346762548,0.4966697524527036,5.496324115046695,5.1202495675524675,0.5849977868383506,0.6177613978285931
75,aaron-laramore,7.864186144654281,4.914982454697292,0.5748022643904259,9.04504229316391,5.099381966253914,0.05485865450636144,0.5556421622393686
76,aaron-lassila,6.584962500721156,4.7651362450153405,0.4968924649115347,5.664335300748625,5.256096805652515,0.3701698398133591,0.42936302835584
77,aaron-magness,7.022367813028454,5.929914302671612,0.3144763017283589,8.005136470592563,6.748781774653528,-0.09741072699698336,0.17019759558906336
78,aaron-mccullough,8.64745842645492,4.984186009354302,0.6069636838390662,5.8014270017258625,4.364991055684847,0.5300115954198565,0.6631431236321423
79,aaron-michie,7.554588851677638,4.420794493629907,0.6165847586198374,6.525589286335355,4.447010109254921,0.38336639515272997,0.613882756788685
80,aaron-myers,7.994353436858858,4.954145597073537,0.6001313075281993,7.312083488997606,4.825049002483166,0.36064899169440096,0.6123286484330026
81,aaron-nakama,8.383704292474052,5.545722000938229,0.5187156909442743,6.24095684961229,5.178972535920134,0.4442799213524523,0.5566614613670099
82,aaron-palmer,8.243173983472952,5.004180852718432,0.5837656054725637,6.4149338538338805,4.565214485833824,0.43884404051412296,0.6264458163777084
83,aaron-prather,8.271463027904375,5.3801959875389365,0.5399608631777107,7.100472662825034,5.112864068164188,0.3533522537344369,0.5671242393155176
84,aaron-quintas,4.523561956057013,2.981440269153332,0.6648148739658166,8.09699510034636,3.0041924488320806,-0.2756970553919905,0.6616226717224162
85,aaron-ragan-fore,7.554588851677638,4.419177799707955,0.6183596467730044,5.563097253205184,4.176713609525407,0.496681652933197,0.6430045369247017
86,aaron-renzelmann,8.108524456778168,4.281158002247111,0.6823211397904121,5.112959902179585,3.827451087035872,0.6100422371430233,0.7205422642351159
87,aaron-robb,3.700439718141092,2.9807666505284978,0.5703774153066842,7.009973914181017,5.05642051251022,-0.3190480240352265,-0.02758605885231711
88,aaron-rutledge,7.9886846867721655,5.69616564717885,0.4798459630225715,4.889676796886404,4.760590975480021,0.5678077367036003,0.581446550136144
89,aaron-strout,8.499845887083206,5.551376351664334,0.5318319027754348,5.801799841326468,4.863027685938577,0.5063778291467187,0.5999118643148275
90,aaron-tait,6.409390936137702,5.160249739651541,0.3995413520264005,5.621365772964059,5.423770486480461,0.3246680533215148,0.3574543787115411
91,aaron-thornburgh,6.339850002884624,3.5873649451193113,0.6678356243509497,7.408438800015558,3.7679516747576898,0.1561896147037297,0.6477297031811011
92,aaron-uhrmacher,7.129283016944966,5.400080567218961,0.4358186593257894,6.2798142591105774,5.63422521021386,0.31139159400176736,0.4039784904543251
93,aaron-wagner,7.614709844115208,5.161226124589148,0.5178789560820987,9.44373529410734,5.277050180325447,-0.11093623680952228,0.5045624207066788
94,aaron-wallis,7.774787059601174,4.4728136630681545,0.6216304733883774,6.051058263503783,4.411609471182944,0.4558197850841965,0.6277342035427789
95,aaron-yonka,6.930737337562887,3.245853099663331,0.7366016137871699,7.491616829400224,3.2036466144624707,0.27519169060885185,0.7405597178478067
96,aaron-zimroth,7.876516946564999,4.365451492997988,0.6393072831593088,5.747635073001256,4.251862149372719,0.4996083936315213,0.6502841424882473
97,aaron31,1.584962500721156,1.5849625007211563,0.3333342727179638,9.144450787283963,9.144450787283963,-0.10316666343444587,-0.10316666343444587
98,aaron45,6.832890014164741,4.844452915625769,0.5071593196749057,6.797202604751147,4.897488232600006,0.22793389351822765,0.5003796102503573
99,aaronpk,7.826548487290915,5.720125823356023,0.4632333242372385,5.227238517620378,4.989539524655847,0.5195556939652385,0.5459950262342204
100,abbey-dethlefs,7.294620748891627,4.476496915225691,0.6000430285665654,5.5732037957036376,4.307369499288904,0.4780766601941261,0.618026828397081
101,abbie-cataldo,7.20945336562895,5.318774968843791,0.4714161458980721,6.099861287913885,5.217747660484221,0.3701368858103604,0.4839721874654758
102,abbott,8.280770770130603,5.2072088187951735,0.5701254669458404,4.937135056359642,4.495356825921884,0.5963332312759856,0.6383645856295559
103,abby-covert,6.523561956057013,5.751344945917285,0.2809913879909948,7.220442593448964,5.984455849372909,-0.059993294892078136,0.23691634069011985
104,abby-phoenix,7.839203788096944,6.067736689462326,0.4059205032800496,6.0702638833002815,5.6548893185648925,0.4056055193195142,0.4564304403461649
105,abby-whitmer,7.159871336778389,5.37773330639999,0.4411766831562224,5.903779045188457,5.361925106179251,0.3690813466816086,0.4432797142933174
106,abby4,8.027905996569885,4.987428597389521,0.5795562012814249,10.665922525382845,5.192354169263647,-0.14225782886049154,0.5589185057224872
107,abby9,7.022367813028454,6.453364845676497,0.20392188361224106,6.1127248341475395,5.968176666013645,0.2660475997422557,0.290901512191413
108,abeer-mk,8.79766152585376,5.1680883213955715,0.609192033037698,6.3515337192678425,4.726573054445829,0.5023689926728867,0.6475439650225897
109,abel-harding,7.531381460516312,4.592512678148283,0.6076850388934937,6.765584298620495,4.5259370883925545,0.3709774759147762,0.6144133219221236
110,abel-palos,5.857980995127572,3.5638010146126198,0.657591482243078,6.001853997467163,3.84036007876826,0.34077896716280914,0.6252060690094623
111,abhishek-amit,5.727920454563199,2.5403967613507272,0.7739350326607195,7.125503208717366,2.9886870224435134,0.17507426426542566,0.7263176772621966
112,abhishek-mahanti,6.409390936137702,5.7274622325644176,0.26097736817500283,5.468428281143893,5.428411324956085,0.3098175594564509,0.3170956908423332
113,abhishek-tiwari,7.483815777264256,5.511984085513497,0.458385129188215,7.268163185724054,5.69583923043662,0.21955272093338268,0.4354960624826656
114,abi-jones,8.184875342908283,5.110479478083233,0.5653680933771501,5.5169096796901655,4.686582448706502,0.5236552632880528,0.6077964840508376
115,abi-m,6.614709844115208,4.869187165451402,0.4692082338830053,6.708875950634968,5.453992770664857,0.1706714036159498,0.3840471478565667
116,abi-signorelli,6.20945336562895,4.829640219991432,0.437895554269016,8.119222623027602,4.866273199325611,-0.18403066890349828,0.4322212951045769
117,abid-din,4.0,3.251310155915978,0.4951423329549066,5.357770984419561,4.801300703497091,-0.0999247949304159,-0.008866023472739484
118,abra-cranford,7.266786540694901,5.829491675136343,0.375071454447788,7.233512084023291,5.995618353251671,0.1513368281060495,0.3513071025707015
119,abraham-kalili,6.149747119504682,4.9729971232514165,0.4094764261414502,8.237103082803994,5.6584856874917095,-0.20877553672507332,0.2928518623495781
120,absco,6.754887502163468,4.273078566419783,0.5899274489700956,7.044469908400197,4.299804097792717,0.21775197073727956,0.5868032155718945
121,abu-marlo,9.409390936137703,7.583187694064424,0.3213535901444965,6.405684545991628,5.9290271811441855,0.4498588367143333,0.4990417988569358
122,acapawn7,6.78135971352466,4.376510403463102,0.5887907233293066,11.513842435650293,4.666641342543506,-0.3982380436985173,0.5553881250096045
123,ace-bhattacharjya,8.303780748177102,6.0148272610885885,0.4503720719809408,6.062230409875215,5.524717574634619,0.4450060855650989,0.5047840630673999
124,ace-pisal,8.233619676759702,6.0232360002673575,0.4473139465474108,7.5076737166315395,5.7828354606971,0.2672828501971753,0.4743956244474194
125,achi-raz,6.339850002884624,4.508770489255224,0.5346125413222366,5.35016845176418,4.382422701569304,0.4211975297320909,0.5508233732798896
126,actiondatsun,6.108524456778169,2.2797176113179445,0.8170299320038862,4.470792338533483,2.030228292477368,0.5981804291742332,0.8397530014504665
127,adaline-lau,7.434628227636725,6.071481924285128,0.3551653327871526,8.107498352599453,6.249310808947405,-0.021298640453977957,0.32982946321085976
128,adam-b1,6.20945336562895,3.287302915247312,0.7041455774098329,4.805568043243032,3.3682371712158234,0.5326665728765065,0.6955088991158641
129,adam-balogh,7.0,4.358954838086157,0.5862245515370333,4.297182334526979,3.926099646892785,0.593329986988979,0.6352986079758488
130,adam-bermingham,8.159871336778389,5.35275904751082,0.5234377918655106,6.682871090230018,5.132290957681019,0.3728772062227457,0.5470406806118889
131,adam-bezdicek,8.149747119504681,5.641636968579639,0.5053425403865179,5.111061149420427,4.8108109405301445,0.5607557408214198,0.5913122837580612
132,adam-boender,7.672425341971495,4.640684505676241,0.5832738687303494,7.086164970188352,4.462905148551397,0.2926188942324545,0.6023355303196859
133,adam-brain,7.845490050944375,4.336619848872077,0.6513669482355882,6.826429225647237,4.12880197982086,0.4002667801632188,0.6707401719465125
134,adam-brodowski,8.194756854422248,4.819321837236983,0.6113638186874073,4.664464215309184,4.120040207465492,0.6259476439689953,0.6762579168359812
135,adam-click,8.214319120800766,5.890070894629563,0.4630061727413574,5.344265835920638,5.085385074059552,0.5231581338638603,0.5509114863524063
136,adam-cohen,8.519636252843213,5.057677004754796,0.5987670795111304,6.1320418760905255,4.619752660995752,0.4960456848630171,0.6390045284158848
137,adam-cook,8.252665432450248,4.809523554894996,0.6012888468566832,5.234409383961107,4.3623299812796565,0.5592075206572203,0.6444800367007136
138,adam-cooper,4.392317422778761,2.582041101704236,0.7201312510136033,3.680760830318748,2.5288897971988766,0.5636139890345155,0.7271630252452433
139,adam-cutler,6.189824558880018,4.525310549785005,0.4895495092422276,8.327605901828074,6.528092190587318,-0.20152666348396045,0.13908289815550004
140,adam-d,8.08214904135387,4.903279947383338,0.5998357549551314,5.664494432269803,4.429753987241238,0.5251315751944708,0.6447309962675565
141,adam-d2,5.832890014164741,4.647905446419432,0.4332636571225312,9.189450648082257,5.368657267234625,-0.3748551218894245,0.30650955654691314
142,adam-denison,4.584962500721156,3.594878281852507,0.5155298026349173,5.9292047458364046,4.960391234252917,-0.07161420322385609,0.2139149451228611
143,adam-fishman,7.303780748177103,5.501528752428019,0.4444534383186132,6.253679466797801,5.470054861993563,0.3441309072712687,0.4484839878397705
144,adam-fitzgerald,7.03342300153745,4.262611587158752,0.6061170252237883,5.2961115780082775,4.016245663455578,0.4864359274111952,0.6332769749038254
145,adam-fullerton,9.214319120800766,6.73742966520182,0.4324191324835064,6.1931323764090855,5.607464006025822,0.4873999372285262,0.5446805104327247
146,adam-gilman,7.577428828035749,5.403732363014194,0.4837300010407706,7.2078440145463185,5.784460232102084,0.2502835843904921,0.4378844885487522
147,adam-goldband,6.857980995127572,3.897597536168439,0.6471736625360698,7.72962329938777,4.597837777989312,0.15231866726970816,0.5696219239296211
148,adam-graham,5.392317422778761,4.107792661802194,0.4962933415353119,5.760932466826603,4.473962959841214,0.17456025359424954,0.4349688086915871
149,adam-grossman,8.366322214245816,5.111030638247878,0.5672239354985226,5.343463358034666,4.634272266680961,0.5436282938185361,0.6146134300400511
150,adam-herod,6.977279923499917,5.213452641610124,0.4601803566115181,7.940576158998993,5.175710113306658,-0.01761192319746246,0.4651478380733877
151,adam-hill,8.861086905995395,6.888523592226803,0.3736540696267769,6.431959495207432,5.78436690711567,0.4250326879447894,0.4950853529067517
152,adam-holden-bache,9.269126679149418,5.411289987515234,0.5799872491196136,6.3862655355517575,4.557695480491119,0.4892716827055271,0.6559156037893069
153,adam-jackson,9.011227255423254,4.40991271975887,0.6736086445913111,5.8937993360610195,3.7905183702462097,0.5429653240818101,0.7254836538251923
154,adam-johnson1,7.05528243550119,4.999866123039962,0.5085628770843168,6.28801613722608,4.876744222787742,0.3412393146082786,0.523519087211547
155,adam-kambeitz,6.149747119504682,4.735331497118324,0.4659015782420879,6.028562957748815,4.778574755278897,0.2560159628307877,0.4595276823632564
156,adam-katzenback,7.636624620543649,5.012679109198777,0.5377675876781987,4.9684216080936,4.583343369305498,0.542727654168571,0.5852239556028961
157,adam-kirkwood,4.169925001442312,2.4080753646848656,0.7586010574077999,8.731727545486994,2.728393411027089,-0.2867264183738165,0.7194194507999891
158,adam-kovacs,6.78135971352466,3.5841202468535536,0.7025732947242148,7.164971810582244,3.478281611657014,0.3107354203984593,0.7127759817396446
159,adam-kresch,7.066089190457772,4.808631410387512,0.5429266991374447,7.021884491535975,4.821009325933983,0.2570165677181699,0.5414854691986326
160,adam-laikin,7.845490050944375,5.004706724597633,0.5558169650600174,8.275465755835278,4.980853571091258,0.1523098889027457,0.5583634547675806
161,adam-lau,6.584962500721156,5.301587806042841,0.3965538026279841,8.287884466049956,6.418071302675703,-0.15838478533564201,0.2091527851173896
162,adam-leigh,6.569855608330948,2.916093429602253,0.7576990897199021,5.793449074439738,2.9912138054454394,0.4506243632349937,0.7504443088069068
163,adam-libunao,8.46352437327118,4.3191274733294325,0.6645113550533857,4.679894670142432,3.8922261031033667,0.6317506281339922,0.7024852292400495
164,adam-london,7.870364719583405,5.970990747616893,0.4151488500143246,6.116177535706488,5.347585136680629,0.3969700145051485,0.4906034396847449
165,adam-loving,7.693486957499325,5.705902470273019,0.4505377700475626,5.537353824385011,5.2430847990729035,0.4707238761723949,0.5053102450712629
166,adam-ludwin,6.584962500721156,5.514928755790243,0.3449332383430533,5.980984514845407,5.693976393556506,0.26467678621816043,0.3149803788167461
167,adam-mack,7.20945336562895,4.961330590994091,0.5217259383850251,6.5708585079792785,5.2577628393788345,0.3154888236496656,0.4860448876682778
168,adam-maldonado,8.262094845370179,3.893939316800662,0.7110826866592307,5.555732555202933,3.542884731468513,0.5639848970086613,0.7406300378310776
169,adam-matejka,5.807354922057604,3.7004415632065233,0.6537761030659844,6.437015107456511,3.9149573408867435,0.306511258340217,0.6295111687592697
170,adam-mc,7.714245517666122,4.570569507239462,0.6213482908473094,6.090007221301452,4.531051178954276,0.4662817576758205,0.6251964628669407
171,adam-mccargo,6.459431618637297,5.0934877978531,0.4334512274080352,6.803504863420807,6.005572267184478,0.1430023483695934,0.2915394511748444
172,adam-mccue,8.330916878114618,6.25813359865195,0.41392461931544805,5.958392033136972,5.474417818138177,0.44873992846402666,0.5033041269878283
173,adam-miskiewicz,6.741466986401147,5.123124737847638,0.4461357422881689,7.1087541648065695,5.952221371192546,0.11669160985818455,0.32384882359049383
174,adam-morris,7.303780748177103,4.211766073079176,0.6324054895263013,5.195718550181955,3.941909564347609,0.5270851894192006,0.6600940538861528
175,adam-morris13,6.129283016944966,5.545949621049818,0.2542371544599845,7.184826040297628,6.309628853467269,-0.12290521842557475,0.04982079553084366
176,adam-oconnor,8.044394119358454,5.622414086120628,0.4950763652174889,5.7877234572163765,5.076519360369807,0.4768580630623128,0.5537992289512645
177,adam-okrasinski,8.826548487290914,4.7351065531781416,0.6371736246976853,5.750155575926787,4.055837516758634,0.5447147360505957,0.6965056477390082
178,adam-ostrow,8.149747119504681,4.785899321634876,0.5992197279372825,4.999530104566536,4.212995793326105,0.5779297743463446,0.6550118104392343
179,adam-p,7.442943495848728,3.8104346558960485,0.6784818056076888,8.957482769403628,3.7767989715269668,0.02983294820128047,0.6818048851799999
180,adam-petrick,7.820178962415188,5.152749588886255,0.5362498388758988,6.831335261452348,5.036035714661608,0.3411230070929208,0.5489233676334782
181,adam-randolph,6.965784284662087,2.987488184110056,0.7637822925554494,8.76736662777915,2.980796326224082,0.11268882270282055,0.7643904322875111
182,adam-roberts,7.066089190457772,4.469396366489303,0.5885701012643133,5.971079217926017,4.580868157884347,0.41166257048914506,0.5761394391707442
183,adam-rodnitzky,9.326429487122303,6.892076998033577,0.411535747884024,6.40263727438676,5.741378212094495,0.4620755323268675,0.5280518038444301
184,adam-root,7.098032082960526,4.943032071997347,0.5233748332918755,8.857406936252172,5.396670025092736,-0.08325231166136257,0.4684042691475442
185,adam-rosenberg,9.108524456778168,5.786396161915045,0.5368621834180185,6.62545352852592,5.226696064831768,0.455568385807632,0.5891266576187291
186,adam-rozenhart,8.658211482751796,4.252986622679774,0.6925431387654332,7.750194408067231,4.0081029753274695,0.3789263967450727,0.7126520257477569
187,adam-rubins,6.129283016944966,3.922743783865125,0.6137894868609098,6.80444504640343,4.584156926623383,0.20872189639158606,0.5320335810248711
188,adam-schofield,7.870364719583405,4.461959076790918,0.6202133803836286,7.800285176902737,4.3861354863311615,0.24090238633682734,0.6278282020898024
189,adam-schumacher,8.144658242831882,3.506492575294188,0.7077771698858005,9.344942938188773,3.4927673657099114,-0.04735789572246833,0.7091100137762791
190,adam-schwabe,8.144658242831882,5.2366999613729535,0.55791888989199,5.027927549961863,4.448240079418299,0.5787909431110007,0.6354339351051413
191,adam-seifer,8.388017285345136,5.2703384386917005,0.5689231426575159,6.210797341415086,4.846991751859925,0.4755008524427634,0.6094018345473278
192,adam-sheppard,6.339850002884624,4.961455520074452,0.4331387320116108,7.268997004039169,5.632542685589992,-0.03637234099963995,0.3266389744158479
193,adam-silver3,7.994353436858858,6.345668851346594,0.3732231207378929,5.946173059328076,5.699655203547237,0.4231156924613916,0.4530174227987472
194,adam-simmons,8.43879185257826,5.597218325581876,0.5081151662315901,7.729072564923824,5.461662991927245,0.2617967316884606,0.5224827037093698
195,adam-simon,8.154818109052105,6.175300537886728,0.416696874815135,5.24152285855395,5.126212710027115,0.5236124045547198,0.5363117434631083
196,adam-steinberg,7.569855608330948,4.239030318570024,0.6398472646607967,8.072143670030687,4.4438091279417264,0.1960209299999093,0.6191985810627864
197,adam-tatz,7.906890595608519,5.2594596142284695,0.5280817983949726,7.164527286573353,5.27515169553272,0.30488569725809656,0.526373900188178
198,adam-thurlow,6.066089190457772,3.6945827032222582,0.6423727923893059,8.232695736882256,3.9334189229592047,-0.07813531385034107,0.6141338562185229
199,adam-tompkins,5.954196310386875,4.909804862770343,0.3908901067585447,7.078422699423032,6.269806593860219,-0.08757477952409781,0.1081169913833088
200,adam-tow,8.654636028527968,5.745172970544147,0.5364802253608956,5.499418183446789,4.932377986620003,0.5598312588968912,0.6125862739600957
201,adam-uhrynowski,7.888743248898259,6.1224375880498805,0.3976472760805827,5.867570824824782,5.559967819165225,0.4293076118681685,0.4665795073099995
202,adam-weinroth,6.189824558880018,1.753175413813397,0.8657051799120998,4.371391768750007,1.890297006769016,0.6133814846378235,0.8537115092689735
