,NumPlaceid,NumUniqPlaceid,NumFriends,ShannonEntropy,entropy,ego predictability,ego+alters entropy,alters entropy,ego+alters predictability,alters predictability
eric-brouillette,108,73,1,5.772278902470522,4.863519001557697,0.36638387801826017,5.470569645638745,7.106897457360369,0.3231793242790931,-0.05231905513821923
dan-manco,1367,442,3,7.219314603002259,5.406135998571558,0.5925206900712463,4.803572269030715,8.203551536480573,0.6300826441758021,0.29659740384511946
david-doft,393,125,3,4.851059442959526,3.8664674684790326,0.5101801094626748,3.9503748943975383,5.8518360238921865,0.6498781588482088,0.4353944457468165
zach-semon,460,121,1,5.105235066919512,3.7295375100223764,0.5226564608007492,4.160015290276527,8.368256976460321,0.6364719404627651,0.11023178518448343
sashimi,994,397,1,7.545982746757061,5.569701423361234,0.5745671310404625,5.44508288254998,8.382037151762267,0.5527049559317778,0.23750048269759352
russell-pearlman,476,224,5,6.758736563558635,5.339133991594681,0.5252695545850107,5.381475770616676,7.628125504834954,0.5072274983891829,0.22951854711563266
stewart-king,1010,444,4,7.94345012129403,6.039509271069831,0.5755091074093864,5.817880885660712,8.231517312214184,0.5170994555730504,0.25757402056993955
pierre-dutang,379,97,1,5.062818792215222,3.631470336092667,0.5071960827701343,3.6199977933556813,5.584844370391196,0.6825161621583484,0.4640927493929415
matt-albiniak,976,414,31,7.7540687718785195,5.881310462051807,0.5734833241407225,4.96770905474379,5.935228283158183,0.5976154033057552,0.5029584954750165
chris-havranek,356,107,5,4.496120419860563,3.3563527268343023,0.501944068420954,3.120903247351391,3.646363380252758,0.7307985940121803,0.6767485732540618
dario-pagnoni,1521,376,7,6.897124758050897,4.552149929155991,0.5981645179115018,3.7898974915032393,7.673249310917952,0.7221032635904651,0.36350142768453975
paul-ashworth,940,307,1,6.744761047631845,4.64893636943971,0.5712347625335404,4.589946885071911,9.585532541719964,0.6313589072479987,0.06409539281605899
abbie-cataldo,290,148,4,6.513849811202918,5.318774968843791,0.48377303378106845,5.014918766385879,5.6272752202804,0.5088463505687392,0.432346877970407
chris-ware,112,56,0,5.155277659577019,4.189141490496987,0.3719555136066978,,,,
sean-mcdonald,834,253,16,5.8959318573400745,4.193293046763135,0.5638946774116437,3.7638322171708856,4.207909993029983,0.7025710628838923,0.6614673371209933
andrew-yates,863,167,5,5.5553161078591895,3.8207108736002895,0.5660204663080155,3.063187928603496,3.9954475657254016,0.766313397425595,0.6827127539584761
liz-sessler,279,135,1,6.084991147652611,4.938191385621662,0.4801671310382154,5.556777422657194,9.323192625602406,0.4373486756131217,-0.16378247672641644
scott-neilson,1820,453,8,6.311265472644731,4.3956501734738245,0.6072723703916821,3.8255668704047032,5.7794600526302675,0.7250766297968366,0.5577490770929462
marilyn-halpin,56,34,2,4.683915468785405,3.965998483356413,0.23254444056832488,5.606455957014893,8.700439718141093,0.12358270045670414,-0.4054679889697746
jonathan-rod,217,94,4,5.410407132026906,4.263940803646714,0.45516086455051447,4.713780149090237,7.120678678588102,0.5209413574948212,0.16514594013693637
derek-wall,480,132,5,5.228473398451473,3.635465549227967,0.5259040627599725,4.1346640544940385,10.28609565556913,0.6413777185807457,-0.17672838092080156
doug-davis,1214,185,8,4.010045230774202,2.672561449375677,0.5860337445018651,2.586545478113119,8.858571113058133,0.8149641217454322,0.20711056576847336
sitar-teli,198,152,3,6.9855938827941015,6.165765758268419,0.4452923762073809,6.678486671617188,8.234179516597463,0.22462241256876253,-0.08942760736377103
sean-deffley,961,237,2,5.94869220105208,4.264203004282837,0.5725598944302567,4.277308999871479,6.422331246321435,0.6614585717877443,0.4519986096486199
basilio-vieira,1048,352,3,7.247905498616511,5.334869257032596,0.5776699531895948,4.985326702946913,8.332068653222322,0.5998532654022776,0.25038394312198775
julian-s,213,101,1,5.722163296193177,4.464751081593778,0.4531920560433158,4.942834085287631,8.78139777032628,0.4897544543129036,-0.14786761407528784
guilherme-pierri,555,223,2,6.468840317938126,4.773180092912072,0.5366088277148894,4.405230431167028,7.8511102144220395,0.6216319183112505,0.22243576564826356
dan-horn8,284,134,1,5.89503641789687,4.8522603394954515,0.4818309400386497,4.926818710702467,8.392513661730101,0.5177540568769541,-0.03694648993878994
zoheb-ahmad,214,82,2,5.615099590269216,4.237017736802674,0.45368934307029957,3.8630943412864975,6.318654863507068,0.6240383157976703,0.29645124974507125
gilles-guilbert,13,6,4,2.0349409139562287,2.0044048473264247,-0.16192609466114025,3.753489939175221,4.006964164107528,0.06677005231416897,0.022008071685288625
chris-menning,142,117,4,6.689999144045925,6.079425694429132,0.40537600177044536,6.67587593463129,7.568967605161748,0.1505566616064434,-0.06331473194667425
herve-zobenbiehler,291,86,2,4.881411320993795,3.303465637706395,0.48409113947553944,3.1885051263227884,6.218321389464355,0.7155198899869526,0.35447714116528956
jordan-walton,405,166,1,6.162534413871433,4.759864490634539,0.5126225584375954,4.481484231645015,7.331526999503742,0.5948797098182773,0.2462329842167627
charles-ho-fung,215,109,1,6.030414102193194,4.856738958197474,0.45418321286876856,4.688492002233984,7.149747119504682,0.5233378730684112,0.1576378743529536
kuswanto-kuswanto,98,74,2,6.017471833778676,5.3134554485515615,0.35081518325178135,6.334734188869242,8.059245880349987,0.12068362068997145,-0.20837533554163895
alexander-drewniak,401,139,5,5.889023879219303,4.503416661049901,0.5118196977222345,4.803681940323015,9.00534696201806,0.5587986894397056,-0.05264763951128052
geoffrey-wherrettt,419,293,1,7.8469015516314045,6.636050719490961,0.5153482318982301,6.404028558311413,8.116755589972472,0.37405929082199785,0.1326889490364551
patrick-reyes,942,227,19,5.797301013860553,3.9993843666245135,0.5713626367511628,3.541778185966186,6.151500611788775,0.7270590098156337,0.47835325812625407
laura97,205,100,6,5.935739101476085,4.741847651803062,0.4490855606737513,4.914576146138553,5.979841215880794,0.4897468104415247,0.34130634207439087
philippe-leybaert,373,48,3,4.0873262956686025,2.8502243908364977,0.5058697589638422,2.7547787964004087,3.520388480740123,0.7687583386544209,0.6920539527975278
eric02,436,154,1,6.09681323075349,4.414466934876144,0.5184933197260592,4.277370077356988,7.877076217462569,0.6211950804513678,0.17850767678388674
kevin-flo,358,106,3,5.520992832396459,4.0121612262359365,0.5024194089589437,3.845969682094368,7.938416279657338,0.655964915649858,0.1293774502252931
rob-holiber,206,148,7,6.798961267295943,5.842874939482447,0.44961175550959864,6.105594677212584,7.047900273520191,0.3231553769891716,0.16698180726990247
chris-abraham,833,444,314,8.071416036143688,6.2120752090003855,0.5638196343595705,5.195948393188366,6.330590388558168,0.5661424964085474,0.44972645563859304
mark-yates,498,85,1,4.3939765428871445,2.634050154763816,0.5286722709321433,2.7572225645688633,5.198876597346945,0.7775407781703342,0.5309156763924109
bjorn,80,47,6,5.024258875785795,4.32268587684606,0.3145355886060848,5.64415102540958,8.269942723404016,0.22731215834401347,-0.2774811877528328
brian-choplick,971,243,2,5.63398143611735,4.091529082098529,0.5731775985729252,3.7039411726550977,7.561141355020046,0.7137512033730659,0.33015936398901574
fefo,1354,279,2,6.19268824205835,4.426674506574653,0.5920068731549375,3.9866153446447132,7.479698598396222,0.7013122013064721,0.3725098377324706
andy72,966,408,3,7.857648261574835,5.942146079376773,0.5728697971657699,5.22024702952095,6.233395076077737,0.5727837193277961,0.4719115030236017
brandon-eley,430,124,12,5.334463596504484,4.0361833962698155,0.5174029243802788,3.852343865772542,4.416367007420843,0.6647050223379448,0.6056187809717165
alexandre-le-breton,73,50,2,5.231906054963069,4.518571927982412,0.2961252431795464,5.487194165716014,7.669691585111914,0.23933155532232359,-0.2150415933693586
gerard-van-enk,149,30,7,3.2451664973981598,2.6364120332079954,0.4116027126129157,3.3975498507582067,7.596843964991731,0.6573624391494549,-0.05710984222872347
henri-achterkamp,532,75,15,3.7548622763895194,2.5692854696995377,0.533545991717832,2.6589118374716487,9.06755479813304,0.7885042438010871,-0.0006601821395930431
susie-perez,366,178,1,6.947510023969783,5.364451189005094,0.5042842152448975,6.008269344017971,9.072137562374165,0.4087680288263599,-0.07960884150744245
richard-whittaker,702,260,2,7.002632298919488,4.957161843654818,0.5528088551327639,4.987744725757776,8.012841917685158,0.5763750091517873,0.23571404466440696
denisbeta-denis,7,5,3,2.2359263506290326,1.9651484454403227,-0.17673574435589726,5.983500954240891,8.956134114628368,-0.2664547970877658,-0.5981099802946758
parkrat,1898,426,9,6.960522606759699,5.181680019500142,0.60933658147975,4.6004748301151475,6.534008184114547,0.6622588063681094,0.491785584739844
darcie-tanner-condie,322,166,13,6.4017029163413275,5.208845116025062,0.49324149161151093,4.78353188783389,5.750734485048806,0.544900157591214,0.4276171938847239
scott-williamson,745,344,1,7.727042767245739,5.778956893036907,0.5567056465591911,5.941248205904427,9.724613689015786,0.48190471504514526,-0.02717399733441988
michelle-catin,95,61,2,5.542217156694734,4.589237373466471,0.3456075858329396,5.442925494496917,7.9354894842231785,0.30496850958760807,-0.19796614211618857
jakub-hanyas,130,44,4,4.764127460375717,3.7261543497702005,0.39349581371089365,4.363402776770188,6.579838432308047,0.5201167162832878,0.1476743564381714
matthieu-calu,379,76,1,3.873088918187267,2.374933782345899,0.5071960827701343,2.3537493093495887,8.377854452439623,0.8076085870153015,0.05958545256722657
hattam,340,55,2,4.514635429729116,3.5739911478585236,0.49800146385756294,3.108917473900101,5.693006330023116,0.7301966667009975,0.4404294125712903
sutae-kim,704,112,15,3.8928150423965424,2.700502781638547,0.5529971078171685,2.531422815958281,3.6883335837454907,0.8071351248858053,0.7028225471871657
flavio-perez,154,74,1,5.117051896275811,3.9967325973821963,0.41577851489379286,3.9574146985675567,7.021991158986546,0.5893078500136189,0.09472206457579019
pablo-andres-baldoma-jones,76,62,2,5.869573730520386,5.2760276780190285,0.3044024230446424,5.934346810842888,7.2955060945301735,0.14184375351054046,-0.1545396257941464
mads-fuhr,284,78,8,4.033052511833576,3.1490179346113334,0.4818309400386497,3.489689506831708,8.593724104659389,0.6822709267991245,-0.0657050244852575
adam-denison,42,24,1,4.114966458689604,3.594878281852507,0.12967517607211113,5.061402110979183,6.486177340441656,0.1837225534834126,-0.15704430798031932
rick33,485,135,1,5.3215573928259134,3.9552951137853087,0.5266870870242002,4.0352978287143255,9.216310821899773,0.652074888340298,-0.04338435971934618
olivier-l3,904,103,1,4.440037106766077,2.4156304168770966,0.5688698938040249,2.20708413214986,4.069393925715688,0.8398524641125079,0.6778836506129494
tom-druan,53,29,1,4.354172618578787,3.74789856903518,0.21667220865075928,5.248041629173632,6.813885980884853,0.2091515796072021,-0.15861927101180517
frank-slangen,122,49,6,4.88216469979331,3.9697180994491656,0.3845579241084725,4.749715208249692,6.341471738860526,0.4572826964571369,0.1825451317104898
topolski,537,86,8,4.333923658005832,3.011709298254896,0.534226949403666,2.5498741871264574,3.3754090180541674,0.7986683429470102,0.7217773567467769
nelson-biagio-junior,440,121,3,5.575129626423685,3.999791173862164,0.5192088161371926,4.4433903041330085,9.566045882940431,0.6041375056432378,-0.10718063125263565
scott-bowman,52,36,5,4.972087737738647,4.424221870796072,0.21088757938429387,6.711405396518632,8.579740754088155,-0.14745989167932727,-0.40430780369966235
natsakon-kiatsuranon,122,81,1,5.757804960159049,4.859482501049841,0.3845579241084725,6.0767256803775656,9.038610175740354,0.23554248294749713,-0.29168992103416885
benedicte,290,112,9,5.776200618098695,4.048077877311145,0.48377303378106845,4.2602904985674535,7.718127043140021,0.5977871475800128,0.1209738706710172
andy-werner,193,112,18,6.256552633334759,5.27102233162856,0.44245841548408854,5.614164413025144,6.635406488847926,0.3867476864485555,0.22708841925505152
harper-reed,527,293,30,7.539177964958453,5.978612764006039,0.5328562724120212,5.15064682930167,5.829167857292109,0.540284146778499,0.4653526178087476
sarah-roy,264,87,20,5.0787988945450655,3.9255453743264916,0.47490767503793274,4.464143845801641,6.7396318237358255,0.5674409099858999,0.2654828362281523
jon-hurlock,218,68,1,5.0595843293394225,3.884092162388463,0.4556447265790096,5.1033561496753785,8.122444986765759,0.4710100706444343,-0.05357988966641292
monty,425,70,1,3.879860407880985,3.0341869077560526,0.5164780875248797,2.6948709635482206,2.807354922057604,0.7786195651433363,0.7679047413263513
mike-nayyar,249,100,7,5.012885384430766,3.0352840445405085,0.46919887934541665,3.195517274181335,6.0952937890097125,0.7078265515127993,0.3512741228627935
wal-bauer,286,82,3,4.485707283711913,3.042663888290247,0.48248477159962616,3.0742493283451524,6.911509219551991,0.7267650888840569,0.2524140734648643
balb-barry,235,105,17,5.5255968988601225,4.4176169032047135,0.46340155512651604,4.189659434219433,4.902191073802959,0.5916297680665843,0.5041854146771774
mark-hardwick,399,152,6,6.3127295222696285,4.876177835293799,0.5114140863496174,5.203714876355805,8.627759407708155,0.5132104650228453,0.011556357831461653
peter-wells,429,223,35,6.736974917526114,5.36700102473148,0.5172191490106106,5.110601111631203,6.480235998378483,0.5294715698850287,0.3671826804861237
neil-jain,413,200,4,6.975641611544433,5.3888425858802265,0.5141957668657398,5.667259068012651,9.13177755105868,0.4622252973567417,-0.06382853015904698
sant-r,529,257,1,7.281384045220547,5.207756854742459,0.5331332243811091,5.054776157186665,8.45532722030456,0.5508542541440133,0.12533370696993834
clair-wyant,485,220,10,6.842735881024964,5.309316385866414,0.5266870870242002,5.5082461289124325,6.880749006630446,0.494517097983419,0.3312423064766999
greg-verdino,670,312,19,7.5256587652886795,5.707778204338694,0.5496956269491349,5.39478556471967,7.174338705144406,0.531460915109666,0.3334762718843698
deonne-castaneda,219,142,1,6.747240697054031,5.619400548028571,0.45612533169998337,6.17554261221724,8.385714862989284,0.3216757002193883,-0.08980247316087706
chirayu-patel,840,287,2,5.990749202799498,4.468765736494821,0.5643424469356736,4.412501114419443,9.04505228003506,0.6425299006507726,0.12456149088278783
tylersten,1530,227,1,5.456487742079748,3.486184230992338,0.5984713766281294,3.2045027342824732,7.339850002884624,0.7705302188045716,0.39780953414411224
kurt-beheydt,438,136,4,5.737097272933913,4.242115598350236,0.5188521942177954,4.082377070262579,8.113343472580228,0.6418779520836458,0.14233135852619794
james-schaffer,561,284,4,7.466991499322292,5.861523747026926,0.5373796047948106,5.440355911239356,6.476002344489989,0.5135558628922808,0.39677995080811757
coen-heck,556,168,3,5.840628483405727,4.249900449651525,0.5367380732666381,4.226357620347861,6.622305519610839,0.6398199647002598,0.3785568950856601
maria-diaz,583,378,3,8.194359668667776,6.686924168134694,0.540112983318608,6.300203291947144,8.00036304478328,0.42097204940241517,0.2096109883171007
roman-klco,7,5,1,2.128085278891395,2.4564355568004035,-0.17673574435589726,3.888888888888889,5.103778762394149,-0.011554794365058298,-0.1629109921398645
marc-girod,91,65,10,5.816653398554951,5.061618053487875,0.33820669843378415,5.093246169208183,5.630664140526828,0.36074557175901156,0.2600107414292043
suzy-chase-osborne,2289,632,3,7.4975640665289465,5.294588290187558,0.618266221905036,4.684905618893519,6.275960464133067,0.6628261276730212,0.5270489754777299
jeff-maceachern,505,158,8,5.255752632387772,3.779142072256479,0.5297121205259118,3.577589276200589,4.779860767395161,0.6996946254666242,0.5770374409717046
andrea-madrucci,183,95,3,5.891497167838811,4.36626371557454,0.4364466327645794,4.49652450100875,6.333915741504897,0.5338403024071099,0.2680610779401712
martha-j,680,216,2,5.815970288781712,4.251419160514044,0.5506895464261198,3.542913975220625,2.0,0.7150309163821383,0.8517559509341106
charles-k9,1038,260,3,5.734896233117582,4.175164663201718,0.5771113790116699,3.9518254276990827,9.175867508111757,0.6942005204375087,0.14323828767308286
joel-borjesson,200,76,5,4.95045866869982,3.7654463989038054,0.44639626584745434,4.030708645268313,5.638042779018187,0.5993785429606483,0.3878664847028626
james-nickerson,447,201,1,6.742862538555828,5.261292201161688,0.5204396116842109,5.181993015985732,6.910590380615868,0.524623254795291,0.3171966994297422
craig-phillips,360,224,2,7.172829809649941,5.845252609328266,0.5028910434627374,6.4096542288222444,9.257390016787056,0.3554532081746885,-0.10665436512113928
ken-goldman,205,128,4,6.529310358347729,5.391415823282934,0.4490855606737513,5.942335512390918,7.101389161804338,0.3468695923516566,0.15576919904824113
kursad-dara,262,76,3,4.701122426891406,3.7584943328621643,0.4741738923674318,3.256890377820767,6.087018074371008,0.7035381800558392,0.3591000644690013
thomas-di-murro,989,226,5,6.246158218042516,4.348377647786461,0.5742686741847696,3.7681625809560404,5.715108761565468,0.708717043785995,0.5258480806334912
amanda-udoff,639,226,4,6.6502358090903515,4.715178531500499,0.5464834637060975,4.803317445152351,8.641158237980884,0.5893213944355283,0.13340015733839466
aaron-strout,849,362,59,7.315436409445029,5.551376351664335,0.5650062212869631,4.980075817781835,6.2881134811132755,0.5885239012279527,0.45581862832491865
intelwimax,35,34,119,5.072140159802107,4.98680293314094,0.010247183504011607,6.23665454495391,6.243645579294512,-0.1555900878099533,-0.15663081008927018
david-gwilliam,1189,504,5,7.898676240621334,6.122111258416122,0.5848727003421277,5.415926714068432,7.222707139184999,0.5664229086755421,0.3871577501379847
nathan-jokers,1209,211,5,4.557546138426309,3.1702111707713674,0.585804037788634,2.8616618175029847,6.797932914522868,0.7924576053133067,0.432416210622477
tom-obay,554,281,2,7.472792224569532,5.6476657270595645,0.5364792658912855,5.163238833194654,7.6555318356083175,0.5424879988802533,0.24855038502369778
53,97,22,11,3.532365461939703,2.7594463176385835,0.34910995666664546,3.0484881517700417,4.280702835415274,0.675178113115975,0.5017872839641178
ricky-engelberg,1619,679,47,8.453905473554533,6.324652433352824,0.6013860424076282,4.8913783335216925,5.629528215546724,0.6303055656844773,0.5645781669247362
sean-miller,85,53,9,5.301241367991494,4.5024647072041715,0.3259723148659591,5.687884114028127,6.4361940618854865,0.2326206629806406,0.006025538508456593
christian-laux,233,90,1,5.3179107688394485,4.126926512847854,0.4625322206743658,4.370678509160837,8.679480099505446,0.5692821000190068,-0.11683774201946737
nuttakorn-rattanachaisit,721,215,6,5.925609552949572,4.243688641601137,0.5545689232735331,3.9385986104362547,5.863239380990489,0.6803001649070176,0.4875938900327368
jose-teixido,113,34,7,3.3619186124060714,2.964154702895832,0.3732974265466043,3.298936552694895,3.9359760441115124,0.6522971385351459,0.5668078145582298
adam-wiese,78,62,8,5.737262635501183,5.160646032329004,0.3095889288006757,5.866140704436959,6.220025919606109,0.1682360700502433,0.0592122351840349
phil-cooper,116,63,5,5.564763163503905,4.598415002513285,0.3772088957339513,6.579777529921658,9.6913043171692,0.11327645236859929,-0.38340715752883986
jill-capote,961,254,9,6.493871025066635,4.6837015782408145,0.5725598944302567,3.581634032556407,4.076595128756747,0.7242310711985158,0.679817288837918
adam-b1,285,74,1,4.281077782803016,3.287302915247312,0.4821586761299669,3.3519767732184143,5.133227639228486,0.6972484725789264,0.4928215232445214
gordy-wray,249,135,1,6.047281611964894,5.005152730012505,0.46919887934541665,5.359164461066839,8.8844799193367,0.45109782024605993,-0.1304672891166988
aditya-mishra,439,156,1,6.258141197792311,4.374092916987539,0.5190307851751855,3.951865710771972,5.614709844115208,0.6555111688034917,0.4738697560404414
denise-horton,36,29,7,4.680768321596843,4.328309303533099,0.017457736885425353,6.398524588236782,6.7992784692029,-0.1741314932610773,-0.23203240018655613
keiichi-inoue,150,80,2,5.818818984586759,4.714446972062531,0.4124551174583033,4.901955000865387,5.8887362944646515,0.4588222990566001,0.3076329998839713
da3mon-mccormick,814,343,4,7.164439452015279,5.431657955274483,0.5623707310016747,5.13900719596397,7.861367592624314,0.5703638584876649,0.2744963496244585
niagarafaucets-inc,11,9,14,3.0957952550009344,2.927211369616175,-0.17614924064625825,7.782173495504737,9.169431221615614,-0.5071043768297543,-0.6768264667825399
duygu-turkmen,167,86,9,5.451215698297644,4.281522975149885,0.4257201703490585,4.383464781529162,5.171473745400549,0.540582513497475,0.4325965641932064
ray-sylvester,4,4,1,2.0,2.0,-0.0496408502060304,9.208234358339789,10.203348002979762,-0.36926792226005273,-0.44606956750065085
cesar-senatore,588,190,7,5.758403517347441,4.324066617716853,0.5407147921471919,4.173039269010353,8.191678135886738,0.6480220843930924,0.18428376907132896
chris-ayres,707,323,29,7.105731196687692,5.458528098042614,0.5532781503187122,4.220602728094392,4.609900106473761,0.6524795125865724,0.6145120944918996
keith-pape,1024,348,9,6.513256351881833,4.585759068517689,0.5763174215489125,4.445088457139503,9.156275853699935,0.6489425598038647,0.14361438617238317
ali-shah,101,44,5,4.5659014576780095,3.7153555787731016,0.35575792891251545,4.5235808096150985,5.513473684845392,0.4692369820348369,0.3034080714149824
pasi,539,153,1,5.988487152253372,4.316824579367697,0.5344969234808061,4.166806950383411,8.328683124531352,0.644196062547064,0.1487656419145235
marius-matishek,61,28,1,4.415878780897858,3.512378423216855,0.25508794618403796,4.000467355650209,7.2761244052742375,0.4920082573256584,-0.196501379810476
ed-kohler,1953,950,18,9.068871554179866,6.992850666485721,0.6107280808423312,5.217584845448438,5.576293897853937,0.6108811200887625,0.5796550952085393
martin-loo,768,310,7,6.499099899047517,4.943755003729918,0.5586689734891961,4.619418565847592,7.377366929187326,0.6180740826126976,0.3251113918712875
thien-pham,343,146,2,6.127083195399241,4.592636271537797,0.49876032959436006,5.1240606720707715,9.479148073029457,0.5100470169780404,-0.14350937422111476
gd78,647,224,10,6.069761052523382,4.552706383262361,0.5473321471372429,4.523430917133316,8.780532039561823,0.618212413142995,0.11439002467321004
kris-richards,222,86,2,5.319422677902927,3.5458203326428763,0.45754798642511474,3.2909818646104734,3.897774306583513,0.6918373480524423,0.6223138552384737
clay-wardlow,633,168,2,5.395887689305951,3.999142599733972,0.5458375201416402,3.8696319842412534,8.798748334575038,0.6811504804245414,0.10705255003732332
leea,249,111,1,5.725286270433937,4.4540235529998915,0.46919887934541665,4.555623235107217,8.302048793275148,0.5520049048480006,-0.05162764037383916
michael-galli,524,236,8,7.2239459510281145,5.655332918525238,0.5324381510181384,6.544004629207404,10.414238936717437,0.38156690055095416,-0.1753900732511221
masanao-sakai,65,30,4,4.205197677884665,3.6929613947815993,0.2704614769294074,3.45019036290081,3.67442562893126,0.587899946749835,0.552913436207078
cindy-jeffers,26,26,5,4.700439718141092,4.700439718141093,-0.05483152024256532,6.598455345058747,6.787455161213109,-0.2615848596805439,-0.2881316737807612
randomnumbers,293,107,2,5.307793339502624,4.083441765894079,0.4847226947276259,3.768359935805503,4.896947684562722,0.6535348842467411,0.5239695235829197
christian-b5,221,79,2,5.053558009349376,3.7744001439155843,0.4570769241794281,4.475556370246419,9.444040430436923,0.5523311143023062,-0.22385588117829489
joshua-ehart,1417,477,6,6.945341877101637,5.045591928168311,0.594439558390161,4.348293991386737,6.151246532618166,0.6718218144917386,0.5078697590842938
andrew-devigal,526,303,11,7.567542395102946,6.11114574340328,0.5327172593968754,5.609719599485232,6.8591207698273235,0.4898262839321996,0.3436550023803734
brian-long5,427,107,5,4.189187204482319,3.3644412938304322,0.5168498171247621,3.0834177892157384,3.300078494228294,0.741400440298917,0.7201080457562596
barrett-g,85,44,0,5.028401783370008,4.127259314937157,0.3259723148659591,,,,
mike-rohrig,420,195,3,6.658287774334971,5.30432335857938,0.5155380898052246,5.430279506620791,8.533385247283121,0.49137959056805114,0.05620985707702188
j-mike,223,74,2,4.473168247015075,3.693419697839125,0.458015941565131,4.182377215815104,5.622848222948736,0.5887774879770938,0.4034283594651441
emily-morgan,205,140,2,6.77397395409809,5.74559642481247,0.4490855606737513,5.777799513733562,7.427555470354088,0.37094108359851796,0.08787320355185023
samuel-wood,1334,150,4,4.347612417428025,2.9610815259525842,0.5912037902249566,2.7720279204879783,4.994644471846772,0.802097861564464,0.6116802711195348
gavin,537,177,12,5.377895895640589,3.6616044626151627,0.534226949403666,3.5372127716711885,4.934162547557618,0.7061984252553942,0.5647205090638617
tom,85,50,4,4.954410374359692,4.323795472791308,0.3259723148659591,5.450315464584241,6.710473143490568,0.2815101631504386,-0.0426846079453978
jolly-roger,1007,179,1,5.764362469109421,3.9565493910133256,0.5753339843012006,3.7320878466552663,6.694041810385565,0.7125909464391181,0.4276141597000945
akash-shah8,149,109,6,6.476690731985049,5.631707379836975,0.4116027126129157,5.858188530878812,7.239263738004636,0.31156882921321916,0.002412806967244386
chris81,256,100,3,5.620462048056818,4.541019955654102,0.4719231522392628,4.602599138210526,7.054956608956864,0.5485064767566409,0.21033945135210233
daniel-souza,19,5,3,2.121276357834812,1.8769912268704214,-0.11115047879605416,3.7369822488925153,8.852789571602447,0.3209554651209261,-0.6081603467602946
stefan-devroey,567,108,5,4.6396915847681,3.0101365017076285,0.5381392877763937,2.882522246528622,7.238807643432756,0.7698861486718375,0.30550854457967097
rasmus-schau-seidler,781,130,6,4.304099913119746,2.9757210921843322,0.5597444045190172,2.9757307934934034,6.554247740086673,0.7710538650965888,0.419940681112824
andrei-romanov,431,211,1,6.984996106111664,5.335099702216974,0.5175861105488685,5.495777080166023,8.757462681452353,0.48602635538305855,0.0010332259011691476
jan-helder,403,128,2,5.111458484297847,3.640728934756546,0.512222510375654,3.5100304967308933,6.853595114643221,0.6966107608452609,0.31117376179894396
