userid_x,ego_info,LZ_entropy,Pi,CCE_alters_sr,CCE_ego_alters_sr,Pi_alters_sr,Pi_ego_alters_sr
547,135,3.7857606652156455,0.6887853394466588,4.96532201826952,3.5198734389232436,0.5715669230280239,0.7140537152509937
57,12,2.6862324927699497,0.6746651054208225,,2.6862324927699497,,0.6746651054208225
5roo,26,2.8310526527928768,0.7128059914350967,3.838516100661097,3.031766744565998,0.5824654940639804,0.6879367394600174
6,36,4.006049310430796,0.49512617744053294,,4.006049310430796,,0.49512617744053294
6-rokutan,62,2.319842745998837,0.8067552089898913,7.103396690054022,2.288235622755389,0.24447077892275781,0.8097897893782335
60,77,4.222138091501568,0.5698497539061204,5.6559038208430295,4.176937266163191,0.37511145003322527,0.5755382104339358
625,125,4.281654185761466,0.6277067760864311,6.891949610098761,4.2023246456687104,0.3318243860380297,0.6358670499041205
6260,24,1.9471503688360345,0.821736931924256,,1.9471503688360345,,0.821736931924256
626024,39,2.2436619496477404,0.8162238986988672,0.9971830985915493,2.2407761109840245,0.9268082802985653,0.8164957412011836
72,35,3.7369072275922623,0.5717843519197296,,3.736907227592262,,0.5717843519197296
735,94,4.083584916417899,0.6323921697480694,5.9541735034283505,3.98120779047712,0.41667373450905093,0.6433483086680252
750,7,2.5369165203340183,0.5362026306193571,,2.536916520334018,,0.5362026306193572
750277,86,3.5378568631139706,0.7050455220137816,7.491471005572885,3.6021987132894506,0.26211587665843067,0.6987765084942145
752,19,3.2636554075945576,0.5498305773584683,8.818442807217112,5.509684872642626,-0.5157407967342191,-0.04776471971017622
754,33,3.974684803048204,0.4829572177771746,5.54383793539022,4.110471197320108,0.13666355569546373,0.45864963885756393
81,11,2.241424818258586,0.7354538717686997,8.739281007049836,3.1997267596440637,-0.47101674657732134,0.5829220504927876
826,139,2.727110566973922,0.8031594660948166,3.7647891459135057,2.431917851029338,0.7158527376529544,0.8270416794925094
87,48,3.6194991915366588,0.6328981914481625,4.213163909629801,3.266353823370681,0.5571004573426779,0.675974675605446
88,26,4.324324324324325,0.3066331154725252,,4.324324324324325,,0.3066331154725252
890,65,3.0706371245081625,0.7196821947344412,6.890103522858677,3.037592457179892,0.22536957120158563,0.7232453703885596
8con,23,2.7966679639695933,0.6807904262623545,,2.796667963969593,,0.6807904262623545
9,36,3.771241331317349,0.5563252747288641,,3.771241331317349,,0.5563252747288641
916,15,2.39586077875057,0.73549635311277,,2.39586077875057,,0.73549635311277
__nicolasr__-r,109,3.2042522159600404,0.7436141938678266,10.237742884866739,3.204332003461711,-0.12202401163316169,0.7436068271659348
a-michael-d,221,3.921089698155485,0.6835973027433785,7.608373802287803,3.9132768979566652,0.29467179740310356,0.6843301610275383
a-t,54,1.9299975208928795,0.8269637340233225,,1.9299975208928797,,0.8269637340233225
a_evrard,28,2.654624798888657,0.7317357494840767,,2.654624798888657,,0.7317357494840767
aalia-walker,71,3.877461581669697,0.6083706522592464,,3.8774615816696967,,0.6083706522592464
aarlo-stone-fish,34,4.1887218755408675,0.42282377034452057,9.44527512776618,4.8854333063234305,-0.5320512574801745,0.27263513290150987
aaron-azza-sylvester,164,5.197549137313846,0.500849555965636,,5.197549137313846,,0.500849555965636
aaron-bailey2,177,5.215544376497117,0.508934984806041,7.123406748374538,5.308516173728953,0.26791112885421015,0.4981310341012203
aaron-balazs,65,3.9683869761241666,0.587896469728557,,3.9683869761241657,,0.5878964697285571
aaron-berlin,368,5.516518366195064,0.5369895007054497,9.544259942342459,5.493452227172069,0.05309076309575197,0.539299865279671
aaron-booth,62,3.3209916701147795,0.6951241467118806,,3.320991670114779,,0.6951241467118807
aaron-c,245,4.872384127875164,0.597522834679525,8.191133319627758,4.824608626155376,0.23604377910856258,0.6021729481767889
aaron-chronister,153,3.8709875551038126,0.671112228840328,9.046875275717703,3.8638874960481364,-0.00772502122069577,0.6718206198622347
aaron-cohen7,318,5.5804461390774325,0.5223447710916695,9.017956066375497,5.491678539381242,0.11291727107469965,0.5314511636774105
aaron-crocco,117,3.3107060860605415,0.7240817886049529,9.563849067026716,3.31764997792611,-0.08859517471264361,0.7234081700617652
aaron-cruz,614,6.495186184403417,0.46224512353651454,8.865324121575028,6.233198063353559,0.20457549117714768,0.4882273565083662
aaron-friedman9,601,4.700492114072027,0.6566886757544584,7.8740088056170885,4.434714346481355,0.36995446892295003,0.6788441500099766
aaron-gaul,106,4.748586083466333,0.5216429909317439,8.791498827141963,4.742966490761726,-0.1340374939663673,0.522348418851138
aaron-goodwin,179,3.946583247573258,0.697421781341976,,3.946583247573257,,0.6974217813419761
aaron-gotwalt,211,5.915678328979103,0.41470153353195705,6.943523922636017,5.763038221880915,0.2778567412938901,0.43379577981203765
aaron-grabein,232,4.369692259463114,0.629025757732895,7.62334095519717,4.163029335776825,0.262851432046452,0.6496091902186162
aaron-hape,152,4.502621678524215,0.5904814152984691,,4.502621678524215,,0.5904814152984691
aaron-kaczander,198,5.412550971688443,0.49540357030685267,8.48708803783044,5.620103131058693,0.07228875806210723,0.4714063654380949
aaron-landry,724,6.478684346762547,0.49666975245270356,9.20089908717603,6.418104724173723,0.22545232675027235,0.5022368223687776
aaron-laramore,233,4.914982454697291,0.5748022643904259,,4.91498245469729,,0.574802264390426
aaron-lassila,96,4.7651362450153405,0.4968924649115347,6.650394768607017,5.258228362029921,0.2105923729116311,0.42906164407045916
aaron-magness,130,5.929914302671613,0.31447630172835894,8.449000381180767,6.023768203585223,-0.15764645017398568,0.299250631144764
aaron-mccullough,401,4.984186009354302,0.6069636838390662,7.905026952214455,4.631652310185975,0.3145187791561891,0.6391675527151797
aaron-michie,188,4.420794493629906,0.6165847586198374,9.788752466246475,4.4303306484887095,-0.10261391297341638,0.6156024129266587
aaron-myers,255,4.954145597073537,0.6001313075281993,9.991396774778803,4.951756504760589,-0.004235924722014399,0.6003578072379853
aaron-nakama,334,5.545722000938228,0.5187156909442743,,5.545722000938228,,0.5187156909442743
aaron-palmer,303,5.004180852718432,0.5837656054725637,7.130444411089928,4.663101137789438,0.36003678819426493,0.6170207699663182
aaron-prather,309,5.380195987538936,0.5399608631777107,8.970778192129828,5.276983871169736,0.11184836042795876,0.5505001086471787
aaron-quintas,23,2.981440269153332,0.6648148739658166,,2.981440269153332,,0.6648148739658166
aaron-ragan-fore,188,4.419177799707955,0.6183596467730044,10.953922087467292,4.511249259977092,-0.23141717881471313,0.6089004092724647
aaron-renzelmann,276,4.281158002247112,0.6823211397904121,9.425472609429518,4.263311786823633,0.17731881182353074,0.6838405520137063
aaron-robb,13,2.9807666505284978,0.5703774153066842,,2.9807666505284973,,0.5703774153066843
aaron-rutledge,254,5.69616564717885,0.47984596302257154,5.864337002689319,5.149439903679095,0.460863646875354,0.540004903668838
aaron-strout,362,5.551376351664335,0.5318319027754348,7.169091470992046,5.18083691919319,0.3599394008003,0.5688139354117991
aaron-tait,85,5.160249739651541,0.39954135202640045,7.965920890781235,6.551284696796715,-0.14307157720068478,0.14758882074495763
aaron-thornburgh,81,3.587364945119311,0.6678356243509497,,3.587364945119311,,0.6678356243509497
aaron-uhrmacher,140,5.400080567218961,0.4358186593257894,8.975145885465245,5.66923440361115,-0.16018686933751505,0.3991460346589129
aaron-wagner,196,5.161226124589148,0.5178789560820987,7.9036539244716515,5.133069610619264,0.15716831268803175,0.5210984926284246
aaron-wallis,219,4.4728136630681545,0.6216304733883774,,4.472813663068154,,0.6216304733883775
aaron-yonka,122,3.245853099663331,0.7366016137871699,,3.245853099663331,,0.7366016137871699
aaron-zimroth,235,4.365451492997988,0.6393072831593088,9.349968904021468,4.373998028072123,0.04013245044885501,0.6384784066524073
aaron31,3,1.5849625007211563,0.3333342727179638,,,,
aaron45,114,4.84445291562577,0.5071593196749057,9.539352358699587,4.878354799153459,-0.2328597275486104,0.5028294237301123
aaronpk,227,5.720125823356023,0.4632333242372385,9.130335594013026,5.707482194925012,-0.047965748891681065,0.4647047776671914
abbey-dethlefs,157,4.476496915225691,0.6000430285665654,8.794975556246964,4.461632268992345,-0.00301724608909554,0.6016320025264748
abbie-cataldo,148,5.318774968843791,0.47141614589807207,8.708064451168186,5.309963132999913,-0.07713073720128298,0.4725158414406654
abbott,311,5.207208818795174,0.5701254669458404,8.01055090435672,5.053518482906716,0.2699575883233008,0.585087948034363
abby-covert,92,5.751344945917286,0.28099138799099477,9.58851498490539,6.4404625278224,-0.37606555573844386,0.13954643864375108
abby-phoenix,229,6.067736689462326,0.40592050328004964,9.006527528418491,6.091008499894712,-0.06248608924035985,0.40301715113518033
abby-whitmer,143,5.37773330639999,0.44117668315622244,8.396697271779914,5.49168768390099,-0.07959931171608028,0.4259134485999165
abby4,261,4.987428597389522,0.5795562012814249,8.925703159034418,4.947277567554622,0.11816841556859263,0.5835703383299313
abby9,130,6.453364845676497,0.20392188361224106,7.489810195157123,7.031254068172281,-0.04366505555812162,0.07601938083881199
abeer-mk,445,5.168088321395571,0.609192033037698,9.690096222147815,5.165541596081218,0.1573185654141563,0.6094155247484169
abel-harding,185,4.592512678148282,0.6076850388934937,,4.592512678148281,,0.6076850388934938
abel-palos,58,3.56380101461262,0.657591482243078,,3.56380101461262,,0.657591482243078
abhishek-amit,53,2.5403967613507272,0.7739350326607195,8.018648276572675,2.787336162630225,-0.028146430233928137,0.7479347316358239
abhishek-mahanti,85,5.7274622325644176,0.26097736817500283,6.41627647141375,6.092414356341666,0.10546462809965852,0.18531284338996634
abhishek-tiwari,179,5.511984085513496,0.45838512918821495,8.360937252391816,5.715937573911618,-0.00039918482107508907,0.43297054603683444
abi-jones,291,5.110479478083234,0.5653680933771501,7.7834504731807765,4.806684397032788,0.26784527458660085,0.5958838445189515
abi-m,98,4.869187165451402,0.4692082338830053,,4.869187165451402,,0.4692082338830053
abi-signorelli,74,4.829640219991431,0.43789555426901594,,4.82964021999143,,0.4378955542690161
abid-din,16,3.251310155915978,0.4951423329549066,,3.251310155915978,,0.4951423329549066
abra-cranford,154,5.829491675136344,0.37507145444778794,7.755785671006507,5.824904484597139,0.03193407503030845,0.3757206123027589
abraham-kalili,71,4.9729971232514165,0.4094764261414502,8.118527133711938,5.783154864922237,-0.1929398101864686,0.26982828856342644
absco,108,4.273078566419783,0.5899274489700956,,4.273078566419783,,0.5899274489700956
abu-marlo,680,7.583187694064424,0.3213535901444965,8.646370581365295,7.187538408803622,0.19320216726510756,0.36578642166276865
acapawn7,110,4.376510403463102,0.5887907233293066,,4.376510403463102,,0.5887907233293066
ace-bhattacharjya,316,6.014827261088588,0.4503720719809408,8.016975110272716,5.868892391510701,0.2020354855451939,0.4667741237623514
ace-pisal,301,6.023236000267357,0.44731394654741075,8.722942117972567,5.9819098788348715,0.08956949697652367,0.45200381310630205
achi-raz,81,4.508770489255225,0.5346125413222366,,4.508770489255225,,0.5346125413222366
actiondatsun,69,2.2797176113179445,0.8170299320038862,,2.2797176113179445,,0.8170299320038862
adaline-lau,173,6.071481924285127,0.3551653327871526,9.635443452817286,6.098793040878897,-0.22313515569277825,0.35131186152119265
adam-b1,74,3.287302915247312,0.7041455774098329,,3.287302915247312,,0.7041455774098329
adam-balogh,128,4.358954838086156,0.5862245515370333,,4.358954838086155,,0.5862245515370333
adam-bermingham,286,5.35275904751082,0.5234377918655106,9.12383443761987,5.326311396536603,0.011000639355865774,0.5262875739908999
adam-bezdicek,284,5.64163696857964,0.505342540386518,7.120722434919579,5.324557859945803,0.3396844323357615,0.5386811796803211
adam-boender,204,4.64068450567624,0.5832738687303494,9.17515727884361,4.627376463470231,-0.05625808730124605,0.5847088576293614
adam-brain,230,4.336619848872077,0.6513669482355882,,4.336619848872077,,0.6513669482355882
adam-brodowski,293,4.819321837236983,0.6113638186874073,5.710724893936976,4.269288127583337,0.5249640912529712,0.6626135717843077
adam-click,297,5.890070894629564,0.46300617274135736,6.440817205361677,5.209334323360766,0.3998098884040807,0.5376832622901182
adam-cohen,367,5.057677004754796,0.5987670795111304,7.482202138938774,4.622936003750256,0.357646921953602,0.6387153065347991
adam-cook,305,4.809523554894996,0.6012888468566832,5.806042363891079,4.435785266975347,0.500896594339235,0.6374612527816943
adam-cooper,21,2.582041101704236,0.7201312510136033,,2.582041101704236,,0.7201312510136033
adam-cutler,73,4.525310549785005,0.4895495092422276,8.260430677756611,4.632410307045429,-0.19261938831233494,0.473802067895898
adam-d,271,4.903279947383339,0.5998357549551314,8.51029767862172,4.731886801657968,0.20926166225862383,0.6162213324062904
adam-d2,57,4.647905446419431,0.43326365712253123,,4.647905446419431,,0.43326365712253123
adam-denison,24,3.594878281852507,0.5155298026349173,,3.594878281852507,,0.5155298026349173
adam-fishman,158,5.501528752428018,0.44445343831861317,,5.501528752428018,,0.44445343831861317
adam-fitzgerald,131,4.262611587158752,0.6061170252237883,,4.262611587158752,,0.6061170252237883
adam-fullerton,594,6.73742966520182,0.43241913248350644,8.043211327738446,6.338288632556156,0.29216196979344594,0.4729093303387812
adam-gilman,191,5.403732363014194,0.4837300010407706,8.795071102074171,5.402943744028642,-0.03913739171049493,0.48382346447260555
adam-goldband,116,3.8975975361684387,0.6471736625360698,9.339166058018773,3.9072708633057123,-0.1295527527653227,0.6461295020535687
adam-graham,42,4.107792661802194,0.49629334153531185,,4.107792661802194,,0.49629334153531185
adam-grossman,330,5.111030638247878,0.5672239354985226,7.563954737628506,5.134039484796289,0.2985470502856027,0.5649028365211086
adam-herod,126,5.213452641610125,0.46018035661151807,9.322882960492597,5.216318311117849,-0.20458496866938106,0.45980241989164805
adam-hill,465,6.888523592226802,0.3736540696267769,7.839751653397241,6.376931729975709,0.2598791727641162,0.4311079094996579
adam-holden-bache,617,5.411289987515233,0.5799872491196136,6.96268290537974,4.683880579755372,0.4334345517574859,0.6448879153679948
adam-jackson,516,4.40991271975887,0.6736086445913111,6.5193631771310185,3.8887962256069404,0.48504446145034535,0.7173562643054421
adam-johnson1,133,4.999866123039962,0.5085628770843168,7.926188576899597,4.988314967591082,0.07214785219303245,0.5099727512462159
adam-kambeitz,71,4.735331497118323,0.4659015782420879,,4.735331497118323,,0.4659015782420879
adam-katzenback,199,5.012679109198776,0.5377675876781987,5.938277430486285,4.762051918276052,0.43010097582511975,0.5656474548344693
adam-kirkwood,18,2.4080753646848656,0.7586010574077999,,2.4080753646848656,,0.7586010574077999
adam-kovacs,110,3.584120246853554,0.7025732947242148,,3.584120246853554,,0.7025732947242148
adam-kresch,134,4.808631410387511,0.5429266991374447,9.906485969233895,4.818607965849591,-0.20462538704206362,0.5417651829137609
adam-laikin,230,5.004706724597633,0.5558169650600174,9.508432651565982,4.975418273108135,-0.06620515914508449,0.5589431447910639
adam-lau,96,5.301587806042841,0.39655380262798406,9.0825952077427,5.3653168061024,-0.26110768431069825,0.38681639920935285
adam-leigh,95,2.916093429602253,0.7576990897199021,,2.916093429602253,,0.7576990897199021
adam-libunao,353,4.3191274733294325,0.6645113550533857,6.987104546441097,4.191241133085858,0.40650158285818433,0.675976957031612
adam-london,234,5.970990747616894,0.4151488500143246,8.341200666458997,6.152476273861049,0.062047907908863144,0.3923858238379638
adam-loving,207,5.705902470273019,0.45053777004756257,8.78250528479052,5.686203655276777,-0.030617814740700425,0.45291170134260883
adam-ludwin,96,5.514928755790243,0.3449332383430533,7.693774683064065,6.492415749943867,-0.10181366286798588,0.16472577708097916
adam-mack,148,4.961330590994091,0.5217259383850251,8.753414018604776,4.954022690201767,-0.06798737445164373,0.5225945442541111
adam-maldonado,307,3.893939316800662,0.7110826866592307,6.998249810940368,3.6196780629292946,0.4258967260201187,0.7342121433942784
adam-matejka,56,3.7004415632065233,0.6537761030659844,,3.7004415632065233,,0.6537761030659844
adam-mc,210,4.570569507239462,0.6213482908473094,8.592870576597129,4.505334701461788,0.16800566832676234,0.6276958998773844
adam-mccargo,88,5.0934877978531,0.4334512274080352,,5.0934877978531,,0.4334512274080352
adam-mccue,322,6.25813359865195,0.413924619315448,7.350412230143579,5.880184371694721,0.2788362769962858,0.45769058552384456
adam-miskiewicz,107,5.123124737847638,0.44613574228816893,8.703764723213943,5.473866183444439,-0.1744948365402769,0.3960281900092307
adam-morris,158,4.2117660730791755,0.6324054895263013,,4.2117660730791755,,0.6324054895263013
adam-morris13,70,5.545949621049819,0.2542371544599845,7.77047807654265,5.745103483753696,-0.20533343104822116,0.21109645749528788
adam-oconnor,264,5.622414086120628,0.49507636521748893,7.845904256273057,5.597686474236239,0.2274757075169715,0.4977835064569088
adam-okrasinski,454,4.7351065531781416,0.6371736246976853,7.092820992020985,4.132847279914034,0.4147155116814256,0.6898794388836639
adam-ostrow,284,4.785899321634876,0.5992197279372825,5.973383038804723,4.225312165770875,0.47730164346590465,0.6538319545921301
adam-p,174,3.810434655896048,0.6784818056076888,9.678760466497758,3.804981513481158,-0.08803925450086351,0.6790210471050794
adam-petrick,226,5.152749588886256,0.5362498388758988,8.458612829072365,5.081502040805087,0.11306259641259103,0.543998393288191
adam-randolph,125,2.987488184110056,0.7637822925554494,9.532265645119743,2.993541019750902,-0.032733498093179415,0.7632319939663514
adam-roberts,134,4.469396366489303,0.5885701012643133,9.176928239730936,4.502625501398701,-0.09639970340784301,0.5848752701596122
adam-rodnitzky,642,6.892076998033577,0.41153574788402403,7.9421754505004465,6.280298631961913,0.2971608843850479,0.4744732051034403
adam-root,137,4.943032071997347,0.5233748332918755,,4.943032071997347,,0.5233748332918755
adam-rosenberg,552,5.786396161915045,0.5368621834180185,8.347824568841771,5.458018200735539,0.27494781714065747,0.5677070505859516
adam-rozenhart,404,4.252986622679775,0.6925431387654332,,4.252986622679775,,0.6925431387654332
adam-rubins,70,3.9227437838651253,0.6137894868609098,9.879847684564327,3.9867255603091243,-0.29236599574983,0.6060904125947545
adam-schofield,234,4.461959076790918,0.6202133803836286,8.819078284660913,4.4222276501630775,0.09227246128556894,0.6242079990205451
adam-schumacher,283,3.5064925752941876,0.7077771698858005,,3.5064925752941876,,0.7077771698858005
adam-schwabe,283,5.236699961372953,0.55791888989199,7.3132853421550506,4.953470088040931,0.334339694231862,0.5861733010909266
adam-seifer,335,5.2703384386917,0.5689231426575159,7.7559397520387705,4.959108500088899,0.3093770145464456,0.5987723448349066
adam-sheppard,81,4.961455520074452,0.4331387320116108,,4.961455520074452,,0.4331387320116108
adam-silver3,255,6.345668851346594,0.3732231207378929,7.740484737127654,6.130975118178981,0.17915249319171034,0.40026825753453776
adam-simmons,347,5.597218325581876,0.5081151662315901,,5.597218325581875,,0.5081151662315903
adam-simon,285,6.175300537886729,0.416696874815135,6.97687251102942,5.7200749319294975,0.31797695798773157,0.46976853848065037
adam-steinberg,190,4.239030318570024,0.6398472646607967,9.877504282132723,4.266969135679237,-0.09715394674814394,0.6370457189944809
adam-tatz,240,5.25945961422847,0.5280817983949726,8.57915899315278,5.164242773444571,0.10296331930915875,0.5384058689154423
adam-thurlow,67,3.694582703222258,0.6423727923893059,9.30175622151212,3.7052154882957713,-0.21727765872252794,0.641127952377992
adam-tompkins,62,4.909804862770343,0.3908901067585447,8.260638817384635,5.789631787876416,-0.25246425805026973,0.22462780832607263
adam-tow,403,5.745172970544148,0.5364802253608956,8.910228483368437,5.718086875327945,0.20098688241976986,0.5390687388351845
adam-uhrynowski,237,6.12243758804988,0.3976472760805827,6.669282316986401,5.8244081078003065,0.3269717642138567,0.43459751931870827
adam-weinroth,73,1.753175413813397,0.8657051799120998,10.084190513232812,1.76314586319272,-0.16435310342470627,0.8648381908098934
adam-wiese,62,5.160646032329004,0.32099375929902074,6.9534378953969425,5.283584465821614,-0.09923991453318005,0.2969122550423924
adam-wolf,287,5.60717479391721,0.505640698309216,8.830173710574059,5.524976867245557,0.10428979148417564,0.5144061170488633
adam-wolffbrandt,196,5.448967934342023,0.48142882115625363,8.314421945621097,5.438067205436685,0.07650838442591162,0.4827146338186048
adam1,140,4.617657038276239,0.5706442969090304,7.990561541465516,4.475038057668338,0.11696249665891209,0.5866381853955488
adam29,49,4.099092533451021,0.5359566331510207,,4.099092533451021,,0.5359566331510207
adam95,256,6.63342294951838,0.3189382932388288,7.515373984605186,6.307072005745421,0.19017968987891748,0.3626782465803632
adamayt,13,2.975440834785612,0.5417603953564775,,2.975440834785612,,0.5417603953564775
adar-ziv,12,3.255742163007099,0.39988249202095333,,3.255742163007099,,0.39988249202095333
adarsh-pallian,102,5.0118465081474675,0.44971588251280753,8.241988185327832,5.755811795389369,-0.13501224178654064,0.33834459400516365
addie-evans,141,4.840999811734906,0.5359628081509479,,4.840999811734906,,0.5359628081509479
addison-lee,650,6.956485521189796,0.4029520391378032,8.436367665543854,6.566701676303012,0.23708573326859436,0.4436563035700838
ade-bagus,337,5.527603668324508,0.5246972715008538,,5.527603668324508,,0.5246972715008538
ade-olonoh,27,3.0321669825335587,0.6566939849223073,9.123462131798863,3.2087600380715795,-0.41245984520273504,0.6314122721033806
adelino-montalverne,51,4.658321575239601,0.4026076445742992,,4.658321575239601,,0.4026076445742992
aden-davies,125,5.055148671112597,0.4930891900381598,,5.055148671112597,,0.4930891900381598
adi-de-souza,113,4.7247535733727055,0.5157630529935079,,4.7247535733727055,,0.5157630529935079
adi-raval,164,5.180251994993547,0.50511586060199,9.71578111358797,5.2356872073970635,-0.16842934277091157,0.4985614483614978
adi-rosenthal,89,4.491350979841205,0.5488960385011428,,4.491350979841205,,0.5488960385011428
adi-sheleg,99,4.947594266390277,0.4799102452709981,,4.947594266390277,,0.4799102452709981
adiel-cloud,335,5.796987192733128,0.4898138401507753,8.871217411331868,5.691720465561716,0.10958946072210078,0.5010403499708761
adisorn,54,4.669170987073181,0.42165798237635416,,4.669170987073182,,0.421657982376354
adithep-buttarat,86,3.4010739980432003,0.6942652380283071,,3.4010739980431994,,0.6942652380283072
aditi-nagaraj,12,3.0023460010384646,0.510053610390839,,3.0023460010384646,,0.510053610390839
aditya-anupkumar,294,4.551230989633321,0.6393511576035258,6.7417712157515,4.547618747069605,0.4244108342137418,0.639684658661656
aditya-bharadwaj,175,5.087531883072632,0.5136230060933726,,5.087531883072632,,0.5136230060933726
aditya-mishra,156,4.374092916987539,0.6113660039905178,,4.374092916987539,,0.6113660039905178
aditya-vempaty,282,4.774662225347675,0.6070873390826831,8.20753797790191,4.562085555658345,0.23415746987512104,0.6275633111026029
adland-suit,166,4.439506597494502,0.5981742146189737,9.004688323849606,4.408252977438738,-0.054565751282194444,0.6015663542214407
admonkey,160,3.8475669433370863,0.6842965770191326,9.911650483846616,3.843104481364442,-0.07770326425797015,0.6847233985984233
adnan,508,4.99970239722078,0.6259346193520972,9.787222747117903,4.990032142579343,0.15196686325106717,0.6267710392794851
adonis-pointer,259,6.215770993599261,0.39407449027836045,,6.215770993599261,,0.39407449027836045
adora-cheung,192,5.91639369357049,0.401902926599963,8.88412199091854,6.00106648809074,-0.08806493880883759,0.3908490069464506
adri-munier,131,4.195216006940768,0.616493466641227,8.86141712974021,4.274716147875204,-0.06200938941371655,0.6077503294914757
adrian-b,28,3.2351562631971036,0.6204302231731119,,3.2351562631971036,,0.6204302231731119
adrian-b5,89,4.6172520597348985,0.5170631009471021,,4.6172520597348985,,0.5170631009471021
adrian-banica,554,4.516311286380051,0.6726840150839644,8.88196057439367,4.444024101652924,0.2697597970738505,0.6786729343515355
adrian-dumay,92,3.4998172771293934,0.7014888440463317,,3.4998172771293934,,0.7014888440463317
adrian-farouk,285,4.403282908444797,0.6520534264401969,,4.403282908444797,,0.6520534264401969
adrian-furby,34,3.4978403095213952,0.6052590149201761,,3.4978403095213952,,0.6052590149201761
adrian-grabicki,168,5.9055478783557325,0.3797809863847837,9.435093461478251,6.544536542470574,-0.19644746412127434,0.288211390738499
adrian-kyburz,123,3.8681495618441994,0.6707389397861276,,3.8681495618441986,,0.6707389397861278
adrian-makohon,133,3.6942975368124604,0.676940213308812,,3.6942975368124604,,0.676940213308812
adrian-molina7,119,4.511709846485861,0.5791765346711073,8.960153248569112,4.686624687888572,-0.08162588796101998,0.5592775719150778
adrian-mont,31,3.9379506757383784,0.45761193844749115,,3.9379506757383784,,0.45761193844749115
adrian-moreno,198,5.1135810632706376,0.5370840763491134,,5.113581063270637,,0.5370840763491135
adrian-pratt,115,4.8537145866643066,0.5174928233984297,,4.8537145866643066,,0.5174928233984297
adrian-salgado,152,4.491087663834893,0.6017813692907386,,4.491087663834893,,0.6017813692907386
adrian-umpf,179,5.668263436893478,0.42889147590729976,,5.668263436893478,,0.42889147590729976
adrianna-tan,260,6.331624635234546,0.37441812615384434,,6.331624635234545,,0.37441812615384457
adriano-gasparri,15,1.4786273793929587,0.8778513671370254,,1.4786273793929585,,0.8778513671370254
adrien-joly,51,4.522309438302024,0.4323900696686816,,4.522309438302023,,0.4323900696686817
