placeid,mean,median,std,count,nunique,target,category
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,Shops
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,Travel Spots
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,"Homes, Work, Others"
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,College & Education
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,Food
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,Arts & Entertainment
2,3.2511811574631926,3.0706371245081625,1.1339495456541162,1641,241,Entropy,Parks & Outdoors
2-bros-pizza-new-york,5.320178397487547,5.25818426598537,0.9085001427363972,183,87,Entropy,Food
2-hndrjtt,3.920081201065345,3.957904423885006,0.8121654377743903,143,56,Entropy,Travel Spots
200-fifth-brooklyn,5.704563302096677,5.735579074151272,0.6405416297753352,134,69,Entropy,Nightlife Spots
200-orchard-new-york,5.968323019532409,6.0328798766322045,0.6974985590958214,100,70,Entropy,Nightlife Spots
2010-minnesota-state-fair-saint-paul,5.118195268271776,5.108334827636707,0.8887293129247524,94,66,Entropy,Arts & Entertainment
202-new-york,5.7096056778689555,5.669659826545045,0.7525681219143955,76,55,Entropy,Food
21st-amendment-san-francisco,5.512375802564229,5.623271531123673,0.8100381988813721,1000,383,Entropy,Nightlife Spots
230-fifth-new-york,5.721164909079135,5.807837935522811,0.9312607997649329,160,128,Entropy,Nightlife Spots
230-fifth-rooftop-lounge-new-york,5.661043344763405,5.746078726489989,0.8214281677754189,153,125,Entropy,Nightlife Spots
24-hour-fitness-san-francisco,4.74634682981873,4.8516136081403385,0.9126345451473018,946,67,Entropy,"Homes, Work, Others"
24th-st-mission-bart-san-francisco,5.0971510463342655,5.144218228730405,1.0842812883888573,617,165,Entropy,Travel Spots
25-degrees-los-angeles,4.9953945988617745,5.259647568222268,1.0953856652890528,87,52,Entropy,Food
2a-new-york,5.883012597465054,5.8628248362377215,0.7279006017553618,163,99,Entropy,Nightlife Spots
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,"Homes, Work, Others"
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Parks & Outdoors
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Food
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Nightlife Spots
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Travel Spots
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Shops
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,College & Education
3,3.3466908892573173,3.4049092460351633,1.067420819554781,992,150,Entropy,Arts & Entertainment
30-rockefeller-plaza-new-york,5.03614971857057,4.9379679622185275,0.7948445146535901,223,110,Entropy,"Homes, Work, Others"
300-new-york-new-york,5.82738128540272,5.925083959599424,0.7523873306436945,77,59,Entropy,Arts & Entertainment
30th-street-station-philadelphia,5.267266777537193,5.3206315887833595,0.8533110105085387,699,232,Entropy,Travel Spots
330-ritch-san-francisco,5.687577520331335,5.738303407595805,0.7836000477187749,126,84,Entropy,Nightlife Spots
35-cooper-square-new-york,5.55651675931588,5.658997665983777,0.7481493828566624,121,63,Entropy,Nightlife Spots
3rd-ward-brooklyn,5.5607344110797285,5.369546386935724,0.747919564502425,149,68,Entropy,Shops
3rd-ward-brooklyn,5.5607344110797285,5.369546386935724,0.747919564502425,149,68,Entropy,Arts & Entertainment
3rd-ward-brooklyn,5.5607344110797285,5.369546386935724,0.747919564502425,149,68,Entropy,"Homes, Work, Others"
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,"Homes, Work, Others"
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,Travel Spots
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,Parks & Outdoors
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,Shops
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,Food
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,College & Education
4,3.693632931373116,3.608155607515544,0.8844025494288607,681,118,Entropy,Arts & Entertainment
4food-new-york,5.581245305331267,5.595535895996676,0.8618888328546723,141,100,Entropy,Food
4sq-day-2010-foursquare-day-new-york,5.582792031574441,5.753694973345971,0.913551852335203,66,57,Entropy,Arts & Entertainment
4th-avenue-pub-brooklyn,5.6025656765504,5.785599480028037,0.6694469604683199,218,59,Entropy,Nightlife Spots
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Shops
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Arts & Entertainment
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Food
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,"Homes, Work, Others"
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Travel Spots
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,College & Education
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Nightlife Spots
5,3.6954041163694518,3.554017787307465,1.1197551353973572,262,101,Entropy,Parks & Outdoors
5-napkin-burger-new-york,5.509926196305035,5.672483592856684,0.8541102594528197,264,172,Entropy,Food
5-ninth-59th-restaurant-new-york,5.918702923453167,6.0508422229201795,0.7959940458150331,92,67,Entropy,Nightlife Spots
500-club-san-francisco,5.754101776299656,5.823933530026986,0.5897968760426329,254,105,Entropy,Nightlife Spots
54-mint-san-francisco,5.662804846408048,5.716261883339809,0.9130857487698425,101,51,Entropy,Food
5a5-steak-lounge-san-francisco,5.663423480585603,5.732276036744525,0.7959844906300304,115,82,Entropy,Food
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,"Homes, Work, Others"
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,Shops
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,Travel Spots
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,College & Education
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,Parks & Outdoors
6,3.0306802249284117,3.0848789025203076,0.8269702538182411,563,62,Entropy,Food
60-thompson-new-york,5.782792896315984,5.8628248362377215,0.707123785040873,69,57,Entropy,Travel Spots
675-bar-new-york,5.9972846349332665,6.106044317022873,0.7172628559978643,400,217,Entropy,Nightlife Spots
68-jay-st-bar-brooklyn,5.6515093891851915,5.79901556336098,0.8968125806445718,217,63,Entropy,Arts & Entertainment
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,Travel Spots
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,Shops
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,Arts & Entertainment
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,Food
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,"Homes, Work, Others"
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,Nightlife Spots
7,3.3221767512772704,3.214648275731808,0.8423877619767306,540,74,Entropy,College & Education
7-11,5.309343386194068,5.406894079718904,1.0401676911092934,262,89,Entropy,Shops
7-eleven,4.772655277728073,4.9086741977288435,0.9855329213201651,536,164,Entropy,Shops
7-eleven-chicago,4.923479088914621,4.923386262674122,0.7149178819151019,234,60,Entropy,Shops
7-eleven-chicago,4.923479088914621,4.923386262674122,0.7149178819151019,234,60,Entropy,Food
7-eleven-los-angeles,5.158740652970355,5.2363873272429,0.9348005757939903,212,58,Entropy,Shops
7-eleven-los-angeles,5.158740652970355,5.2363873272429,0.9348005757939903,212,58,Entropy,Food
7-eleven-new-york,5.238704584827459,5.294588290187558,0.9516651375530948,201,60,Entropy,Shops
7-eleven-new-york,5.238704584827459,5.294588290187558,0.9516651375530948,201,60,Entropy,Food
7-eleven-san-francisco,5.278141587273454,5.283206252897457,0.7739430259779423,120,50,Entropy,Shops
7-eleven-san-francisco,5.278141587273454,5.283206252897457,0.7739430259779423,120,50,Entropy,Food
7a-new-york,5.55554934914914,5.518214273100535,0.7980040899677799,192,126,Entropy,Food
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,Food
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,"Homes, Work, Others"
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,College & Education
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,Nightlife Spots
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,Arts & Entertainment
8,4.1402045418587194,4.182548165072707,0.8200654107621982,216,54,Entropy,Shops
83-proof-san-francisco,5.711597805051676,5.745734318907093,0.8114736962093149,104,70,Entropy,Nightlife Spots
88-orchard-new-york,5.74574475676209,5.583551830768329,0.9452780451842888,161,65,Entropy,Food
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,"Homes, Work, Others"
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,Food
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,Arts & Entertainment
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,Shops
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,Travel Spots
9,3.4448223178643116,3.0984549308756524,1.1939106336876235,216,70,Entropy,College & Education
92nd-street-y-new-york,5.4961430514470955,5.565469063413811,0.9319596041428077,168,111,Entropy,"Homes, Work, Others"
92ytribeca-new-york,5.578426620395733,5.779635361621269,0.9724874446082321,291,161,Entropy,Arts & Entertainment
930-club-washington,5.033089657747699,5.0180868062767425,0.770780636531086,201,89,Entropy,Nightlife Spots
9th-st-espresso-chelsea-market-new-york,5.646587356949811,5.604119253541751,0.7043929168405759,213,69,Entropy,Food
9th-street-espresso-new-york,5.5717138552537895,5.6808088531694905,0.5478867659272233,181,60,Entropy,Food
a16-san-francisco,5.68704262095866,5.811827859426797,0.554654491790854,124,64,Entropy,Food
abc-carpet-home-new-york,5.564362680498979,5.622701833674019,0.7964125489850158,148,92,Entropy,Shops
abc-kitchen-new-york,5.765605463050159,5.748348587953703,0.6749937018974036,133,90,Entropy,Food
abe-arthurs-new-york,5.686733411420951,5.646034321464604,0.8128893045764907,79,62,Entropy,Food
abilene-brooklyn,5.7493426585816865,5.933304854340761,0.6117434193433654,278,84,Entropy,Nightlife Spots
above-allen-thompson-les-hotel-new-york,5.853942197877071,5.943266718166109,0.83102171573461,108,87,Entropy,Nightlife Spots
abraco-new-york,5.5313067812577446,5.587298757499627,0.6631279007436373,288,70,Entropy,Food
absinthe-brasserie-bar-san-francisco,5.532977365773744,5.5204879118405525,0.7638707787417217,204,135,Entropy,Food
absinthe-brasserie-bar-san-francisco,5.532977365773744,5.5204879118405525,0.7638707787417217,204,135,Entropy,Nightlife Spots
ace-bar-new-york,5.809649046439816,5.8004838388011635,0.7501965960131743,322,184,Entropy,Nightlife Spots
ace-hotel-new-york,5.686377509761463,5.655161858747877,0.8002490072855214,1536,542,Entropy,Travel Spots
ace-hotel-portland,4.991558931654794,5.040147049038832,1.0329358493840954,136,59,Entropy,Nightlife Spots
ace-hotel-swim-club-palm-springs,5.468213323043368,5.391277605177497,0.8850606147672684,118,50,Entropy,Travel Spots
aces-eights-saloon-new-york,5.416334582986391,5.5215444974396775,0.9771488324178673,261,86,Entropy,Nightlife Spots
acme-bar-and-grill-new-york,5.8496535163163506,5.850893780267415,0.664873517736316,105,73,Entropy,Food
adobe-systems-san-francisco,5.1899489465201345,5.009225820548003,0.687737444943416,153,51,Entropy,"Homes, Work, Others"
adorama-new-york,5.564496775016642,5.492868496678904,0.8050280186405446,122,61,Entropy,Shops
adriennes-pizza-bar-new-york,5.549842339508275,5.311882661252353,0.8433106046535835,110,57,Entropy,Food
aeroport-cdg-2-terminal-f-cdg-2f-airport-roissy,4.7669218875790875,4.831156000167341,0.996892861565528,71,50,Entropy,Travel Spots
aeroport-cdg-terminal-1-cdg-roissy,4.816055818594601,4.761179750815856,0.7976610942486018,114,73,Entropy,Travel Spots
aeroport-de-paris-orly-ory-paris,4.558906920940805,4.537571996070153,0.7940537422087058,182,78,Entropy,Travel Spots
aeroport-international-pierre-elliott-trudeau-de-m,5.00628632408755,4.813020974055337,0.8808625295255358,224,73,Entropy,Travel Spots
aeroport-international-pierre-elliott-trudeau-inte,4.835789164132911,4.6749964487391855,0.8229761221169639,244,98,Entropy,Travel Spots
aeroport-nice-cote-dazur-nce-nice,4.845849937625539,4.687155348834805,0.9886043439166169,183,96,Entropy,Travel Spots
aeroport-roissy-charles-de-gaulle-cdg-paris,4.9236452084470255,4.940553053599258,0.9509025488880022,356,212,Entropy,Travel Spots
aeroporto-de-sao-paulo-congonhas-cgh-sao-paulo,4.62194708027776,4.623759753626425,0.5955638345653607,1055,205,Entropy,Travel Spots
aeroporto-di-roma-fiumicino-leonardo-da-vinci-fco-,4.828559307430835,4.968410258312054,1.0322423471879345,145,73,Entropy,Travel Spots
aeroporto-intercontinentale-di-malpensa-mxp-ferno,4.895929116390286,4.923429648700041,0.8407371341263543,187,74,Entropy,Travel Spots
aeroporto-internacional-de-sao-paulo-guarulhos-gru,4.689734094469794,4.682373950316869,0.6713424021227085,642,230,Entropy,Travel Spots
aeroporto-santos-dumont-sdu-rio-de-janeiro,4.5818486235985505,4.623759753626425,0.571188326665323,226,66,Entropy,Travel Spots
aeroporto-santos-dumont-sdu-sbrj-rio-de-janeiro,4.547061101207927,4.521635766666914,0.5808909397447092,172,59,Entropy,Travel Spots
aeropuerto-de-madrid-barajas-mad-madrid,5.139608791748093,5.137476049275596,0.8446006362360637,84,57,Entropy,Travel Spots
air-canada-centre-toronto,4.7035809764830185,4.510353672141679,0.7224760665222806,211,82,Entropy,Arts & Entertainment
aj-bombers-milwaukee,4.909933692538073,4.861908295845356,0.8262797416936586,293,51,Entropy,Food
akiba-yodobashi-camera-multimedia-akiba,3.705454031072433,3.8019444306057677,1.094973704510632,187,59,Entropy,Shops
akihabara-sta,3.8750249771984886,3.9269203117458753,0.6939774525148267,410,66,Entropy,Travel Spots
akihabara-station,2.6634500747292984,2.61401340454248,0.8755709781502334,854,82,Entropy,Travel Spots
al-di-la-brooklyn,5.686847025090103,6.018382429901704,0.831405109493168,94,60,Entropy,Food
alamo-drafthouse-austin,4.955960925600612,5.004180852718432,1.26315185217495,203,69,Entropy,Arts & Entertainment
alamo-square-san-francisco,5.696817665439691,5.6401693156471895,0.5439308306784714,444,119,Entropy,Parks & Outdoors
albert-heijn-amsterdam,4.28410490775588,4.0511751409760475,0.6541350320400541,364,53,Entropy,Shops
albuquerque-international-sunport-abq-albuquerque,5.091729862974035,5.336965230458134,1.0435411227897058,91,60,Entropy,Travel Spots
alcatraz-island-san-francisco,5.210375698644658,5.309218145625868,1.0289075811976145,123,101,Entropy,Arts & Entertainment
alchemy-restaurant-bar-brooklyn,5.607234964021614,5.63201180923238,0.7823580546467748,131,76,Entropy,Food
aldi,4.512339086336213,4.272596810644182,1.0890712862620608,146,63,Entropy,
alias-new-york,5.936382444515587,6.1955894274471675,0.686868790502438,96,55,Entropy,Food
alibi-room-los-angeles,5.433062121950773,5.614145938066082,0.9020243623118506,118,66,Entropy,Food
alibi-room-los-angeles,5.433062121950773,5.614145938066082,0.9020243623118506,118,66,Entropy,Nightlife Spots
alice-tully-hall-lincoln-center-new-york,5.79276585650727,5.907585559624071,0.9102200947685054,96,73,Entropy,Arts & Entertainment
alidoro-new-york,6.028233094665655,6.434844611935145,0.8291355519591255,191,63,Entropy,Food
all-bar-one-london,4.551062521318364,4.517610401659875,0.9281438115197798,92,65,Entropy,Nightlife Spots
all-bar-one-london,4.551062521318364,4.517610401659875,0.9281438115197798,92,65,Entropy,Food
alligator-lounge-new-york,5.6056055973021515,5.506593230781706,0.7410255403165089,229,117,Entropy,Nightlife Spots
allsaints-spitalfields-new-york,5.473787709252953,5.41681351777744,0.8987686725533408,69,58,Entropy,Shops
alma-brooklyn,5.773215261025567,5.800434305938296,0.8272178624353251,83,53,Entropy,Food
almond-new-york,5.67729048726603,5.9148339648708035,0.7989019588325874,151,76,Entropy,Food
almondine-bakery-brooklyn,5.926897482569193,6.2645661072434145,0.7831661000727366,365,60,Entropy,Food
alta-new-york,5.752042912489317,5.907585559624071,0.8186022597940019,132,88,Entropy,Food
amc-bay-street-16-emeryville,5.4211497913206435,5.497899044057711,0.7667957815037725,116,53,Entropy,Arts & Entertainment
amc-century-city-15-los-angeles,5.389095945999955,5.401413576298385,0.9338333272869186,187,89,Entropy,Arts & Entertainment
amc-empire-25-new-york,5.549029145368372,5.723968305295098,0.912254515326487,301,210,Entropy,Arts & Entertainment
amc-loews-19th-street-new-york,5.534636271837454,5.643038118076953,0.8900994108277285,98,77,Entropy,Arts & Entertainment
amc-loews-34th-street-14-new-york,5.591358006305956,5.693641134201392,0.8430916700991508,375,268,Entropy,Arts & Entertainment
amc-loews-boston-common-19-boston,5.193040107251848,5.228976006899272,0.8060333054183594,272,124,Entropy,Arts & Entertainment
amc-loews-kips-bay-15-new-york,5.680529580840776,5.675268969422406,0.8376089259507964,515,269,Entropy,Arts & Entertainment
amc-loews-lincoln-square-13-new-york,5.449499694749793,5.514186319938986,0.9204434134890608,716,351,Entropy,Arts & Entertainment
amc-loews-metreon-16-san-francisco,5.480666972648393,5.524553188073194,0.8287297172409059,1169,441,Entropy,Shops
amc-loews-metreon-16-san-francisco,5.480666972648393,5.524553188073194,0.8287297172409059,1169,441,Entropy,Arts & Entertainment
amc-loews-orpheum-7-new-york,5.742499326276186,5.780615245710477,0.7907826928334957,88,58,Entropy,Arts & Entertainment
amc-loews-theatre-19th-st-east-new-york,5.5835096936081845,5.643038118076953,0.8842764252116668,99,80,Entropy,Arts & Entertainment
amc-loews-village-7-new-york,5.675381989599559,5.858471742728778,0.8811599437252062,195,156,Entropy,Arts & Entertainment
amc-mercado-20-santa-clara,5.059731230297632,5.166111218152641,0.7753580626908951,124,61,Entropy,Arts & Entertainment
amc-pacific-place-11-seattle,5.168117040066192,5.438524153166499,0.8710316260562453,136,65,Entropy,Arts & Entertainment
amc-river-east-21-chicago,5.106623438813387,4.793523775935831,0.8065026877056124,233,89,Entropy,Arts & Entertainment
amc-van-ness-14-san-francisco,5.526550822262734,5.534478196976694,0.860028952921275,307,181,Entropy,Arts & Entertainment
amc-yonge-dundas-24-toronto,4.928470245655524,5.086612358744474,0.5729040590074358,156,69,Entropy,Arts & Entertainment
amelie-san-francisco,5.468650420043068,5.384304517256748,0.817149116900432,78,51,Entropy,Nightlife Spots
america-sao-paulo,4.509371737788171,4.365203302448809,0.6823092962321574,126,61,Entropy,Food
american-airlines-admirals-club-lounge-jamaica,5.4866831259010445,5.6151198395692745,0.5943233337696947,95,51,Entropy,Travel Spots
american-airlines-center-dallas,4.8731234779789565,4.735052263898771,1.0232320366970353,131,51,Entropy,Arts & Entertainment
american-apparel-brooklyn,5.790740644770105,5.787264763647574,0.9609500246834831,86,55,Entropy,Shops
american-apparel-new-york,5.483889045359185,5.318186615666611,0.8671107536891596,197,131,Entropy,Shops
american-express-tower-new-york,6.080399978958951,6.1497258362269225,0.7549117669514898,400,55,Entropy,"Homes, Work, Others"
american-museum-of-natural-history-new-york,5.46138974446042,5.555266865549899,0.8981814299570469,475,355,Entropy,Arts & Entertainment
americano-restaurant-bar-san-francisco,5.4610949683776004,5.27180813014188,0.8013920764731643,222,105,Entropy,Nightlife Spots
amity-hall-new-york,5.691621017047053,5.8306643352311776,0.8339837946681661,282,162,Entropy,Nightlife Spots
amnesia-san-francisco,5.594164978244964,5.719961555064929,0.663629176032951,136,72,Entropy,Arts & Entertainment
amoeba-music-los-angeles,5.465866236146561,5.48589750738124,0.8237775485130757,196,98,Entropy,Shops
amoeba-music-san-francisco-san-francisco,5.646268970196504,5.796987192733128,0.8841423876450503,123,92,Entropy,Shops
ampm,3.4594806463529357,3.153049786134127,0.8979348721019497,479,64,Entropy,Shops
amsterdam-airport-schiphol-ams-luchthaven-schiphol,4.815644459382395,4.859701341774164,0.8994695967901135,494,141,Entropy,Travel Spots
amsterdam-airport-schiphol-ams-luchthaven-schiphol,4.815644459382395,4.859701341774164,0.8994695967901135,494,141,Entropy,Nightlife Spots
amsterdam-airport-schiphol-ams-schiphol,4.632516603219494,4.743914195010311,0.8971297602106241,797,284,Entropy,Travel Spots
amsterdam-rai-amsterdam,4.3980437426081815,4.374168106515767,0.8068716126618568,79,64,Entropy,"Homes, Work, Others"
amtrak-concourse-new-york-penn-station-nyp-new-yor,5.385210114975315,5.415355299935273,0.9716522193280897,151,83,Entropy,Travel Spots
amtrak-septa-30th-street-station-philadelphia,4.349360886525178,4.667438201628408,1.303769603610806,324,109,Entropy,Travel Spots
amtrak-wilmington-wil-wilmington,5.478822906431595,5.529613288595605,0.8643069439617282,71,50,Entropy,Travel Spots
amys-bread-new-york,5.260478579687196,5.466775968844218,0.7502726677759604,412,119,Entropy,Food
an-choi-new-york,5.762915391145117,5.8628248362377215,0.6782518951628855,103,59,Entropy,Food
an-nhau-new-york,5.939226949075376,5.944588091830805,0.5899503186669878,107,50,Entropy,Food
anchor-hope-san-francisco,5.677642853994212,5.795742486377895,0.8663802584353032,121,95,Entropy,Food
andalu-san-francisco,5.528435451069157,5.53635161396218,0.7225169491062202,86,67,Entropy,Food
angel-orensanz-foundation-new-york,5.456915605308024,5.617575845828997,0.867185921208808,56,50,Entropy,Arts & Entertainment
angel-stadium-of-anaheim-anaheim,5.0685917580081625,5.107203022830348,0.8279726433221984,129,70,Entropy,Arts & Entertainment
angelika-film-center-new-york,5.725052078309023,5.8973244561852365,0.8456091155634685,328,203,Entropy,Arts & Entertainment
angels-and-kings-new-york,5.318522301646448,5.629593749270416,0.9667715341279788,322,101,Entropy,Nightlife Spots
angels-share-new-york,5.930699507887332,6.174021777132472,0.790454065403449,160,110,Entropy,Nightlife Spots
anna-maria-pizza-pasta-brooklyn,5.935319523458565,5.978122568439421,0.7928400063216966,115,70,Entropy,Food
annabelles-bar-bistro-san-francisco,5.5166221285682315,5.774249784754994,0.8643121987768959,91,69,Entropy,Food
annies-cafe-and-bar-austin,5.308852511858314,5.443072174206493,0.5787765721609781,109,55,Entropy,Food
anotheroom-new-york,5.652576842026372,5.841184666651347,0.7426133419676141,203,82,Entropy,Nightlife Spots
antarctica-new-york,5.667935160822334,5.866596895948509,0.8272401116661251,304,127,Entropy,Nightlife Spots
anthropologie-new-york,5.421483996948569,5.4449278912222185,0.8531615580411774,151,95,Entropy,Shops
antonios-nut-house-palo-alto,5.329061420397803,5.192146902699826,0.7434708869425127,117,64,Entropy,Nightlife Spots
aol-hq-new-york,5.325716582877921,5.747973694566358,0.9928317103595172,267,80,Entropy,"Homes, Work, Others"
aol-inc-new-york,5.215775428710383,5.061630681102595,1.001039465768448,245,78,Entropy,"Homes, Work, Others"
apartment-138-brooklyn,5.916146670700805,6.111145743403279,0.5975276900808429,136,68,Entropy,Food
apollo-theatre-new-york,5.60879404354444,5.735579074151272,1.0070975994900422,81,68,Entropy,Arts & Entertainment
apotheke-new-york,5.880869581828244,5.946465262417984,0.7760633928954617,175,129,Entropy,Nightlife Spots
apple-inc-cupertino,5.188066035623147,5.115129235838714,0.8109544164140404,353,139,Entropy,Parks & Outdoors
apple-inc-cupertino,5.188066035623147,5.115129235838714,0.8109544164140404,353,139,Entropy,"Homes, Work, Others"
apple-store,3.717801137944145,3.6074519981145126,1.3121350160724055,312,102,Entropy,Shops
apple-store-arlington,4.989024775300705,5.085178792437544,0.7163267483402844,152,67,Entropy,Shops
apple-store-atlanta,4.860734335917063,4.795572677013975,0.7350319993108111,191,78,Entropy,Shops
apple-store-bellevue,4.559500480867968,4.467488934823154,0.937645797691793,104,53,Entropy,Shops
apple-store-bloomington,5.189661429061027,5.079044051155697,0.5685063078268675,150,51,Entropy,Shops
apple-store-boylston-street-boston,5.091676965079942,5.11060848472189,0.7462923679643702,384,156,Entropy,Shops
apple-store-cambridge,5.126938988831,5.313170521195959,0.6529171828848284,258,68,Entropy,Shops
apple-store-chicago,5.1962107817803025,5.147598212686668,0.8290894863181558,395,204,Entropy,Shops
apple-store-emeryville,5.192047195089908,5.202728771484438,0.8019101312285196,98,50,Entropy,Shops
